	chr3:134640816-134640965	chr3:134640966-134641115	chr3:134641116-134641265	chr3:134641266-134641415	chr3:134641416-134641565	chr3:134641566-134641615	chr3:134641616-134641715	chr3:134641716-134641785	chr3:134641786-134641865	chr3:134641866-134642015	chr3:134642016-134642165	chr3:134642166-134642315	chr3:134642316-134642465	chr3:134642466-134642615	chr3:134642616-134642765	chr3:134642766-134642855	chr3:134642856-134642915	chr3:134642916-134643065	chr3:134643066-134643215	chr3:134643216-134643305	chr3:134643306-134643365	chr3:134643366-134643515	chr3:134643516-134643665	chr3:134643666-134643815	chr3:134643816-134643865	chr3:134643866-134643965	chr3:134643966-134644115	chr3:134644116-134644265	chr3:134644266-134644415	chr3:134644416-134644565	chr3:134644566-134644715	chr3:134644716-134644865	chr3:134644866-134644955	chr3:134644956-134645015	chr3:134645016-134645165	chr3:134645166-134645255	chr3:134645256-134645315	chr3:134645316-134645465	chr3:134645466-134645555	chr3:134645556-134645615	chr3:134645616-134645765	chr3:134645766-134645878	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.0778988	2.00321	1.2258	0.414897	0.765988	0.450686	0.203335	0.816699	1.34573	1.15592	0.649232	0.425703	0.514634	0.433819	0.343066	0.351553	0.587907	0.277385	0	0	0	0.278186	0.315277	0.255926	0.55636	0.228108	0.415438	1.17776	0.780878	0	0	0	0.50382	0.55636	0.0686207	0	0.027827	1.35022	0.661335	0.055104	0.3223	0.745289	0.611639
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.0431787	0	0	0.0881334	0.676457	0.76035	0.390802	0.181496	0.115972	0	0.362428	0.139756	0	0.0260754	0.422127	0.0713703	0	0	0	0	0.249904	0.253674	0.383383	0.688017	0.105387	0	0.184255	0.501185	0.252567	1.12511	0.718057	2.77679	3.27007	1.10825	0.372302	0.501547	1.08872	2.42942	0.582554	0.473132	0.154614	0	0.580311
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.190557	0.111699	0.662155	0.935809	0.708407	0	0.0557736	0.47743	0.918414	0.883113	1.26239	1.20891	0.961208	0.624347	0.504835	0.65886	1.09745	1.17405	0.881075	1.12708	1.017	1.00962	0.399125	0.0820449	0	0	0.026435	0.961422	1.48045	1.94516	2.23057	1.82497	2.78367	3.04123	2.10236	0.176231	1.0941	1.91087	0.962143	0.380689	1.23587	0.3618	0.563636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0	0	0.170126	0.312721	0.287621	0.426733	0.35346	0	0	0.238435	0.355247	0.134879	0.146613	0.156567	0.0176277	0	0	0.176056	0.136471	0	0	0	0	0	0	0	0	0	0	0	0.168722	0.160421	0	0	0	0	0	0	0	0	0	0.235808	0.550296
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0.0827598	0.219649	0.35404	0.279293	0.091744	0.218081	0.2171	0.0208856	0.187595	0.369266	0.540434	0.220696	0.486715	0.148592	0.147756	0.107792	0.20278	0.222122	0.17191	0.151979	0.021782	0.159801	0.0446595	0.195082	0	0	0.130566	0.121522	0.0404061	0.230126	0.345965	0.141977	0.0632119	0	0	0.170807	0.235263	0.163385	0.361494	0.414117	0.456442	0.695858	0.522005
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.b69b018c-be0b-42b3-9bd0-adb684b6c71f.fc.signal	1.75632	0.815301	0.705299	1.10686	0.806113	0.035313	0	0	0.0641443	0.914539	0.934433	0.232674	0.934205	0.227636	1.31788	2.52481	1.56535	0.663326	1.09434	0.356037	0	0.435418	0.496237	0.350006	0.246586	0.466538	0.38254	0.475539	1.23216	2.09341	0.467058	0.433184	0.531577	1.1448	0.821309	0.823038	1.36653	1.4155	0.471094	0	0.63159	0.586127	0.534979
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.867f20aa-cd84-4630-be8b-4d90cccd43d7.fc.signal	0	0.0385124	0.850187	0.784553	0.565632	0	0.0107467	0.243124	0.230577	0.180995	0.373466	0.221504	0	0.156014	0.75019	0.348104	0.352832	0.122137	0.0392797	0.214626	0.259015	0.100434	0	0	0	0	0	0.077595	0.300906	0.572368	0.75174	0.357654	1.35381	1.54211	1.10452	0.538808	1.64386	1.73177	0.304792	0	0.29517	1.90338	0.684896
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.14e2d66e-78ce-42e0-867f-4b49c7b19bff.fc.signal	3.01484	2.11081	1.54298	1.4484	1.60645	1.96443	1.7369	1.47464	1.02987	1.47212	2.93262	2.28722	1.9833	3.16525	3.97618	3.28401	2.60557	1.96462	4.03626	6.04238	3.46686	1.79902	4.95019	4.47161	2.98398	4.03637	3.99736	3.04928	8.14548	4.73108	6.48541	6.10918	6.34512	4.10476	1.6837	3.03919	2.45419	3.41892	4.43686	2.58341	1.73002	1.75005	0.535853
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.2af65a74-ad9a-47d1-bb59-7449ff40f2d9.fc.signal	0.502567	0.655196	0.400106	0.344652	0.455689	0.607202	0.64044	0.616021	0.797483	0.991581	0.430392	0.269016	0.323424	1.0206	1.34411	1.03396	0.651312	0.206182	0.369558	0.829491	0.934665	0.534426	0.141379	0.00267533	0	0	0.0834355	0.751157	0.81297	0.551491	0.999021	1.0257	0.632921	0.686823	0.697914	0.725029	0.668475	0.848656	0.548274	0.399734	0.588386	0.673072	0.254167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.976830f0-f131-4dc5-bdfd-64d83fdc4635.fc.signal	0.729526	0.92762	1.51657	0.487062	0.32923	0.27449	0.421011	0.834943	0.930875	1.05372	1.38209	1.22873	0.445617	0.0680711	0.329777	0.26959	0.509899	0.521851	0.609071	0.20212	0.108932	0.177505	0.150481	0.524646	0	0	0	0	0.0839557	0.349679	0.202927	0.201571	0.86442	0.998891	1.98727	1.31472	0.642588	0.723311	0.377253	0.139927	0.467271	0.679429	0.605327
