	chr3:133952466-133952615	chr3:133952616-133952765	chr3:133952766-133952915	chr3:133952916-133953065	chr3:133953066-133953215	chr3:133953216-133953295	chr3:133953296-133953365	chr3:133953366-133953515	chr3:133953516-133953665	chr3:133953666-133953815	chr3:133953816-133953965	chr3:133953966-133954115	chr3:133954116-133954265	chr3:133954266-133954415	chr3:133954416-133954505	chr3:133954506-133954565	chr3:133954566-133954715	chr3:133954716-133954865	chr3:133954866-133955015	chr3:133955016-133955165	chr3:133955166-133955315	chr3:133955316-133955465	chr3:133955466-133955615	chr3:133955616-133955765	chr3:133955766-133955915	chr3:133955916-133956065	chr3:133956066-133956215	chr3:133956216-133956365	chr3:133956366-133956515	chr3:133956516-133956665	chr3:133956666-133956815	chr3:133956816-133956965	chr3:133956966-133957115	chr3:133957116-133957265	chr3:133957266-133957415	chr3:133957416-133957565	chr3:133957566-133957693	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.575486	0.353644	2.07638	0.44572	0	0.481433	1.22984	1.22986	0.872378	0.22787	0.369497	0.531957	0.330835	0.89238	1.53052	1.81947	2.65099	2.18371	1.52938	1.00626	0.822637	0.65594	0.496452	1.4529	1.00325	1.35217	1.05818	0.954847	0.309782	0.425883	0.541033	0.40897	0.662513	1.62877	0.442435	0.690382	0.645999	0.278947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.771637	1.09284	0.303128	0.469165	0.134914	0.351272	0.45174	0.709926	0.394573	1.12965	0.532388	0.140531	0.618902	0.171915	0.076491	0.400943	0.538771	0.0692641	0.43251	0.488276	0.793286	1.21154	0.510437	0.346753	0.790633	1.11588	0.233994	0.205654	1.18984	1.09798	0.403047	0.263476	0.452041	0.727701	0.712073	0.237281	0.382192	0.244318
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.721507	0.370911	0.23738	0.311588	0.875453	0.10783	0.544447	0.83725	0.0333828	0	0	0	0.168763	0.866163	0.253481	0.0510162	0.659221	1.10434	0.52676	0	0	0.375351	0.383943	0.373826	0	0	0	0.866098	0.779892	0.671401	0.44477	0	0	0	0	0.677096	1.10596	0.371868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.570848	0.167392	0.285095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171765	0.508399	0.219084	0.621127	0.196715	0.318702	0.303796	0.124567	0.3445	0.482302	0.588641	1.13216	0.774719	0.536385	0.495062	0.210633	0.285431	0.358532	0	0.477212
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.462258	1.45739	0	0	0	0.236948	0.59237	0.248795	0.414659	0.236948	0.686865	0.201317	0	0	0	0	0	0	0.397515	0.132459	0	0	0	0.601894	1.32601	0.497591	0.346172	0.710173	1.01619	0.572628	1.28686	0.641552	0.608628	0.0623317	0.444737	0.702124	0.440161	0.539474
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.407584	0.103972	0.0830288	0.0147933	0	0.0648649	0.297946	0.312014	0.255194	0.210313	0.263437	0.114758	0.150718	0.100779	0.261697	0.647333	0.496144	0.118822	0.103128	0.0764806	0.0699171	0.217981	0.215675	0.27532	0.20945	0.234063	0.244674	0.343773	0.464067	0.391612	0.137326	0.117237	0.560583	1.25174	0.903759	0.294056	0.228702	0.406824
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	1.31591	1.07335	0.0693107	0	0	0	0.301923	0.688782	0.870951	0.487027	0.928549	0.543795	0.172972	0.423794	0.765813	0.675637	0.940512	0.399467	0.31844	0.363331	0.809833	1.07985	0.591956	0.0424515	0.808214	1.07582	0.645096	0.769499	1.02344	0.478413	0.00299287	0	0.349736	1.09187	1.02188	1.02093	0.557303	0.330664
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	1.22302	1.07108	1.0175	0.251231	0.336512	0.235499	0.35547	0.997856	0.50723	0.0640002	0.647119	0	0	0.163516	0.319923	0.18366	1.09976	0.604419	0	0	0.324719	0.386349	0	0.62744	1.19748	1.50081	0.491016	2.10234	1.41262	0.81773	1.12345	0.711033	0	0	0.29698	0.735784	0.0728123	0.35
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	0.791721	0.72722	0.64803	0.232209	0.204278	0.567878	0.91989	0.743608	0.510371	0.568361	1.30042	1.37902	0.106399	0.280022	0.676128	0.97894	2.01511	1.16133	0.674852	0.610247	1.34003	0.814893	1.34689	1.4218	0.339819	0.659028	0.59495	0.939454	1.35764	0.852071	0.492139	0.390165	0.608074	1.08007	0.651945	0.0895789	0.29369	0.340143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.576321	0.388391	0.407405	0.221034	0.140704	0.175104	0.329318	0.383722	0.322921	0.274536	0.228703	0.163009	0.312042	0.400193	0.318607	0.338519	0.390729	0.362469	0.362706	0.485406	0.898633	1.06157	0.814976	0.626515	0.415277	0.454517	0.560406	0.931475	1.39145	0.897628	0.179585	0.0486769	0.320447	1.19936	1.54574	1.1403	0.224405	0.443092
