	chr8:37742196-37742345	chr8:37742346-37742495	chr8:37742496-37742645	chr8:37742646-37742795	chr8:37742796-37742945	chr8:37742946-37743095	chr8:37743096-37743245	chr8:37743246-37743395	chr8:37743396-37743545	chr8:37743546-37743695	chr8:37743696-37743845	chr8:37743846-37743995	chr8:37743996-37744145	chr8:37744146-37744295	chr8:37744296-37744445	chr8:37744446-37744595	chr8:37744596-37744745	chr8:37744746-37744895	chr8:37744896-37745045	chr8:37745046-37745195	chr8:37745196-37745345	chr8:37745346-37745495	chr8:37745496-37745645	chr8:37745646-37745795	chr8:37745796-37745945	chr8:37745946-37746045	chr8:37746046-37746095	chr8:37746096-37746245	chr8:37746246-37746395	chr8:37746396-37746545	chr8:37746546-37746695	chr8:37746696-37746845	chr8:37746846-37746895	chr8:37746896-37746995	chr8:37746996-37747145	chr8:37747146-37747295	chr8:37747296-37747445	chr8:37747446-37747595	chr8:37747596-37747745	chr8:37747746-37747835	chr8:37747836-37747895	chr8:37747896-37747985	chr8:37747986-37748045	chr8:37748046-37748069	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.0531103	0.314189	0.73201	0.441169	0.182028	0.474772	0.440237	0.841917	0.934786	0.479938	0.775789	0.334579	0.634902	0.654224	0.887232	2.10354	2.86581	1.24569	1.76044	2.47879	1.8652	0.938522	0.750461	0.949336	0.0751886	1.41891	2.61509	1.08612	0.654908	0.410728	0.505708	0.200235	0.466544	0.77609	1.39349	2.2847	3.2359	1.69458	5.05399	5.5879	6.07716	5.95796	5.77064	5.6887	0.636364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.916536	1.10005	0.473323	0.452719	0.804718	0.580973	0.703839	0.348936	0.201069	0.494979	0.391284	0.532109	0.849203	0.70524	0.668848	0.680364	0.111903	0.16941	0.361273	0.741279	0.625545	1.16137	1.05595	0.561843	0	0.203674	0.208361	0.600147	0.397426	0.140201	0.838159	0.584042	0.541264	0.685136	0.554764	0.353251	2.28413	2.31419	2.40179	6.35436	12.2206	13.4789	10.7819	8.66844	0.213333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.3579346a-a108-4e99-ba8a-c53f4809c6bb.fc.signal	0.636783	0.56021	0.739636	0.821033	0.842096	0.766204	2.47692	1.50668	1.28898	0.447391	0.265021	0.763838	0.666111	0.887429	2.16551	1.01599	0.912969	0.723279	0.656781	0.978225	1.8125	1.56192	0.741535	1.32148	1.51456	2.04468	1.31198	0.987922	0.917182	0.856603	1.18532	1.95542	0.836901	0.471953	1.43768	2.09573	3.44634	4.71882	11.0218	19.7663	21.4344	18.5856	16.6931	14.5326	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000343.2.43c6f7a4-d039-46a2-872e-bb5eb8075426.fc.signal	0.107701	0	0	1.05297	0.581421	1.49072	1.80464	1.34795	1.33276	0.751279	0.826689	2.02644	0.43834	1.81684	2.01056	2.38473	1.45682	3.29742	2.74207	2.98566	1.21151	0.549622	0.775386	0.730693	0.614131	1.11286	1.10431	0.532502	0.417435	0.631318	0.681996	0.798432	1.30597	1.37654	0.964485	1.74652	1.18579	0.310392	1.97036	2.03814	0.671571	0.867414	0.955376	1.11845	0.59204
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.68ad223e-c775-4c49-8f3f-4ec63b3e920b.fc.signal	0.282728	0.213797	0.360574	0.932815	0.580021	0.374123	0.514033	1.45716	0.736738	0.70667	0	0	0.172483	1.14639	0.759469	1.22783	0.919159	1.13802	1.268	0.486702	0.0418513	0	0.358906	0.598066	0	0	0	0.477809	0.0742062	0	1.26199	2.12171	0.634744	0.471406	0	0.273017	2.23255	2.5142	6.26824	4.5117	4.57186	5.15791	3.2541	2.14711	0.19797
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000153.3.4632c7b2-2ae2-40a1-bd27-50236900252a.fc.signal	0	0	0	0	0	0	0.741537	1.76666	0.801457	0	0	0.327604	2.05509	1.09627	0.0719203	3.16414	1.61679	0.309731	0.762759	1.23346	0.196231	0	0	0	0	0	0	0	0	0	1.00445	1.68766	0	1.11603	3.97132	1.96451	0.767774	2.63548	7.3418	6.45853	15.0855	14.619	9.89079	6.7476	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001005.4.f193a9be-90be-4e6b-adc3-81560fdb7706.fc.signal	0.343013	0.181789	0.140812	1.03955	0.633588	0.324709	0.185032	0.277047	0.285099	1.42248	0.905569	0.353362	0.260431	0.967754	0.960847	1.01956	0.540421	0.339799	0.68423	0.684948	0.264146	0.685282	0.891264	0.347798	0.070112	0.375019	0.1435	0.449783	0.435397	1.29247	0.607826	0.222283	0.436241	0.305326	0.583715	1.1768	0.491686	0.856135	1.40871	0.765537	1.08575	1.44593	1.27886	1.38616	0.146893
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003848.5.cbe12698-0ab5-4b3e-9969-24f7116515b6.fc.signal	0.109456	0	0.353439	0.628494	0	0.0018036	0.385197	0.143178	0.0580582	0.676816	0.158398	0	0	0	0	0.215194	0.199315	0.225221	0.231973	0.510011	0.732151	0.0538758	0	0	0.533411	0.448865	0	0.386735	0.967435	0.348566	0.51615	0.336812	0.0669624	0.713511	3.69539	3.91587	7.62094	11.2356	18.2715	29.6353	42.0701	40.3832	23.3648	17.6593	0.91342
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.93646603-f0c6-4b5c-9750-3c77b569d934.fc.signal	0.184169	0	0	0.005544	0.416715	0.651688	0.863325	2.27979	2.94548	1.98514	0.994944	2.31666	2.54425	1.71311	0.533931	0.887713	1.45142	1.0282	1.42966	1.97766	1.11221	0.990998	1.05199	1.50423	1.8259	2.53786	2.84364	2.47989	1.5198	0.344843	0.582249	1.39969	1.53886	1.24226	0.935422	2.1012	2.80976	6.55326	11.2668	15.307	18.9113	18.5147	19.498	23.8286	0.211356
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003842.2.aaff33ab-ed7b-4de9-8003-f28b910ee10b.fc.signal	0.780538	0.967867	0.33407	0.727465	0	0	0.914792	0.75556	0.202939	0	0.866063	1.16769	0.305972	0	0	0	0.321449	0.466184	0.649653	0.118188	0.681512	0.408157	0.848985	1.33591	0.971408	1.3406	0.70394	0.502973	0.758727	0.435008	1.19709	2.01438	0.571355	2.21985	3.75283	5.20784	7.21833	7.55648	8.51966	10.7923	25.0628	29.3114	11.129	7.32367	0.515924
