	chr22:35063962-35064041	chr22:35064042-35064111	chr22:35064112-35064261	chr22:35064262-35064321	chr22:35064322-35064411	chr22:35064412-35064471	chr22:35064472-35064561	chr22:35064562-35064711	chr22:35064712-35064861	chr22:35064862-35065011	chr22:35065012-35065161	chr22:35065162-35065311	chr22:35065312-35065461	chr22:35065462-35065611	chr22:35065612-35065691	chr22:35065692-35065761	chr22:35065762-35065911	chr22:35065912-35066061	chr22:35066062-35066121	chr22:35066122-35066211	chr22:35066212-35066361	chr22:35066362-35066511	chr22:35066512-35066661	chr22:35066662-35066811	chr22:35066812-35066961	chr22:35066962-35067111	chr22:35067112-35067261	chr22:35067262-35067411	chr22:35067412-35067561	chr22:35067562-35067711	chr22:35067712-35067861	chr22:35067862-35068011	chr22:35068012-35068161	chr22:35068162-35068311	chr22:35068312-35068461	chr22:35068462-35068611	chr22:35068612-35068761	chr22:35068762-35068911	chr22:35068912-35069061	chr22:35069062-35069211	chr22:35069212-35069252	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.644033	1.81974	2.07569	0.335241	0	0	0	0.379981	1.48124	1.5374	2.66552	2.29047	2.76734	5.31523	5.33453	2.76867	2.74085	2.38497	1.59186	2.38135	4.03702	5.46797	7.18487	6.69086	6.79305	8.16276	5.52408	5.18045	5.64628	4.41081	3.79118	4.37045	3.75253	3.68734	3.23837	2.83095	3.65136	2.14112	1.38015	0.848071	0.328154	0.75803
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.344387	1.07838	1.22708	0.352384	0	0.492085	1.56546	2.0437	1.83821	3.17363	2.86667	5.01846	7.24853	9.68815	8.4066	7.95601	4.55056	4.67446	3.90256	5.32711	10.959	12.815	15.9782	14.0484	15.3347	13.6118	12.7057	5.80367	6.53099	6.67375	6.50502	8.02742	6.75053	4.15536	4.11635	2.31751	3.58622	2.13427	2.77536	2.61688	0.616791	0.768805
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	1.80451	2.45512	2.49102	0.353229	0	0.00954633	0.950444	3.03096	1.93557	3.20051	3.64708	7.02174	6.16404	11.9649	9.41705	5.55642	7.22166	9.07804	6.94316	9.62449	13.5764	14.3244	14.1524	13.6173	12.1241	7.52905	10.1249	7.58577	7.71069	4.24475	4.01725	3.46207	2.59042	3.20054	2.47783	2.98979	2.72277	2.52154	4.00152	3.53257	1.53367	0.765909
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.268944	0.973831	0.19769	0	0	0	0.0183813	0.684203	1.51408	1.95895	1.47708	1.57522	7.0398	3.90228	1.98277	1.31914	1.8072	1.97175	2.72859	2.93092	2.42182	4.93409	4.45112	4.70279	4.08611	7.83213	6.39325	4.54541	3.78536	2.51381	3.31694	4.03511	4.10935	2.55813	4.2043	3.18734	1.79026	1.58395	1.56695	0.11831	0	0.745475
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	1.34768	0	1.00627	1.34768	0.119794	0	1.87169	3.58465	2.09702	2.80728	4.46504	7.42741	9.9738	8.36833	2.43817	3.50732	2.94629	8.51836	12.3126	13.0281	10.5834	12.4211	11.8773	7.91892	4.83316	3.71047	3.59365	5.66892	3.93342	2.61512	1.47877	2.75834	1.40481	2.08411	1.05669	0	0	0	0.725759	0.769855	0	0.857143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	0.657151	1.40874	1.28694	0.351491	0	0.0433548	0.959684	2.90931	2.32891	1.65682	2.70933	1.62229	5.37222	5.06276	5.79975	4.82578	3.90797	2.22911	3.70437	5.29471	6.75536	8.43071	7.5368	9.42406	7.04786	6.80003	8.25978	4.31162	5.97999	3.5173	2.10896	4.93557	8.5169	6.91431	9.06659	7.96694	6.21395	4.5364	2.18597	1.53717	0.912025	0.746677
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	1.22155	0.927583	1.82454	1.04344	0	0	0.670477	2.91558	3.4531	1.75312	1.47118	0.935731	2.90441	3.5582	4.03368	4.64319	4.22158	3.06656	2.91566	3.39101	5.41166	10.1178	15.8375	7.84028	11.383	12.3809	12.6897	10.1783	6.99794	4.00287	6.82449	9.08782	6.40076	9.22946	7.53664	4.19041	3.49235	3.27543	0.934066	0.0882791	0.485366	0.642834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	1.15166	3.09087	2.69923	0.458402	1.6077	3.4896	4.0941	5.51813	2.38818	3.69184	5.87699	3.79378	7.79073	11.1909	10.1607	5.30605	4.04628	4.57647	7.55904	9.64791	8.01088	10.3747	8.17943	5.0915	4.07998	2.16325	2.68088	1.77289	4.07838	1.94242	2.3828	2.73104	4.83746	2.86623	2.23486	1.00181	1.02575	1.32357	0.4324	0.247088	0	0.79096
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001005.4.f193a9be-90be-4e6b-adc3-81560fdb7706.fc.signal	0.408871	0.59397	1.20441	0.608698	0.00232944	0	0.0511104	1.72595	1.82931	3.09567	3.59288	1.63804	4.24252	3.85625	2.21707	2.74829	2.641	1.94964	1.72078	1.42753	2.47626	5.51373	5.90991	4.76847	5.34021	6.38338	4.3637	4.1448	4.34729	2.9596	3.29156	5.43583	2.37818	3.40147	3.99248	2.5284	2.34729	2.55028	1.73188	1.08592	0.464632	0.742813
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	1.17719	1.7701	1.62204	0.489804	0.0582309	0.500665	1.21334	2.0186	0.967094	1.7967	3.89441	4.53034	5.13221	7.58561	8.67907	5.83256	2.44774	2.61192	3.02427	3.0548	4.64361	8.25624	8.60587	8.18583	5.65998	4.0297	4.50339	4.22752	2.30406	2.09013	1.88194	2.09765	1.3235	1.86194	1.09085	0.793807	0.846565	1.01253	1.0881	0.867719	0.973953	0.70085
