	chr3:85976664-85976733	chr3:85976734-85976813	chr3:85976814-85976963	chr3:85976964-85977113	chr3:85977114-85977263	chr3:85977264-85977413	chr3:85977414-85977563	chr3:85977564-85977643	chr3:85977644-85977713	chr3:85977714-85977863	chr3:85977864-85978013	chr3:85978014-85978163	chr3:85978164-85978313	chr3:85978314-85978463	chr3:85978464-85978613	chr3:85978614-85978763	chr3:85978764-85978913	chr3:85978914-85979063	chr3:85979064-85979213	chr3:85979214-85979363	chr3:85979364-85979513	chr3:85979514-85979663	chr3:85979664-85979813	chr3:85979814-85979963	chr3:85979964-85980113	chr3:85980114-85980263	chr3:85980264-85980413	chr3:85980414-85980563	chr3:85980564-85980713	chr3:85980714-85980863	chr3:85980864-85981013	chr3:85981014-85981063	chr3:85981064-85981163	chr3:85981164-85981243	chr3:85981244-85981313	chr3:85981314-85981463	chr3:85981464-85981613	chr3:85981614-85981763	chr3:85981764-85981783	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.421965	0	0.240024	0.124215	0	0	0	0.427521	0.57969	1.14384	1.38306	0.370032	0.392243	0.110606	0.278806	0.312802	0.752262	0.383725	0.112769	0.744376	0.236591	0	0	0.274387	0.653098	0.819233	0.282116	0.529412	1.27132	0.228011	0	0	0	0.152169	0.57969	0.865596	0.929132	0.333573	0	0.431034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0	0.714883	0.801745	0.59237	0.326737	0.468645	0.523069	0.266696	0.20756	0.126372	0.419436	0	0.475912	0.143783	0	0.350609	0.158059	0.529184	0.122423	0	0	0	0.130321	1.0506	0.699027	0.841237	0.537097	0	0	0.0962601	1.16798	0.706988	0.423231	0.0247107	0	0.569444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0	0	0	0	0	0	0.0444851	0.435734	1.21779	2.39855	1.72763	1.03223	0.797993	0.21605	0.301425	0.0889317	0	0.0753324	1.16384	1.02676	0.0490043	0.121601	0.0326688	0	0	0	0	0	0	0	0	0	0	0	0	0.209678	1.34272	1.77301	0.742194	0.372487
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0.625851	0.777564	0.578925	0.596951	0.336958	0.759636	0.396625	0	0.254791	1.71624	4.02046	2.64305	3.6191	1.86632	1.8546	1.77965	1.29807	1.9151	2.66001	3.25847	2.02877	1.97989	0.946186	1.32545	0	1.23881	0.532297	0	0.404769	0.503515	0.244851	0	0	0.448427	0.443646	0.109173	0.457161	0	0	0.359723
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	2.27806	2.01238	1.32169	0.68018	0.741299	1.22805	0.254566	0	0.110112	1.42325	1.73575	1.74798	0.713057	0.863148	1.48521	0.641259	0.346109	0.652799	0.560725	0.489208	0.427918	0.292886	0.447521	1.40614	0.584489	0.33396	0.452083	0.395051	0.156806	0.427624	0.517271	1.04473	0.730809	0.583322	0.293158	0.433152	0.232145	0.244301	0.019356	0.341463
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.a8b62515-f113-4847-973f-317b45173002.fc.signal	0.766652	0.0959666	1.4033	0.538674	1.27745	1.14198	1.29553	1.24023	0.271263	0.0056678	1.54269	2.39854	0.937429	0.799705	2.67294	2.2217	1.99012	1.83239	1.91184	0.435193	2.12512	0.756851	0.203937	1.56218	2.39179	1.64941	0.374391	0.698714	3.08228	4.21529	2.38909	1.67805	0.120565	0.167787	0.794333	0.323202	0.0537699	0.642585	0.402653	0.889381
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.729648	0.438231	0.263228	0.67785	0.47693	0.557552	0.311919	0.426622	0.464683	0.744419	0.531374	0.315654	0.245237	0.456242	0.658667	0.647909	0.594249	0.640684	0.383458	0.637838	1.2133	0.888634	0.674165	0.718615	0.788063	0.377548	0.53782	0.561105	0.462625	0.448528	0.389316	0.315157	0.314542	0.572868	0.569975	0.361389	0.121918	0.31123	0.528751	0.754717
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0	0	0	0	0	0.203884	0.182167	0	0	0	0.102549	0.265826	0.237745	0.092862	0	0.041004	0.312429	0.663555	0.141127	0.028944	0.295571	0.061506	0	0	0.057888	0.456004	0.53445	0.120637	0.413823	0.347457	0	0.159227	0.36196	0.171909	0.160258	0.44425	0.178365	0	0	0.768356
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.a3034dad-cf3f-4b0e-b7ac-4dfa7b52d765.fc.signal	0.407656	0.451788	0.356777	0.11563	0.232811	0.40714	0.0166953	0.625065	1.54101	2.52403	2.27118	0.668562	0.759437	0.65479	0.631819	0.697798	0.876529	0.811433	0.47911	0.871441	0.386419	0.388068	0.470283	0.611661	0.214508	0.0646711	0.132082	0.785795	0.163646	0.440624	0.757678	1.06729	1.01575	0.502502	0.759117	1.02888	0.585522	0.525854	0.286084	0.695402
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.440b0def-8afc-49ae-ab48-eb6e55baaba4.fc.signal	0.535322	0	0	0	0.225611	0.430553	0	0	0.692897	2.5864	1.11419	0.949145	1.30633	1.15628	1.15401	1.24076	1.89894	1.02098	0.811299	1.40036	0.813708	0.209074	1.28913	0.770995	0	0.632542	0.413271	0	0.111263	0.831451	0.90448	0.305277	0	0	0	0.254345	0.821029	0.114351	0	0.839378
