	chr19:55477334-55477483	chr19:55477484-55477633	chr19:55477634-55477783	chr19:55477784-55477933	chr19:55477934-55478083	chr19:55478084-55478233	chr19:55478234-55478383	chr19:55478384-55478533	chr19:55478534-55478683	chr19:55478684-55478833	chr19:55478834-55478983	chr19:55478984-55479133	chr19:55479134-55479283	chr19:55479284-55479433	chr19:55479434-55479583	chr19:55479584-55479733	chr19:55479734-55479883	chr19:55479884-55479963	chr19:55479964-55480033	chr19:55480034-55480183	chr19:55480184-55480333	chr19:55480334-55480483	chr19:55480484-55480633	chr19:55480634-55480783	chr19:55480784-55480933	chr19:55480934-55481083	chr19:55481084-55481233	chr19:55481234-55481383	chr19:55481384-55481533	chr19:55481534-55481683	chr19:55481684-55481833	chr19:55481834-55481983	chr19:55481984-55482023	chr19:55482024-55482133	chr19:55482134-55482283	chr19:55482284-55482417	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	8.68408	6.55497	5.7433	4.05099	2.66214	3.65305	2.41891	1.56948	1.08209	1.79097	1.50314	1.53731	1.58362	0.733884	0.724757	1.3351	1.43283	2.59872	1.85862	1.2015	1.06392	0.316468	2.28593	0.415427	1.22071	2.31518	0.896663	1.06863	1.05377	1.26384	1.11644	0.134774	0	0	0.442432	0.606802	0.454918
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.29461	0.94961	0.0352415	0	0.0593463	0.534107	0.365398	0.257841	1.72309	2.09959	2.31292	2.36483	2.50968	3.26537	8.83	10.4024	1.95264	2.53075	4.55503	4.77734	1.34656	1.20932	1.26862	1.45042	2.0699	0.0482335	0.521445	1.15478	0.0908727	0	0	0	0	0	0	0	0.67374
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	4.8392	0.379273	0	0	0.930815	0.904696	0	0.415881	0.123029	0	0.336812	0.923552	0.0270522	0	0	0	0.228011	0.57969	0.298126	0	0.413512	0.262793	0	0.369146	0.525777	0	0	0	0.0309168	0.57969	0.0656982	0	0	0	0	0	0.479675
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	2.59343	0.795308	0.709034	2.07322	1.73436	1.20668	2.24955	2.37121	1.12284	0.756969	1.26046	1.41883	0.811207	0.448924	0.316939	0.120777	0.759579	1.26245	1.20898	1.23427	0.700256	0	0.148782	0.322569	0.360116	0.999103	0.220071	0.0675144	0.538954	0.782807	0.263822	0.713986	1.02223	0.873053	0.46892	0.359719	0.605769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	7.20588	1.89634	0.00394913	0.904668	0.234002	0.506085	0	0	0	0	0	0	0	0	0	0.0173476	0.375108	0.538501	1.00626	0.247108	0.524538	0	0.0631861	0.444823	0.466141	1.01738	0.224858	0	0	0	0	0	0	0	0	0	0.451264
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.504101	0.507831	0.603294	0.453308	0.321785	0.556586	0.362676	0.314747	0.164107	0.170657	0.153942	0.436758	0.18743	0.25344	0.412679	0.474126	0.134476	0.323775	0.298086	0.126652	0.119142	0.0578459	0.182078	0.352151	0.301605	0.258602	0.172859	0.184457	0.204755	0.142042	0.0835447	0	0	0	0.0749173	0.206357	0.566667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.839076	0.784551	0.476391	1.14954	0.45506	0.210912	0	0	0.549866	1.44815	0.855655	0.514327	0.542802	0.407645	0.331785	0.327032	0.011849	0.35547	0.548537	0.253569	0	0	0	0	0	0	0.326041	0.357841	0.535709	0.175408	0	0	0	0	0	0	0.634877
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	2.25589	1.44737	1.60036	1.4894	1.40122	0.730062	1.23379	1.757	0.900288	1.0208	0.689201	0.723253	1.01776	1.43036	1.07957	0.738702	0.677551	0.586212	0.646603	0.486203	0.112752	0.392665	1.03362	1.02431	0.7235	0.503663	0.774099	1.10455	0.983531	0.80779	0.283499	0	0.0380535	0.541842	1.15162	0.778313	0.422925
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	2.48568	2.00144	1.757	1.00267	0.63569	0.690317	1.09278	0.898748	0.477433	0.207414	0.259626	0.590918	0.737654	0.697637	0.608506	0.732574	0.908963	0.995817	0.889015	0.62557	0.513041	0.555285	0.532282	0.458879	0.495452	0.595056	0.582341	0.47302	0.839982	0.995096	0.600292	0.2339	0.108894	0.245753	0.467959	0.259865	0.706667
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	6.95237	1.95162	0.645864	2.14924	3.37264	2.51181	0	0	0.498794	0.995675	1.04017	1.67332	2.30077	2.59038	5.22101	6.13813	3.96604	5.46032	5.67151	5.67955	0.973409	0	0.57627	1.42402	1.01368	1.16653	0.592732	1.20416	0.0884957	0	0	0	0	0	0	0	0.340136
