	chr1:150439381-150439530	chr1:150439531-150439680	chr1:150439681-150439830	chr1:150439831-150439980	chr1:150439981-150440130	chr1:150440131-150440280	chr1:150440281-150440430	chr1:150440431-150440580	chr1:150440581-150440730	chr1:150440731-150440880	chr1:150440881-150441030	chr1:150441031-150441180	chr1:150441181-150441330	chr1:150441331-150441480	chr1:150441481-150441630	chr1:150441631-150441780	chr1:150441781-150441930	chr1:150441931-150442080	chr1:150442081-150442230	chr1:150442231-150442380	chr1:150442381-150442530	chr1:150442531-150442680	chr1:150442681-150442830	chr1:150442831-150442980	chr1:150442981-150443130	chr1:150443131-150443280	chr1:150443281-150443430	chr1:150443431-150443580	chr1:150443581-150443730	chr1:150443731-150443880	chr1:150443881-150444030	chr1:150444031-150444180	chr1:150444181-150444330	chr1:150444331-150444458	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.210466	0.154352	0.968035	0.61266	0.0440238	0.818086	0.714837	0.391437	0.39878	0.194289	0.101594	0.238727	0.258713	0.199252	0.358895	0	0.42938	0.884739	0.642211	0.207364	1.56406	2.38139	0.777348	1.34556	0.447933	0	0.138795	0.664439	0.0851276	0.0148048	0.27759	0.560038	1.44807	1.00807	0.743764
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	2.56572	0.999953	0	0.758029	1.23784	0	0	0.278461	0.55317	1.43363	1.19982	0	0	0.24447	1.56356	0.579669	0.799918	0.18864	0.253084	0.0257538	1.56704	0.752842	0.522067	1.71484	1.70175	0.0130077	0.766074	0.856881	0.0525847	0	1.06795	2.43092	2.21114	0.951937	0.524116
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.36306	0.728184	0.517175	0.768335	0.66969	0.995042	0.47341	0.30694	0.730163	0.105475	0.382896	0.732567	0.989404	0.901118	0.773945	0.977352	0.716287	1.0111	0.847445	0.311159	0.9553	1.13321	1.28623	0.879905	0.221261	0	0.0561757	0.735119	0.247663	0.437531	0.438952	0.380883	0.499748	0.454848	0.858256
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.179918	1.25382	1.07386	1.07018	0.691784	1.0294	1.07313	1.82468	0.888121	0.0286927	0.901999	0.235867	0.793148	1.2408	1.08567	2.18305	1.83252	1.43556	0.803114	0.919949	1.07572	2.8081	1.19709	1.01224	0.486145	0.897492	0.289334	0	0	0	0	0.441263	0.530948	1.44784	0.775891
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	1.24977	0.465739	0.514629	1.34299	1.108	3.20504	1.35677	0.948256	0	2.90758	7.56641	1.22528	1.34394	0.106824	1.59753	1.20444	1.34165	0	0.968418	2.6974	2.25635	1.53304	2.25123	1.7978	0	0.566659	1.29385	1.988	0.0853355	0	0	0	2.1636	2.63578	0.290541
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.216413	0	0.269297	0.174342	0.299986	0.192668	0	0.411296	0.622531	0.215361	0.35624	0.233629	0.644414	1.22406	0.618137	0.229311	0.332226	0.145883	0	0.0485016	0.328801	0.285458	0.789894	0.547875	1.79867	0.423507	0.199243	1.21337	0.157538	0	0.649561	0.470828	0	0.219023	0.576043
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.815765	0.493629	0.500273	0.476992	0.922971	1.64815	2.09194	1.15373	1.3435	1.20978	1.88404	1.8272	2.69231	2.27503	1.71062	1.96404	2.03859	1.41673	0.188645	0.588258	1.35128	1.35013	1.27337	1.02245	0.610059	0.443097	0.808192	0.713794	0.248039	0.326236	0.168812	0.816754	1.51272	1.63	0.609848
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	1.04131	1.19492	0.173032	0	0	0	0	0.144659	1.0419	1.08705	0	0	0.246018	1.0944	0.48868	0	0	0.0313228	0.183576	0.0204329	0.289316	0.0503163	0.172072	0.0919583	0.457154	0.210027	0.306842	0.18186	0.260877	0.244386	0.0387885	0.343608	0.107705	0.222531	0.589898
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.46869	0.108237	0.164282	0.399068	0.834015	0.472095	0.537837	0.301135	0.463189	0.163775	0	0.0286215	0.468872	0.661763	0.241618	0.403113	0.663833	1.17309	0.287857	0.855491	1.08398	0.61192	0.370033	0.492253	0.137146	0	0	0	0.265232	0.301268	0.365799	0.201997	0.786278	1.02558	0.692471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.276586	0.858957	0.301483	0.381682	0.897171	1.55532	2.67352	1.85971	0.448927	0.422064	0.740467	0.362678	1.44284	1.51667	1.00002	0.368967	0.446659	0.952967	0.517267	0.32235	1.72778	2.31992	1.59288	1.40496	1.36667	1.25696	1.64603	2.15169	1.22474	0.825348	0.642533	1.75817	1.48054	2.68261	0.347409
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.670192	0.792131	0.761342	1.00466	2.74781	0.893529	1.95648	0.708521	1.28318	1.30205	2.22589	0.862548	0.732917	2.8082	0.733108	2.11464	1.47675	0.516314	1.32848	0.352346	0.388361	0.389441	0.28501	0.861979	0.687624	1.58964	2.19086	2.71574	1.44072	0.838271	0.121126	1.50448	0.93389	0.967734	0.279438
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	1.2317	1.14564	0.804197	0.751063	2.30785	1.82177	2.56379	1.4039	2.86872	1.08603	1.86254	0.437462	1.13585	0.869403	1.17585	0.664912	1.6386	0.596791	0.651776	0.78155	1.68693	2.08456	1.74047	1.2422	0.405839	0.97215	0.435392	0.63856	1.05359	0.393371	0.347606	0.954232	3.06191	1.59009	0.280443
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.0764141	0.424108	0	0.135573	1.18356	0.436233	0.0700074	0	0	0	0	0	0.924804	1.13846	0.137107	0	0.698431	0.0350739	0	0.0530136	1.41316	1.74121	1.07791	0.947188	0.736681	0.542083	0.0829019	0	0.765416	0.829182	0.577174	0.739871	0.468411	0.514621	0.71902
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0	1.18865	1.23667	4.76674	2.60547	4.6947	4.82078	1.31808	0.506382	0	0	0	1.73873	0.962008	0.0722829	1.97793	0.194093	0	0	0	1.32392	2.53679	3.94228	1.17668	0	0	0	0.546136	0.696267	0	0	0.457109	3.2875	0.310844	0.275072
