	chr19:57598228-57598287	chr19:57598288-57598377	chr19:57598378-57598437	chr19:57598438-57598527	chr19:57598528-57598677	chr19:57598678-57598827	chr19:57598828-57598977	chr19:57598978-57599127	chr19:57599128-57599277	chr19:57599278-57599427	chr19:57599428-57599577	chr19:57599578-57599727	chr19:57599728-57599767	chr19:57599768-57599877	chr19:57599878-57599937	chr19:57599938-57600027	chr19:57600028-57600177	chr19:57600178-57600327	chr19:57600328-57600477	chr19:57600478-57600627	chr19:57600628-57600777	chr19:57600778-57600927	chr19:57600928-57601077	chr19:57601078-57601227	chr19:57601228-57601377	chr19:57601378-57601527	chr19:57601528-57601677	chr19:57601678-57601827	chr19:57601828-57601977	chr19:57601978-57602127	chr19:57602128-57602277	chr19:57602278-57602427	chr19:57602428-57602577	chr19:57602578-57602727	chr19:57602728-57602877	chr19:57602878-57603027	chr19:57603028-57603177	chr19:57603178-57603279	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.551725	0.455481	0.523916	0.55636	0.708502	0.549002	0	0	0.0424727	0.85055	1.04334	2.73613	4.22101	0.744916	0.855638	2.3433	1.46745	0.27073	0.107598	0.482209	0.788249	0.401575	0	0.373704	0.0647196	0.349783	0.0265617	0	0	0.167178	0.320507	0	0	0.139469	0.282852	0	0	0.360005	0.39823
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0	0.030758	0.469296	0.0304176	0.0318699	0.332497	0.94538	0.544926	0	0.0741998	0.830655	1.72058	3.11874	1.53655	1.00596	0	0	0	0	0	0	0	0	0	0.149522	0.347945	0	0	0.310496	0.671774	0.153711	0	0	0	0.606452
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0.20421	0.578004	0.780449	0.166967	0	0	0.28199	1.30813	0.630352	1.14446	3.44833	2.40293	0.624163	0.103785	0.330964	0.352126	0.45757	0.451779	0.108324	0	0	0.0510585	0.224661	0.556289	0.155379	0.208587	0.292387	0.482179	0.616226	0.0456372	0	0	0	0	0.4625
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.223742	0.31142	0.361741	0.716649	0.864236	0.974126	1.28369	1.74214	0.876062	1.81388	2.85955	2.91948	2.12422	1.12657	0.600054	0.60787	0.580347	1.09777	1.1065	1.17286	1.30554	1.01433	0.152503	0.463872	0.697218	0.406695	0.605546	0.337722	0.443934	0.122557	0.683584	0.119825	0.145234	0.263295	0.465681	0.0889637	0.260589	0.0800706	0.864407
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0	0	0	0	0.372203	2.74959	1.5876	0.805961	0.0273072	3.59051	2.6055	3.96229	0.270147	2.24657	5.90459	9.52972	11.2466	12.6728	5.40499	4.50519	0	0	0	0	0.372203	1.66891	0	0	0	0	0	0	2.36196	1.09305	0	0	1.05657	1.44785	0.382716
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0.86759	1.08537	0.902022	0.901286	0.208336	0	0	0	0.101245	0.526635	0.55673	1.04532	1.48427	1.61365	2.09681	2.91757	3.45109	3.38144	2.89433	2.65329	2.45832	1.12756	1.34765	1.8896	0.861341	0.138169	0.398357	1.1323	1.40151	0.599331	0.138169	0	0	0.701868	1.70494	0.909536	0.843762	0.894968	0.753086
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0	0	0	0	0	0	0	0.211599	1.22067	1.23401	0.565662	3.32888	3.90542	1.14205	0.733939	1.23323	6.17819	9.57688	3.71254	2.95236	1.06371	0.337885	0.865898	0	0	0.352589	1.43614	0.658512	0	0.767983	0.591788	0.876192	0.534803	0.234709	1.09241	0.0566629	0	0.693049	0.787049
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.8a6af925-1821-4fc7-84d7-e838a44be225.fc.signal	0	0	0	0	0.896811	1.11257	0.91899	0.830728	0.733544	1.0871	1.91243	3.31588	3.41513	3.91439	6.79974	8.43722	11.726	5.24319	5.76255	3.95934	2.53218	0.788265	1.20047	1.66902	1.98495	2.02	0.954755	0.507307	0.800569	0.880471	1.17953	0.259487	0.596376	0.618385	0.230851	0	0.227124	0.519595	0.361111
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0.633793	0.40029	0.264271	0.61705	1.04745	1.21233	0.156186	0.109151	0.604372	0.616639	0.667134	2.55624	2.29638	0.613122	1.06086	1.97493	1.72403	0.0827266	0.125424	0.650415	0	0	0	0.619791	0.0452848	0	0	0.364923	0.391432	0.294352	0.378709	0.0821167	0.563771	0.0186401	0.304106	0.368835	0.0740003	0	0.55303
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.004bcd0c-68a8-42c5-b5aa-454db7d061e9.fc.signal	1.19717	1.37127	1.01421	0.820356	0.729794	1.28714	0.59612	0.057678	0.0410155	0.447129	0.313765	0.315135	0.791437	1.13865	1.41293	1.66792	1.47147	0.722918	0.650558	0.573274	0.629528	0.9484	0.887263	1.63331	2.22561	1.26407	0.13331	0.644858	0.734602	0.365384	0.220473	0.0128173	0.189723	0.48459	1.16536	1.75366	0.883601	0.210638	0.446602
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.3579346a-a108-4e99-ba8a-c53f4809c6bb.fc.signal	0	0.287231	0.366825	0.217067	0.165842	0.635419	0.565254	0.502668	0.744455	0.692949	2.29698	3.877	4.99087	10.685	16.5337	19.3302	15.9157	7.8218	3.62073	1.26642	0.814481	0.453526	0.364991	0.934569	1.0743	0.804152	0.453749	0.729402	1.26954	0.574133	0.343932	0.165974	0.453512	0.436198	0.499586	0.428177	0.461171	0.831844	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.336981	0.151772	0.188475	0.0692144	0.0809681	0.251078	0.790824	0.560396	0.173529	1.01101	3.59033	6.58992	4.07	0.898327	1.10625	2.03338	1.14069	0.855241	1.18442	0.218421	0.600534	0.22607	0.309629	0	0.380906	0.492494	0.0294311	0	0.0209137	0.336598	0	0	0	0.14448	0.0807685	0.536214	0.590698	0.25855	0.815126
