	chr3:105679110-105679259	chr3:105679260-105679329	chr3:105679330-105679409	chr3:105679410-105679559	chr3:105679560-105679709	chr3:105679710-105679859	chr3:105679860-105680009	chr3:105680010-105680159	chr3:105680160-105680309	chr3:105680310-105680459	chr3:105680460-105680609	chr3:105680610-105680759	chr3:105680760-105680909	chr3:105680910-105681059	chr3:105681060-105681209	chr3:105681210-105681359	chr3:105681360-105681509	chr3:105681510-105681659	chr3:105681660-105681809	chr3:105681810-105681889	chr3:105681890-105681959	chr3:105681960-105682109	chr3:105682110-105682259	chr3:105682260-105682409	chr3:105682410-105682559	chr3:105682560-105682709	chr3:105682710-105682859	chr3:105682860-105683009	chr3:105683010-105683159	chr3:105683160-105683309	chr3:105683310-105683459	chr3:105683460-105683609	chr3:105683610-105683659	chr3:105683660-105683759	chr3:105683760-105683909	chr3:105683910-105684059	chr3:105684060-105684209	chr3:105684210-105684224	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0	0	0	0	0	0.167398	0.298637	0.0987345	0.429464	1.02608	1.66637	0.336814	0	0.271463	1.02358	0.149478	1.39835	2.04953	0	0.0731713	1.16312	3.8551	1.97945	0.652969	2.02542	1.11877	0.721646	0	0	0	0	0.96607	1.31999	0.716518	0.60736	1.74161	1.10044	1.32683	0.640816
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.746965	0	0	0.82456	1.59881	0.608954	1.6849	2.08366	1.15791	1.23507	0.764892	1.10107	1.78749	1.35084	0.961144	1.7904	1.50324	2.01603	1.98967	2.24713	1.72681	0.945249	1.13443	1.0911	1.7794	1.15077	0.104712	0.0141392	1.02838	1.48258	0.885651	1.37607	1.00232	0.362494	0.889509	1.35054	2.72835	3.01818	0.280303
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0.547007	0	0	0	0	0	0	0	1.71258	4.63964	1.32224	1.30187	0	0	0.715128	6.39797	5.05238	1.43219	0.485884	0	0	0	0	0	0.660947	3.08748	0.372472	0	0	0	0	0	0	0	1.30342	0.472946	0	0	0.507353
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.110019	0.405097	0.32908	0	0	0	0	0	0	0	0.024504	0.430306	0.0440045	0	0.17256	0.345646	0.494845	0.769313	0.184268	0	0	0.248398	0.393936	0.347238	0	0	0.319605	0.246687	0.202609	0.617936	0.22449	0.299586	0.790387	0.533651	0.776883	0.651928	0.123384	0	0.402597
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.462228	0	0.11896	0.327061	0	0	0	0.283661	0.211534	0	0.346757	0.726323	0.382604	0.252195	0.181107	0.0871529	0.153088	0.257543	0.115278	0.610802	0.737558	0.173165	0.250123	0.248733	0	0	0.044746	0.539241	0.227447	0	0	0	0	0	0.0825898	0.519758	0.786237	0.33392	0.4375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.483097	0.428121	0.449845	0.399973	0.372046	0.490609	1.00408	1.11574	0.593329	0.695862	1.06702	0.613983	0.14503	0.592697	0.571788	0.644142	1.83712	1.05153	0.593314	0.300289	0.141704	0.125758	0.418275	1.43444	1.81598	1.54855	1.3829	1.24959	0.398616	0.363832	0.0953111	0.216923	1.00052	1.2522	1.76297	1.94381	1.09013	0.957555	0.471429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	1.33031	1.39973	1.05143	0.718949	0	0.201881	1.24424	2.42218	0.36584	0.674889	1.30911	0.993869	0.676589	1.0144	0.654404	0.486575	1.64931	2.57474	0.557215	0.524309	0.515797	0.248764	0.0100263	0.523035	1.82826	0.409801	0.448508	0.536289	0.269744	0.109721	1.08207	0.869216	0.766224	0.795234	0.440631	1.24382	1.39045	0.89514	0.552486
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0.189562	0	1.01906	1.3684	0.644721	0.553193	0.910203	3.61287	1.87942	0.990766	0.586807	1.00872	0.192971	0	0	0.234356	0.545266	0.44168	1.51716	1.01767	0.128948	0	0.37183	1.70831	0.56537	0.531413	1.63381	0.27029	1.77791	0.119933	0	0	0	1.31829	1.7153	1.13524	0.34283	0.936082	0.849206
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	1.30119	0.783819	0.952491	1.24054	1.9355	1.6915	1.5029	0.978244	1.39848	2.42648	2.97423	0.79012	1.35653	1.7766	2.81915	3.57634	1.79215	1.64557	0.554026	0.917096	1.43684	1.42801	1.67614	3.93694	4.11116	2.48793	2.70286	1.27932	2.80021	2.89567	4.475	3.51866	2.54622	1.52283	1.4279	4.01324	3.4099	2.94206	0.655405
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0	0	0.224959	1.18727	2.9168	2.76969	0.369438	0.0587311	0	0	0	0	0	0	0	0	0.287618	0.478268	0.0394448	0	0	0	0	0.348211	1.46921	1.84926	1.80215	0.415101	0	0	0	0	0	0	0	0	0	0	0.386018
