	chr2:9388562-9388711	chr2:9388712-9388861	chr2:9388862-9389011	chr2:9389012-9389161	chr2:9389162-9389311	chr2:9389312-9389461	chr2:9389462-9389611	chr2:9389612-9389761	chr2:9389762-9389911	chr2:9389912-9390061	chr2:9390062-9390211	chr2:9390212-9390361	chr2:9390362-9390511	chr2:9390512-9390661	chr2:9390662-9390811	chr2:9390812-9390961	chr2:9390962-9391111	chr2:9391112-9391261	chr2:9391262-9391411	chr2:9391412-9391561	chr2:9391562-9391711	chr2:9391712-9391861	chr2:9391862-9392011	chr2:9392012-9392161	chr2:9392162-9392311	chr2:9392312-9392461	chr2:9392462-9392611	chr2:9392612-9392691	chr2:9392692-9392761	chr2:9392762-9392911	chr2:9392912-9393061	chr2:9393062-9393211	chr2:9393212-9393361	chr2:9393362-9393511	chr2:9393512-9393661	chr2:9393662-9393696	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.80072	1.11842	0.504889	0.557714	1.58947	2.46293	1.99475	0.649773	0.933854	0.485265	0.751195	1.68224	0.94217	0.388341	0.420617	0.220359	0.850056	1.49943	0.743871	0.703598	0.119895	0.328449	0.178578	0.785488	2.11079	1.07114	0.734405	0.861116	0.675866	0.972619	1.61156	1.27694	0.460496	0.868463	0.855282	0.727078	0.271389
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.480938	0	0	0	0.257536	1.33167	1.34156	0.560925	0.0225344	0.677222	0.564927	0.408461	1.89055	1.5874	0.386571	0.536377	0.733038	0.116336	0	0	0	0.631047	1.20538	0.0726839	0.495227	2.39787	0.372842	0.545875	0.355345	0.479568	0.0343381	0.659944	0.925622	0.280408	1.08603	0.627159	0.505495
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.256223	1.04536	2.32477	1.57655	1.39578	1.36838	1.15924	1.08092	1.29884	0.469027	1.32578	0.756724	0.385052	0.673912	0.652064	0.119436	0.797515	1.24486	1.15642	0.444812	0.190494	0.352406	1.0057	0.49529	1.69972	1.1865	1.50541	2.1479	3.58249	4.81009	2.54618	2.35099	1.40962	2.20807	2.0437	1.08244	0.41966
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.510012	0.317139	0.712189	0.181753	0.172746	1.32825	0.240789	0.396873	0.196583	0	0.37281	1.15922	0.842057	0.543443	1.23689	0.693827	1.19362	0.873607	0.153976	0	0	0.0983221	0.435854	0.767905	0.47854	0.150369	0.878703	3.39265	4.15069	8.1672	9.16574	7.14772	6.1411	1.30203	0.113131	0.55636	0.663882
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.564525	0.0656982	0	0	0	0	0	0	0.0887167	1.08976	0.47705	0.33345	0	0	0	0	0	0	0	0	0	0	0	0	0.430557	0.446893	0.513992	1.26796	2.82362	4.70267	2.80539	1.74184	1.29404	2.51173	1.35635	2.16945	0.471477
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.992511	0.235091	0	0	0	0.201406	0.450201	0.346946	0.0723508	0	0	0	0.225101	1.1465	1.03997	0	0	0	0.0678989	1.11096	0.0552879	0	0	0.284355	0.792046	0.736895	1.58445	1.7283	1.95609	2.44686	4.85632	3.93386	0.871582	1.23402	1.99571	3.31194	0.428413
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.127773	0.29061	0.134062	0.210866	0.149129	0.0816986	0.0554401	0.128915	0.149054	0.138002	0.125534	0.269038	0.416214	0.469472	0.290439	0.115003	0.414641	0.29357	0.20538	0.146394	0.0275721	0.0121607	0.264463	0.382747	0.154996	0.367599	0.443999	0.212942	0.315599	0.517034	0.589467	0.34468	0.102013	0.187278	0.199517	0.122569	0.78063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.729552	0.341096	0.610811	0.0360957	0.369014	0.823519	0.426754	1.09015	0.891469	0.116908	0.307764	0.932076	0.788921	0.51163	0.0278266	0.102073	1.16483	0.436296	0.246876	0.20578	0.29633	0.105328	1.05321	0.976088	0.533249	0.753384	0.911622	1.70628	1.99599	2.93637	1.48501	1.88775	0.362113	0.0724857	1.01575	0.869709	0.316038
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	1.0278	0.850243	1.59769	1.00878	0.12188	0.795656	0.182223	0.863912	0.623529	0.482945	0.125196	0.348549	2.21084	0.884602	0.120904	0	0	0	0.813884	1.36957	0	0	0.177296	0.891385	0.00390013	0	0.187857	0.680763	0.5156	0.0409512	0.953641	1.74522	1.33899	1.08221	0	0	0.331776
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.2183	0.344034	0.386731	0.28471	0	0	0	0	0.201433	0.279439	0.852138	0.342249	0.543763	0	0	0.152356	0.777252	0.455056	0.98601	0.201433	0	0	0.00365387	1.7564	0.943363	0.225151	0.462165	0.675533	1.53379	1.28277	0.564503	1.32889	0.454671	0.475067	0.220429	0	0.256173
