	chr1:39462595-39462744	chr1:39462745-39462894	chr1:39462895-39463044	chr1:39463045-39463194	chr1:39463195-39463344	chr1:39463345-39463494	chr1:39463495-39463644	chr1:39463645-39463794	chr1:39463795-39463944	chr1:39463945-39464094	chr1:39464095-39464244	chr1:39464245-39464394	chr1:39464395-39464544	chr1:39464545-39464694	chr1:39464695-39464844	chr1:39464845-39464994	chr1:39464995-39465144	chr1:39465145-39465294	chr1:39465295-39465444	chr1:39465445-39465594	chr1:39465595-39465744	chr1:39465745-39465894	chr1:39465895-39466044	chr1:39466045-39466194	chr1:39466195-39466344	chr1:39466345-39466494	chr1:39466495-39466644	chr1:39466645-39466794	chr1:39466795-39466944	chr1:39466945-39467094	chr1:39467095-39467244	chr1:39467245-39467394	chr1:39467395-39467544	chr1:39467545-39467612	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.96062	0.725499	0.560742	0.594085	0.973425	0.164703	0.0818503	0.647729	0.815494	0.864299	0.723244	0.805935	0.693781	0	0	0.646792	0.94577	1.80456	0.705132	0.282905	0.962296	1.72318	2.62819	2.34043	3.64111	1.89341	1.04575	1.21601	1.70096	1.60147	1.53364	0.227801	0	0	0.563123
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	2.21253	3.2521	1.15739	0.192643	1.39792	3.45144	2.17665	1.38667	0.754374	3.49943	2.6453	2.51358	1.1071	0.53779	0.694238	2.32443	5.24791	3.39715	3.08724	1.12185	0.740099	2.68812	0.442477	0.281804	1.24557	1.31775	2.38125	3.89585	2.83889	0.710227	0.157206	0	0.369577	1.32415	0.386505
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	2.28505	1.30355	1.79609	0.999232	0.805838	0.884692	1.40375	2.59046	0.913035	0.864669	1.0892	1.93339	1.62069	0.949397	2.0163	1.07696	0.910158	2.79571	1.18298	1.15159	1.85487	0.907856	1.72979	2.17953	1.40393	1.00612	1.56388	2.80011	1.22722	1.5304	2.25425	1.99698	2.26603	0.433017	0.511221
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.688073	0.600884	0.519536	0.797545	1.02014	0.0760389	0.413565	0.179675	0.615776	1.50234	0.760974	0.563183	0.989141	1.22735	1.16292	0.455112	1.44245	0.892115	0.810511	0.172961	1.00048	2.34722	1.25111	1.80804	3.03748	2.8304	2.8285	3.58894	2.44272	0.951451	1.27235	0	0.267981	0.316662	0.656045
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	3.7879	2.21331	0	0	0	1.50812	0.52732	0.943553	3.89265	4.46437	3.87158	3.05892	0.12307	0	1.25773	2.76457	2.56254	0.977653	0	0	2.91164	4.44031	0.884322	1.91227	0.986538	1.48577	1.6461	3.35487	5.26852	2.49227	2.88776	1.09265	2.44104	0.868757	0.314894
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.200338	0.299197	0.393884	0	0	0	0	0.256026	0.382456	0.419896	0.635532	0.196434	0.249097	0.203476	0.231727	0.980116	0.675862	0.226539	0.119985	0.123857	0	0	0	0	0.284252	0.0630691	0.246895	0.16389	0	0	0	0.310287	0.551907	1.30053	0.688231
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.1695	2.11444	1.35754	1.36883	0.633131	1.09305	1.28395	1.22277	1.58577	2.28609	2.38163	1.23906	0.73649	1.15995	0.799335	0.38209	0.323536	0.649553	1.07941	1.88031	0.783448	0.400277	0.835997	0.885102	1.37224	1.54306	1.32593	1.46609	0.499591	0.494805	0.335071	0.39635	0.343853	0.282189	0.609375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.134885	0.166071	0	0.303766	0.110829	0	0.0461929	0.645783	0.229646	0.297499	0.536678	0.226394	0.249207	0.290672	0.791255	0.065812	0.530982	0.454992	0.157953	0.469216	0.428344	0.694982	0.397503	0	1.08805	0.849288	1.46296	0.499572	2.39859	1.55142	0.673703	0.802695	0.532107	1.6067	0.639338
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.339528	1.01133	1.71481	0.362512	0.634223	0.253602	0.467368	0.580891	1.16294	1.36678	1.59327	0.316831	0.130678	0.906945	0.522639	0.468209	1.06627	0.988624	0.0680841	0.265103	0.935993	1.09943	1.48433	0.670894	1.39806	0.780739	1.20379	1.11086	0.189566	0.255153	0.171963	0.263103	0.322924	0	0.528455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.961206	1.18307	1.6025	1.89718	1.53806	0.748313	1.43661	1.58481	0.579017	0.92797	1.27689	1.03899	0.554906	0.656951	1.2368	1.43274	1.29685	2.22123	0.6295	0.564188	0.752818	0.132123	0.656077	1.62044	1.57091	1.30586	0.859669	2.0787	1.2754	1.5932	0.995503	0.552797	0.713329	0.284849	0.449433
