	chr1:93267847-93267996	chr1:93267997-93268146	chr1:93268147-93268226	chr1:93268227-93268296	chr1:93268297-93268446	chr1:93268447-93268486	chr1:93268487-93268526	chr1:93268527-93268556	chr1:93268557-93268596	chr1:93268597-93268746	chr1:93268747-93268896	chr1:93268897-93268926	chr1:93268927-93268986	chr1:93268987-93269046	chr1:93269047-93269196	chr1:93269197-93269346	chr1:93269347-93269496	chr1:93269497-93269646	chr1:93269647-93269796	chr1:93269797-93269946	chr1:93269947-93270096	chr1:93270097-93270246	chr1:93270247-93270396	chr1:93270397-93270546	chr1:93270547-93270696	chr1:93270697-93270846	chr1:93270847-93270996	chr1:93270997-93271146	chr1:93271147-93271296	chr1:93271297-93271446	chr1:93271447-93271596	chr1:93271597-93271746	chr1:93271747-93271896	chr1:93271897-93272046	chr1:93272047-93272196	chr1:93272197-93272346	chr1:93272347-93272496	chr1:93272497-93272646	chr1:93272647-93272796	chr1:93272797-93272946	chr1:93272947-93273036	chr1:93273037-93273096	chr1:93273097-93273246	chr1:93273247-93273314	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.79738	0.109559	0.215132	0.515524	0.236877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15545	0.299797	0.819964	1.1938	1.26962	0.385843	0.499737	0.558923	0.125841	0	0.212772	0.25366	0.335073	0.630973	0.244821	0.92119	0.428995	0.367559	0.417166	1.20379	0.476658	0	0	0.0839091	0.615789
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.530337	0.0380883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0644571	0.798778	0.190449	0.196329	0.769552	0.397231	0.794115	0.395532	0.281267	0.240142	0.0288325	0.655365	0.641324	0.913059	1.3369	0.372872	0.450259	0.725032	0.416204	0.170431	0.117987	0.813726	0.826342	1.14705	0.621099	0.461039	0.438148	0.0193888	0.548872
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0	0	0.720783	1.69596	1.08541	0	0	0	0	0	0	0	0	0	0	0	0	0.626948	1.97135	1.15614	0.546571	1.19568	3.4175	2.38134	0	0	0	0	0	1.90351	3.90223	2.87994	0.0113064	0	0	0	2.37427	3.85538	0.554014	2.20959	3.31642	0.028266	0	0	0.646617
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031938	0.589059	0.36195	0.340054	1.17195	0.739387	0.905197	0	0	0.202005	0.523232	0.361852	0.251882	0.196053	0	0	0	0.225321	0.817939	1.5633	1.99791	1.51498	2.96615	5.69888	3.89342	1.97974	0.498959	0.461631	0.743455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.173762	0.477845	0.217208	0.965763	0.0222613	0.779398	0.437757	0.21267	0	0.104385	0.270154	0.250454	0.286085	0.536211	0	0.321156	0.50363	0.266384	0.29146	0.420563	0.73739	0.877242	2.3654	2.8583	4.55366	2.09841	0.634602	0.4758	0.556185	0.733645
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	1.34196	0.939076	0.160606	0.473426	0.672128	0.359597	0.184275	0.134678	0	0	0	0	0	0	0	0.0304107	1.10785	1.14411	0.317624	0.960992	0.724859	0.27136	0.725283	1.12632	1.5741	1.08135	1.06385	1.12357	0.594221	0.521338	0.84934	0.543507	0.111461	0.75073	0.984191	0.637657	0.762308	0.828614	1.05253	0.577311	1.73682	1.19703	0.165811	0	0.727273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.363368	0.408038	0.454262	0.47817	0.242273	0	0	0	0	0	0	0	0	0	0	0	0.216744	1.09844	0.632837	0.325149	0.573462	0.373168	0.332388	0.165271	1.08402	2.43435	1.25352	0.791652	1.17417	2.64883	3.86533	2.12269	0.621558	2.52769	2.64702	0.93167	1.44257	2.71896	3.8664	1.50911	1.6514	1.40247	0.758589	0.390885	0.724085
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203496	0.734095	0	0	0	1.10263	0.430419	0	0	0	0	0	0.14513	0.7871	0.651452	0.0655336	0.607847	0.743011	0.481888	5.84929	1.99273	0	0	0	1.2907	1.52483	1.24479	0.60424
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287342	0.660134	0	0	0	0	0	0.869784	1.08527	0.0208332	0	0	0	0.254528	1.00122	1.17506	0.830592	0.845902	0.709871	0	0.957933	1.72975	0.770788	0	0	0	0	0	0.697248
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.515514	0.48593	0.253272	0.528214	0.995497	0.168871	0	0	0	0	0	0	0	0	0	0	0	0	0.384974	0.801083	1.21115	0.964691	0.418981	0.331414	0.847471	0.783039	1.40549	1.11157	0.92676	1.60929	3.0433	2.64275	2.46156	2.42398	1.18769	0.577951	0.764831	0.33674	0.793843	0.450452	1.40627	0.693259	0.0094792	0.240465	0.46729
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	0.439286	0.169462	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355326	0.943	0.606853	1.03111	1.25118	0.805103	0.669807	1.13903	1.34819	2.12942	2.03951	0.62692	0.871605	0.85551	0.24796	0.457857	0.143261	0.400828	1.83199	2.71961	1.63351	1.74371	2.27839	3.39867	2.36727	1.69903	0.974671	0.256657	0.254022	0.597122
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.410918	0.507815	0.0143552	0	0	0	0	0	0	0	0	0	0	0	0	0.0915144	0.872078	0.77877	0.123814	0	0	0.104075	0.475516	0.353497	0	0	0.026916	0.26916	0.500638	0.431448	0.619403
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0.548589	0.964293	0.814563	1.20676	0.530974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869375	1.76987	0.649328	0	0	0	0	0	0	0	0.305713	1.78534	0.9641	0	0.122272	0.929849	0.666701	0.772923	0.322439	0.774501	0.26996	0	0	0	0.742215
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233382	0.49306	0.0788896	0	0	0	0	0	0	0	0	0	0	0	0	0.0608107	0.902291	0.647548	0	0	0	0	0	0	0	0	0	0.0369795	0.440467	0.49306	0.544444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.827ded64-aa40-4620-8391-8dd4ae096d90.fc.signal	0.548172	0.146429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.448015	0.551177	1.05501	0.735052	0.795714	0.759649	0.429855	0.491918	0.416822	0.510257	0.511419	0.555106	0.347389	0.800819	0.0520611	0	0	0.251815	0.946748	0.696604	1.56699	1.69774	0.109759	0	0	0	0.572238
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.8a6af925-1821-4fc7-84d7-e838a44be225.fc.signal	0.352329	0.308287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542283	0.933083	0.343922	0.755417	0.0678813	0.472529	1.06673	1.40496	1.64159	0.648271	0.59146	0.514588	1.54674	2.02612	3.10092	2.25347	0.932927	1.08114	0.730596	0.578268	0.997156	0.485566	0.749208	0.585524	0.899026	0.330308	0	0.521074	0.526316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0.511623	0.688543	0.080058	0	0	0	0	0	0	0	0.0587092	0.493691	0.80058	2.00829	2.20973	0.360261	0.651231	1.84464	0.0240174	0.0671343	1.36169	1.12886	1.92148	2.22842	2.10836	0.611991	1.03551	0.565776	0.917875	0.968177	1.36618	0.441631	0	0.543266	0.43025	0.25108	0.445255	0.734904	0.963189	0.373003	0.576686	0.80058	0.0983914	0.647142	0.581152
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	0	0	0	0.0187389	0.559674	0.418114	0.155767	0	0	0	0	0	0	0	0	0	0	0	0	0.0838462	0.74257	0.347715	0.628772	0.863729	0.830281	0.4137	0.467084	0.646782	0.0576701	0.0907031	1.16789	0.609118	1.56188	0.410036	0.68901	1.23757	0.423344	0.333554	0.649308	1.45985	1.57164	1.66699	0.393519	0.395449	0.598592
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000234.3.004bcd0c-68a8-42c5-b5aa-454db7d061e9.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.174339	1.86151	2.67561	1.1051	0.293559	0.00512693	0	0	0	0	0.0935772	0.76923	0.76923	0.498704	0.33653	0.466667
