	chr1:150712115-150712264	chr1:150712265-150712354	chr1:150712355-150712414	chr1:150712415-150712564	chr1:150712565-150712714	chr1:150712715-150712864	chr1:150712865-150713014	chr1:150713015-150713164	chr1:150713165-150713224	chr1:150713225-150713314	chr1:150713315-150713464	chr1:150713465-150713614	chr1:150713615-150713764	chr1:150713765-150713914	chr1:150713915-150714064	chr1:150714065-150714214	chr1:150714215-150714364	chr1:150714365-150714514	chr1:150714515-150714664	chr1:150714665-150714814	chr1:150714815-150714964	chr1:150714965-150715114	chr1:150715115-150715264	chr1:150715265-150715414	chr1:150715415-150715564	chr1:150715565-150715714	chr1:150715715-150715864	chr1:150715865-150715924	chr1:150715925-150716014	chr1:150716015-150716084	chr1:150716085-150716164	chr1:150716165-150716314	chr1:150716315-150716464	chr1:150716465-150716614	chr1:150716615-150716644	chr1:150716645-150716764	chr1:150716765-150716914	chr1:150716915-150717064	chr1:150717065-150717178	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0	0	0.123265	0.700631	1.46277	1.33435	0.668808	0.0279401	0.0287618	0.5929	1.83666	2.21824	0.239517	0	0	0	0	0	0	0.802857	1.79366	1.25714	0.201201	0	0.156136	1.14718	1.00022	0.229464	0.0291688	0.198983	0.247748	0.16966	0.177636	0.241577	0.0959627	0.0132065	0.0881868	0.216656	0.0513807	0.128713
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.3579346a-a108-4e99-ba8a-c53f4809c6bb.fc.signal	0.429616	0.243364	0.111469	0.167636	0.228373	0.589354	1.36456	0.764143	0.678132	0.9575	0.693884	0.674096	0.682113	0.249714	0.186498	0.287136	0.0082334	0.15083	0.295683	0.444313	1.36886	1.04306	0.545026	0.0814003	0.34258	0.120048	0	0	0	0	0	0	0.074502	0.434603	0.745154	0.634786	0.110375	0.0938173	0.20695	0.782313
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	1.19019	1.1575	0.243274	0.649498	0.693847	0.389092	0.483023	0.901391	0.925218	0.665696	0.11681	0.467077	0.390556	0.716489	0.601829	1.02952	0.607237	0.454195	0.25171	0.340908	0.421095	0.8271	0.0991781	0.110728	0.709143	0.537331	1.00247	0.936791	0.156736	0.315835	0.432542	0.530981	0.537385	0.454159	0.37833	0.670996	0.595755	0.629	0.454745	0.432432
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	0.281338	0.604674	0.220216	0.0606502	0.500905	0.515088	0.79792	0.232119	0	0	0.483183	0.426762	0	0	0	0	0	0	0	0.0398347	0.875109	0	0	0	0	0.512419	0.485259	0.2716	0.341009	1.12908	1.03887	0.696166	0.974833	0.618618	0.574791	0.385378	0.635952	0.214346	0	0.410959
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.52215347-885a-4412-918b-b787711b8d37.fc.signal	1.74703	0.0843744	0.134896	0.42086	1.12968	0.611077	1.37326	0.914031	0.712745	0.504989	0.338175	0	0.0307856	0.447183	0.349553	1.28569	1.47656	0.212851	0	0	0	0	0.482933	0.999819	0.648479	1.39368	1.38384	1.28649	0.458856	0.601385	0.591049	0.185957	0.608434	0.879362	0.691325	0.203657	0.862153	1.36948	0.479049	0.421384
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000153.3.4632c7b2-2ae2-40a1-bd27-50236900252a.fc.signal	0	0.339227	2.25023	1.80039	0	0	0.0546619	3.30358	3.08603	1.24683	0.149547	0.63202	4.51251	4.37536	1.22813	0.803533	0.372824	0.24755	0	0	0	0	0.868101	1.27731	0.48437	1.99953	0.583042	0.620606	1.36655	1.70128	0.33601	0	0	0	0	0.994443	0.60286	0	0	0.675159
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.a8b62515-f113-4847-973f-317b45173002.fc.signal	0.811952	1.59948	1.92266	0.897587	0.602416	0.482018	0.836061	0.959869	0.478076	0.807981	0.887437	2.28474	3.09481	1.35749	0.810721	1.34403	1.38443	0.845725	2.1046	2.01973	0.375872	0.040407	0.815418	3.36026	1.81033	0.961133	0.253814	0	0.464448	0.448106	0.0154987	0	0	0.550567	0.579089	0.080814	0	1.32248	2.82813	0.236686
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000004.3.08828406-540b-464b-b2f8-9402ccb1159b.fc.signal	0.227225	0.74095	0.917996	1.5029	1.99563	0	0.470912	1.77004	1.17317	1.0538	1.01263	1.05311	0.462797	0.612256	1.1712	0.759185	1.10243	0.608682	1.6287	0.683387	0.815045	0.637217	1.44732	1.61263	0.572739	0.227004	0.70083	0.234634	0	0	0	0	0	0	0	0	0.706372	0.207466	0.753462	0.726368
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.2cec18a6-acf1-4ec3-b511-04e126f82363.fc.signal	0	0.0820361	1.05475	0.54847	0.435963	1.39441	0.649	1.05569	0	0	0	0	0	0	0	0	0	0	0	0.309393	0.836768	0.893022	0	0	0	0	0	0	0.128914	0.944581	0.685608	0	0.874498	0.0342786	0	0	0	0.631052	0.743389	0.375691
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000346.2.025d75d4-4cee-43c8-be53-43da9bc8c8b5.fc.signal	0	0	0	0.182299	0.706871	0.171218	0	0	0	0.0703194	0.625935	0.442816	0.671392	0.521713	0.38125	0	0	0	0	0.406644	1.1444	0.137942	0	0	0	0	0	0	0	0	0	0	0.561131	0.745879	0	0.0587307	1.36251	2.15529	0.52546	0.559242
