	chr19:7938602-7938751	chr19:7938752-7938901	chr19:7938902-7939051	chr19:7939052-7939201	chr19:7939202-7939351	chr19:7939352-7939501	chr19:7939502-7939591	chr19:7939592-7939651	chr19:7939652-7939801	chr19:7939802-7939951	chr19:7939952-7940101	chr19:7940102-7940251	chr19:7940252-7940401	chr19:7940402-7940551	chr19:7940552-7940701	chr19:7940702-7940851	chr19:7940852-7941001	chr19:7941002-7941151	chr19:7941152-7941301	chr19:7941302-7941451	chr19:7941452-7941601	chr19:7941602-7941751	chr19:7941752-7941901	chr19:7941902-7942051	chr19:7942052-7942201	chr19:7942202-7942351	chr19:7942352-7942501	chr19:7942502-7942651	chr19:7942652-7942801	chr19:7942802-7942951	chr19:7942952-7943101	chr19:7943102-7943251	chr19:7943252-7943401	chr19:7943402-7943551	chr19:7943552-7943631	chr19:7943632-7943697	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.87801	0.492984	0.521216	0.739339	0.60976	0.395913	0.399969	0.233466	0.413442	0.230874	0.523182	0.729834	0.575762	0.775138	1.56434	0.659374	1.17869	0.767017	0.263937	0.947831	0.903364	1.41683	1.32642	0.486357	1.51184	2.12258	1.26059	0.864716	1.5651	3.39721	2.34096	2.93116	4.03943	4.94567	7.21452	5.27257	0.907834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.456286	0.85883	0.0120962	0.471752	0.661259	0.862862	0	0.252004	0.939472	1.6018	1.45154	1.12375	1.14511	1.20962	0.572553	0.81851	0.185475	1.54025	0.26885	0.948493	1.1501	1.26981	0.610581	1.19642	1.58057	0.867883	0.30036	0.463569	1.75132	3.39903	8.13253	24.0227	35.9126	39.2343	27.8743	14.1496	0.748503
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.699382	0.276443	0.489698	0.565435	1.17033	1.59501	1.35914	1.59081	1.39173	1.36251	0.723892	1.78349	0.920691	1.69145	1.25911	0.178004	0.668879	0.729747	1.01765	1.90059	2.01773	1.61134	2.41771	2.17462	1.02263	1.87995	2.31875	1.39521	2.75785	5.33574	12.7737	14.0653	21.9825	28.395	18.372	10.8587	0.673898
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.41513	0.415454	0.118729	0.875445	1.70502	2.55398	1.31994	1.03403	3.55372	9.98349	3.19784	2.73145	2.0588	1.66001	3.1401	3.71528	0.978884	1.27232	0.515581	0.650972	0.537831	1.70957	1.95121	1.82324	1.12024	0.69368	0.0983221	0.474787	0.289364	2.15336	1.16848	8.90284	15.8768	25.5718	36.9818	10.9506	0.309494
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0.319278	0.0989987	0	0	0	0	0	0.0941599	0.533561	0	0.233889	0.675627	0.790889	0.177433	0.471297	0.807401	0.516692	0.812786	0.989621	0.171519	0.0873581	0.682449	0.90393	0.46803	0.226625	3.28536	13.2966	17.3006	43.2682	52.7296	33.2992	14.8006	0.610046
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.13592	0.984818	0.861539	0.86575	0.959095	1.08287	0.448056	0.556448	0.732796	1.13566	1.10203	1.87732	3.12901	1.76985	1.2029	1.15116	1.14353	1.80609	1.71927	2.49308	2.32435	3.45126	2.59799	4.6383	5.01057	3.33246	4.46621	3.57872	4.24722	9.28865	28.5972	51.0406	56.5828	70.8245	54.4435	38.8066	0.798343
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0.304083	0.615023	0.0759128	0	0	0	0	0	0	0	0.118474	0.637945	0.459939	0.529287	0.21216	0.060108	0.422544	0	0.319497	1.36335	0.97836	0.222059	0.400604	0.252747	1.91923	1.61653	1.97481	8.15456	11.0071	27.6047	45.2838	45.8424	29.9003	11.3582	0.616729
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.380847	0.268738	0.15598	0.256143	0.232354	0.205344	0.106522	0.297704	0.416125	0.220383	0.258142	0.202689	0.169779	0.326613	0.203149	0.250244	0.324105	0.138603	0.230539	0.376904	0.378927	0.494319	0.566687	0.576899	0.272966	0.771358	0.885839	0.918251	1.06985	1.07096	1.70039	3.02824	2.59204	1.59438	1.1294	0.760786	0.628931
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	2.07425	1.55157	0.298391	1.37192	1.15293	1.44037	1.37836	0.437937	0.162828	1.21454	0.883447	0.616188	0.623609	0.981435	1.08951	0.786097	1.31704	0.705291	0.427728	0.301304	0.739441	0.727558	0.359299	0.00593813	0.789877	1.32888	1.2428	0.794339	1.71224	1.78327	3.50562	7.52196	10.0001	21.0009	21.2975	12.3002	0.3
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.870462	0.23594	0.635909	1.06393	1.17695	0.0416053	0.499357	0.104002	0.379046	0.667185	0.210318	0.412111	1.26249	1.76165	0.74463	0.495593	0.591975	1.03614	0.124838	0.901756	1.06471	2.18091	1.02179	1.43619	1.25814	1.62243	1.04522	1.02196	2.17891	2.11192	0.349667	2.09973	6.47769	7.80707	4.54263	2.95888	0.79056
