	chr2:206758401-206758550	chr2:206758551-206758700	chr2:206758701-206758850	chr2:206758851-206759000	chr2:206759001-206759150	chr2:206759151-206759300	chr2:206759301-206759450	chr2:206759451-206759600	chr2:206759601-206759750	chr2:206759751-206759900	chr2:206759901-206760050	chr2:206760051-206760200	chr2:206760201-206760350	chr2:206760351-206760440	chr2:206760441-206760500	chr2:206760501-206760650	chr2:206760651-206760800	chr2:206760801-206760950	chr2:206760951-206761100	chr2:206761101-206761250	chr2:206761251-206761400	chr2:206761401-206761550	chr2:206761551-206761630	chr2:206761631-206761700	chr2:206761701-206761850	chr2:206761851-206761940	chr2:206761941-206762000	chr2:206762001-206762150	chr2:206762151-206762300	chr2:206762301-206762450	chr2:206762451-206762600	chr2:206762601-206762750	chr2:206762751-206762830	chr2:206762831-206762900	chr2:206762901-206763050	chr2:206763051-206763200	chr2:206763201-206763350	chr2:206763351-206763500	chr2:206763501-206763513	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.0301328	0	0	0	0	0	0.236065	0.163252	0.0873783	0.341391	0.34123	0.691829	0.0375597	0.220936	0.30846	0.0830288	0.416308	0.967627	0.867117	0.0510683	0.512407	0.377296	0.411204	0.131772	0	0	0	0	0.277971	0.233345	0.299556	0.819703	0.553415	0.07872	0.697489	0.292601	0	0.362207	1.03004	0.453947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0	0	0	0	0.128089	0.469647	0	0	0.395317	0.114032	0	0	0	0	0	0	0	0	0	0.398489	0.618298	0.337264	0	0	0	0	0	0	0	0	0	0.721324	0.82686	0	0	0.295574	0.267464	0.306072	0.361392	0.560606
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.298926	0.052836	0.110197	0.115321	0	0	0	0.375407	0.563928	0.346491	0.205861	0	0	0.19993	0.302092	0.307161	0.117565	0.0947369	0.712049	0.260884	0	0.0498432	0.285095	0.47564	0.868435	0.499561	0.164891	0.0024088	0.0327109	0.4946	0.115197	0.289733	0.407179	0.257382	0.00771787	0.117054	0.33347	0.37271	0.18045	0.452915
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0	0	0	0	0	0.322441	0.652395	0.270184	0.324459	0.438943	0.298822	0.489433	0.280626	0.388864	0.449797	0.237614	0	0.55653	0.394581	0	0.50911	0.505104	0.151592	0.464629	0.673556	0.650522	1.16311	0.590452	0.668947	0.1385	0.106331	0.490682	0.146774	0	0.122702	0.329927	0.561327	0.166277	0.48407	0.370821
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0	0.228291	0.256483	0	0.413356	0.0702991	0	0	0	0	0.136951	0.415595	0	0.0622259	0.152462	0.147842	0.0514108	0.429149	0.0717574	0	0	0	0	0	0	0	0	0	0.189418	0.339323	0.482253	0.473933	0.286208	0.847886	0.757512	0.320074	0.52829	0.316028	0	0.318436
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0	0	0.271359	0.0977244	0.261813	0.124268	0	0	0.134372	0.182693	0.0237417	0.179892	0.0181963	0	0.079366	0.100381	0	0	0.475307	0.325738	0.284696	0.225561	0.135675	0.326488	0.313695	0.0970881	0	0	0	0.370949	0.264862	0.197816	0.36196	0.250783	0	0	0	0	0	0.253071
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.b69b018c-be0b-42b3-9bd0-adb684b6c71f.fc.signal	1.29136	0.971541	1.37102	1.05996	0.327932	0.558405	0	0	0.567766	1.00704	0.584955	1.18062	0.188133	1.01822	0.996938	0.336273	0	0	0	0	0.84554	1.51836	0.288146	1.1879	0.715744	1.31147	2.02521	2.04577	0.427137	1.33255	0.985746	2.23668	2.03948	1.21457	0.335915	0	0.552572	0.963823	0	0.395577
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.867f20aa-cd84-4630-be8b-4d90cccd43d7.fc.signal	0	0	0	0	0	0	0	0	0	0.0461851	0.147051	0	0	0	0.166475	0.250381	0	0	0	0	0	0	0.0130868	0.741632	0.63804	0.0414008	0.116182	0.344956	0.293318	0	0	0	0	0	0	0	0.0288246	0.351132	0.169019	0.259649
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.2af65a74-ad9a-47d1-bb59-7449ff40f2d9.fc.signal	0.628114	0.646979	0.714177	0.484171	0.263642	0.72802	0.414733	0.499054	0.831179	0.931636	0.449581	0.291243	0.512228	0.846259	0.640383	0.363273	0.566606	0.683532	0.414033	0.710284	0.711537	0.477488	0.569109	0.576505	0.837322	1.32887	1.23186	1.06923	1.05496	0.487719	0.459918	0.767916	0.901929	1.13252	0.778103	0.611541	0.891469	0.65029	0.726852	0.371622
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	0.225045	0.352526	0.491011	1.08073	0.3207	0.581614	0.492138	0.246419	0.148805	0.417946	0.760582	0.00237047	0.514986	0.87681	0.445708	0	0.917684	0.917655	0.0496853	0.0545214	0.373756	0.501743	0.231802	0	0	0	0	0	0.185495	0.787348	0.128598	1.11933	1.62196	0.86427	0.0811481	0.124838	1.88127	1.31779	1.31508	0.609467
