	chr19:7925577-7925726	chr19:7925727-7925876	chr19:7925877-7926026	chr19:7926027-7926126	chr19:7926127-7926176	chr19:7926177-7926246	chr19:7926247-7926326	chr19:7926327-7926476	chr19:7926477-7926626	chr19:7926627-7926776	chr19:7926777-7926926	chr19:7926927-7927076	chr19:7927077-7927226	chr19:7927227-7927376	chr19:7927377-7927526	chr19:7927527-7927676	chr19:7927677-7927826	chr19:7927827-7927976	chr19:7927977-7928126	chr19:7928127-7928276	chr19:7928277-7928426	chr19:7928427-7928496	chr19:7928497-7928576	chr19:7928577-7928726	chr19:7928727-7928806	chr19:7928807-7928876	chr19:7928877-7929026	chr19:7929027-7929176	chr19:7929177-7929326	chr19:7929327-7929476	chr19:7929477-7929626	chr19:7929627-7929776	chr19:7929777-7929926	chr19:7929927-7930076	chr19:7930077-7930226	chr19:7930227-7930376	chr19:7930377-7930526	chr19:7930527-7930666	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	2.43443	1.25466	0	0	0.0649488	0.490915	1.47729	1.71034	2.47192	1.80251	1.36261	0.743964	0.618689	0.246712	0.374103	0.492604	0.67621	1.35752	0.768535	1.30129	1.23817	0.368881	0.436117	0.618891	0.498589	0.289505	0.205649	1.77804	2.1507	1.13205	1.43167	0.601233	0.20116	0.1993	0.283482	0	0.474657	1.12558	0.570188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	1.12443	1.98349	2.97164	1.30639	0.810445	3.04961	6.00388	6.4581	4.39315	3.2135	4.56076	1.41288	1.04027	0.931407	1.35287	0.566734	0.198029	1.62815	1.19644	0.476666	1.78453	1.4498	0.943876	0.697683	1.11424	1.51725	1.01718	2.98193	1.78398	1.36378	1.30639	2.50717	1.05005	0	0.649212	0.391966	0.935439	1.58143	0.976562
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.61215	3.07667	0.712056	0.409648	0.228464	1.42627	3.4548	4.15053	2.70865	1.22337	1.28563	2.12542	2.64137	1.45194	3.14874	4.40132	2.54146	4.08602	4.80132	4.29084	7.62307	10.7582	13.4843	13.5282	6.16211	4.37906	2.483	6.44047	15.4047	14.1874	10.1592	10.9679	6.28246	1.33033	2.91562	2.12087	2.721	5.02013	0.675789
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.398773	0.374617	0	0.0417405	0.289394	0.55636	0.365173	0.318843	0.99265	1.72104	0.9562	0.242955	0.350518	0	0	0.200324	0.515595	1.93268	0.626878	1.39104	3.16604	3.40213	1.82922	3.37378	4.2671	2.84572	0.710377	9.70672	13.4146	8.74608	2.87116	1.99947	0.46927	0.456258	0.753003	0.55826	0.556435	5.36555	0.677463
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0	0.302975	3.72185	3.76058	0.454498	1.11291	1.42976	0.635623	0.903819	0	0.292162	0.57251	0.018928	0.330988	0.246224	1.21341	1.60628	2.65406	3.67568	2.01519	0.720805	0.504428	0.348471	2.65004	4.08734	3.1282	1.95101	1.5453	1.16315	0.382595	0.467617	0	0.301439	0.536422	0.905149
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.523971	0.860315	0.887823	0.189415	0.333821	0.53055	1.07618	1.42303	1.21919	1.48304	1.90546	1.56576	1.48559	1.20183	0.560062	0.446763	1.18848	0.930687	0.844106	1.84223	2.42994	2.3873	2.3028	2.4802	1.76784	1.44157	1.19165	1.45427	2.54342	3.00805	0.887656	0.68731	1.01286	1.01661	1.22666	1.09899	1.4658	1.68556	0.747736
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0	0	1.37002	3.0859	1.07229	0.519544	1.26109	0.341585	1.01721	0.807672	1.2829	1.00591	0.182773	0.0829736	0.255958	0.599534	1.32123	3.24795	3.96574	3.34379	1.41038	1.3644	1.06756	2.05799	1.67129	2.91063	2.98793	1.88915	0.52217	0	0.343575	0.308032	0.756507	3.2116	0.88057
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.486701	0.474632	0.121069	0.160077	0.195407	0.333097	0.568652	0.534402	0.243128	0.181534	0.176328	0.230881	0.275394	0.258718	0.0849877	0.0979747	0.152617	0.153196	0.261704	0.252653	0.196761	0.185618	0.269256	0.164414	0.0634482	0.0456946	0.0947983	0.351305	0.416411	0.227573	0.170847	0.153138	0.121416	0.070008	0.120468	0.137602	0.19767	0.0997543	0.497925
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	1.00558	1.20624	0.296906	0.0939647	0	0	0.580159	1.06195	1.12924	0.627629	0.747761	0.23322	0.314672	0.190192	0.48881	0.449989	0.434783	0.79658	1.60893	0.851464	1.20418	2.30299	1.93657	0.427387	0.149091	0	0.0887788	1.07341	1.9095	1.18055	0.0953597	0.672453	0.666745	0.150168	0.517491	0.293734	0.590775	0.512149	0.472663
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	3.03257	7.70168	6.98526	3.98779	2.09673	0.379316	3.90425	2.90636	1.07725	1.47231	1.19856	0.703295	0.0961443	8.95403	2.32901	1.2535	0.620162	1.20914	2.91322	2.50516	0.64872	0.889439	0.621745	1.24434	1.91075	0.437502	0	0	1.16884	1.5489	4.29761	3.43388	1.10157	0	1.90909	3.6141	0.600327	0	0.664286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0.415729	4.52436	3.03867	1.41234	0.898709	0.0786043	1.79979	3.09408	0.232066	0.788728	1.35676	0.478827	0.440184	0	0	0.840194	1.12721	0.690055	0	0.621653	2.50675	0.583862	0.702692	0.342236	1.1565	2.48977	1.40455	0.977426	2.14705	2.97752	1.38787	2.48842	1.17387	0.880368	0.611367	0.788663	0.311388	0	0.882845
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.229883	0.884115	0.481133	1.10214	0.903038	0.342182	0.377698	0.412374	0.22875	0.810652	1.09266	1.37941	0.445608	1.26329	1.00972	1.89613	1.10451	3.98658	4.2431	3.86423	9.40238	16.8822	30.6193	28.9303	24.3173	13.0934	5.74287	37.983	29.5302	30.7195	15.797	9.32915	3.68321	3.55525	3.47229	1.50977	1.4434	0.683149	0.607104
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0	0	0	0	2.27409	1.94063	0	0	0	0.0481384	1.33326	0.215629	0	0	0	1.06153	0.488381	0.543249	1.67818	3.15728	4.71667	3.10852	4.0429	2.96476	0.0449227	3.06284	4.27119	1.96162	3.44893	3.1212	3.31515	0.125783	1.86869	2.20342	0.627821	0	0.635294
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	1.51014	1.67134	0.942634	0.461496	0.3998	0.731748	1.02851	0.879637	0.741897	1.72337	3.26755	1.7384	2.68622	1.84488	1.65091	1.78882	2.05426	3.11334	1.07419	0.967589	1.54995	0.855059	1.0863	0.660865	1.19377	1.95995	2.5893	3.2062	1.44436	0.567086	0.857067	0.89504	0.825793	0.141493	0.485046	1.08717	0.594559	0.498865	0.774419
