	chr19:10348552-10348701	chr19:10348702-10348851	chr19:10348852-10349001	chr19:10349002-10349151	chr19:10349152-10349301	chr19:10349302-10349451	chr19:10349452-10349601	chr19:10349602-10349751	chr19:10349752-10349901	chr19:10349902-10350051	chr19:10350052-10350201	chr19:10350202-10350351	chr19:10350352-10350501	chr19:10350502-10350651	chr19:10350652-10350801	chr19:10350802-10350951	chr19:10350952-10351051	chr19:10351052-10351101	chr19:10351102-10351251	chr19:10351252-10351401	chr19:10351402-10351551	chr19:10351552-10351701	chr19:10351702-10351851	chr19:10351852-10352001	chr19:10352002-10352151	chr19:10352152-10352301	chr19:10352302-10352451	chr19:10352452-10352601	chr19:10352602-10352751	chr19:10352752-10352901	chr19:10352902-10353051	chr19:10353052-10353201	chr19:10353202-10353351	chr19:10353352-10353501	chr19:10353502-10353651	chr19:10353652-10353662	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.148418	0.506714	0.743503	0.141329	0.429775	0.128905	0.706984	0.809956	1.35063	0.769599	1.16636	0.630863	0.462885	0.379939	0.453333	0.829247	0.649637	0.952389	1.47401	0.790328	0.357533	0.819467	1.20354	1.34719	1.17856	0.531025	0.492165	0.763242	0.475294	0.695415	0.362622	0.549431	0.40982	0.686933	0.993781	0.434372	0.425801
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.225796	0.302405	1.30639	0.60481	0.790285	1.10479	0.66501	0.405581	0.148083	0.446488	0	0	0.812318	2.59606	2.2202	2.23774	3.61073	3.12083	0.85883	1.31042	2.80228	2.75746	0.390756	0.443527	0.221764	0	1.08463	2.47569	1.54831	1.64105	1.45261	1.88155	2.10071	0.399175	2.3386	4.23368	0.379151
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.06156	0.65635	0	0.19164	0.331208	0.509508	0.457525	0	0	0.379954	0.21681	0.421833	0.0585973	0.43948	0.568451	1.49456	0.406067	0	0.445508	0.447757	0.199388	0.401444	0.41252	0.0205091	0.638779	1.2688	2.2609	1.06223	1.14002	1.12081	1.42839	0.916744	0.899689	1.50823	1.9269	1.3687	0.451674
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.968201	0.174383	0.949651	0.163216	0	0	0	0.161357	0.432119	1.02374	2.0768	2.38519	2.29616	5.66815	8.07934	17.457	24.9669	11.5292	3.27735	3.02697	4.38806	2.96712	0.22196	0	0.435821	0.400613	1.40218	1.55796	0.951448	1.19817	1.83435	1.56728	2.82107	1.78796	0.287487	0	0.578674
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0.474869	1.69596	0.0904512	0	1.32285	0.938431	0	0	0	0.84675	0.969418	0.339192	1.69596	0.226128	1.02888	2.13178	2.40702	3.64291	3.48945	0.595746	0	0	0	0	0	0	1.92202	2.43753	0.472627	1.21742	1.25977	0.475243	3.47665	1.28403	0.0678384	1.85013	0.427139
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0.601685	0.734327	0	0	0	0.0733427	0.808207	0.28598	0	0.585498	0.815493	0.404581	0	0.285159	0.3549	0.0821345	0	0.408535	0.130129	0	0.282116	0.394189	0	0	0.808448	2.22925	1.68989	2.59019	2.11576	1.01004	0.91528	3.09405	3.76581	0.518053
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.62811	2.11953	2.74816	1.38306	1.88464	3.4675	3.06361	0.787808	1.78939	4.3103	3.17862	1.39175	2.61607	4.09063	3.55658	2.28746	3.58299	3.77226	2.41459	1.54681	2.46791	4.6431	2.7358	2.19828	2.08574	2.8085	7.30221	13.5216	18.1703	19.0161	20.9676	19.8722	17.2224	11.8506	13.1029	12.278	0.303681
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0	0	0	0	0.114525	0.591219	0.204249	0	0	0	0	0.0133573	0.485872	0.467504	0.0272711	0	0.185612	1.0664	0.0513387	0	0	0	0.0631918	3.14396	2.15208	1.78452	2.91905	3.638	3.63987	2.3927	3.03207	3.23154	0.556941
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.0158773	0.163776	0.313454	0.0739798	0.208772	0.106147	0.0573961	0.0307813	0.0932565	0.239773	0.221485	0.0665657	0.178573	0.132092	0.320616	0.203513	0.0552408	0.118117	0.169479	0.165378	0.139512	0.0774699	0.107834	0.0804104	0.130705	0.033759	0.0560345	0.128616	0.0722351	0.139081	0.101545	0.143121	0.130967	0.0887374	0.129412	0.122072	0.46485
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.368164	0.847792	1.29622	0.464686	0.380041	0.651802	0.910157	1.15809	0.522602	1.70753	0.64288	0	0.27167	0.233072	0	0	0	0.133608	0.812174	0.530031	0.705265	1.40313	0.892316	0.353341	0.757244	0.0549277	0	0.0801733	0.827045	0.743884	0.892362	0.729035	0.261297	0.0504741	1.0809	1.2148	0.394151
