	chr7:97133888-97134037	chr7:97134038-97134187	chr7:97134188-97134337	chr7:97134338-97134487	chr7:97134488-97134637	chr7:97134638-97134787	chr7:97134788-97134937	chr7:97134938-97135087	chr7:97135088-97135237	chr7:97135238-97135387	chr7:97135388-97135537	chr7:97135538-97135687	chr7:97135688-97135837	chr7:97135838-97135987	chr7:97135988-97136137	chr7:97136138-97136287	chr7:97136288-97136437	chr7:97136438-97136587	chr7:97136588-97136737	chr7:97136738-97136887	chr7:97136888-97137037	chr7:97137038-97137187	chr7:97137188-97137337	chr7:97137338-97137487	chr7:97137488-97137637	chr7:97137638-97137787	chr7:97137788-97137937	chr7:97137938-97138087	chr7:97138088-97138237	chr7:97138238-97138387	chr7:97138388-97138537	chr7:97138538-97138687	chr7:97138688-97138837	chr7:97138838-97138967	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.464514	2.03065	1.45536	1.05867	2.09517	0.73107	0.331682	0.467667	0.691595	0.837946	0.29075	0.436742	0	0	0.159152	0.34051	0.09253	0.24794	1.11608	0.412746	0	0	0	0	0	0.320062	0.243011	0.569372	0.425062	0.601285	0.182189	0.410598	0.590207	0.480224	0.202586
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.0376887	0.668088	1.04023	1.10338	1.57802	1.69292	0.419571	0.885891	1.67139	0.777493	0.844137	0.197633	0.292987	0.281267	0.722255	0.234228	0.692294	0.538093	0.431734	0.0446719	1.1984	0.383977	0.573088	0.464597	0.497086	0	0.259022	1.05489	0.105319	0.529906	1.79041	1.21937	0.583971	0.472966	0.310185
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0.467629	0.124257	0	0	0.432134	0.160988	0.295632	1.50728	1.86938	0.417905	0	0	0	0	0	0	0	0	0	0	0.2189	0.198019	0.0664484	0.506463	0.530426	0	0	0	0.0909015	0.480349	0.495254	0.109172	0	0.102459
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.486037	0.883265	0.819233	0.861679	0.0193143	0.168264	0.806135	0.0085172	0.561713	0.982448	0.309919	0	0	0	0.278251	0.753552	0.958711	0.491787	0.892629	0	0	0	0	0	0	0.177772	0.498533	0	0	0	0	0	0	0.161746	0.461914
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.764072	0.632522	0	0.211475	0.355779	0.455044	0.245173	0.54145	0.780274	0.570255	0.313868	0	0	0	0.158784	0.646044	0.490537	0.362033	0.726545	0.772805	0.366385	0.417645	1.06787	0.774055	0.810858	1.02673	0.488962	0.151472	0.329954	0.212343	0.27072	0.221536	0.225309	0.217898	0.633562
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.720122	0.806193	0.340991	0.590597	1.3622	0.543184	1.61537	0.412715	0	0	0	0	0	0	0.504304	0.629683	0.189558	0.48443	0.219836	0	0	0.0681469	0.316123	0	0	0	0.532116	0.139805	0.482816	0	0	0.560231	0.618279	0	0.483607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.282727	0.879371	0.687773	0.180223	0.581587	0.454698	0.0372732	0.669801	0.836233	1.29005	1.71038	0.336789	0	0	0	0	0	0	0	0	0	0	0.207913	0.242334	0.289515	0.511976	0.0898718	0.0970355	0.406454	0.207256	0.132082	0.0449959	0.101049	0.126098	0.172662
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.998358	1.47499	1.22606	0.86826	2.58282	1.279	0.532908	0.817056	1.00477	0.520956	1.06207	0.741845	0.46505	0.0478347	0.462269	0.545772	0.60261	0.620604	0.511283	0.667404	0.128852	0.183423	0.468976	0.905543	0.445457	0.249741	0.406788	1.52934	1.81143	1.15365	1.42541	1.72757	1.6019	0.268931	0.532468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.617681	0.623734	0.247075	0.550907	0.437556	0.23038	0.152843	1.10779	1.19352	1.24827	0.730438	0.270431	0	0	0	0	0	0.114458	0.360852	0.71066	0.841897	0.475843	0.627705	0.548393	0.24657	0.831163	0.694462	0	0.367772	0.130295	0.399724	0.452496	0.672561	1.34239	0.408
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0	0.931509	0.558414	0.213826	0.967704	1.39891	0.938043	0.140847	0.320117	1.12974	0.53976	0.73178	0	0.481545	1.34579	0.373119	0	0.245517	0.471903	0.0159427	0	0	0.201624	0.637787	0.188123	0.246177	0.322487	0.959654	0.139432	0.277867	0.434403	0.0540729	0.564502	0.592808	0.125874
