	chr3:191372562-191372711	chr3:191372712-191372861	chr3:191372862-191373011	chr3:191373012-191373161	chr3:191373162-191373311	chr3:191373312-191373461	chr3:191373462-191373611	chr3:191373612-191373761	chr3:191373762-191373911	chr3:191373912-191374061	chr3:191374062-191374211	chr3:191374212-191374361	chr3:191374362-191374511	chr3:191374512-191374661	chr3:191374662-191374811	chr3:191374812-191374961	chr3:191374962-191375111	chr3:191375112-191375261	chr3:191375262-191375411	chr3:191375412-191375561	chr3:191375562-191375711	chr3:191375712-191375861	chr3:191375862-191376011	chr3:191376012-191376161	chr3:191376162-191376311	chr3:191376312-191376461	chr3:191376462-191376611	chr3:191376612-191376761	chr3:191376762-191376911	chr3:191376912-191377061	chr3:191377062-191377211	chr3:191377212-191377361	chr3:191377362-191377511	chr3:191377512-191377661	chr3:191377662-191377811	chr3:191377812-191377961	chr3:191377962-191378089	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.03832	0.407132	0.223581	0.109185	0.510766	0.686661	0.416392	0.0536674	0.225773	0.366419	0.0888288	1.08276	1.35296	0.860643	0.282047	0.61983	0.413162	1.36645	2.35425	1.55878	0.835937	0.343445	0.427489	1.19931	1.36221	0.809632	1.28071	1.68519	1.29583	0.763552	1.16235	0.987665	1.55816	1.38405	1.44694	1.34	0.704907	0.217469
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.306864	0	0	0.271827	0.0921867	0.425586	1.37193	0.408842	0.0831279	0.529259	0	0	0	0.40759	0.996854	0.560985	0.115465	0	0.526547	1.61891	0.67324	0.0611648	0.708863	1.46462	1.34464	0.739362	0.704617	0.889694	1.21361	0.5301	0.979952	0.99751	0.667062	0.423757	1.44471	0.693154	0.365935	0.156291
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.597644	1.47272	0.673412	0.627326	1.16329	1.68793	0.906764	0.770515	0.389383	0.528681	0.39661	0.311244	1.49201	0.812682	1.23842	1.52828	0.72212	0.627087	0.4108	1.56598	2.564	0.369201	0.395465	0.127582	0.545722	2.06784	3.24305	1.95424	4.95549	3.46676	2.86691	3.54728	2.92309	3.16629	0.788959	0.645621	0.787848	0.191017
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.380045	0.424695	0.489618	0.352402	0.492449	0.0204065	0	0.185455	0.541538	1.32414	0.216834	0.787105	1.6868	0.859125	1.93029	1.90763	0.529235	2.18864	2.52618	2.12242	2.16078	0.0912825	0.748387	0.889709	1.70786	1.5471	1.77355	2.10873	2.80641	3.12079	1.974	0.295533	0.317354	0.860456	0.375658	0.905278	1.3078	0.430069
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.199575	0.909778	0.315958	0	0.276395	0.262277	0.385625	0.341423	0.821441	0.31195	0.175673	0.530094	0.986334	0.331286	0.410577	0.375149	0.0896589	0	0.212783	0.321045	0	0.222184	0.707088	0.870462	0.581359	0.714396	1.17894	0.704267	1.49591	1.35178	0.771682	0.351477	0.371042	0.625871	0.322174	0.162663	0.123246	0.432804
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.332402	0.513696	0.64761	0.598632	1.41446	0.73473	0.726046	0.653909	1.36943	1.89229	1.58269	1.4355	0.82058	0.845819	0.600481	0.99554	0.890031	0.114662	0.464836	1.40343	1.10533	1.51332	1.35327	1.33334	1.84676	1.68748	1.66757	1.50033	1.24968	1.43642	1.38669	1.79704	1.34636	0.429105	0.532322	0.509152	0.955784	0.370506
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.875654	0.658152	0.87692	0.93452	0.467926	0.0267139	0.322515	0.504034	0.450557	0.249552	0.20095	0.0346952	0.443365	0.0084808	0	0.291756	0.0427413	0.512445	0.888728	0.416265	0.110462	0.189888	0.269901	0.364304	0.536864	0.246054	0	0.663459	1.83255	2.82281	1.22668	1.21919	0.352642	0	0.754153	1.10445	0.41005	0.412653
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.354052	0.040836	0.135213	0.0190568	0	0.259629	0.842517	0.295073	0.146167	0.06806	0.13249	0.221522	0.584649	0.477526	0.185181	0.889675	2.49295	4.01721	4.00633	5.1602	2.92054	0.553786	1.23283	2.22876	1.86925	2.02088	3.85652	3.50702	6.41665	4.95684	1.06311	1.24919	1.39173	1.20563	0.58552	0.492943	2.015	0.540003
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.183661	0.841152	0.715329	0.656818	0.839251	1.21113	0.855286	0.289431	0.430794	0.323863	0.302192	0.152496	0.900074	0.47725	0.135575	0.45428	0.92721	0.900918	0.619193	0.619284	0.497413	0.963703	0.731215	0.552865	0.409555	1.07325	1.39	1.08633	1.04997	0.866189	1.00042	0.289922	0.377046	0.372665	0.491869	0.577567	1.17643	0.724138
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.453231	0.417815	0.792637	0.41467	0.389459	0.739503	0.732883	0.75477	0.0786297	0.665644	0.333253	0.146519	0.49341	0.410638	0.231482	1.13695	0.82101	1.32822	1.05839	1.42029	1.17673	0.375626	0.747368	0.762915	0.497105	0.145036	0.299969	0.0555045	0.360089	0.0176839	0.583996	0.621097	0.853432	0.0856818	0.242805	0.71287	0.595245	0.324926
