	chr12:80646397-80646546	chr12:80646547-80646696	chr12:80646697-80646846	chr12:80646847-80646996	chr12:80646997-80647056	chr12:80647057-80647146	chr12:80647147-80647296	chr12:80647297-80647396	chr12:80647397-80647446	chr12:80647447-80647596	chr12:80647597-80647746	chr12:80647747-80647896	chr12:80647897-80648046	chr12:80648047-80648196	chr12:80648197-80648346	chr12:80648347-80648496	chr12:80648497-80648646	chr12:80648647-80648696	chr12:80648697-80648796	chr12:80648797-80648946	chr12:80648947-80649096	chr12:80649097-80649156	chr12:80649157-80649246	chr12:80649247-80649396	chr12:80649397-80649546	chr12:80649547-80649696	chr12:80649697-80649756	chr12:80649757-80649846	chr12:80649847-80649936	chr12:80649937-80649996	chr12:80649997-80650096	chr12:80650097-80650146	chr12:80650147-80650296	chr12:80650297-80650446	chr12:80650447-80650516	chr12:80650517-80650596	chr12:80650597-80650666	chr12:80650667-80650746	chr12:80650747-80650896	chr12:80650897-80651046	chr12:80651047-80651196	chr12:80651197-80651266	chr12:80651267-80651346	chr12:80651347-80651423	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.189156	0.427562	0.172816	0	0	0	0	0.297127	0.519058	0.654258	0.361613	0	0	0.0651201	0.346486	0.293034	0.128833	0	0	0.171149	0.201156	0.172521	0.266397	0.144688	0.393075	0.375809	0.447052	0.687852	1.13849	0.730651	0.038275	0	0	0.336491	0.288807	0	0	0	0	0.255327	0.202072	0.357747	0.454339	0.114575	0.679167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0.032562	0	0	0.007236	0.1809	0.1809	0.457198	0.190017	0.043416	0.243041	0.428667	0.0564803	0.450457	0.680455	0.413802	0.359516	0.0965003	0.36196	0.285929	0.109778	0.698047	0.754846	0.512505	0.211111	0.48499	0.0760068	0	0	0.124587	0.219402	0.597181	0.54286	0.0277444	0	0	0.0248737	0.672208	0.721667	0.168898	0.277496	0	0	0	0	0.497326
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.a39935bf-2e13-411b-a0e6-5df09e4383e1.fc.signal	2.55489	0.769878	1.41167	1.3602	0.80142	1.93831	3.15142	1.83687	2.58499	3.12205	5.49343	5.77338	2.08199	2.22237	2.92188	3.91947	5.93417	4.14034	1.96283	1.42702	1.85119	1.2082	1.92973	5.44614	4.2338	4.17672	3.56515	4.18908	6.35016	3.75011	3.33928	1.70599	1.89035	2.41369	1.55212	0.831203	0.42621	1.68518	2.24298	0.904204	0.289042	1.71156	3.81778	3.58742	0.57037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.41bb4ab6-1e8d-4527-bfe1-5ddf65dcaa7f.fc.signal	0	0	0.36223	0.304611	0.317111	0.641234	0.217824	0.660506	1.11899	0.390672	0.565643	0.228775	1.34857	0.620706	0.893283	0.534849	0.75129	1.2528	0.888152	4.0618	1.52587	2.25323	4.44577	3.91001	2.31694	1.46289	0.973849	0.897404	0.634742	0.361769	0.0582958	0	0.432383	0.317669	0	0	0	0	0	0	0	0	0.418874	0.41167	0.58642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.b69b018c-be0b-42b3-9bd0-adb684b6c71f.fc.signal	0	0	0	0	0	0	0.459974	0.491028	0.823719	0.676171	0.669241	0.502707	0	0	0	0	0	0	0	0	0	0	0	0	0.409226	0.739039	0.0441955	0	0.299116	0.87667	0.293709	0	0	0	0	0	0	0	0	0	0	0.551098	0.794502	0.0967984	0.710526
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.b52b6048-f5e8-441d-8082-83c6ea7d797d.fc.signal	1.19909	0.0473506	0	0	0	0.041712	0.73043	0.380961	0.632777	0.157215	0.440439	0	0	0	0	0	0	0	0	0	0	0.653858	0.41374	0	0.358538	0.458549	0.200167	1.06915	1.17659	0.394588	0	0	0.509787	0	0	0	0	0	0.403397	0.10639	0	0	0.300518	0.150862	0.39604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.2af65a74-ad9a-47d1-bb59-7449ff40f2d9.fc.signal	0.385815	0.556228	0.397371	0.811558	1.35199	1.26774	0.820457	1.01426	1.43751	1.21213	0.585184	0.314129	0.419948	0.181895	0.6767	0.605521	0.215794	0	0.124687	0.54585	1.30369	1.05047	0.693345	0.456856	0.903631	0.607691	1.19507	1.64792	1.2875	0.698415	0.488717	0.28996	0.0438548	0.029496	0.386263	0.730131	0.821672	0.604145	0.653132	0.845672	0.406285	0.841682	1.01725	1.08904	0.570213
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000229.3.201bcc7c-a1bc-4b3d-b4a1-a8869234c0b1.fc.signal	0.896179	0.841536	0.387349	0.0135	0	0.01575	0.168743	0.303692	0.40488	0.352905	0.336081	0.824023	0.427859	0	0	0	0	0	0	0	0	0	0	0	0.141722	0.34683	0.693425	0.924543	1.05725	0.755835	0.298611	0	0	0	0	0	0	0	0	0	0	0	0.054421	0.325997	0.374046
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003660.4.f57dabc7-264e-43f4-83fd-08369e826dea.fc.signal	2.22637	2.31917	0.00248033	0.0702315	0.37624	0.4258	0.125022	0	0	0	0.428855	1.43803	0.21518	0.516703	0.313533	1.3245	0.534297	0	0	0.398898	1.85723	1.33513	0.87018	0.74053	0.231813	0.0676611	0.175913	0.855335	1.51623	1.12057	0.75626	0.293467	0.20317	0	0	0	0.204245	0.57848	0.499148	0.0928059	0.208186	0.0165354	0.337119	0.465253	0.314286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.976830f0-f131-4dc5-bdfd-64d83fdc4635.fc.signal	0.130642	0.111107	0.366346	0.612176	0.949709	0.626067	0.670668	0.21695	0.114235	0.577255	0.527746	0	0.0119857	0.289053	0.432851	0.310934	0.152111	0.144839	0.175615	0.336892	0.372318	0.318118	0.324925	0.961168	0.208587	0.242939	0.0979193	0.297238	0.188164	0.151906	0.294057	0.673538	0.864467	0.163274	0	0.0582949	0.186818	0.46805	0.610358	1.04003	0.396256	0	0	0	0.62037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.9e4848b7-a913-4011-92b1-1d083e775db4.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.378151
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.61e7591e-7d42-4bac-a82f-41dc0577b027.fc.signal	0	0.414792	0.704492	0.40576	0.734818	0.843228	0.191495	0	0.0845732	0.240664	0	0.0892694	0.267503	0	0	0	0.147428	0.87581	0.654668	0.03876	0.451361	0.877634	0.314712	0	0	0	0.131378	0.128586	0	0	0.302226	0.65695	0.364953	0.309472	0	0	0.179818	0.4379	0.119706	0	0	0.181431	0.4379	0.230227	0.828221
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000226.3.c58b6cf5-4f66-4ab2-bb25-cde31b2aa0eb.fc.signal	0	0	0	0	0	0	0	0.233056	0.396798	0.62978	0.321225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.362745
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.6a6e5234-23fa-41fc-9f41-6ee555b180c8.fc.signal	0	0.581836	0.3502	0	0.579102	2.11695	0.324181	0.0087964	0.836913	0.843042	1.51751	0.862417	0.939638	1.03533	0	0.0869731	2.03141	0.885792	0.0696794	0.657404	0.531501	2.10483	0.996899	0.75403	0.855264	0.159244	1.12897	3.12781	2.68051	1.11434	0.352602	0	1.39158	0.233329	0.926416	1.89447	1.31783	0.397322	0.710198	1.28958	1.61683	0.668614	0.898268	1.0145	0.289474
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001962.2.719bf6dc-a72b-46ff-9660-2f00ca7238e3.fc.signal	0.884308	1.03078	1.29122	0.748024	0.660324	0.363453	0.322262	0.315056	0.595895	1.06083	0.494441	0.151793	0.569335	0.82013	1.19434	0.743722	0.277869	0	0.136164	0.582544	0.844398	0.439445	0.141756	0.0168127	0.434141	0.625407	0.753713	0.521195	0.714727	0.608868	0.443356	0	0.0338668	0.43233	0.492079	0.452263	0.805622	1.379	1.02593	0.712835	0.289176	0.304093	0.343065	0.402495	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.61c30d06-38bd-4873-b3e9-1676bf3449d1.fc.signal	0.0112523	0.362107	0.0275954	0	0	0	0.0941586	0.0951667	0	0.0932155	0.350131	0.0897835	0	0.316987	0.0827859	0	0	0	0	0	0.007526	0.290167	0.525965	0.61143	0.228141	0.0830365	0.057203	0	0	0	0.011289	0.240835	0.31359	0	0	0	0	0	0	0	0.015052	0.373622	0.718582	0.684144	0.534615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001963.2.fedd976d-b28a-4be3-ac2b-5bf744440420.fc.signal	0.40875	0.431125	0.46225	0.509504	0.407583	0.121078	0.222912	0.224181	0.01519	0.290513	0.756358	0.323877	0.144381	0.175123	0.592134	0.372519	0.84227	0.551985	0.511415	0.488454	0.0546739	0.147829	0.265622	0.117151	0	0.215659	0.271431	0.153775	0.352495	0.429992	0.650033	0.66412	0.329043	0.438503	0.314614	0.033805	0	0	0.219441	0.50605	0.401626	0.339978	0.285671	0.44866	0.454545
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.2c1c8672-6452-4ab8-881a-a766bd324041.fc.signal	0.62409	0.78758	0.18639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.944882
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.c81f88e2-7199-4952-a0ac-fbf221a68e22.fc.signal	0.442919	1.23429	0.764188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6
