	chr9:78263359-78263508	chr9:78263509-78263658	chr9:78263659-78263808	chr9:78263809-78263958	chr9:78263959-78264108	chr9:78264109-78264258	chr9:78264259-78264408	chr9:78264409-78264558	chr9:78264559-78264708	chr9:78264709-78264858	chr9:78264859-78265008	chr9:78265009-78265158	chr9:78265159-78265308	chr9:78265309-78265458	chr9:78265459-78265608	chr9:78265609-78265758	chr9:78265759-78265908	chr9:78265909-78266058	chr9:78266059-78266208	chr9:78266209-78266358	chr9:78266359-78266508	chr9:78266509-78266658	chr9:78266659-78266708	chr9:78266709-78266808	chr9:78266809-78266958	chr9:78266959-78267108	chr9:78267109-78267258	chr9:78267259-78267408	chr9:78267409-78267558	chr9:78267559-78267708	chr9:78267709-78267858	chr9:78267859-78268008	chr9:78268009-78268158	chr9:78268159-78268308	chr9:78268309-78268406	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.265891	0.903726	0.178496	0	0	0	0	0	0.18506	0.623732	0.49379	0.324053	0.317555	0.326015	0.304723	0.199865	0	0.235026	0.0610698	0.324792	0.703074	1.28215	1.30362	0.770296	0.159152	0.383074	0.184865	0.0317942	0.247464	0.183778	0.649618	0.890215	0.823131	0.881689	1.76442	0.292683
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.376618	0.459408	0.220064	0	0	0.866222	0.288982	0	0	0.100868	0.337656	0.549105	0.849844	0.278676	0.162842	0.366467	0.401955	1.06639	0.653126	0.130887	0	0	0	0	0.848008	0.223075	0	0.445213	0.225347	1.25516	0.754669	0.259792	0	0.676351	0.57228	0.746479
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.0954503	0.770319	0.341447	1.52227	0.692088	1.18059	0.752113	0.329719	0.257778	0	0.321123	0.603029	0.524911	2.04074	1.4234	0.502111	0.679651	1.16468	0.27526	0.334005	0.301776	0.740513	0.56457	0.668998	0.300285	0	0.306452	0.158363	0.569839	0.432147	0.932541	1.07651	1.06518	0.592423	0.746723	0.602713
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0.344217	0.359892	0	0	0.142699	0.410544	0.0389578	0	0.0018368	1.51832	2.58426	1.23646	1.57923	0.774243	0.454481	0.453914	4.30137	3.92426	5.11753	8.135	8.92639	11.2531	5.75828	5.29353	2.54467	5.96515	7.68752	2.69644	2.80445	1.20678	2.16052	1.68558	2.55202	1.05435	0.449918
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.41367	0.967661	0.77238	0.376639	0	0.0967483	0.657298	0.505094	0.437465	0	0	1.25043	0.59871	0	0	0.246063	0.288772	0.248754	0.957743	0.229808	0	0.201558	0.441424	0.345625	0.385504	0.13273	0.100379	0.444235	0.0745253	0.562084	0.0615113	0	0	0	0.206421	0.409551
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.62482	2.19548	2.10048	1.71931	1.23551	0.771376	0.885864	0.392628	0.148601	0.469389	0.238949	0.388972	0.748953	1.37533	1.09738	1.33661	0.845513	1.78915	1.58102	0.785396	1.38894	0.230368	0.362763	0.594058	0.63398	0.346601	0.300247	0.317879	0.238958	0.115286	0.389236	0.338228	0	0	0	0.746835
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.720086	0	0	0.311959	0.262342	0.308411	0.489536	0.17493	0.05009	0.828882	0.631059	0.58656	0.238772	1.05506	0.699654	0.43941	0	0	0	0	1.13953	0.46634	0.267136	0.472501	0.0863983	0.170585	0.318146	0	0.228521	0.914153	0.912433	0.840636	0.314265	0.397467	0	0.397866
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0	0	0	0	0	0.44574	0.605497	0.849768	0.748951	0.187889	0.462066	1.42442	1.64684	0.661785	0.693586	0.460236	0.234216	1.09849	1.05583	0.195175	0.288683	0.899701	0.547381	0.288733	0.0127099	0	0	0	0.199697	0.600053	0.313183	0.526527	1.1457	1.81386	2.43541	0.396919
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.385138	1.06663	0.765284	0.395728	1.09924	0.665433	0.788309	0.58632	1.61939	1.44138	1.13166	1.75033	0.898953	0.82804	0.0497007	0.0629404	0.290742	0.545383	1.11854	0.909941	0.811203	1.43829	1.14592	1.49223	1.07434	0.255488	0.256616	0.663548	0.642973	1.1514	0.794136	1.23436	1.18023	1.03293	0.913167	0.52354
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.463252	0.342157	0.800403	0.64094	0.642028	1.37121	1.4613	0.1812	0.494412	0.576074	0.314206	0.752264	0.966137	2.6532	1.37255	1.85242	0.303966	0.048699	0.521188	0.737583	0.509219	0.690862	2.13183	2.90232	1.33156	0.419133	0.33647	0.480009	0.422936	0.208232	1.89185	3.5	2.69812	2.07718	1.01522	0.322835
