	chr5:94579933-94580082	chr5:94580083-94580232	chr5:94580233-94580302	chr5:94580303-94580382	chr5:94580383-94580532	chr5:94580533-94580642	chr5:94580643-94580682	chr5:94580683-94580712	chr5:94580713-94580782	chr5:94580783-94580832	chr5:94580833-94580862	chr5:94580863-94580922	chr5:94580923-94580982	chr5:94580983-94581132	chr5:94581133-94581282	chr5:94581283-94581432	chr5:94581433-94581582	chr5:94581583-94581732	chr5:94581733-94581882	chr5:94581883-94582032	chr5:94582033-94582182	chr5:94582183-94582332	chr5:94582333-94582482	chr5:94582483-94582632	chr5:94582633-94582782	chr5:94582783-94582932	chr5:94582933-94583082	chr5:94583083-94583232	chr5:94583233-94583382	chr5:94583383-94583532	chr5:94583533-94583682	chr5:94583683-94583832	chr5:94583833-94583982	chr5:94583983-94584132	chr5:94584133-94584282	chr5:94584283-94584432	chr5:94584433-94584582	chr5:94584583-94584732	chr5:94584733-94584882	chr5:94584883-94585032	chr5:94585033-94585083	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.541818	0.458716	0.87911	0.615332	0.417306	0	0	0	0.163235	0.43948	0.43948	0.43948	0.102545	0.0973511	0.609389	1.26159	0.676865	0.95821	1.00662	0.70634	0.449598	0.951309	0.201056	0.679771	1.00253	0.258219	0	0.764793	0.951144	0.501743	0.361617	0.508782	0.689927	0.704023	1.39188	1.37372	0.725479	1.09652	0.349125	0.599384	0.87911	0.396947
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.169439	0.42011	0.317928	0	0	0	0	0	0	0	0	0	0	0.415421	0.958918	1.48751	2.7947	0.0536705	1.07328	0.651093	0.167417	1.84037	0.954048	0.32573	0	0	0	0.311717	0.667142	0.464958	0.758597	0.502626	0.519272	0.263012	0.328826	0.0521821	0.275134	0.330968	0.179285	0	0	0.464646
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.25939	0.72659	0.0681007	0	0	0	0	0	0	0	0	0	0	0	0.0958196	0.254532	0.212948	0.426669	0.774929	1.46244	1.02055	0.164302	0	0	0	0	0	0	0	0	0	0	0.14299	0.533315	0	0	0	0	0	0	0	0.62
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.463804	0.114525	0	0	0	0	0	0	0	0	0	0.05009	0.5009	0.327305	0.773806	0.569563	0.269651	0.169015	0.457712	0.166914	0.3243	0.720635	0.874128	0.111307	0	0	0.0197457	0.59237	0.343575	0.347524	0	0	0	0	0	0	0	0	0	0	0	0.540541
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.661256	0.998131	0.694974	1.30647	1.05135	0.0703613	0	0	0	0	0	0	0.393076	0.664475	0.432063	0.731359	0.226757	0.542641	0.978097	0.236282	0.35127	0.727706	0.348527	0.786252	1.19132	1.49379	1.37781	1.1465	0.690964	0.389931	0.941527	1.44616	0.533381	0.802871	0.382297	1.12222	0.923911	1.27942	1.01888	1.33164	1.44451	0.420561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0	0	0	0	0	0	0	0	0	0.605253	0.91705	0.91705	0.861985	0	0	0	0	0.372966	2.79777	1.13702	0	0	0	0	0	0	0.36682	0.723375	0.507473	1.62543	0	0	0	0	0	0	0	0	0	0	0	0.270492
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0	0	0	0	0	0	0	0	0.34575	0.44822	0.44822	0.44822	0.399652	0.022406	0	0	0	0	0	0	0	0	0	0	0	0.126069	0.526142	0.642163	0.533096	0.210127	0.400795	1.34275	1.37419	0.579895	0.0716632	0	0	0	0	0	0	0.377953
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0	0	0	0	0.501278	0.878538	0.684121	0.484842	0.24653	0.212016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.531552	0.901214	0.424324	0.318542	0.280712	0.423695	0.447271	0.0971625	0	0	0	0	0	0	0	0.870504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000248.2.827ded64-aa40-4620-8391-8dd4ae096d90.fc.signal	0	0.600226	0.7859	0.612721	1.16843	1.09315	0.380656	0	0	0.362411	0.521709	0.939623	1.00863	0.448403	0.619572	0.24939	0.337519	0.356971	0.310007	0.640444	0.514312	1.01738	1.31773	1.47695	1.04576	0.390438	0.649524	0.589993	0.225276	0.833454	0.37546	0	0.488098	0.206503	0	0	0	0	0	0.994896	1.60109	0.362126
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428882	0.502294	0.361178	0.032634	0.502101	0.466289	0.865686	0.840068	1.36645	0.832373	0.511641	1.46197	0.212508	0	0	0	0.108179	1.15513	0.0502294	0	0.102049	0.415999	0	0	0.16228	0.899316	0.396089	0.57957	0.321918
