	chr15:25336757-25336906	chr15:25336907-25337056	chr15:25337057-25337206	chr15:25337207-25337356	chr15:25337357-25337506	chr15:25337507-25337656	chr15:25337657-25337806	chr15:25337807-25337956	chr15:25337957-25338106	chr15:25338107-25338256	chr15:25338257-25338406	chr15:25338407-25338556	chr15:25338557-25338706	chr15:25338707-25338856	chr15:25338857-25339006	chr15:25339007-25339156	chr15:25339157-25339306	chr15:25339307-25339456	chr15:25339457-25339606	chr15:25339607-25339756	chr15:25339757-25339906	chr15:25339907-25340056	chr15:25340057-25340206	chr15:25340207-25340356	chr15:25340357-25340506	chr15:25340507-25340656	chr15:25340657-25340806	chr15:25340807-25340956	chr15:25340957-25341106	chr15:25341107-25341256	chr15:25341257-25341406	chr15:25341407-25341556	chr15:25341557-25341706	chr15:25341707-25341856	chr15:25341857-25342006	chr15:25342007-25342156	chr15:25342157-25342306	chr15:25342307-25342456	chr15:25342457-25342585	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	2.20238	0.319106	0.260649	0	0	0.372564	0.514314	0.00557467	0.35484	0.461654	1.11385	1.67664	0.946121	0.283904	0.4858	2.20096	1.48986	0.582614	0.773688	2.69107	1.5297	1.86969	1.63737	2.3541	2.50622	1.0435	0.900003	1.27407	0.728655	0.696179	0.761549	1.44779	0.207887	0.318222	2.38121	1.09888	1.82754	2.02061	1.48034	0.454198
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.484805	1.29112	0.336289	1.28395	1.39276	0.467042	0.618263	0.429078	0.306475	0.370756	1.11887	0.436551	0.339865	0.331075	0.331075	0.43069	0.682739	1.4929	0.431174	0.873196	0.708903	0.287127	0.440111	0.529871	0.77247	0.588141	0.755561	1.25849	0.457099	1.5777	1.00102	1.13235	0.985149	0	0	1.02896	0.878894	0.253405	0.802526	0.214286
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0	0	0.463427	0.302634	0.396186	0.644408	0.159686	0.632037	0.677305	0	0.21931	0.708754	0.0449061	0	0	0.999685	1.59498	0.984453	1.53367	1.69192	1.07363	0.822248	1.18891	0.260368	0.538944	0.0148411	0	0.0723358	0.858742	0.255933	0.539711	1.15365	0.0871769	0	0.228118	0.556362	0.402442	0.731195	0.138408
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0.188722	2.40376	4.11674	0.654021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83421	2.34518	0.784423	0	0.633729	1.40323	0	0	0	0.401422	3.22438	1.39511	1.47741	0	0.372263
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.485724	0.239605	0	0.33273	0.3507	0.16656	0.226469	0.33596	1.15559	0.752299	1.24006	0.336216	0	0.0541044	0.523786	0.0890326	0.57969	0.599008	0.861718	1.00085	0.526885	0.602056	0	1.14963	1.09358	0.444429	0.239605	0.4367	0	0	0	0	0	0	0	0	0	0	0.404383	0.759259
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.251361	0.420754	0.40982	0.432349	0	0	0	0.511739	0.490247	0.837294	0	0	0.185609	0.457636	0	0.0946216	1.08918	0.0689025	0.294862	0.560618	0.927638	1.16111	0.17896	0.931194	0.0750335	0	1.05694	0.892582	0	0.0315931	0.534185	0.0155829	0	0	0.28364	1.26388	0.383102	0	0	0.689189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.251416	0.537444	0.262379	0.365865	0.552886	0.0399413	0.0154269	0.298715	1.41806	0.931454	1.00683	0.342251	0	0	0.198824	0.10984	0	0	0	0	0	0.309599	0.718079	0.206988	0.0707995	0.234242	0.0582695	0.115745	0.136531	0.246396	0.163927	0.121037	0.481223	0.164712	0.602814	2.1752	3.00952	1.42714	0.554171	0.114173
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.617142	0.552026	0.117892	1.19737	1.01699	0.536658	0.691181	0.788956	0.622161	0.936363	0.25603	0.297952	0.361366	0.474505	0.166233	0.327506	0.343501	0.386523	0.714836	0.742445	0.958729	0.556807	1.54051	0.676484	0.303602	0.407462	0.766849	0.560458	0.731613	1.55852	1.03124	0.69353	0.844386	0.660535	0.816184	1.09177	1.03467	0.979217	1.27535	0.819788
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.990784	0.751991	0.787212	1.08748	0.649096	0.731584	0.81765	1.14823	1.45237	0.850387	0.528963	0.181368	0.749881	0.013374	0	0.522199	2.59957	0.668675	0.842137	0.823574	0.83686	1.82521	2.14278	1.42395	1.46879	4.45615	1.77299	0.95408	0.664017	0.816775	1.27047	0.781826	1.27259	0.780827	3.05814	3.86548	3.23993	0.841176	2.0381	0.82659
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	0.219778	0.691759	0.471355	0	0	0.0178072	0.448466	0	0.232078	0.313565	0.577974	2.09444	1.09332	0.488255	0.744505	0.247548	0.30782	1.28255	0.530177	1.27455	0.416512	0.892084	1.70233	0.197706	0.0870683	0.815394	1.30706	0.377456	0.549838	1.15199	0	0.461405	0.696975	0.374556	0	1.98102	1.38946	0.613164	0.735077	0.556122
