	chr14:55661455-55661604	chr14:55661605-55661754	chr14:55661755-55661904	chr14:55661905-55662054	chr14:55662055-55662204	chr14:55662205-55662354	chr14:55662355-55662504	chr14:55662505-55662654	chr14:55662655-55662804	chr14:55662805-55662954	chr14:55662955-55663104	chr14:55663105-55663254	chr14:55663255-55663404	chr14:55663405-55663554	chr14:55663555-55663704	chr14:55663705-55663854	chr14:55663855-55664004	chr14:55664005-55664154	chr14:55664155-55664304	chr14:55664305-55664454	chr14:55664455-55664604	chr14:55664605-55664754	chr14:55664755-55664904	chr14:55664905-55665054	chr14:55665055-55665204	chr14:55665205-55665354	chr14:55665355-55665504	chr14:55665505-55665654	chr14:55665655-55665804	chr14:55665805-55665954	chr14:55665955-55666104	chr14:55666105-55666254	chr14:55666255-55666404	chr14:55666405-55666541	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.307683	0.534826	0.732914	1.0883	0.412695	1.11128	0.702582	1.15496	1.28392	1.98443	1.69787	0.385594	0.903241	0.146199	0.642226	0.334959	0.710717	0.716861	0.705079	2.11457	2.99698	2.16363	1.0032	0.370122	0.91701	1.54505	0.716815	0.468321	0.129542	0.135452	0.390477	0.231332	1.58058	0.648097	0.42197
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	1.4745	2.07153	1.17833	2.6097	1.78944	0.407155	2.22776	1.94003	2.4809	2.10855	1.31613	2.47397	2.01073	3.31954	1.96999	1.09282	2.23314	1.97454	0.871339	2.62211	2.0554	3.08922	3.90914	3.08717	1.09899	0.825214	1.53433	1.5895	0.523707	1.50597	3.43623	3.43169	3.0833	1.97113	0.517708
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.29055	0.880152	0.861505	1.03146	0.648318	0.254592	0.860555	0.718066	0.933182	1.25558	0.57225	0.202163	1.62803	1.08087	0.319355	0.860807	0.882878	0.55447	0.908658	0.555359	0.514163	1.13724	0.676864	0.882037	1.26585	1.0666	1.42845	0.449458	1.33807	1.15711	1.04644	0.900971	1.53881	1.1037	0.514706
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0	0	0	0	0.684653	0.915144	1.69185	1.04099	0.311298	0.866285	0.33011	0.568012	1.73739	1.4991	0.132817	0.0409739	0.495917	0.361814	0.356211	0.671466	0.197468	0.493083	0.205462	0.453035	1.05369	0.828548	0.436679	0.263356	0.623724	0.107833	1.74196	0.912823	0.578065	0.357895
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0	0	0	1.13841	0.719924	0	0	0	0	0	1.03712	0.575954	0	0	0.787006	2.82172	0.104647	0	0	0	0	0	0	0	0	0.0884705	2.08538	1.79935	0	0.823315	3.47423	1.35577	0.0948185	0	0.420155
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	1.85156	2.03613	1.20941	2.61047	1.17684	1.07205	3.421	3.27962	4.41196	3.6714	2.7625	5.23854	4.8426	2.58955	2.41618	0.511353	0.359164	0.35077	1.16349	1.01805	2.01082	0.838674	0.389596	0.229129	0.424794	0.306951	0.250619	0	0.401286	0.576643	0.855847	0.903653	0.259638	0.291045	0.42309
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.24884	0.546348	0.0375903	0	0	0.594446	1.49301	1.7722	0.733658	0.670755	1.35965	0.894427	0.483495	0.907827	1.00863	0.562857	0.945471	0.872784	0.560433	0.822579	1.00991	0.76823	0.377813	0.341845	0.339526	0.762928	0.253329	0.292647	0.346815	0.588909	0.540929	0.741636	0.77026	0.599879	0.256366
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	1.24764	0.170413	0.507317	2.23579	0.823566	0.258785	1.57725	3.17269	2.69101	1.06694	2.93135	2.01913	1.25123	2.08687	0.557766	0.374962	0.304451	0.325641	0.352109	0.23811	0.558995	0.836663	0.322883	0.633436	0.599342	0.138798	0.439879	0	0.142663	0.684307	1.49641	0.322992	0.250212	0.323599	0.423801
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0	0	0	0.105354	0.432972	0.355474	0.145569	0	0.434962	1.91012	1.01316	0.334064	0.694501	1.16112	0.258698	0.0553555	0.490212	0.603696	0.683589	0.84247	1.65229	1.03222	0.214198	0	0.114341	0.06806	0.126138	0	0	0	0	0	0	0	0.662586
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.539827	0.676885	0.625796	1.06235	1.37118	1.20277	0.607572	0.668877	0.290475	0.304809	0.957636	0.769702	0.339225	0.637649	0.412886	1.19021	1.31908	0.783294	0.879002	0.714228	0.882092	1.09285	0.601896	1.21866	0.831193	0.712758	0.856362	0.451561	0.346306	1.20201	0.559512	0.783002	2.02846	0.898741	0.400995
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	1.83683	2.72647	1.9406	1.31746	0.433724	1.325	1.2012	0.70521	2.34238	1.47075	0.147472	0.643347	2.18088	1.98917	0.810153	1.12956	1.01604	0.445931	0.910844	1.06142	2.5133	0.955681	1.0122	1.3768	1.55333	0.600709	0.511368	2.3211	2.73762	2.79565	1.43747	1.17665	1.6849	0.584847	0.440849
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	1.26921	0.678283	0	0	0.264199	1.24951	0.463096	1.20455	0.590441	1.78779	1.65764	0.592147	0.406578	2.13708	0.443956	0.294231	1.57374	0.94224	1.65464	1.57728	1.025	0.439604	0.0534361	0.45811	1.22465	1.36396	1.08177	0.40254	0.704496	1.37206	0.292467	0.0159735	1.10435	0.658927	0.447602
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0	0	0	0	0.251147	0.81928	0.593187	0.247897	0.19837	1.03673	2.03249	0.641004	0	1.28196	0.918413	0	0	0.156238	0.851522	1.09383	2.08565	0.854644	0.825942	0	0.0286968	0.704819	0.567605	0.165804	0	0	0	0	0	0	0.415702
