	chr10:24620233-24620382	chr10:24620383-24620532	chr10:24620533-24620682	chr10:24620683-24620832	chr10:24620833-24620982	chr10:24620983-24621132	chr10:24621133-24621282	chr10:24621283-24621432	chr10:24621433-24621582	chr10:24621583-24621732	chr10:24621733-24621882	chr10:24621883-24622032	chr10:24622033-24622182	chr10:24622183-24622232	chr10:24622233-24622332	chr10:24622333-24622432	chr10:24622433-24622482	chr10:24622483-24622532	chr10:24622533-24622632	chr10:24622633-24622782	chr10:24622783-24622932	chr10:24622933-24623082	chr10:24623083-24623232	chr10:24623233-24623382	chr10:24623383-24623532	chr10:24623533-24623682	chr10:24623683-24623832	chr10:24623833-24623982	chr10:24623983-24624132	chr10:24624133-24624282	chr10:24624283-24624432	chr10:24624433-24624582	chr10:24624583-24624732	chr10:24624733-24624882	chr10:24624883-24625032	chr10:24625033-24625182	chr10:24625183-24625262	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.51632	0.559733	1.19797	0.340673	0.884757	0.381526	0.220221	0.329428	1.26968	0.398127	0.999494	0.941395	0.396047	1.06612	1.46029	0.373118	0	0	0.213048	0.704108	0.662252	1.89677	1.0905	0.186501	0.863456	2.62585	0.690677	0.690369	0.957577	0.488328	0.0610698	0.521869	0.0388626	0.727386	0.753295	0.296096	0	0.377477
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.0887055	0.181443	0.806413	0.342726	0.556425	0.108866	0.173379	0.951568	2.2499	1.2822	0.657796	1.03293	0.537776	0.354112	0.585032	0.573045	0.063852	0.0097558	1.06683	0.865421	0.463946	0.61493	2.11097	2.79043	1.66422	2.04908	0.153219	0	0.2137	1.02539	0.664033	0	0.375291	0.594484	0.204419	0.223603	0	0.582812
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.328145	0.199231	0	0.401415	1.12881	0.561985	0.313518	1.69407	0.604989	0.607465	0.928881	1.27387	0.464976	1.74383	1.38452	0.250531	0	0.491001	1.21448	1.87324	0.93314	1.001	1.93938	0.597781	0	0.820447	1.50322	0.840973	0.386742	0.167002	0.43948	0.0996155	0.417309	0.365603	0.619158	0.269551	1.17026	0.51031
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.33122	0.0400793	0	0.169344	1.89562	1.80959	0.0443167	0.638041	1.05739	0.607408	0.309396	0	0.015416	0.211059	1.21727	0.992882	0.168158	0.59789	0.675941	1.03213	1.57197	1.48886	2.13227	1.85832	0.878142	3.29633	2.46289	0.280771	2.80531	3.49067	0.105731	1.1352	0.628558	2.41106	2.91756	0.689997	0.865933	0.664018
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0	0	0	0	0	0	0	0	0	2.2612	5.63383	0.787639	0	2.60288	2.87069	1.66887	0	0	0	0	2.80932	10.0866	5.02443	0.265196	0.757511	3.14572	1.27853	0.934057	0	0	0	0	0	0	1.09034	2.48161	0	0.55615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0	0	0	0.109875	0.426446	0.483141	0.293029	0.402866	0.474457	0.0319404	0.349674	0.775214	0.377092	0.296777	0.505522	0.814341	0.179782	0.599321	0.786101	1.09815	1.20062	0.837557	0.974256	0.0613623	0.888237	0.259057	0	0	0.290118	0.950642	0.0758067	0.288899	0.739516	0.593199
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.181289	0.298814	0.112524	0.345126	0.584001	0.0812673	0.151282	0.28509	1.03411	0.6698	0.700271	1.3605	1.55513	1.26746	0.954075	0.617107	0.18754	0.378853	0.970078	0.880797	0.0625785	1.18296	1.13665	0.772749	1.28548	1.23978	1.51575	1.37034	0.559694	0.769697	0.480146	0.307566	0.190041	0	0.268847	0.65778	0.185208	0.492063
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0	0.232013	0.37274	0.166411	1.1279	1.45909	0.509776	0.452128	0.174313	0	0	0	0.0242844	0.703828	1.048	0.580291	0.534651	0.876541	1.76844	1.01702	0.939963	0.301652	0.26969	0.907555	0.229967	0	0.173762	0.456266	0	0	0.347524	0.304083	0	0.498891
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.386735	0.167951	1.04147	0.801263	1.23012	1.32727	0.901482	1.32364	1.34724	1.8411	0.367668	0.111618	0.251442	1.7131	4.21333	2.80796	0.389471	0.501084	1.01044	2.86427	4.5238	8.19513	11.6014	4.23057	0.953231	3.68496	3.33905	0.728989	1.89469	1.61357	0.816683	2.23501	1.79978	0.170662	0	0	0	0.626672
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.875823	0.31371	0.857354	0.469008	2.15262	2.06521	2.85834	3.93713	6.44491	4.51047	5.305	4.7245	9.6173	5.25385	2.47962	1.16831	1.95528	5.06051	11.7943	19.3866	17.5144	11.1261	6.00178	4.65278	3.58805	7.90688	8.25152	5.92644	4.23181	3.24925	4.27758	4.60989	2.32542	2.32294	2.5506	1.45422	0.75664	0.289157
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.985463	0.168995	0.920163	0	1.15761	0.309342	0	2.70228	0.723907	0.127541	0	0	0	0	0	0	0	0	0	0	0	0.272756	2.01307	1.29157	0.363552	0.924892	0.223218	0	0.637831	0.095656	0.0408007	0.578999	0.458214	0	0	0	0	0.479388
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0	0	0	0	0	0	0	0	0	0	0.18568	1.11028	0	0	0	0	0	0	0	0	0	0	0	0	0	0.329109	0.977121	0	0.968509	0.621697	0	0	0	1.20045	2.08876	0	0	0.349138
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	0	0	0	0.0122273	0.91705	0.171183	0	0.398107	2.31058	1.96876	0.33947	0.470752	0.622338	0	0	0	0	0	0.210606	1.91021	0.989312	1.4221	4.08085	0.47668	0	0	0	0	0.242391	0.403666	0	0	0	0	0	0	0.166427	0.47167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	3.06986	0.857986	0.831937	1.17322	3.81593	1.06421	0.696833	0.590215	1.55927	1.54769	0.867282	0.0167057	1.76006	1.21239	1.0992	1.11818	0.763377	2.3038	2.33603	3.6013	3.1889	3.47043	2.81591	1.19885	0.883524	1.35625	2.33222	1.14404	1.64979	1.32651	1.15664	2.23031	1.91745	0.687361	0.514325	1.45165	0.780365	0.615482
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0	0	0	0	0	0.655871	1.2712	1.11792	0	0	0	0	0	0	0	0	0	0	0	0	0.217809	0.872459	0	0	1.04916	0.233386	0	0	0	0.655871	0.903288	0	0	0.431258	1.34768	0.180483
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	0.366894	0.12175	0	0	0.345506	0.262517	0	0.355852	0.995132	0.427774	0.105139	0	0	0.43435	0.49358	0.202368	0	0	0	0.27113	0.510814	0.0404783	0.393646	0.884353	1.76835	0.924529	0.251726	0.78618	0.512622	0.471762	0.707335	0.546259	1.59653	1.39723	0.707477	0	0.186725	0.360335
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0.008972	0.968976	1.37817	0.443217	0.0053832	0.279926	0.934882	0.645984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218398	0.484125	0.800554	0.622921	0.0950756	0	0	0	0.46571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	0.222642	0	0	0.657524	0.701345	1.19714	0.614194	0.918334	1.69038	1.55874	0.254804	0	0.0868437	0.465098	0.660072	0.403605	0.025626	0	0	1.13694	1.47796	0.901182	1.40696	1.54619	0.675547	1.02005	1.25673	0.553298	0.764446	0.694674	0.269069	0.760138	0.358758	1.77371	0.938103	0.012813	0	0.401639
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.00298747	0.254311	0.36114	0.509281	0.877017	0.147894	0.262663	0.434721	0.013398	0	0	0	0.0433269	0.44822	0.44822	0.405638	0	0	0	0	0	0.0911291	0.44822	0.222607	0	0	0	0	0	0.280105	0.886614	0.448952	0.0222312	0	0	0	0	0.524175
