	chr7:111732554-111732703	chr7:111732704-111732853	chr7:111732854-111733003	chr7:111733004-111733153	chr7:111733154-111733303	chr7:111733304-111733453	chr7:111733454-111733603	chr7:111733604-111733653	chr7:111733654-111733753	chr7:111733754-111733903	chr7:111733904-111734053	chr7:111734054-111734203	chr7:111734204-111734353	chr7:111734354-111734503	chr7:111734504-111734653	chr7:111734654-111734803	chr7:111734804-111734953	chr7:111734954-111735103	chr7:111735104-111735253	chr7:111735254-111735403	chr7:111735404-111735553	chr7:111735554-111735703	chr7:111735704-111735853	chr7:111735854-111736003	chr7:111736004-111736153	chr7:111736154-111736303	chr7:111736304-111736453	chr7:111736454-111736603	chr7:111736604-111736753	chr7:111736754-111736903	chr7:111736904-111737053	chr7:111737054-111737203	chr7:111737204-111737353	chr7:111737354-111737503	chr7:111737504-111737653	chr7:111737654-111737667	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	1.12814	0.15023	1.40458	0.673236	0.957241	0.864046	0.491564	0.931484	0.640628	0.363559	0.892538	0.267477	0	0.440237	0.360217	1.14143	0.86778	1.81226	0.615231	0.0649205	0.814718	0.251324	0.655181	0.368224	0.528533	0.540332	1.3612	1.48254	0.82588	1.54798	1.02421	1.6532	1.3665	0.359644	0	0	0.95334
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.03628	0.590105	1.18053	0.846603	0.988709	1.95644	1.46329	0.435442	0.809287	1.05757	0.609977	0.365956	0.265957	0.447387	0.639636	0.461225	1.36052	0.615379	1.22461	1.18417	1.53555	0.738401	0.663523	0.524654	1.22501	1.21272	0.837243	1.00402	1.51809	1.22741	0.417914	0.43406	0.609478	1.23757	0.891854	0.858065	0.640351
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0	0	0.434412	0.555983	0	0	0	0.103786	0.307841	0	0	0	0.0509596	0.640664	0.159551	0.534594	0.27195	0.625185	0.422951	0.358049	0.603608	1.89602	0.247062	0	0.0423376	0.481715	0	0.106135	0.411761	0.110217	0.308631	0.434025	0.753055	0	0	0.603261
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.348944	0.543356	0	0.849728	1.08311	0.106439	0	0	0	0	0	0	0	0	0.0390383	0.352704	0.007098	0	0.221753	0.931359	0.422343	0.30014	0.253693	0.208205	0.633553	0.261507	0.078785	0	0	0	0.0687841	0.523253	0.74986	0.756248	0.0713516	0	0.37276
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.457001	0.466712	0.389705	0.145641	0.349051	0.51759	0.971391	0.845373	0.282262	0.388318	0.861411	0.545646	0.244868	0.451096	1.16123	1.10468	0.494025	0.699002	0.376421	0.629623	1.19554	0.634336	0.521258	0.231157	0.309631	1.57896	1.58025	1.3906	1.42699	1.32981	0.611437	0.34673	0.843476	0.785074	0.46324	0.396341	0.850427
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.306914	0.751353	1.5044	0.536059	0.443782	0	0	0	0.0400946	0.565592	0.45643	0.426991	0.377449	0	0	0.316532	0.701928	0.0367327	0.252023	0.926765	0.295782	1.23706	0.333949	0	0.068606	0.255119	0.373802	1.21377	0.510705	0.629733	0.623101	0.372925	0.137334	0.930625	0.094444	0	0.403614
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	1.53243	1.99001	1.40807	1.40171	2.13799	2.48477	2.31136	2.09988	1.63957	0.891475	0.546462	0.655449	1.67223	1.5524	2.23513	1.77392	1.20563	1.38265	3.51064	1.15839	1.26552	2.35587	4.49475	1.70403	0.373121	2.23785	4.16971	2.79799	1.49705	1.64684	0.906017	0.122576	1.00045	1.7921	0.288676	0.0583371	0.458937
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	1.31603	0.810278	0	0	0	0	0	0	0.163803	0.393714	1.13033	1.70969	0.188775	0.288436	1.03398	1.30237	1.15867	0.206903	0	0.542043	1.37841	1.0798	0.0507017	0	0	1.46498	1.59274	0	0	0	0	0	0.132611	1.33371	0.788998	0	0.950962
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.220958	0.972107	0.432857	0.310025	0.744404	1.6946	0.291409	0	0	0.0208827	0.736843	0.158536	0.348167	0	0	0.902674	0.327841	0.0165419	0.482014	0.19801	0.481655	0.40831	0.852618	0.828181	1.58564	0.963268	0.633914	1.12743	0.824663	0.951638	0.65998	1.45796	1.68177	2.06306	0.21661	0.35547	0.44593
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0.720049	0.708898	0	0	0	0	0	0	0	1.27	0.270561	0	0	0.771362	0.533431	0	0	0.829931	1.44245	2.55279	2.76335	0.221385	0.493572	0	0	0	0	0.538881	0.32029	0	0	0	0	0	0	0.645094
