	chr13:37566800-37566949	chr13:37566950-37567049	chr13:37567050-37567099	chr13:37567100-37567159	chr13:37567160-37567249	chr13:37567250-37567309	chr13:37567310-37567399	chr13:37567400-37567549	chr13:37567550-37567699	chr13:37567700-37567849	chr13:37567850-37567999	chr13:37568000-37568149	chr13:37568150-37568209	chr13:37568210-37568299	chr13:37568300-37568449	chr13:37568450-37568599	chr13:37568600-37568749	chr13:37568750-37568899	chr13:37568900-37569049	chr13:37569050-37569199	chr13:37569200-37569349	chr13:37569350-37569499	chr13:37569500-37569649	chr13:37569650-37569799	chr13:37569800-37569949	chr13:37569950-37570099	chr13:37570100-37570249	chr13:37570250-37570399	chr13:37570400-37570549	chr13:37570550-37570699	chr13:37570700-37570849	chr13:37570850-37570999	chr13:37571000-37571149	chr13:37571150-37571299	chr13:37571300-37571449	chr13:37571450-37571599	chr13:37571600-37571749	chr13:37571750-37571883	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.0148048	0	0	0	0	0	0	0	0	0.0480429	0.282684	0.807552	0.5807	0.502746	0	0	0	0.355315	0.347913	1.00874	0.658899	1.60279	0.172113	0.386647	1.10887	0.663268	0.28656	0.314678	0.087038	0.628072	0.387253	0.103634	0.320253	0.512628	0.046265	0	0.364608	0.85157	0.301154
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.199668	0	0.114265	0.43948	0.43948	0.124519	0	0.18491	0.953953	1.00049	1.37485	1.52081	2.22699	1.13793	0.524475	0.0585973	0.788257	0.266652	0.542067	1.64743	1.18444	1.32775	2.45228	1.19442	1.28931	1.3823	1.30325	1.46219	0.712031	1.00507	1.09184	1.17755	1.37054	1.81995	1.15105	0.958217	0.191286	0.400852	0.304087
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0	0	0	0	0	0.316564	0.736906	0.294006	0.404475	0	0	0	0	0	0	0	0	0	0	0	0.236403	0.416544	0.209901	0	0.0992719	0.328131	0	0	0	0	0.430769	0.577336	0.146398	0.425892	0.0468259	0	0	0.468182
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.112073	0.57969	0.533315	0	0	0.408058	1.17273	1.04778	0.063876	0	0	0	0.146393	0.340304	0.200959	0.71874	0.638087	0.401054	0.0645593	0.0338319	0.217175	0	0.0750335	0.315414	0	0	0	0.392053	0.775622	0.0077292	0	0.167913	0.402316	0	0	0	0	0	0.426895
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.0111307	0	0	0	0	0.367327	0.528768	0.383206	0.64672	0.249435	0.245496	1.20582	0.100176	0	0.225573	0.399762	0	0.467481	1.15939	0.254826	0	0	0.509847	1.70982	0.218046	1.39028	1.78063	0.443025	0.187003	0.347254	0	0	0	0.114061	0.380123	0.0710844	0.580523	0.437646	0.62069
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0	0	0	0	0	0	0	0	0	0	0.0898392	0.186998	0.0794033	0	0	0	0	0	0	0.02814	0.453885	0.135253	0	0.122529	0.460236	0.188824	0.226985	0.0817051	0.0825795	0.0716899	0.0254091	0.206986	0.0762272	0.138874	0.574631	0.2124	0	0	0.323374
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.567954	0.180233	0	0	0	0.175369	0.765373	0.937602	0.296586	0.436917	0	0	0	0	0	0	0	0	0	0	0.985441	1.0684	0.1467	0.366681	1.25326	0.580342	0	0	0.095656	0.271025	0.366681	0	0	0.0924675	1.03007	0.682439	0.711144	0.467665	0.366109
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.585524	0.162058	0	0	0	0	0	0.57422	0.237652	0.700902	0.419934	1.35608	2.67689	1.63452	1.767	0.587338	2.02302	2.22816	2.10943	3.21203	4.22613	2.25136	1.09852	3.51526	1.42202	0.89321	2.43771	2.12255	2.07215	1.84854	1.21699	0.625901	1.27568	1.6092	1.45625	2.30171	2.63232	1.01948	0.663086
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	0.0355917	0	0	0	0	0.288289	0.42709	0.126705	0	0.150909	0.098233	0.767244	1.46977	0.576549	0.04271	0	0	0	0	0.458414	0.835567	0.693271	0.089691	0.864065	1.64559	1.11314	0.590791	0.1865	0.0783002	0.58227	0.152332	0.183653	0	0	0.337556	0.131132	0.338827	0.329882	0.268293
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.44822	0.170287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.375415
