	chr16:114801-114950	chr16:114951-115100	chr16:115101-115250	chr16:115251-115400	chr16:115401-115550	chr16:115551-115700	chr16:115701-115850	chr16:115851-116000	chr16:116001-116150	chr16:116151-116300	chr16:116301-116450	chr16:116451-116600	chr16:116601-116750	chr16:116751-116900	chr16:116901-117050	chr16:117051-117200	chr16:117201-117350	chr16:117351-117500	chr16:117501-117650	chr16:117651-117800	chr16:117801-117880	chr16:117881-117950	chr16:117951-118100	chr16:118101-118250	chr16:118251-118400	chr16:118401-118550	chr16:118551-118700	chr16:118701-118850	chr16:118851-119000	chr16:119001-119150	chr16:119151-119300	chr16:119301-119450	chr16:119451-119600	chr16:119601-119750	chr16:119751-119875	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.543846	2.19721	1.92551	0.183493	0	0.432224	0.507433	0.0335697	0.604557	0.785841	0.374941	0.471889	0.460608	0.565426	0.566342	0.543998	0.572257	1.17527	2.66296	2.1317	1.39163	1.0878	1.49199	1.86082	0.99015	0.629364	0.996402	1.95178	0.829094	0.650178	0.560463	0.796993	0.299141	0.406648	1.43624	0.445255
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.748986	0.829928	0.933044	0.38214	0.373403	0.929955	1.67048	1.46676	0.881364	0	0.857203	0.607496	0.694219	0.933807	0.615918	0.898074	0.00265113	0.506969	1.29957	1.48085	2.76739	2.0033	0.924568	1.94083	1.34719	0.867081	1.00981	0.665524	0.29864	0.643589	0.343895	0.354245	1.37775	1.67502	1.26356	0.659704
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.04796	0.00371027	0	0	0	0	0.261493	0.331966	0	0	0	0	0	0	0.845801	0.829985	1.56396	0.836457	0.954288	1.12781	1.98858	1.11276	2.38822	3.19469	2.53362	2.713	2.54609	0.530403	0.450712	0.263405	0.0760425	0.517421	0	0.548295	0.119628	0.752365
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.154633	0.678737	0.41637	0	0	0	0	0	0.842346	0.816209	0.98416	0.865197	0.0195191	0	0	0	0.346239	0.69239	0.578284	0.504534	0	0.101382	0.613816	0.878801	0.398504	1.04282	1.04257	0.295056	0	0	0	0.206076	0.20136	0	0.802269	0.482759
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.15315	0.524351	0.236308	0.946567	0.949065	0.265635	0.677916	0.682744	1.96694	1.62897	0.556557	0.430717	0.735898	0.266064	0.28947	0.299253	0.00203893	0	0.0757857	0.490396	0.947617	0.796885	0.778165	1.02298	1.54385	1.61192	0.807169	1.44302	2.60344	1.09665	0.553303	1.09357	0.352136	0.170062	1.23045	0.737736
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.585662	0.31988	0.343575	0	0	0	0.193169	0.400531	0.0404053	0	0	0	0.291375	0.352453	1.02421	0.076814	0.409558	0.136907	0.612153	1.54964	0.429034	0.396727	0.612996	0.283078	0.294063	0.389092	0	0	0	0	0.470229	0.150619	0.42147	0.497099	0.174979	0.5902
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.281683	0.228489	0.172311	0.0798639	0.347508	0.494773	0.212237	0.0617617	0.375436	0.663701	0.140603	0.0940046	0.271539	0.494318	0.444669	0.463387	0.468738	0.336803	0.399562	0.305591	0.139946	0.139264	0.207872	0.370025	0.420902	0.310419	0.60882	0.437776	0.179104	0.29216	0.174054	0.443453	0.525288	0.456905	0.616546	0.636802
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	1.36787	0.522102	0.284615	0.470549	0.474949	0.954845	0.957946	1.22223	1.69921	0.980522	1.14343	1.53521	0.1663	0.0272143	0.659269	1.52041	2.85256	1.90297	1.34031	1.06168	1.57948	0.82355	0.217283	0.434809	1.40631	0.733374	1.12524	1.5233	2.40393	3.86737	2.61157	1.93563	2.44366	0.676987	0.714664	0.471831
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.972569	0.258074	0.485769	0	0.109454	0.238712	0	0.0637564	0.212395	1.03053	0.281613	0.247889	1.12721	0.875379	0.372979	0.534763	0.365271	0.633519	0.87325	1.11506	1.08807	0.610361	1.53626	0.901138	1.0555	0.668236	0.964427	1.18578	0.329774	0.863782	0.311363	0.310923	0.933913	0.989994	0.730295	0.721311
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	21.2301	17.0745	10.185	2.86807	10.5506	9.11416	9.16582	7.94539	13.058	7.89764	4.80448	11.164	11.6822	8.87516	7.10115	9.39642	3.87731	8.04456	9.72302	21.6314	11.1328	4.98553	5.99933	14.6345	5.54516	8.13412	18.5811	32.1629	27.1432	35.212	19.6626	11.1148	18.6684	12.0617	6.78851	0.662957
