	chr11:35449388-35449537	chr11:35449538-35449687	chr11:35449688-35449837	chr11:35449838-35449987	chr11:35449988-35450137	chr11:35450138-35450287	chr11:35450288-35450437	chr11:35450438-35450587	chr11:35450588-35450737	chr11:35450738-35450887	chr11:35450888-35451037	chr11:35451038-35451187	chr11:35451188-35451337	chr11:35451338-35451487	chr11:35451488-35451637	chr11:35451638-35451787	chr11:35451788-35451937	chr11:35451938-35452087	chr11:35452088-35452237	chr11:35452238-35452387	chr11:35452388-35452537	chr11:35452538-35452687	chr11:35452688-35452837	chr11:35452838-35452987	chr11:35452988-35453137	chr11:35453138-35453287	chr11:35453288-35453437	chr11:35453438-35453587	chr11:35453588-35453737	chr11:35453738-35453887	chr11:35453888-35454037	chr11:35454038-35454187	chr11:35454188-35454337	chr11:35454338-35454438	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.752367	0.652858	0.893577	0.577239	0	0.690448	0.414382	0.294777	0.232648	0.149591	0.876252	0.967112	0.0454233	0.320541	1.10902	0.208824	0.596141	0.568382	0.290727	0	0.0256518	0.334475	0.760766	0.454942	0.364644	1.27383	0.591077	0.437963	1.15351	0.0209181	0.484461	0.519021	0.117053	0.958023	0.546875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.896814	0.754087	1.30951	1.33845	0.0908259	0.789843	1.20024	0.925955	2.71169	0.952349	0.477648	1.01912	0.897816	0.424509	0	0.925956	1.76681	0.823009	0.278337	0.706804	0.918104	0.223806	0.87911	0.577221	1.27463	0.700325	0.88241	0.946029	0.296203	0.107216	0.314139	0.364308	0.160186	0.274322	0.533882
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.482203	0.109442	0.261914	0.256148	0	0.259664	0.252595	0	0	0.658868	1.84293	1.56681	1.47424	0.714383	0.0245453	0	0	0.574914	1.02385	0.257612	0.512542	0.0054494	0.510416	0.59656	0.184991	0	0	0.669711	0.833602	1.39188	0.159412	0	0.149793	0.213503	0.533333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0.500943	0.150719	0	0.154584	0.521721	0.343949	0.332356	0.019323	0.57969	0.077292	0	0	0	0	0	0	0.0425106	0.558207	0.798335	0.483015	0.168852	0.642301	0.333807	0	0.122068	0.554588	0.258003	0.0908935	0	0	0	0	0	0.621311
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0.288258	0.30054	0.702997	0.762384	0.446252	0.169813	0.471428	0	0.537082	0.679276	0.0795633	0	0.300134	0.351473	0	0	0	0.00394913	1.14936	0.813623	0.639842	0	0	0	0	0	0	0	0	0	0.581121
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.235145	0.267611	0.256936	0.616019	0.400629	0.543274	0.747908	0.996823	0.489675	0.776986	1.12536	1.43884	0.437337	0.221007	0.260537	0.238461	0.510783	0.278251	0	0	0	0.0359392	0.244077	0.686466	1.06027	1.28733	1.87597	2.00439	1.88974	1.34962	1.16126	2.42504	2.49749	1.69613	0.632653
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.340747	1.07245	1.3017	1.29515	0.720427	0.127383	0.617289	0.509196	0.0781003	0	0.889716	0.0150756	0	0	0.250036	1.11713	2.18744	1.93824	0	0	0	0	0.45041	0.235556	0	0	1.10501	1.12066	0.896644	0.839345	0.0269963	0.587569	0.535596	1.05052	0.5
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.347325	0.585019	0.388661	1.04999	0.338881	0	0.239397	1.1661	0.0395559	1.81624	1.00022	0.428496	0.971791	1.43627	0.195158	0.463021	0.0929994	0.31307	1.11824	0.673132	0.943298	1.37232	1.38528	2.41073	1.92486	1.47592	3.51903	2.01692	3.50949	2.89211	1.21633	3.8039	3.71715	4.43017	0.573872
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.282795	0.242889	0.328194	0.353701	0.302342	0	0	0	0	0	0	0	0	0.0313684	0.22406	0.654369	0.614016	0	0	0	0	0	0	0	0.0552681	0.385455	0.684273	0.67228	0.322675	0.165804	0.150867	0.449709	0.927346	1.19633	0.725191
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	0.758406	0.660862	0.598835	0.0833413	0.468841	0.200019	0	0	0	0.198244	0.331093	0	0	0.808748	0.714484	0.964941	0.39862	0	0.306102	0.798277	0.190835	0	0	0	0	0	0.490682	0.389516	0.323363	0.145796	0.673601	0.216822	0	0	0.684303
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0.721909	0.470459	0.386099	0.230006	0.0104606	0	0	0	0	0	0	0	0	0	0	0.179145	0.463476	0.16271	0	0	0	0	0	0	0	0	0	0	0	0	0.0690284	1.6879	2.2089	1.39374	0.528362
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0	0	0.320232	0.480348	0	0.322901	0.477679	0	0	0	0	0.698095	1.39582	1.02923	0.948117	0.855508	1.28249	3.39961	1.44377	1.83932	0.710843	0	0.62979	0.364179	1.87534	3.07098	3.39904	5.98276	7.86994	4.6401	1.97137	4.39741	6.00036	3.39153	0.729902
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	2.4452	1.55688	0.30061	1.04304	0.789508	0	0	0.39277	0.826534	0.769891	0	0	0.285569	0.187103	0.195287	0.172027	0.434065	0.138124	0.558216	0.46386	0.629843	0.791496	0.0503083	0.337969	0.474512	0.600598	0.82158	1.4031	0.520375	0.792575	0.565209	1.86166	1.46361	0.983091	0.699275
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	3.87566	1.89859	2	0.770583	0.422006	0	0	0	0.328381	0.87957	0.613854	1.0157	0.499093	0.425962	0.300281	0.155023	1.2833	0.604151	0.166342	0.383579	1.29665	1.05114	0.094276	0.456116	0.47829	0.790877	0.355064	0.267177	0.320994	1.31744	0.894903	1.26774	1.7621	0.863693	0.677157
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.19112	0.507358	0.412392	0.279551	0.0228817	0	0	0.182027	0.37088	0.0399242	0.174007	0.183654	0.249087	0.0355195	0.388556	0.270986	0	0.0155579	0.27749	0.211232	0.220864	0.16592	0.00786427	0	0.0854405	0.202044	0.201977	0.33447	0.210368	0.207748	0.516402	0.19273	0	0	0.747449
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	1.06931	1.22538	1.43028	1.64959	0.347064	0.827042	1.08023	0.646823	0.331321	2.25656	2.02619	0.231262	0	0	0.325146	0.342221	0.474894	0.221747	0.481342	0.46769	0.417121	0.508601	0.419398	0.843509	0.795584	0.312337	0.303068	0.370309	1.03759	0.794642	0.344553	0.492157	0.225514	0.408786	0.625818
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	0	1.15697	0.854085	1.0145	0.649333	0.184564	0.267353	0.263276	0.155887	0.621991	0.580989	0.0134423	0.38649	0.607857	0.912651	0.925592	0.575205	0.384655	0.757802	0.4902	0.0904963	0	0	0.143665	0.619996	0.405822	0.782166	0.516384	0.190568	0.312085	0.266921	0.458162	0.510377	0.128027	0.615493
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0.623864	0.177881	0.294087	0	0	0.00787833	0.279616	0.450223	0.279914	0.0840707	0	0.369019	0.414532	0.170732	0	0	0	0.102414	0.451012	0.434627	0.134548	0	0	0	0	0.199046	0.302065	0.439747	0.414491	0.134681	0	0.105576	0.848567	0.227659	0.641447
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.0592681	0.319703	0.286936	0.360215	0.199005	0.0856184	0.895381	0.695753	0.70578	0.573882	0.698067	0.378073	0.344375	0.590851	0.560767	0.266112	0.980397	0.838674	0.980271	0.941728	0.755921	0.482896	0.28092	0.640995	1.18238	0.924043	0.873282	0.827308	0.837276	1.21713	0.961567	0.87229	0.808041	0.580785	0.519619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0	0.118557	0.0401458	0	0	0.295594	0.271461	0.205109	0	0	0.463443	0.599957	1.08964	0.685473	0.516028	0.0628455	0.14826	0.0288246	0	0.303065	0.065311	0	0.0879246	0.224154	0.0481805	0	0	0.131707	0.162456	0	0	0	0	0	0.589701
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.a39935bf-2e13-411b-a0e6-5df09e4383e1.fc.signal	0.724921	0.252053	0	0.0438632	1.01573	0.471836	0.193124	0.614125	0.0216293	0	0.369299	0.496603	0.113688	0	0.146211	1.66509	0.50374	0	0.230975	1.0879	1.43847	1.50365	1.32609	0.251621	0.623644	0.107466	0.226199	1.40265	0.78466	0.26562	1.13036	1.50243	3.78051	1.30049	0.637116
