	chr4:65374498-65374647	chr4:65374648-65374797	chr4:65374798-65374947	chr4:65374948-65375097	chr4:65375098-65375247	chr4:65375248-65375397	chr4:65375398-65375547	chr4:65375548-65375697	chr4:65375698-65375847	chr4:65375848-65375997	chr4:65375998-65376147	chr4:65376148-65376297	chr4:65376298-65376447	chr4:65376448-65376597	chr4:65376598-65376747	chr4:65376748-65376897	chr4:65376898-65377047	chr4:65377048-65377197	chr4:65377198-65377257	chr4:65377258-65377347	chr4:65377348-65377497	chr4:65377498-65377647	chr4:65377648-65377797	chr4:65377798-65377947	chr4:65377948-65378097	chr4:65378098-65378247	chr4:65378248-65378397	chr4:65378398-65378457	chr4:65378458-65378547	chr4:65378548-65378697	chr4:65378698-65378847	chr4:65378848-65378997	chr4:65378998-65379147	chr4:65379148-65379297	chr4:65379298-65379447	chr4:65379448-65379563	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.292987	0	0.0732467	0.549454	0.826354	0.131844	0.221341	0.737076	0.383162	0.468101	0.103081	0.501359	0.327895	0.278884	0.836146	0.66314	0.47034	0.705053	0.977823	0.315332	0	0.152353	0.880694	1.27549	0.808728	0	0.388518	1.08109	1.29315	1.07142	0.62713	1.00141	0.224254	0.694362	0.331075	0.43948	0.333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0	0.683214	0.308644	0.136687	0.35443	0.203365	0.752027	0	0.0378809	0.381551	0.534938	0.285756	0.667651	0.851417	0.406377	0.00204093	0	0	0	0	0	0	0.188053	0.328484	0	0	0.053328	1.4046	1.39751	0	0	0	0	0	0	0.422886
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	0.349846	0.423527	0.297774	0.516206	0.847977	1.20257	1.28854	0.730662	0.0905506	0	0.455871	0.628238	0.0783544	0.0739009	0.698338	0.501614	0.45703	0.14626	0.0603893	0.574955	0.588003	0	0	0	0.275377	0.177628	0	0.108972	0.617934	1.08842	0.96697	0.0724627	0	0.279264	0.102633	0.356282	0.324786
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0.761101	0.163896	0.478196	0	0	0	0	0	0.729894	0.561548	0	0	0.307442	0.16829	0.0151032	0.697344	0.324657	0.303628	0.422232	0.117947	0	0	0.137797	0.372677	0.269326	0.196218	0	0	0.027741	0.239346	0.0234254	0	0	0	0	0	0.619579
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.714849	0.965336	0.0610863	0.474501	1.41948	1.09975	0.549884	0	0	0	0	0.227949	0.440933	0.765338	0	0	0	0.308148	0.568258	0	0.350268	1.13377	0.0244371	0.160844	0.653704	0.366543	0	0.463329	0.959958	0.405283	0	0	1.08551	0.686331	0.305495	0.455582	0.307317
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0.526072	0.509355	0.001206	0	0	0.043432	0.633514	0.0928961	0.313683	0.072376	0.002412	0.322127	0.0615145	0	0	0.176133	0.517146	0	0	0	0.115806	0.556196	0.293143	0.107475	0.347677	0.436732	0.267839	0.355925	0.0924973	0.330588	0.08059	0.300405	0	0.121857	0.264228	0	0.393548
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.2af65a74-ad9a-47d1-bb59-7449ff40f2d9.fc.signal	1.12526	0.908452	1.19516	1.17833	0.516704	0.505336	0.865008	1.52463	1.0447	0.570322	1.20783	1.07018	0.565418	0.839127	0.334323	0.0398728	0.454528	0.7752	0.477026	0.0801519	0.495003	0.721122	0.480151	0.576879	0.337572	0	0	0.354434	1.12867	1.2018	1.31716	1.26685	1.00979	0.431011	0.424422	0.442872	0.522124
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.fc1674f3-b9c6-4107-8983-478acef979ab.fc.signal	0.194385	0.564978	0.398355	0.29553	0.334581	0.772762	1.21337	0.312232	0.212689	0	0.188536	0.942699	0.507592	0.548255	0.80062	0.518212	0.155481	0	0	0	0.106791	0.676926	0.190116	0.258452	0.293987	0.361732	0.192252	0.380838	0.631447	0.83114	0.591305	0.0700795	0.398314	0.444495	0.279638	0.0367847	0.66474
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004713.2.73d0436f-3c8c-4e5c-a1fe-dc4d41b2902f.fc.signal	0.0193448	0.472139	0.289244	0.274816	0.577764	0.131016	0.008793	0.324464	0.0553016	0	0	0	0.155629	0.587315	0.0697982	0.819707	0.899813	0.261149	0	0	0	0.380382	0.798406	0.697465	0.263766	0.591748	0	0	0.25846	1.03552	0.800944	0.472753	0.393714	0.181619	0.441518	0.314958	0.274809
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.61135aae-0e5d-4a79-9f3a-0fb631125d88.fc.signal	0.506255	0.502138	0.185437	0.362593	0	0.282235	0.268681	0.1429	1.51379	0.201952	0.0572388	0.453875	0.0145875	0	0	0.0390748	0.344484	0.00238153	0	0	0	0	0	0.116651	0.409715	0	0	0	0	0	0	0	0	0.197165	0.564295	0.489808	0.654729
