	chr7:22988561-22988710	chr7:22988711-22988860	chr7:22988861-22989010	chr7:22989011-22989160	chr7:22989161-22989310	chr7:22989311-22989460	chr7:22989461-22989610	chr7:22989611-22989760	chr7:22989761-22989910	chr7:22989911-22990060	chr7:22990061-22990210	chr7:22990211-22990360	chr7:22990361-22990510	chr7:22990511-22990660	chr7:22990661-22990810	chr7:22990811-22990960	chr7:22990961-22991110	chr7:22991111-22991260	chr7:22991261-22991410	chr7:22991411-22991560	chr7:22991561-22991710	chr7:22991711-22991860	chr7:22991861-22992010	chr7:22992011-22992160	chr7:22992161-22992310	chr7:22992311-22992410	chr7:22992411-22992460	chr7:22992461-22992610	chr7:22992611-22992760	chr7:22992761-22992910	chr7:22992911-22993060	chr7:22993061-22993210	chr7:22993211-22993360	chr7:22993361-22993510	chr7:22993511-22993639	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.09354	0.81823	0.919258	1.18484	1.50287	1.56397	0.666031	0.604672	0.442826	0.267101	0.0349391	0	0	0.21777	0.300842	0.21822	0.074024	0.255656	0.574989	0	0	0.116593	1.35851	0.777345	0.43119	0.27759	0.905076	1.68055	0.479377	0	0.201715	0.25203	0.685784	1.97944	0.910782	0.622642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.890848	1.0115	1.02247	0.515314	0.80667	0.459059	0.837932	0.993502	0.512365	1.29584	1.6181	1.20081	0.870628	1.73639	2.97763	1.54921	0.406356	0.338674	1.95139	0.446501	1.32543	1.75893	1.22548	1.18919	1.81503	0.81205	2.50133	2.94343	1.11286	0.774473	1.36978	0.820642	1.25141	1.01263	1.1106	0.892398
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	2.20882	2.77416	2.09708	1.51225	1.19723	2.69294	1.0629	0.647906	1.60794	1.22753	1.56363	2.05058	1.82983	2.23251	2.95801	1.80074	1.40532	2.03649	0.648668	0.345548	0.90618	1.62708	2.14351	0.580964	1.66576	0.899166	0.867396	1.60789	1.49826	0.275829	0.911667	0.989	1.05098	0.129762	0.150193	0.525471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.689612	0.346187	0	0.613818	0.455433	0.261311	0.0217149	0.80545	0.212079	0.210075	0.015945	0.202204	0.126651	0.494573	0.973175	0.138987	0	0	0	0.197347	0.741666	0.494501	0.0889198	0	0	0	0	0	0	0	0	0.0140549	0.489704	0.368568	0.0290733	0.467354
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0	0	0	0	0	0	1.04807	0.98239	0.511728	0.608706	0	0	0	0	0	0	0	0	0	0.835814	2.91006	0	2.32483	1.70155	0	0	0	0.315081	1.23212	1.149	0	1.21715	0.616006	0	0	0.874074
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.423061	0.0314077	0.221422	0.352478	0.29811	0.0621063	0	0	0	0.208025	0.202042	0	0.0886045	0.265743	0.257072	0.73869	0.783173	0.703239	0.410271	0.484232	0.14196	0.545431	0.710575	0.302107	0	0	0	0	0	0.213614	0.344591	0.0115891	0.781672	0.116814	0.123013	0.384615
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.828495	1.05303	0.728857	0.0661961	0.241314	0.204155	0.495868	0.606946	0.115192	0.00694507	0.29831	0.557053	0.490119	0.739907	1.13038	0.539151	0.546798	0.320381	0.439349	0.713236	0.230684	0.261104	0.13468	0.311862	0.429093	0.362468	0.321797	0.0630965	0.0702343	0.292458	0.56559	0.328226	0.327104	0.896173	0.779622	0.799383
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.102439	0.404798	0.190769	0	0	0.0840763	0.704766	0.0996233	0.100786	0.24711	0	0.0143109	0.375153	0.133265	0.226505	0.761372	0.43426	0.527236	0.50157	0	0.496614	0.0646279	0.44226	0.467035	0.110827	0	0	0	0	0	0	0	0	0.442827	1.05676	0.425586
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	1.39261	0.99501	2.31322	1.27915	0.0462951	0.780738	1.22196	1.05312	0.45937	0.0526331	0.423069	1.72947	2.08532	0.785297	1.06124	0.0708009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0862367	0.975919	1.02949	0.724434	1.11029	0.916297	0.386598
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.98353	1.89273	1.04949	0.231767	0.367428	0.313362	1.24416	0.964855	0.425554	0.0955999	0.665705	1.17827	1.10281	0.436408	0.495717	0.629452	0.36972	0.565296	0.418849	0.266849	0.241888	0.769555	0.323236	0.211835	0.974728	0.556228	0.749974	0.653307	0.446858	0.930503	0.329163	1.19659	1.12268	0.986132	0.169022	0.691765
