	chr16:53619719-53619868	chr16:53619869-53620018	chr16:53620019-53620168	chr16:53620169-53620318	chr16:53620319-53620468	chr16:53620469-53620618	chr16:53620619-53620768	chr16:53620769-53620918	chr16:53620919-53620978	chr16:53620979-53621068	chr16:53621069-53621218	chr16:53621219-53621368	chr16:53621369-53621518	chr16:53621519-53621668	chr16:53621669-53621818	chr16:53621819-53621968	chr16:53621969-53622118	chr16:53622119-53622268	chr16:53622269-53622418	chr16:53622419-53622568	chr16:53622569-53622718	chr16:53622719-53622868	chr16:53622869-53623018	chr16:53623019-53623168	chr16:53623169-53623318	chr16:53623319-53623468	chr16:53623469-53623618	chr16:53623619-53623768	chr16:53623769-53623918	chr16:53623919-53624068	chr16:53624069-53624218	chr16:53624219-53624368	chr16:53624369-53624518	chr16:53624519-53624598	chr16:53624599-53624668	chr16:53624669-53624818	chr16:53624819-53624856	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.460035	0.996285	0.125984	0	0.884941	1.45929	0.572507	0.173466	0.387207	1.20541	1.6732	0.389673	0.21681	0.237319	0.290057	0.383813	0.468789	1.22219	0.437181	1.17207	0.409695	0.498108	1.46161	1.15085	0.574315	0.591384	0.799528	1.21177	0.462198	1.02813	0.428885	0	0	0.254834	0.343597	0.494589	0.43948	0.392336
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.0550891	0	0	0	0	0.0417653	0.331582	0.030996	0	0.258006	0.368605	0	0	0	0	0	0.0630649	0.548944	0.526697	0.595332	0.632424	0.00742053	0	0.144403	1.05021	0.499031	0.0158316	0.428416	0.705247	0.0204017	0.669578	0.541599	0.55636	0.0243464	0	0	0	0.519355
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.388254	0.258928	0.525586	0.150719	0.223515	0.58644	0.0862395	0.00709733	0.557575	0.57969	0.0888858	0.0734274	0.57969	0.0231876	0	0	0	0	0	0	0.0656982	0.849728	0.425098	0	0	0	0.135261	0.534093	0	0	0	0	0	0	0	0	0	0.461538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.45415	0.647674	0.521316	2.05778	0.642661	0.5548	0.336867	0.498345	0	0	0	0.0908301	0.556508	0.361315	0.700579	0.0987283	0	0	0	0.564563	1.26286	0.70998	0.458099	0	0	0	0.2313	0.0578797	0	0	0.146118	0.505489	0	0	0	0	0	0.409639
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0	0	0	0	0	0.0296484	0.208598	0.0116479	0	0	0	0	0	0	0.0836596	0.440991	0.234257	0.0551553	0.0832179	0.463677	0.582447	0.474502	0.594816	0.191751	0.342269	0.936377	0.614734	1.42678	0.813667	0.817019	0.409401	0.359944	0.12434	0.00437538	0	0.0205363	0.0487308	0.402477
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.875801	0.453997	0.375831	1.34704	2.15371	0.883296	1.36276	1.16562	1.11557	0.779425	0.315326	0.616306	0.453185	0.809548	0	0	0	0	0	0.691156	1.42041	0.571102	0.136371	0.210434	0.45453	0.436998	1.64415	0.956663	1.1073	0.417602	0.359665	0.0549087	0.0063756	0.69925	0.95618	0.771368	1.35885	0.367925
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.437347	0	0	0	0.15881	1.11591	0	0.094792	0.35547	0.308074	1.33588	1.08079	0	0	0.618674	0.092445	0	0.317616	0.942685	0.696865	0.142224	0	0	0.149597	0.792886	1.03477	1.4049	1.80264	1.22961	0.937017	0	0.751	0.936186	0.159962	0.325001	0.203803	0	0.44898
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0.00693367	1.06797	0.309973	0.880501	0.0220077	0	0	0.856463	1.95342	0.981331	0.132694	0	0	0	0	0	0	0	0	1.23511	1.0934	0	0	0	1.61064	1.3305	0	0.403523	0.594412	0	0	0	0.398414	1.21323	0.885391	0	0	0.387931
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240815	0.208176	0.328861	0.681843	0.67791	0.435099	0.785037	1.30894	1.58963	0.533356	0	0	0	0	0.512399	1.40739	0.965402	0.369453	0.19138	0.0266614	0	0.0804825	0.411433	0.459459
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089322	0.269922	0.163821	0	0.151907	0.55601	0.51476	0.481829	0.425132	1.00842	0.815656	0.0037664	0	0.00131187	0.210368	0.463338	0.494561	0.170417	0.17995	0.31744	0.152869	0.008146	0.0317408	0.24162	0.465812
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0	0	0	0	0	0.647144	0.642425	0	0	0	0	0	0	0.154771	1.18944	0.112631	0.506839	1.02172	0	0	0.0241352	1.69606	1.24082	0.80809	0.930478	0.918975	0.435687	1.16244	0	0.60338	0.918053	0	0.112631	1.20676	1.20676	0.209172	0	0.219828
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	0.259938	0.828335	0.150543	0.177544	0.2352	0	1.34881	0.70269	0.566667	0.241561	0.00724667	0.492047	0.918399	0.963076	0	0	0	0.337532	0.923778	0.681544	0.133346	0.154181	1.09594	1.18345	1.15428	0.825079	0.595395	0.514741	0.795522	0.871991	0.188976	0	0	0	0	0	0	0.504132
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118652	0.475663	0.388827	0.220832	0.827632	1.19304	1.3067	0.554922	0.0417122	0	0	0	0.493231	0.630084	0.215349	0.589509	1.21084	0.655671	0.331068	1.12463	2.64187	0.377358
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0.143576	0.469781	0	0	0.42877	1.40535	0.134935	0	0	0.693836	0.397621	0.776563	0.0106744	0	0.613778	0.186802	0.181465	0.520377	0.705527	0.686097	0.942859	0.446914	0.54143	0.646177	0.098066	0.793208	0.26516	0.685297	1.19088	1.04916	0.709451	0.261379	0.0656541	0	0	0	0	0.277273
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0.0914816	0.318487	0.43719	0.414418	0	0	0.485751	0.152744	0	0	0	0	0	0.417943	0.406795	0.488511	0.103322	0.219441	0.425133	0	0	0	0.369185	0.110037	0	0	0.101838	0.292346	0.080905	0.533271	0	0	0	0	0	0	0	0.591837
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.117108	0.50435	0.271314	0.451312	0.894352	0.759046	0.605974	0.294716	0.181862	0.30151	0.131754	0.216874	0.475702	0.115327	0.26188	0.250358	0.233376	0.105002	0	0.23817	0.651946	0.331989	0.332968	0.695719	0.764458	0.98274	1.16165	0.722043	1.44338	0.815104	0.631066	0.467757	0.57384	0.38184	0.213633	0.312697	0.382811	0.13617
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0	0	0	0.407322	0.573061	1.38243	0.441106	0	0	0	0	0	0.0162918	0.574329	0.358421	0.23215	0	0	0	0	0.0900945	0.174644	0.547511	0.0831229	0	0.103169	0.177609	0.430228	0.39504	0.150664	1.25041	0.197549	0	0	0	0	0	0.635556
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	0.117879	0.0647249	0.307009	0.0758429	0	0.10239	0.540442	0.162434	0.217074	0.307872	0.0719967	0.323414	0.281856	0.10443	0	0.585054	1.03039	0.872208	0.296235	0.310187	0.164401	0	0.405417	0.397293	0.861477	0.0276324	0.410039	0.582039	0.409559	0.43503	0.196537	0.718632	0.32729	0.251096	0	0	0	0.571429
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242794	0.657805	0.781897	0.99498	2.88089	0.0382665	0	0.18483	0.335003	0.661105	0.415459	0	0	0.00724267	0.57228	0.378796	0.26907	0.0176627	0.0567484	0.105263
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.52215347-885a-4412-918b-b787711b8d37.fc.signal	0.88259	0.701998	0.834065	0.65512	0.286244	0.492104	1.15576	0.619544	0.349496	0.321692	0.496325	0	0	0	0.491511	0.866199	0.110294	0.607887	1.25351	1.70973	0.759027	0.550544	1.38667	0.837974	0.492948	0.969074	0.513959	1.1386	0.328751	0	0	0.222887	0.507814	1.24927	1.53607	0.831742	0.743735	0.637097
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.deb161f9-8c5a-42cb-af84-131a7fc1593f.fc.signal	0	0	0	0.0042532	0.551118	0.145999	0	0.0538738	0.124636	0.0713424	0	0.0482224	0.154849	0.378693	0.160807	0	0	0	0	0.0477352	0.610566	0.327496	0.461931	0.554308	0.398794	0.645237	1.00141	0.447167	0.125476	0.300209	0.0340279	0	0	0.119616	0.404979	0.24762	0	0.0982143
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.bdafba4d-384d-4886-a6c9-d1ddd966b153.fc.signal	0	0.255956	0.141429	0.0317304	0.293143	0.163015	0.784433	0.603287	0	0.129548	0.4976	0.691697	0.0763684	0.0228458	0.694516	0.52328	0.200462	0.0572743	1.96307	1.07756	0.491539	0.197677	0.0901779	0.674617	0.454267	0.157429	0	0.258155	0.602941	0.241119	0.0142614	0	0	0	0	0	0	0.90099
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000153.3.4632c7b2-2ae2-40a1-bd27-50236900252a.fc.signal	0	0	0	0	0.833097	0.399714	0	0	0	0	0	0	0.614507	1.99905	0.609557	0	0	0	0	0	0	0.719795	2.67143	1.42513	1.31185	0.211815	2.27698	1.12952	0	0	0	0	0	0	0	0.125497	1.34461	0.22
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.a8b62515-f113-4847-973f-317b45173002.fc.signal	1.68132	2.32175	3.12443	0.571031	1.12043	1.80193	1.55441	0.468654	1.61609	2.84159	3.60389	1.20838	0.209581	1.34132	0.834897	0.129283	0	0	0.511133	0.887568	0	0	0.424307	0.288214	1.17077	0.933796	0.932798	2.35775	0.926554	0.726421	0.420146	0.387828	0.433629	1.29284	0.859911	0.0915784	0	0
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0	0.419737	0.752964	0.0506217	0	0	0.223284	0.291079	0.242566	0	0.0274205	0.584258	0	0	0	0	0	0	0	0	0	0	0	0	0.299315	0.0406417	0.226905	0.58481	0.417475	0	0.297723	0.383884	0.539965	0	0	0	0	0.342105
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.9dac3370-6335-4df0-bea0-9e684edfa350.fc.signal	0	0.519328	0.108193	0	0	0	0.291812	0.145465	0	0	0	0	0	0	0	0	0.367857	0.259664	0	0.188714	0.423454	0.289205	1.60001	0.510622	0	0.419817	0.245038	0.913778	0.951426	0.276975	0	0	0.497689	0.243435	0	0	0	0.532189
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.470839	0.424053	0.559237	0.484235	0.854404	0.419649	0.574617	0.609766	0.88215	0.716472	0.559344	0.633353	0.650674	0.224526	0.368735	0.377187	0.176136	0.351733	0.468979	0.677241	0.5276	0.348923	0.456345	0.364573	0.460953	0.802551	0.971805	0.882596	0.771796	0.726824	0.724855	0.530819	0.497277	0.560657	0.545025	0.313232	0.119186	0.817778
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0	0	0.125478	0.409	0.949535	0.0603245	0	0	0.274472	0.36196	0.295557	0.149561	0	0	0	0	0	0	0	0.203949	0.135223	0.0433738	0.253436	0.0518225	0.0852	0	0.140904	0.0437835	0	0	0	0.028944	0.459666	0.39814	0.152509	0	0	0.599398
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.555de7dc-c653-4909-9c33-caf14688e0ce.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0.115915	0.78998	0.515887	0.162876	0.761772	1.02318	0.570312	0.298137	0.386009	0.347061	0.603632	0.363967	0	0	0	0	0.68244	2.37942	1.87363	0.66738	0.319068	0.12006	0.377494	0.928177	1.34434	0.57265
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.a39935bf-2e13-411b-a0e6-5df09e4383e1.fc.signal	0.255627	0.401197	0	0	0.338593	0.287253	0	0.385729	0.6858	0.564944	1.15459	1.05915	0.563911	0	0	1.02404	0.849484	0	0.719155	1.95932	0.859174	0.780464	1.01126	0.354722	0.268095	2.53397	2.00573	0.569705	0.497117	0.240465	1.39751	1.09778	0.57449	0.630244	0.257547	0.893337	1.72561	0.702586
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.a3034dad-cf3f-4b0e-b7ac-4dfa7b52d765.fc.signal	0.271676	0.776129	0.27568	0.924764	1.42364	2.6759	1.80778	0.694562	0.521879	1.09235	1.1019	0.354887	0.294267	0.52414	0.604746	0.303625	0.343445	0.602273	0.189141	0.938125	1.07769	0.662303	0.792576	0.723574	0.719557	1.05056	3.2295	3.46152	0.487777	0.31358	0.159279	0	0.696845	0.466637	0	0	0	0.418868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.9b92fd9a-9859-4ffd-96f8-490b60d6c4db.fc.signal	1.65445	0.373235	1.04389	1.03304	1.482	1.26148	1.04703	0.281504	0	0.450739	1.49462	1.52791	0.462487	0.535511	1.71996	0.416484	0.370483	1.57664	0.618617	0.160669	0.917539	0.502574	0.21442	0.442199	0.857775	0.651391	0.543327	0.0771702	0.206592	0.89721	0	0	0	0	0	0	0	0.402439
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004602.2.741c4143-cd13-4cda-85a5-e7102d67912b.fc.signal	0	0.220032	0.737585	1.28231	0.508251	0	0.298456	0.534787	1.3637	1.4991	0.194241	0.216371	0.876235	0.0425648	0	0	0	0	0	0	0	0.787566	1.26644	1.35156	0	0	0.27941	0.81519	0.902948	0.0113725	0	0	0	0	0	0	0	0.87037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.4655431f-8c56-4476-831c-eb227cec568c.fc.signal	1.03736	0.924375	0.345786	0.665175	0.714543	0.346195	0.139287	0.346886	1.2319	1.01618	0.734387	0.35777	0.4338	0.189709	0.452138	0.148315	0	0	0	0.465127	1.16633	0.67982	0.80667	0.340717	1.17726	1.84652	1.19402	2.13727	1.29725	1.44588	1.55038	0.572983	0	0	0	0	0	0.342105
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001891.4.41bb4ab6-1e8d-4527-bfe1-5ddf65dcaa7f.fc.signal	0	0	0	0	0	0.500091	1.12901	0.0613613	0	0	0	0	0	0	0	0	0	0	0	0.494338	1.15476	0.349774	0.652781	0.340892	0.725103	0.568059	0	0.0189393	0.675674	0.121753	0	0.381815	0.538702	0	0	0	0	0.481633
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.13102329-ee3d-4773-b2d1-9ab40cd17100.fc.signal	0.524285	0.556457	0.881802	0.474891	0.0921478	0.114565	0.217485	0.312754	0.620759	0.658825	0.523307	0.332425	0.285207	0.604957	0.381772	0.207303	0.0865727	0.177295	0.0156175	0	0.149978	0.147539	0.174858	0.127319	0.492196	0.62407	0.598666	0.312411	0.506569	0.280596	0.392738	0.354922	0.486641	0.514534	0.384211	0.223009	0.139582	0.56872
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001889.4.440b0def-8afc-49ae-ab48-eb6e55baaba4.fc.signal	0.607957	0.0572309	0.470229	0.806732	1.18717	1.55041	2.3981	1.13617	0	0	0	0	0	0.295086	0.527342	0.0644947	0	0.39448	0.958586	0.181461	0.581995	1.35156	1.01528	0.874254	1.53889	0.25866	0.741637	1.32945	0.059172	0	0	0	0	0	0	0.114399	0.59172	0.495726
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001044.7.93646603-f0c6-4b5c-9750-3c77b569d934.fc.signal	0	0	0.095816	0.921816	0.873746	0.37535	0.716968	0.802872	0	0.09912	0.4956	0.535248	0.954854	1.41741	0.337008	0	0	0	0.18172	1.17053	0.821176	0.019824	0	0.412081	3.77653	2.33773	0.356278	2.17681	2.80151	1.76808	1.72911	0.85243	1.11675	0.8673	0.02832	0	0	0.294304
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.b69b018c-be0b-42b3-9bd0-adb684b6c71f.fc.signal	0	0	0	0	0.11984	0.610803	0	0	0	0	0	0	0	0	0	0	0.54571	1.15507	0.406072	0.588353	0.590735	0.872561	1.5222	0	0	1.36713	1.42026	0.0759879	0	0.826708	0.66933	0.8621	2.40356	0.284935	0	0.0983556	1.05956	0.568528
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.b52b6048-f5e8-441d-8082-83c6ea7d797d.fc.signal	0.0398964	0.443293	0.066494	0	0	0.385665	1.14242	0	0	0	0	0.492056	0.0177317	0	0.73555	0.186183	0.562983	0.859677	0.180793	0.852997	0.804039	0.172141	0.606117	0.898418	0.33948	0.508376	0	0	0.00717433	0.768836	0	0	0.0909711	0.357823	0.62665	0.436781	0	0.330508
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.2dfc8185-75fc-483f-9a76-86d609a673b1.fc.signal	0.0104882	0	0	0.335883	0.168058	0.347429	0.551744	0.50016	0.161799	0.153026	0.591963	0.6399	0.169296	0	0	0	0.290848	0.548096	0.485502	0.846007	0.439898	0.252793	0.596676	0.358316	0.187363	0.468129	0.523991	0.13825	0.489578	0.613179	0.296215	0.178811	0.124064	0	0	0.231367	0.77569	0.176991
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.867f20aa-cd84-4630-be8b-4d90cccd43d7.fc.signal	0	0	0	0	0	0	0	0	0	0	0.15014	0.259332	0	0	0	0	0	0	0	0.367594	0.442916	0	0	0.00712633	0.414957	0.224107	0.0639393	0.561557	0.644805	0	0.218391	0.191093	0	0	0	0	0	0.587549
