	chr8:132938851-132938930	chr8:132938931-132939000	chr8:132939001-132939070	chr8:132939071-132939110	chr8:132939111-132939150	chr8:132939151-132939300	chr8:132939301-132939450	chr8:132939451-132939600	chr8:132939601-132939750	chr8:132939751-132939900	chr8:132939901-132940050	chr8:132940051-132940200	chr8:132940201-132940350	chr8:132940351-132940500	chr8:132940501-132940650	chr8:132940651-132940800	chr8:132940801-132940870	chr8:132940871-132940950	chr8:132940951-132941020	chr8:132941021-132941100	chr8:132941101-132941250	chr8:132941251-132941400	chr8:132941401-132941550	chr8:132941551-132941700	chr8:132941701-132941850	chr8:132941851-132942000	chr8:132942001-132942150	chr8:132942151-132942300	chr8:132942301-132942450	chr8:132942451-132942600	chr8:132942601-132942750	chr8:132942751-132942900	chr8:132942901-132943050	chr8:132943051-132943200	chr8:132943201-132943350	chr8:132943351-132943500	chr8:132943501-132943650	chr8:132943651-132943800	chr8:132943801-132943950	chr8:132943951-132944042	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.0591324	0	0	0.159983	0.618971	1.82315	2.40947	1.84365	1.47815	2.1082	1.63931	2.25825	2.67656	0.710464	0.159088	0.942773	1.95222	1.85779	1.07001	0.573143	0.0463759	1.49491	3.36645	2.59647	0.855742	1.43248	2.5961	2.42605	1.9586	1.89556	3.4276	1.65444	1.0609	2.49281	2.23129	0.860591	1.24455	2.07732	4.03225	3.26026	0.680743
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.488424	0.724503	1.12765	1.25106	1.60183	1.1761	0.615585	0.74687	0.89611	0.720656	0.467813	0.671908	0.904079	0.224165	0.398843	1.31863	1.66289	1.46776	1.61726	1.72456	1.4595	0.930888	1.10218	1.33406	1.52135	1.16868	0.54777	0.342488	0.0452949	0.150588	0.615572	0.632727	0.631577	1.14929	0.935196	0.842288	0.720685	1.15368	1.84393	2.21343	0.640993
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	0.131814	0	0	0	0	0.217907	0.765399	0.20448	0.100909	0.43516	0.824922	1.57894	0.608135	0.318446	0.804746	0.820303	1.10175	1.01148	0.376309	0.0512689	0.809506	1.07835	0.675456	0.905422	0.2874	0.229566	0.0930867	0	0.0380432	0.240545	0.68759	0.641257	0.712921	1.02947	0.523919	0.297641	0.658057	1.07613	0.692755	0.839083	0.557971
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0	0.162715	0.31639	0.640681	1.14683	1.28018	1.42531	0.788816	0.404953	1.28862	1.44681	1.0911	1.33881	0.959458	0.963017	0.57941	0.723021	2.52766	3.30686	1.84468	1.11466	1.18758	0.490291	0.738864	1.42339	1.87194	0.691446	1.50215	0.958135	1.371	3.04101	2.76622	2.50471	1.35114	2.33419	2.25935	2.00166	1.79094	0.904358	0.800184	0.606388
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0.738681	0	0	0	0.669328	1.19904	1.29548	0.704582	1.09559	2.12256	2.33189	3.58177	2.10669	2.08086	3.0361	2.13685	1.64066	2.47901	1.86018	1.5309	1.67596	2.2854	2.06518	1.20271	1.41432	1.76298	2.49456	2.88693	5.13794	4.72213	2.78899	2.16553	3.27101	3.50847	2.69467	2.31245	2.87386	1.68698	2.49193	2.73629	0.673158
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003828.3.9b92fd9a-9859-4ffd-96f8-490b60d6c4db.fc.signal	0	0	0	0.269552	0.831044	0.6059	0.456094	0.707879	0.0278532	0	0	0	0	0.275115	0.3423	0.353558	0.48492	0	0	0.0955986	0.195473	0.758955	0.64047	0.0370057	0.339332	0.159304	0.706929	0.1296	0.166539	0.653714	0.401871	0.664176	0.007254	0.265091	0.791586	0.886692	0.259353	0.228321	0.431554	0.470601	0.318471
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.b69b018c-be0b-42b3-9bd0-adb684b6c71f.fc.signal	0	0	0	0	0.191389	0.467107	0.925046	0.426092	0.266887	0.901117	0.934027	0.934796	0.354346	0	0.179368	0.635359	0.885034	1.45134	1.50446	0.527969	0.57219	0.13865	1.18923	1.42121	0.498917	1.60626	2.13846	0.513877	0.254191	0.588067	1.568	0.784728	1.83175	2.67801	1.2955	0.556487	0.658752	1.57899	0.889876	1.29815	0.572037
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.2dfc8185-75fc-483f-9a76-86d609a673b1.fc.signal	0.267513	0.33797	0.354546	0.493621	0.556634	0.804139	0.811364	0.689569	0.18099	0.481547	0.950903	0.778568	0.624803	0.599239	0.605879	0.713304	0.60316	0.401865	0.68622	0.763648	0.615344	0.236654	0.563142	0.647144	0.339225	0.173079	0.228529	0.336832	0.110785	0.276902	0.292723	1.09349	0.830628	0.460125	0.701156	0.549566	0.724251	0.931966	0.25974	0.0585559	0.453125
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003686.3.867f20aa-cd84-4630-be8b-4d90cccd43d7.fc.signal	0.584162	0	0.145306	1.29296	2.85779	2.18152	3.059	3.66386	1.56876	4.19425	4.28016	9.15894	8.85533	3.0887	2.3986	3.46783	3.41298	5.66002	5.64142	3.69277	3.84725	4.45601	7.19759	8.59251	5.35269	7.28235	4.84162	3.90236	2.53673	4.33898	9.47624	5.3708	4.62063	8.64473	8.44741	5.47934	5.0431	3.73829	2.4606	3.45484	0.767383
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.2af65a74-ad9a-47d1-bb59-7449ff40f2d9.fc.signal	0.205493	0.36961	0.903678	1.23918	1.24472	1.00706	1.19373	1.04992	0.920925	0.767529	1.1138	0.804899	1.63406	2.10078	2.21321	2.09272	2.01611	1.40787	0.559315	0.670753	1.37736	1.68331	1.56228	1.58004	1.42334	1.68022	1.35748	1.84448	1.2053	1.61563	1.93738	1.847	2.76407	2.26759	1.12559	0.72606	1.36448	2.44701	2.12139	1.81529	0.944118
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003692.4.3bf09a2c-baea-4256-b5b7-ae913b7ca17e.fc.signal	0	0	0	0	0	0.0836832	0.738694	0.450205	0.0763057	0.0471637	0.315065	0.970125	0.399108	0.28939	0.854414	1.6642	1.25699	1.41539	1.48134	0.565103	0.511195	0.630538	0.561161	0.219017	0.954991	0.473006	0.214396	0.359731	0.95237	1.10007	0.607214	0.930023	1.74676	1.3418	0.535503	0	0.266898	0.587127	0.902015	0.68426	0.384389
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003821.3.18c7c517-acd2-418c-a70e-986e331348db.fc.signal	0	0	0	0	0.416197	1.22485	0.743417	0.516125	0.472852	1.21141	0.614726	0.474867	0.305152	0.387553	1.10693	0.563872	0.527465	0.537056	0.35661	0.10879	0.580011	0.376984	0.545837	0.403996	1.03014	0.362369	0.183568	0.262386	0.42817	1.05584	0.929289	0.642242	0.464312	0.0297262	0.154296	0.275822	0.648199	0.624388	0.806322	0.10415	0.191489
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003695.3.976830f0-f131-4dc5-bdfd-64d83fdc4635.fc.signal	0	0	0.0301329	0.21093	0.363861	0.950718	1.75179	1.31118	0.787527	1.52199	4.10429	4.80722	3.09978	2.47674	2.44627	1.52975	1.89992	2.82474	2.23587	1.80829	1.58371	1.47536	1.35578	1.7629	1.90604	3.73383	3.00724	3.64664	6.04535	3.83678	2.89022	2.56534	3.08573	3.14058	3.19684	2.84244	1.55275	3.57236	2.76867	2.59382	0.639177
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003836.3.5c9cb736-993f-45fe-be70-bfabfbcef3f6.fc.signal	0	0	0	0	0	0	0.502848	0.745832	0.848154	0.29496	0.00910733	0.509648	0.325107	0.844702	0.987665	0.709187	0.569699	0.767433	0.64544	0.75705	0.969221	1.57289	1.17411	0.750183	0.50186	0.584269	0.698469	0.428771	0.6152	0.64361	0.610166	0.750754	1.09429	1.25454	0.77283	0.679714	0.187923	0.386356	0.219274	0.357081	0.227468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003696.3.61e7591e-7d42-4bac-a82f-41dc0577b027.fc.signal	2.30666	0.235803	0.267211	0.812981	1.66893	3.0293	5.08407	8.70826	5.78161	7.56136	11.0294	12.3467	12.4576	10.7205	6.43442	4.83889	4.48775	3.92921	4.90345	7.89487	7.4388	6.9954	6.43331	5.23485	5.93404	8.69949	7.09214	9.94586	7.86809	7.5299	5.26492	8.31097	10.8232	8.39907	6.26763	5.87095	3.92949	4.83958	4.55761	4.73493	0.282622
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.9d98dd69-4d9c-4c81-bc8f-9c0f23e13a7b.fc.signal	1.61027	0.787398	0.286346	0.940954	2.22087	2.3086	2.61284	5.29188	3.26581	2.63315	5.30121	3.18409	2.30487	2.02426	3.9555	2.00153	1.538	2.26227	1.92335	1.52199	2.24233	2.03647	1.31924	1.43109	2.1315	4.56493	4.50597	7.96604	9.43961	9.90879	7.07446	3.92225	6.53209	5.31439	3.48904	3.5752	2.57793	3.90341	5.11469	4.38904	0.511417
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.cb8ce07d-5bf2-4abf-a883-851526414fcb.fc.signal	0.829943	0.329573	0.47081	0.841662	2.93122	4.95993	7.03374	6.08051	5.27068	7.39229	8.0608	5.59154	9.04764	7.98008	6.01476	3.39405	3.7326	4.66567	3.68584	2.36519	2.83178	2.95715	4.06972	3.57811	5.70498	7.35402	6.31298	5.14399	9.12066	7.67834	8.98977	6.7024	4.92953	6.17115	3.31887	2.9871	2.33252	2.35401	3.12069	4.32268	0.716782
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003694.3.61c30d06-38bd-4873-b3e9-1676bf3449d1.fc.signal	1.28724	0.882339	0.664135	1.09963	1.52313	1.62277	2.10373	2.36123	1.57642	2.66463	4.35715	4.98564	4.16217	3.71043	3.88298	2.25967	1.82258	1.8834	1.54105	1.24833	1.7503	1.60282	1.63723	1.68	1.6569	1.69462	1.74019	3.43989	6.02994	3.17345	3.40484	3.64455	3.38345	3.29179	4.12582	3.64245	1.94015	2.00853	3.11674	2.25505	0.584042
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.c2c52d4b-c9da-43f3-925f-8359bbb97ee0.fc.signal	1.94621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10925	9.36723	15.2187	5.62659	0	0	0	0	0	0	0	4.04935	10.4788	1.37186	0	0	0	1.14705	3.88436	4.04922	4.09665	2.01361	1.76658	2.43633	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003827.1.2bef3df7-5fcc-4d31-9411-95e1295b79d5.fc.signal	0	0	0	0	0.132349	0.429162	0.244283	0.152311	0.586321	0.1278	0.114232	0.122958	0.023672	0.335164	0.357329	0.0166755	0.384814	0.645329	0.634959	0.347065	0.0822333	0.208817	0	0.451508	0.611973	0.605044	0.590845	1.01587	0.377205	0.144216	0.302484	0.182894	0.30209	0.506078	0.354754	0.357597	0.363706	0.0097812	0	0.0588495	0.624113
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.2c1c8672-6452-4ab8-881a-a766bd324041.fc.signal	0.365881	0.314032	0.3501	0.241709	0.240793	0.420452	0.499923	0.753526	1.19063	1.96254	1.86096	1.24382	0.903544	0.35071	0.783257	1.43343	1.22172	0.933747	0.902358	0.894975	1.22942	0.982958	1.10573	1.27285	1.46278	1.56127	0.860571	0.141348	0.314512	1.37272	2.15938	1.51108	1.2643	1.8789	1.51185	1.38707	1.66402	1.78117	1.5317	2.11568	0.671403
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.077c5772-92ce-4a32-a06f-48c1b9a6f571.fc.signal	0.987122	0.490489	0.526229	0.869246	0.921492	0.93277	0.260697	0.0376091	0.524889	2.37266	1.97587	1.57255	1.4736	0.443364	0.74751	1.40038	0.779523	0.403079	0.486249	0.928841	1.23536	0.766668	0.77577	1.12308	1.04619	0.749595	0.642914	0.315691	0.08199	1.87279	5.40267	4.68084	3.44438	3.085	1.56352	1.28794	1.88098	1.9976	2.27104	3.44965	0.568595
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.c81f88e2-7199-4952-a0ac-fbf221a68e22.fc.signal	0.551924	0.385281	0.692853	0.900697	0.810503	0.781191	0.458302	0.67802	0.772068	1.46083	1.24477	2.19036	2.20805	0.646872	0.784767	1.29459	1.18481	0.853347	0.835675	0.813933	1.15182	0.915833	0.949986	1.12884	0.463116	0.180442	0.396225	0.242849	0.179313	1.80726	4.12871	3.93237	4.02355	4.31553	1.84093	1.82383	2.61719	2.4361	3.05812	2.9906	0.61314
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.93bed2a7-7118-417a-9bcf-494520ff91da.fc.signal	0.393976	0.264976	0.184411	0.228896	0.249077	0.404498	0.888463	1.27404	0.979043	1.17915	1.48484	1.69929	1.38505	0.507849	1.51834	1.94554	1.13243	0.728366	0.688644	0.749099	0.848388	0.90008	0.986824	1.19071	1.58623	1.76977	1.444	0.695251	0.0414292	0.391814	0.763998	1.02152	0.926943	1.0877	0.86818	0.511505	1.04695	1.47799	1.24108	1.01129	0.734158
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.e70a956a-e876-473f-ae67-333f104e486a.fc.signal	0.0887167	0	0.0405429	0.431707	1.79213	2.81843	3.73707	3.89581	3.5078	4.97459	5.42105	7.20853	7.37204	5.13554	3.16774	3.00048	3.1507	5.24637	6.48481	3.44216	3.57574	5.50409	5.39023	4.95117	4.1883	4.99822	4.59772	5.46036	5.46955	7.53513	8.08823	4.74591	4.69386	6.01873	5.11185	5.62757	3.16548	2.00373	1.7346	2.241	0.589325
