	chr12:56170437-56170586	chr12:56170587-56170736	chr12:56170737-56170886	chr12:56170887-56171036	chr12:56171037-56171186	chr12:56171187-56171336	chr12:56171337-56171486	chr12:56171487-56171636	chr12:56171637-56171786	chr12:56171787-56171936	chr12:56171937-56172086	chr12:56172087-56172236	chr12:56172237-56172386	chr12:56172387-56172536	chr12:56172537-56172686	chr12:56172687-56172836	chr12:56172837-56172986	chr12:56172987-56173136	chr12:56173137-56173286	chr12:56173287-56173436	chr12:56173437-56173586	chr12:56173587-56173736	chr12:56173737-56173886	chr12:56173887-56174036	chr12:56174037-56174186	chr12:56174187-56174336	chr12:56174337-56174486	chr12:56174487-56174636	chr12:56174637-56174786	chr12:56174787-56174936	chr12:56174937-56175086	chr12:56175087-56175236	chr12:56175237-56175386	chr12:56175387-56175529	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.644141	1.13686	1.20593	1.41914	0.514205	0.576575	0.408045	0.823607	1.70839	0.8728	0.80808	1.12612	0.660073	0.681457	1.18685	0.367897	1.50552	1.39514	0.879634	1.25694	1.33671	0.669434	0.832368	0.0736468	0.17152	0.728279	0.940313	0.447889	0.27687	0.503684	0.4276	1.34219	1.27716	0.227053	0.290922
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	3.76999	1.17333	0.725772	1.42248	0.826486	0.394354	0.486608	2.56706	2.98118	2.84665	1.45558	0.326597	1.28623	1.76605	2.72165	1.53219	2.44747	2.70552	1.74344	1.47231	2.27983	0.370905	1.49241	0.90823	1.59017	3.12586	1.93973	1.38379	2.06039	1.82249	1.14511	0.532233	0.878991	0.98123	0.406829
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.937365	0.838157	0.0964848	0.730992	0.777478	1.93264	1.93516	0.767445	0.615259	0.179258	0.587487	0.453476	0.77976	1.35953	1.49219	0.802541	0.625703	2.31798	0.944008	0.398394	1.17779	2.11583	2.24767	1.02879	0.661183	0.850239	0.45744	1.01949	1.33764	1.32976	0.542944	0.534993	0.928207	0.646065	0.438356
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.111164	0.48218	0.610172	0.888425	0.855028	1.0442	0.595329	0.15527	0.11148	0.587467	0.518039	0.747974	0.311069	0	0.0686243	0.52484	0.617594	1.89372	2.10515	0.726478	0.528552	0.515575	0.140951	0.17989	0.663958	0.897727	0.194755	0.975935	0.522735	0.420411	0.26837	1.21671	1.77313	0.571954	0.373923
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	0	0	0	0	0	0.884852	5.17522	5.75008	4.49675	5.06382	5.24406	4.19389	5.28299	2.15953	1.71585	2.90641	6.93741	2.56208	0	0.370705	1.8961	1.1137	0	0	4.2046	7.14549	1.34543	3.21094	6.90516	7.47341	0.474859	0	0	0.211142	0.308294
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.302012	0.346314	0	0	0	0	0	0	0.491812	0.150719	1.0174	0.172708	0	0.0892298	0.332419	0.0647092	0.497553	0.506278	0.228913	0.498785	0.350918	0.151224	0.485429	0.0954653	0	0	0.0363587	0.484674	0.429016	0.540847	0.0904941	0	0	0.136494	0.351857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.12885	1.92699	1.01661	0.819065	0.820718	1.1126	2.25021	1.07428	0.663911	0.878836	1.19411	1.4562	1.32035	0.650045	2.18522	1.92982	1.47213	1.40077	0.683453	0.666348	1.46591	1.14867	0.915849	0.750658	1.45903	0.859041	0.975707	0.860566	1.03312	1.09033	0.569767	0.0273491	0.651607	0.715424	0.488372
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0.359671	0.611652	0.505928	0.206817	0.372408	0	0	0	0	0.0983493	0.739625	0.0756885	0	0	0	0.336157	0.550306	0.355509	0.169991	0	0	0	0	0.487446	0.421627	0.355342	0.236419	0	0	0	0.266407
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.398954	0.149349	0.334948	0.409711	0.229829	0.336419	0.228486	0.331085	0.155853	0.219287	0.257078	0.360383	0.459506	0.386701	0.253877	0.342782	0.174464	0.158054	0.0921697	0.0351243	0.111747	0.363633	0.890979	0.586008	0.43531	0.50006	0.724574	0.527146	0.400293	0.155407	0.294136	0.513057	0.128351	0.10474	0.961875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.968071	0.276123	1.17446	0.786911	0.439434	1.45214	2.24352	2.89235	1.52491	1.07941	0.369667	0.693235	0.975224	0.742386	1.4313	0.838905	1.88864	0.800278	1.08476	0.688914	1.3979	2.0609	1.61989	0.822527	2.13864	1.18245	1.40559	0.315259	0.750841	0.315933	0.880983	1.24963	2.04868	1.15097	0.451247
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	2.01771	1.6543	0.608805	0.297139	0.830492	2.10184	1.88836	0.409957	1.09602	1.62295	1.40719	1.08139	1.1769	2.05812	2.48621	3.06954	2.61579	4.64807	1.341	1.85553	0.753913	2.21854	1.35363	1.89501	1.20483	1.21439	1.35765	1.70204	1.57079	2.06027	0.562264	0.693482	0.793984	1.22666	0.4193
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	4.06121	3.19861	1.65631	2.33155	1.96064	2.1033	4.55271	5.11432	3.53368	1.74281	1.8514	2.51114	1.65522	0.95587	2.59672	4.4539	1.62127	2.53061	1.74149	0.48015	2.1914	1.70366	3.09026	1.488	2.38664	2.59619	3.93121	5.56871	2.91446	1.54945	1.39254	1.52354	1.09244	2.50933	0.474645
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	1.80971	0.315053	0.990997	0.290356	0.159614	1.13208	0.561289	0.266596	0.22135	0.425816	0.999263	0.462229	0.467098	0.445196	0.519126	0.0690579	0.550479	0.917957	0.763743	0.196646	0.255955	1.69847	1.92112	0.510396	0.667066	0.376126	0.517709	1.78036	1.41033	0.280958	0.766916	0.800166	0.73904	0.350514	0.356596
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	3.71018	1.71693	0	0	0.510679	1.38521	0	0	0	0	2.1393	2.35335	2.3517	2.45068	0.360196	0	1.72899	3.90226	0.492268	0.731051	2.76262	2.71725	0.372203	3.10598	3.14933	1.56013	1.60337	5.18611	4.03293	5.11167	0.987536	0.633305	0.407327	0.882481	0.441
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	1.02712	0.140614	0	0.562457	0.538003	0.495854	0.451265	0.938155	2.14602	0.213978	0.48298	0.61748	0.140614	1.88157	0.481689	0.70905	0.314163	0	0.406035	1.66743	0.9486	1.19066	0.909893	1.97296	0.839733	0.804265	1.23857	0.0351	0.710178	1.20713	1.04145	0.330143	2.45174	1.56243	0.388203
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.843771	1.36756	0.884117	1.53586	2.01615	0.162246	0.0308074	0.666071	0.0142188	0.194324	0.334352	0.58784	0.590199	0.559142	2.2275	2.67298	2.32511	1.15426	1.32727	0.118516	0.78024	0.438862	0.142803	0.236545	1.32476	1.33521	0.767179	0.843173	0.755511	0.951512	0.771773	1.3628	0.841435	1.95163	0.405364
