	chr19:50284035-50284184	chr19:50284185-50284334	chr19:50284335-50284484	chr19:50284485-50284634	chr19:50284635-50284784	chr19:50284785-50284934	chr19:50284935-50285084	chr19:50285085-50285234	chr19:50285235-50285384	chr19:50285385-50285534	chr19:50285535-50285684	chr19:50285685-50285834	chr19:50285835-50285984	chr19:50285985-50286134	chr19:50286135-50286284	chr19:50286285-50286434	chr19:50286435-50286584	chr19:50286585-50286734	chr19:50286735-50286884	chr19:50286885-50287034	chr19:50287035-50287184	chr19:50287185-50287334	chr19:50287335-50287484	chr19:50287485-50287634	chr19:50287635-50287784	chr19:50287785-50287934	chr19:50287935-50288084	chr19:50288085-50288234	chr19:50288235-50288384	chr19:50288385-50288534	chr19:50288535-50288684	chr19:50288685-50288834	chr19:50288835-50288984	chr19:50288985-50289037	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.0401873	0.00735533	0.425237	0.146864	0.343036	0	0	0	0.327266	0.590487	0	0	0.40007	0.452468	0.15467	0.64684	0.347755	1.20037	0.796058	0.204432	0.403113	0.620871	0.185351	0.601163	0.0303635	0.108982	0.55263	0.2347	0.522825	0.0725379	0.299083	0.425993	0.128451	0	0.356364
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0.127969	1.40033	0.485913	0.576766	0.376477	0	0	0	0	0.261528	1.21115	0.224074	0	0.00153067	0.535094	0.0556432	0	0.0315373	0.424731	0.704795	0.877296	0.329935	0	0.832782	1.54133	0	0	0.246657	0.51372	0.426518	0	0	0	0.455201
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.262793	0.404982	0	0	0	0	0	0.13841	0.278591	0.451567	0.137277	0.203674	0.56009	0.244283	0.0333001	0.286729	0.523686	0	0	0	0.07098	0.469179	0	0	0	0	0.0439865	0.508406	0.535574	0.110009	0.125064	0.742188	0.537041	0.323983	0.687852
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.776708	0.561022	0.516064	0.52274	0.172825	0.218032	0.0748607	0.468175	1.13996	0.236679	0.0681893	0.166451	0.467685	0.346711	0.641686	0.941317	0.577694	0.49367	0.914052	0.234306	0	0.537337	1.13118	0.517252	0.285821	0.391621	0.423313	0.290349	0.270102	0.398415	0	0.114704	0.78535	0.7927	0.507463
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0.106627	0.54498	0	0	0	0	0.146669	0.459452	0.0662297	0	0.0111307	0.501076	0.0222613	1.18698	1.16512	0.252745	0	0	0	0.592404	1.18884	0.173762	0	0.297283	0.43301	0.963066	0.50154	0.220396	0.283805	0.903434	0.348956	0.392346	0.49807	0.669783
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.160107	0	0.134299	0.164948	0.119771	0	0.125783	0.232248	0.0385177	0	0	0	0	0	0	0.0215975	0.087417	0.0585383	0.214712	0.461981	0.266633	0.0809085	0.0706149	0.162057	0.160477	0.216362	0.223696	0.301289	0.151271	0.464153	0.845619	0.297305	0.328887	0.146135	0.394809
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.006141	0.252525	0.765543	0.366281	0	0.00983333	0.439558	0	0	0	0	0	0.115219	0.357325	0.198616	0.805486	0.382678	1.50219	0.550475	0.0345621	0.507898	2.56827	0.91904	1.31026	0.250624	0.296524	0.381216	1.08366	0.789359	0.78007	0.843878	1.01671	0.160178	0.121427	0.43589
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.0734638	0.282006	1.28221	0.495347	0	0	0	0.229903	0.490645	0.317932	0.600916	0.613874	0.898322	2.12127	0.253602	0	0	0	0.0687242	0.391035	0.753763	0.461377	0.90015	0.80583	0.824803	0	0	0.175408	0.535709	0	0	0	0.117736	0.267884	0.518321
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0	0	0	0	0.116799	1.15198	0.49524	1.65199	1.28776	1.53797	0.579716	0.0992691	0.980756	0.0805827	0	0	0	0	2.05738	1.17695	0	0	0	0	0	0	0	0	0	0	0	0	0.337553
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	0.893264	1.3555	1.49243	0.371781	0.239579	0.745939	1.36757	0.68457	1.10888	1.01294	1.03404	1.7775	0.436505	0.645361	0.988035	1.08699	0.653076	0.818723	0.846241	0.138202	0.682483	1.02486	2.21694	0.789821	0.0142604	0.160978	0.194743	0.735074	1.51224	1.65359	1.08078	0.928485	0.779354	0.644804	0.509047
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	0	0.23184	0.639438	0.231939	0.239258	0.0537025	0.344293	0.251052	0.301662	0.274779	0.110422	0.891137	0.730823	0.432066	0.443449	0.468253	0.029195	0.689649	0.58293	0.198306	0.428888	0.606653	0.303277	0.537489	0.527605	0.570495	0.634923	0.724138	0.426501	0.172181	0.716716	0.530955	0.491403	0.303261	0.344371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.213863	0.0276646	0.27896	0.616501	0.736422	0.322554	0.540476	0.347851	0	0	0	0	0	0	0.220429	0.53204	0.966099	0.691565	0.190085	0.22516	0.187889	0.129754	0.324254	0.498014	0.382075	0.335115	0.655807	0.485528	0.380205	0.15783	0.170384	0.254376	0.823435	0.77642	0.517771
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0	0.109413	1.10486	0.579086	0.540404	0.0552909	0	0	0	0	0.141436	0.659144	0	0	0.482303	0.301552	0	0	0.0293546	0.471601	0.428802	0.402056	0.23405	0.352681	0.121602	0.0557157	0	0	0	0	0	0	0.261768	0.768752	0.422929
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	0.217212	0.212039	0.909035	0.847342	0.464224	0.488164	1.17316	0.546554	0.40664	0.465926	0.730201	0.864097	0.338663	0.547479	0.2289	0.257525	1.16089	1.12034	0.988487	0.568337	0.662818	0.872361	0.30812	0.777533	0.321062	0	0	0.215896	0.576653	1.35096	0.902218	0.930249	0.507908	0	0.368869
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0.58223	0.048543	0.452065	0.204781	0	0.16228	0.907908	0.373973	0.315132	0	0.366126	0.345409	0	0.30432	0.243546	0.421154	0.235692	0.764956	2.42246	1.00452	1.06244	0.472484	0.107661	0.794018	0.800594	0	0	0.258875	0.397971	0.0453068	0.412519	0.336249	0.337935	0	0.809426
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.171024	0.419487	0.594654	1.26406	1.09361	0	0	0.083318	0.927681	0.028504	0.427909	0.751436	0.104343	0.908644	0.093656	0	0	0	0	0.395802	0.303597	0.270382	0.553868	0.737784	0.465482	0.0550679	0.488	0.464135	0.373493	0.00189353	0.225066	0.543574	0.102211	0.916855	0.383473
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	0.100333	0	0.351857	0.249922	0.0803389	0	0.470516	0.214771	0.429057	0.0288679	0	0	0	0	0.0782303	0.811809	0.71349	0.808588	0.385499	0.491679	0.412335	0.344645	0.348885	0.168086	0.539258	0.434319	0.790956	0.58957	0.555633	0.219501	0.416523	0.79185	0.155132	0.135158	0.445315
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.68ad223e-c775-4c49-8f3f-4ec63b3e920b.fc.signal	0	0	0	0	0	0.848289	0.131167	0	0	0	0	0	0	0	0.153806	2.25409	0.866458	0.492295	0.678383	0.296884	0.179173	0.655307	0.370692	0.695731	0.641789	2.57871	3.7398	1.34949	0.791763	0.581628	0.611883	1.80955	0.372284	0.190146	0.350447
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.bdafba4d-384d-4886-a6c9-d1ddd966b153.fc.signal	0.299391	0	0.338442	0.156204	0	0.185418	0.709712	0.8493	0.140029	0.297255	0.0768596	0.254533	0.550505	0.121703	0.297644	0.33376	0.941517	1.32427	0.564934	0.195255	0.150031	0.338482	0.442371	0.915774	0.52559	0.241093	0.530362	0.299865	0.265591	1.23155	0.578268	0.658817	0.555031	0.780325	0.467538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001005.4.f193a9be-90be-4e6b-adc3-81560fdb7706.fc.signal	0	0.17003	0.160145	0	0.0494326	0.374844	1.10187	0.43236	0.282005	0.303281	0.0771538	0.395267	0.468575	0.334924	0.112713	0.347584	0.508599	0.224727	0.179562	0.45524	0.352217	0.550406	0.463263	0.143005	0.611762	0.572785	0.450268	0.27277	0.137687	0.0229589	0.723604	1.17636	0.599919	0.664829	0.352967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0	0	0	0.118119	0.44716	0.0569502	0.613787	0.757163	0.453487	0	0	0.257331	0.734007	0.838847	0	0	0.183506	0.307953	0.120228	0.00776853	0.206437	0.0604525	0.24749	0.0907887	0.112494	0	0.213855	0.287277	0	0	0.26132	0.762108	0.70311	0	0.398322
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.9dac3370-6335-4df0-bea0-9e684edfa350.fc.signal	0	0.416246	0.625763	0	0	0	0.0307134	0.466245	0	0	0	0.0136876	0.953969	0.986218	0	0.252489	0.990467	0.781134	0.499576	0.0959743	0.194493	1.65741	0.701053	0.271082	0.291704	0.415822	0.0914252	0	0.743603	0.478325	0.47501	0.800384	0.750589	0.236009	0.810112
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.2cec18a6-acf1-4ec3-b511-04e126f82363.fc.signal	0	0.0657049	0.649986	0	0	0	0	0	0	0	0	0.275067	0.536557	0	0.266619	0.326647	0.164437	0.538478	1.05505	0	0	0.223765	0.747286	0.63651	0.377452	0.882299	0.184706	0	0.31987	0.697196	0.41216	0.262813	0	0	0.30454
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.85619	0.988629	0.600434	0.271181	0.352806	0.256721	0.196713	0.317584	0.420228	0.69434	0.291181	0.386581	0.624916	0.746425	0.242744	0.411127	0.407268	0.377959	0.46975	0.190519	0.457407	0.502708	0.415755	0.124185	0.394927	0.0979593	0.0262253	0.222916	0.621705	0.495572	0.389322	0.570678	0.257212	0.0317825	0.446965
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0.0546987	0.164729	0.420034	0.464445	0.324271	0.0466329	0	0	0	0	0	0	0.145052	0.522899	0.434139	0.0790824	0	0.0729073	0.166418	0.452777	0.0514219	0.209887	0.0442909	0	0	0	0	0	0	0	0.204561	0.237312	0.54955	0.456401	0.607927
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.555de7dc-c653-4909-9c33-caf14688e0ce.fc.signal	0.22047	0	0	0	0	0.00427653	0.184326	0.166723	0.0208341	0	0	0	0	0	0	0.234968	0.557679	0.419388	0.305534	0.596312	0.793121	0.605807	0.411842	0.12781	0	0.124564	0.406584	0.219516	0.189658	0.21943	0.375097	0.293784	0.0880384	0.22235	0.494551
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001020.4.d793ab3e-d7c6-45e4-8372-b368878f1961.fc.signal	0	0	0	0	0	0	0	0	0.108823	0.400444	0.784932	0.856621	0.761319	0	0	0	0.12979	0.827057	0.399549	1.60844	1.66816	0.975667	0.151992	0.208612	0.374237	1.91766	0.69377	0.38384	0.188513	0.10761	0.433469	0.453749	0.0510769	0	0.389534
