	chr2:74469858-74470007	chr2:74470008-74470157	chr2:74470158-74470307	chr2:74470308-74470457	chr2:74470458-74470607	chr2:74470608-74470757	chr2:74470758-74470907	chr2:74470908-74471057	chr2:74471058-74471207	chr2:74471208-74471357	chr2:74471358-74471507	chr2:74471508-74471657	chr2:74471658-74471807	chr2:74471808-74471857	chr2:74471858-74471957	chr2:74471958-74472107	chr2:74472108-74472257	chr2:74472258-74472407	chr2:74472408-74472557	chr2:74472558-74472637	chr2:74472638-74472707	chr2:74472708-74472767	chr2:74472768-74472857	chr2:74472858-74473007	chr2:74473008-74473097	chr2:74473098-74473157	chr2:74473158-74473307	chr2:74473308-74473457	chr2:74473458-74473607	chr2:74473608-74473757	chr2:74473758-74473907	chr2:74473908-74474057	chr2:74474058-74474207	chr2:74474208-74474357	chr2:74474358-74474507	chr2:74474508-74474657	chr2:74474658-74474807	chr2:74474808-74474957	chr2:74474958-74474970	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.500694	1.45759	2.42951	1.6608	1.06472	0.70835	0.514116	2.41335	0.736671	0.839148	2.71612	2.0153	0.928079	0.827972	2.66317	6.25382	8.62218	8.29678	7.49894	5.72077	4.02672	4.22547	8.00793	8.1578	6.15394	3.96284	2.87474	2.44521	2.56908	1.17296	0.243808	0.378308	0.345399	1.3127	1.26538	1.71069	1.28171	0.873629	0.951889	0.447858
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	0.782221	1.29833	3.01194	2.10877	1.46794	1.33451	2.57317	2.08861	1.21365	4.67308	2.82242	6.47536	3.84348	8.08011	15.9425	24.8908	34.8203	40.2323	36.1212	35.8058	23.5341	21.0212	37.4883	55.3594	35.1619	19.9886	9.66774	3.14901	1.5967	1.18447	0.903183	0	0	0.709644	2.52261	2.4903	0.927233	2.53234	3.19263	0.544118
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.672512	0.89375	1.86988	0.925074	0.895283	1.23876	2.22337	3.00013	1.8421	3.05194	3.19878	4.69302	3.49505	3.67214	6.68411	9.83096	13.9751	14.4863	17.7766	11.0662	5.07773	5.43748	7.18228	14.0741	12.1824	6.34433	6.84422	4.3485	1.67053	1.20727	0.753083	0.536199	0.782258	0.529538	2.02188	2.32075	0.556702	1.59301	1.44727	0.809801
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.107598	0.617624	1.74346	0.498524	0	0	0	0	0	0	0.157641	0.927352	1.28904	0	3.42203	6.12394	5.67377	7.45335	26.6537	40.9295	6.00923	10.0381	32.8738	17.7375	11.2641	8.77767	5.23946	0.083469	0	0.0964633	1.11654	0.567554	0	0	0	0	0	0	0	0.385302
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	4.20537	1.71054	2.74019	1.70934	7.60909	8.02739	7.25859	3.27875	4.51946	3.38051	0.728741	4.32693	9.46326	5.56262	5.78991	10.4335	20.695	22.7154	22.7112	26.3716	19.1155	10.0625	10.1379	24.67	26.6721	17.1327	8.5823	6.38799	3.76494	0.768835	0	0	0	0.463562	3.65083	4.66909	3.86921	0.164538	0	0.537634
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.0496837	0.510759	0.867416	0.370993	0.466045	0.254693	0.301807	0.577002	1.03458	1.91262	4.58773	6.36686	7.48786	9.10614	15.0476	24.954	19.516	22.0688	30.5667	24.4132	13.937	16.2376	21.6634	16.4808	16.4148	10.8534	3.68838	1.01578	0.627726	0.404768	0	0	0	0	0.685835	0.225983	0.167279	0.608549	0.42581	0.877839
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.82961	1.44913	0.912529	0.586718	1.72568	2.66237	1.32878	2.53017	3.26243	4.55557	7.95728	7.15987	5.6276	8.23014	12.3281	18.8082	33.3745	47.6284	39.4212	25.1446	17.079	12.1035	12.0205	11.9491	11.9868	10.7173	8.39684	4.73562	3.25616	3.49003	1.58681	0.681535	0.681535	0.546463	1.02758	1.43877	2.46061	3.0866	2.3085	0.539222
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.185624	1.63907	0.130324	0	0.407574	0.712469	0.360226	2.08788	1.83158	2.95133	2.10332	5.17614	7.22543	6.23243	14.7895	19.7941	20.4956	16.7084	28.1076	24.2502	14.7443	17.6761	29.095	24.9345	13.2918	9.64681	6.71583	2.69732	0.313289	2.03798	0.182941	0	0	0	0.542775	0.199706	0.443465	0.131544	0	0.863484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.49726	0.466516	0.734338	0.572957	0.214176	0.415687	0.365885	0.370437	0.256602	0.600139	0.907099	1.24204	0.499096	0.1879	0.566677	1.30001	1.38337	1.92072	1.91696	1.45926	0.911243	1.04421	2.44202	3.213	2.83851	2.12332	1.52236	1.24311	0.63668	0.270698	0.297113	0.364769	0.407634	0.317092	0.271189	0.157673	0.230343	0.288531	0.481706	0.661607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	2.64303	3.70743	3.35265	2.49596	1.51151	0.69485	1.02152	1.18638	0.995697	1.03638	1.66296	1.83074	2.26132	1.94655	3.36084	4.93842	8.99339	9.02011	18.3431	18.9005	11.0755	9.77364	13.64	10.6968	10.6434	5.75745	3.1197	2.70419	1.73276	1.25465	0.96804	0.170721	0.463186	2.10836	0.879701	0.533026	1.26799	2.36379	1.13069	0.383128
