	chr16:2206113-2206262	chr16:2206263-2206412	chr16:2206413-2206562	chr16:2206563-2206712	chr16:2206713-2206862	chr16:2206863-2207012	chr16:2207013-2207162	chr16:2207163-2207312	chr16:2207313-2207462	chr16:2207463-2207612	chr16:2207613-2207762	chr16:2207763-2207912	chr16:2207913-2208062	chr16:2208063-2208212	chr16:2208213-2208362	chr16:2208363-2208512	chr16:2208513-2208662	chr16:2208663-2208812	chr16:2208813-2208962	chr16:2208963-2209112	chr16:2209113-2209262	chr16:2209263-2209412	chr16:2209413-2209562	chr16:2209563-2209712	chr16:2209713-2209862	chr16:2209863-2210012	chr16:2210013-2210162	chr16:2210163-2210312	chr16:2210313-2210462	chr16:2210463-2210612	chr16:2210613-2210762	chr16:2210763-2210912	chr16:2210913-2211062	chr16:2211063-2211212	chr16:2211213-2211259	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	3.35882	3.14357	2.29895	1.05321	0.991816	2.7973	2.12286	1.55639	1.67681	1.4779	0.725459	0.594522	1.51794	0.643737	0.547076	0.599202	0.659411	0.398315	0.402761	0.664849	1.28108	0.784712	0.62058	1.27393	0.891794	1.1411	1.40451	1.26133	1.18048	1.03193	1.04069	2.25786	1.73556	0.58228	0.542897	0.0535714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	5.44629	6.2502	2.66361	1.65286	1.65091	1.43463	1.58528	2.65773	1.18381	0.783592	0.763121	0.806505	0.660894	1.0578	1.4681	0.879092	1.22426	1.89617	1.74594	2.37643	2.78054	1.91983	0.707169	0.840935	2.60319	1.68619	3.15511	3.12851	1.35968	1.58612	2.86731	2.85631	1.71714	0.9742	1.21574	0.332402
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.971673	0.198494	0.424731	0.393175	0.402449	0.767842	0.228112	0	0	0	0.00185513	0.558243	0.977469	0.242948	0	0	0	0.433962	0.158979	0	0	0	0	0	0.218846	0.374627	0	0	0.419143	0.222569	0.593463	0.511866	0.209575	0.417272	0	0.827815
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	6.33399	2.74303	0.907485	0.504804	0.636017	0.384444	0.269128	0	0	0.0709828	0.415245	0.145496	0.496701	0	0	0	0	0	0	0	0	0	0.209282	0.35853	0.0749804	0.422913	0.007098	0	0	0.131943	0.477003	0	0.280818	0.354147	0	0.917749
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	7.32183	1.97897	2.97653	1.15577	0	0	0.481794	0.169813	0.160297	1.42707	0.23324	0.474367	0.373903	0.351589	0.628072	0.156241	0.120211	0.558664	0.90838	0.800214	0	0.361325	0.24757	0	0	0	1.0348	0.268558	0.289332	0.315931	0.193508	0.639773	0.469947	0	0.415919	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	1.17244	1.1579	0.951563	0.638436	0.439073	0.585414	0.521217	0.39138	0.308772	0.263856	0.29359	0.490012	0.32496	0.24831	0.146282	0.137813	0.146114	0.186105	0.209867	0.177694	0.161812	0.132621	0.0583185	0.0616879	0.0729323	0.111823	0.22773	0.291801	0.206584	0.153067	0.199341	0.26977	0.254047	0.257911	0.315049	0.559406
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	3.25938	2.96938	1.6272	0.761221	0.551301	1.22393	1.21727	0.369077	0.264758	0.473572	0.202234	0.751649	1.37283	0.229167	0.593691	0.902317	0.396876	1.0811	1.28351	0.929534	0.179437	0.16586	0.490062	0.724115	1.26661	0.898652	0.980015	1.39268	1.22734	0.524445	0.380584	0.784796	0.190736	0.665063	1.06001	0.0414747
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	2.30787	1.45992	0.625808	0.465296	0.895563	0.878601	0.748603	0.677963	0.674973	1.16288	1.06343	0.573689	0.208951	0.334589	0.52102	0.725982	0.961802	1.18102	0.722689	0.594539	0.694882	0.529105	0.664941	0.887729	0.493966	0.506963	0.777922	0.66765	0.501391	0.433224	0.569887	0.529019	0.612789	0.952292	0.912212	0.281553
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	2.94523	2.24776	3.1107	1.5719	0.481873	1.49003	1.64969	0.945495	0.771074	1.28561	0.83435	0.800282	1.31677	1.02526	0.72096	0.455548	0.494676	0.602577	1.8597	1.59322	1.18466	1.12955	0.52495	0.744889	0.662541	0.277881	0.0214515	0.888555	1.26833	0.905257	0.486283	1.86241	1.45249	1.07676	1.18641	0.109948
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	2.69045	1.53201	1.0401	0.587044	0.76192	1.16116	0.896554	0.61453	0.635546	0.701936	0.764872	1.2978	1.22781	0.776597	0.388761	0.421238	0.18248	0.137145	0.178829	0.17656	0.121483	0.228594	0.464611	0.386568	0.410001	1.2071	1.29028	1.21047	0.837446	1.16637	1.10778	1.17775	2.00358	1.70239	1.75481	0.155093
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	10.9609	12.8489	4.8599	2.83836	2.56226	2.11569	4.25116	1.20672	0	0	0.241393	1.02164	1.21108	1.29525	0.386163	0	0	1.18262	0.345938	0.128721	1.55266	1.37569	0	0	0	0	0	0	0	0	1.01368	1.62506	1.63309	1.80754	0	0.816176
