	chr11:65040525-65040674	chr11:65040675-65040824	chr11:65040825-65040904	chr11:65040905-65040974	chr11:65040975-65041124	chr11:65041125-65041274	chr11:65041275-65041424	chr11:65041425-65041574	chr11:65041575-65041724	chr11:65041725-65041874	chr11:65041875-65042024	chr11:65042025-65042104	chr11:65042105-65042174	chr11:65042175-65042324	chr11:65042325-65042474	chr11:65042475-65042624	chr11:65042625-65042774	chr11:65042775-65042924	chr11:65042925-65043074	chr11:65043075-65043224	chr11:65043225-65043374	chr11:65043375-65043524	chr11:65043525-65043674	chr11:65043675-65043824	chr11:65043825-65043974	chr11:65043975-65044124	chr11:65044125-65044274	chr11:65044275-65044424	chr11:65044425-65044574	chr11:65044575-65044724	chr11:65044725-65044874	chr11:65044875-65045024	chr11:65045025-65045174	chr11:65045175-65045324	chr11:65045325-65045474	chr11:65045475-65045624	chr11:65045625-65045664	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.04492	1.50858	1.14687	2.88295	4.24742	1.77289	1.84157	5.70783	5.73978	7.06848	3.01358	1.28395	0.506452	1.48803	0.872704	0.291841	0.858532	1.55167	1.42527	1.42798	1.06098	0.878798	0.180433	0.531383	1.34202	1.71018	1.71386	2.00647	2.01308	1.21846	0.880988	1.96045	1.41324	0.900618	1.16035	1.21868	1.08922	0.389365
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.30195	4.33615	3.34123	5.78506	9.6207	7.14697	8.07425	7.96947	6.05493	5.8094	4.33433	1.45554	0.911018	1.92096	2.41745	0.910327	1.68395	2.48876	0.998289	2.32439	1.59643	0.52644	0.896104	1.40756	1.2022	0.930873	1.69633	1.15427	0.597531	1.89666	1.16316	0.596021	1.15729	1.46746	1.24731	0.77068	0.59085	0.304179
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	1.11602	0.879087	2.65131	29.175	29.4431	0.354947	0	0.343153	0.71961	0.869873	0.404294	0	0	0.44324	0.150224	0.454362	0.370963	0.361689	0.142838	0.44327	0.0241167	0.526697	0.0853349	1.07573	0.669567	0.557594	0.607537	0	0	0	0	0.239011	0.448059	0.728885	0.291165	0	0	0.408163
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	5.56028	8.47259	10.0075	27.4494	40.4865	6.13624	3.74438	4.36649	1.36791	0	0.112073	0.57969	0.546565	0	0.00283907	0.472291	0.0888858	0	0	0	0	0	0	0.744939	1.54043	2.14292	0.419898	0	0	0	0.262025	0.267995	0	0	0	0	0	0.328605
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	6.14802	5.73045	6.80167	9.16183	10.7007	16.7313	17.4125	13.0221	17.3456	18.8314	9.08803	2.80745	0.945403	0.581079	1.30401	0.741131	1.09021	1.05569	1.06784	1.72115	1.55719	0.894074	0.341347	0.779636	0.841174	0.698938	0.790255	0.881943	0.454545	1.38299	1.58227	0.193282	0.247384	0.895029	1.01091	0.859097	1.15488	0.354717
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	6.39356	22.8894	32.0439	53.007	51.7324	6.50507	2.71734	3.85489	0.687222	1.72598	1.99455	0.355422	0	0	0	0.375168	0.70693	0.981768	0.321685	0.656801	0.63194	0	0.145798	0.416729	0	0	0	0	0	0	0.462049	0.994896	0.470008	0.371268	0.873785	0.193674	0.308879	0.369932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.7549	1.0015	0.855691	1.35097	1.31014	0.917671	1.24027	1.37598	1.28477	1.12302	0.880708	0.606676	0.517882	0.366005	0.378203	0.38377	0.431147	0.326756	0.260121	0.312001	0.187961	0.278242	0.115046	0.236989	0.297165	0.315681	0.370133	0.243024	0.191171	0.2059	0.161465	0.321942	0.36557	0.241646	0.168751	0.156798	0.130928	0.0632369
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	2.97474	4.03293	2.60578	3.58594	7.69776	6.1263	4.49753	3.79309	3.33331	4.12622	1.94428	1.84676	0.792316	0	0	0	0.398348	0.455824	1.6288	1.17934	1.4216	1.1602	0.79366	0.767462	0.655877	1.80555	2.67791	1.06779	1.36422	1.34828	0.580105	0.724576	1.31571	1.56077	0.61368	1.0305	1.08182	0.70437
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.0293733	1.0337	1.27456	1.70726	3.65859	0.55401	0.837302	1.67056	1.66778	1.03491	0.820206	0.416885	0.622808	1.46469	0.407458	0.618273	0.67247	1.52265	0.425827	1.04907	0.712689	1.22485	0.481826	1.04613	2.09562	1.25458	1.12637	2.38252	1.23969	1.05748	1.11522	0.937594	1.56187	0.800443	0.829762	2.09185	1.61578	0.397985
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	3.1377	0.499635	3.51866	7.50466	9.1832	12.0842	11.6172	4.35688	9.25459	10.7652	1.44105	1.61875	0.963544	0.929457	0.936486	0.0759005	0.99151	0.0591639	0	1.99376	1.86614	2.845	1.20937	0.585721	1.19704	5.29158	2.0292	0.660359	5.31903	5.55921	0.708385	0	0.828451	4.87629	3.41655	0.305859	0	0.904412
