	chr16:29991406-29991555	chr16:29991556-29991705	chr16:29991706-29991855	chr16:29991856-29992005	chr16:29992006-29992155	chr16:29992156-29992305	chr16:29992306-29992455	chr16:29992456-29992605	chr16:29992606-29992755	chr16:29992756-29992905	chr16:29992906-29993055	chr16:29993056-29993205	chr16:29993206-29993355	chr16:29993356-29993505	chr16:29993506-29993655	chr16:29993656-29993805	chr16:29993806-29993955	chr16:29993956-29994105	chr16:29994106-29994255	chr16:29994256-29994405	chr16:29994406-29994555	chr16:29994556-29994705	chr16:29994706-29994855	chr16:29994856-29995005	chr16:29995006-29995155	chr16:29995156-29995305	chr16:29995306-29995455	chr16:29995456-29995605	chr16:29995606-29995695	chr16:29995696-29995755	chr16:29995756-29995905	chr16:29995906-29996055	chr16:29996056-29996125	chr16:29996126-29996205	chr16:29996206-29996275	chr16:29996276-29996355	chr16:29996356-29996505	chr16:29996506-29996655	chr16:29996656-29996805	chr16:29996806-29996955	chr16:29996956-29997105	chr16:29997106-29997255	chr16:29997256-29997343	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.74509	1.40979	0.883449	1.12254	0.77686	0.64749	0.668357	1.99651	1.44769	1.12965	0.184586	0.666815	0.506395	0.697123	1.43862	1.63231	1.53699	1.99648	2.05874	1.324	0.989456	2.09226	4.0536	4.29383	3.46376	3.7151	5.62352	3.35147	2.47504	3.4724	2.12785	3.25686	2.59075	1.83849	1.2426	2.17682	4.62868	5.22568	4.61741	3.16773	1.93761	1.25523	0.81554	0.65353
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	4.02167	6.77178	2.45921	2.89198	1.88452	2.20766	1.72261	1.96299	4.85856	5.45424	3.68996	1.81579	1.74731	2.72568	2.99583	0.880487	0.871491	0.569834	1.20614	3.97751	3.44739	1.36687	3.13292	4.22153	6.06005	5.47143	13.2935	10.7975	8.63394	17.338	43.0205	57.1738	16.7789	5.34488	13.7894	24.7136	27.6031	15.4312	4.91441	2.89669	4.14977	3.46353	1.23024	0.293578
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	2.52318	2.69203	2.0627	1.21032	1.37304	1.4766	1.24633	1.93469	0.768778	1.20176	1.1222	0.832698	1.84808	3.41213	2.86107	2.56791	2.95031	1.29646	0.893911	1.79168	2.67499	1.74642	4.33677	3.56903	2.56662	2.52623	5.00966	5.02961	3.77635	4.26238	4.22103	7.2057	6.33258	4.91849	4.14799	6.33262	11.5979	10.4876	7.58113	3.23396	2.50305	1.12805	0.94475	0.598214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0	0	0	0.0593619	0.519281	0.0296821	0.502523	0.0760581	0	0	0	0	0	0.48775	0.105716	0	0.266709	0.397755	1.00524	2.42975	1.33911	1.38548	0.842059	3.0752	3.42946	4.57846	4.20289	4.27212	26.8013	44.9538	70.3863	16.983	3.74545	1.97535	2.79262	2.9324	2.02542	0.962629	1.04996	1.8709	1.62004	0.758746	0.747723
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0.661389	0.503025	0.426692	0	0.379108	0.974372	0.0653328	0	0.08281	0.343573	0.195188	0.0045064	0.527262	0.213883	0	0.00118293	0.534145	0.662765	0.569439	1.1668	1.26354	1.22788	2.30027	3.96677	3.29225	9.22626	12.8554	13.9989	29.6771	49.0755	34.1647	17.8265	7.54635	6.10461	7.79031	6.94172	4.33863	0.530381	0.235821	0.239255	0.0873693	0	0.66087
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.38321	1.66611	1.29382	1.65155	2.38292	2.3134	1.69773	1.23635	1.5251	2.06451	1.88807	1.42594	0.695294	0.966607	0.799804	0.7956	1.38407	2.47975	2.7166	2.42997	1.16521	1.85299	2.47446	2.96284	4.6972	6.00775	8.94279	14.0568	24.0715	40.3375	66.7847	71.0643	34.6104	14.3385	7.24071	7.32631	7.52534	8.13494	6.57545	3.19122	2.93132	1.11844	1.75832	0.573883
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.244421	0.703418	0.69144	0.33605	0.912459	0.217707	0.283839	0	1.24096	0.400038	0.229823	0.305084	0	0	0	0	0.971182	0.657725	0.449736	1.43383	1.23277	1.41018	2.54287	3.91337	8.20464	5.41251	13.3471	9.91067	6.9407	17.2478	33.0438	41.7732	12.6312	3.63817	3.97736	4.84929	6.07947	4.45673	3.61453	3.12566	0.333405	0.223131	0.329778	0.701513
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.249909	0.336498	0.397694	0.468637	0.163646	0.16147	0.143174	0.385908	0.418362	0.364326	0.305412	0.622363	0.350408	0.220132	0.164185	0.248014	0.340327	0.50764	0.975799	1.33321	1.16476	1.34627	1.75446	2.15051	1.52798	1.28965	1.50454	1.11182	0.876149	1.22327	1.4154	1.83768	1.40105	1.12882	0.972661	0.935324	1.1316	1.33012	2.2945	1.58745	1.29216	0.572567	0.341746	0.668091
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.326625	0.421607	0.452788	0.660722	1.02004	2.16631	0.746828	0.383973	0.439231	1.32742	0.736413	1.44172	1.20414	0.414239	1.15959	1.19373	0.721577	1.38828	1.81887	2.36914	1.44677	1.00666	2.25243	2.94586	3.65408	5.37793	10.0298	9.14484	9.67341	16.8858	25.3706	25.6587	8.77194	4.93879	7.5438	10.8742	10.9427	7.85544	4.67562	2.5494	2.80033	2.28065	0.46562	0.751724
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	2.37546	2.10215	1.60579	0.469633	1.33648	4.13199	2.81765	2.91911	3.9099	2.419	1.6567	0.475243	0.505404	1.70853	1.86013	1.61855	2.81377	1.22906	2.26714	1.34618	0.535819	1.84349	3.64352	5.69408	5.6942	5.63041	10.8154	26.5462	18.7882	24.5377	43.8675	39.4446	12.9796	3.7104	4.05637	11.7235	18.5001	12.1315	7.41328	3.53563	5.41167	1.04982	0.578267	0.325626
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	0.516763	1.32392	0.626367	1.02614	0.233193	1.47335	1.19607	1.4896	3.57306	2.49196	0.303777	1.12555	1.77318	2.40633	1.02175	0.593945	1.76501	3.07625	5.50091	4.60052	5.00297	7.173	8.23596	12.2079	15.2274	15.4287	25.5131	21.9782	8.07232	34.5089	81.967	115.625	23.0614	2.64394	6.02165	23.0448	28.2232	16.8296	8.56609	5.23464	3.1173	0.468769	0.0446864	0.579365
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0.924613	1.10426	0.858185	0.63145	0.54986	1.63901	0.844096	1.1859	0.477743	0.28684	0.436352	1.19183	0.787935	0.930675	0.888443	0.914001	1.09882	1.01611	2.13846	1.46262	0.987698	2.23061	1.6339	2.59615	2.10912	1.9192	2.31282	2.31059	2.2708	3.02373	2.63604	2.65837	0.727329	0.648302	1.02236	1.60491	3.62076	3.22256	2.44382	3.35459	1.69005	0.426141	0	0.622535
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	0.475073	2.60232	2.69288	3.30534	4.7906	1.0059	1.09413	2.55114	1.15144	6.53062	4.80784	2.34322	0.464209	2.87662	2.4413	5.20824	2.19873	2.26574	4.76266	6.10173	4.92119	0.703171	0.806601	0.949143	2.13694	1.92592	7.29275	6.27638	2.82406	7.80873	24.7144	24.494	6.12162	2.68374	4.83709	7.70214	9.78601	10.123	8.92068	4.76887	5.68046	5.24178	3.02786	0.284553
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	2.38952	2.26686	2.31588	0.321334	1.52824	2.38108	0.832528	0.648824	1.1747	3.02301	0.088638	0.820054	0.475841	0.894975	1.37314	1.11012	0.301629	1.44815	1.08945	0.638607	3.11435	3.2809	2.0701	3.00786	3.4199	3.73295	10.8136	7.1676	7.44128	17.144	48.1433	35.9581	17.939	7.99457	5.09538	9.58763	21.4815	18.0179	5.86279	1.90884	1.7731	0.556344	0	0.442308
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.218022	1.13768	3.65239	2.14497	0.891207	1.3178	3.73954	2.52656	2.52345	1.2232	1.07128	0.156407	0.372067	1.30356	2.06676	0.0924222	0.47402	3.06699	2.17342	2.85605	3.34426	5.68124	5.33047	4.1193	6.61273	5.97515	6.40414	7.84281	7.75037	30.0712	38.0349	46.5823	12.8704	4.35516	1.00566	1.15546	2.82287	1.79944	1.91289	2.44068	0.474004	0	0	0.836712
