	chr1:27353169-27353318	chr1:27353319-27353468	chr1:27353469-27353618	chr1:27353619-27353768	chr1:27353769-27353918	chr1:27353919-27354068	chr1:27354069-27354218	chr1:27354219-27354368	chr1:27354369-27354518	chr1:27354519-27354668	chr1:27354669-27354818	chr1:27354819-27354968	chr1:27354969-27355118	chr1:27355119-27355268	chr1:27355269-27355418	chr1:27355419-27355568	chr1:27355569-27355718	chr1:27355719-27355868	chr1:27355869-27356018	chr1:27356019-27356168	chr1:27356169-27356318	chr1:27356319-27356468	chr1:27356469-27356618	chr1:27356619-27356768	chr1:27356769-27356918	chr1:27356919-27357068	chr1:27357069-27357218	chr1:27357219-27357368	chr1:27357369-27357518	chr1:27357519-27357618	chr1:27357619-27357668	chr1:27357669-27357818	chr1:27357819-27357968	chr1:27357969-27358118	chr1:27358119-27358245	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	1.59953	1.01898	0.365801	0.408981	0.537085	1.3383	1.50996	0.297705	0.432646	0.356936	0.82823	0.632348	0.455591	0.0648389	1.64521	0.889359	1.92849	1.65833	2.95084	1.38394	2.05199	1.59932	1.17163	1.11792	1.96219	1.80202	2.20412	3.7655	3.44142	1.87178	1.21426	1.96421	2.0839	1.06125	1.53943	0.402985
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	2.16836	1.81101	0.614872	0	1.5603	2.64504	1.51606	1.62492	0.423367	0	0	0	0.278213	1.35914	1.82851	1.56094	0.430213	0.197338	0	0	1.15079	2.03216	1.78201	0.338694	3.18131	3.24112	3.4641	2.15571	3.34148	2.76488	0.775566	1.01167	1.10727	1.34067	0.994243	0.407519
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.321731	0.706218	1.07248	0.653433	0.778996	1.1757	0.824073	1.25972	1.58481	0.686606	1.31401	0.544472	0	0.230221	1.46451	1.31264	1.02639	1.08343	0.180395	0.527542	0.437064	0.501028	0.662989	1.3098	0.409367	0.533471	0.656016	1.15577	1.56957	2.68074	2.35069	1.19086	1.10221	1.9509	2.6405	0.653971
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.463642	0.580477	0.424713	0.389482	1.23154	0.471094	0	0	0	0.402466	0.191049	0	0	0	0.183629	0.81249	0.866065	0.771591	0.283721	0.908759	0.294879	0.843902	0.706626	0.521135	0.60831	0.916196	0.856903	0	0	0	0	0.157664	0.435844	0	0.49503	0.69571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	3.52216	5.52795	5.50777	4.1099	3.07803	3.41486	2.35572	0	0	0	0	0	0.541241	3.60279	3.45966	3.25378	6.40967	3.01874	1.26632	0	0.893206	1.36807	0	2.32547	4.13618	2.59402	2.72275	3.6073	1.16621	0.525126	1.67838	1.33416	0	0	0	0.463115
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.419596	0.0995803	0.74333	0.453129	1.70913	0.741663	0.977153	0.316466	0	0	0	0.121675	0.515858	0	0	0	0	0	0	0	0	0.336734	0.724901	1.4474	1.13163	1.40271	1.52951	1.06573	2.39988	2.04436	0.270495	0	0	0	0	0.600629
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0.230991	0.510453	0.267256	0.241387	0.441942	0.306363	0	0	0	0	0	0	0	0	0.197905	0.192883	0	0.270036	0.161952	0	0.170842	0.193674	0	0.234321	0.285883	1.1915	0.918789	1.06157	1.43863	0.336293	0	0.26233	0.641607	0.352844	0.617162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.0942394	0.153969	0.159597	0.0096522	0.175071	0.0569001	0.0777323	0.0988642	0.256926	0.0643917	0.0419105	0.0284458	0	0.00508453	0.0980589	0.11909	0.126583	0.0545056	0.219437	0.533694	0.148698	0.0626596	0.175196	0.112524	0.0888751	0.134026	0.0821904	0.10074	0.126903	0.0393655	0.0323446	0.109767	0.122604	0.0591428	0.0714877	0.646707
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	2.539	1.1611	1.23235	0.944288	1.34372	0.800314	1.26057	1.31551	0.440927	0.0875875	0.524111	0.990305	0	0	0.418691	2.52564	1.5709	0.911642	0.704075	1.50261	3.30664	0.862654	2.17671	3.60063	1.758	1.37341	1.34968	4.27918	7.87387	5.95549	2.65481	1.91092	1.98538	1.29759	1.1399	0.111111
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.322279	1.03991	2.40277	3.87189	1.6801	1.60638	1.92354	1.16739	0.720362	0.723548	0.0510048	0.0765072	0.624777	2.11047	1.38047	4.14748	3.77716	1.75045	3.2355	1.35465	1.25902	2.06871	1.40885	2.87193	5.20018	5.08081	4.22292	4.31903	7.86986	9.17512	2.45755	0.0701231	0.288994	0.306001	0.700238	0.0522388
