	chr9:35105068-35105217	chr9:35105218-35105367	chr9:35105368-35105517	chr9:35105518-35105667	chr9:35105668-35105817	chr9:35105818-35105967	chr9:35105968-35106117	chr9:35106118-35106267	chr9:35106268-35106417	chr9:35106418-35106567	chr9:35106568-35106717	chr9:35106718-35106867	chr9:35106868-35107017	chr9:35107018-35107167	chr9:35107168-35107317	chr9:35107318-35107467	chr9:35107468-35107617	chr9:35107618-35107767	chr9:35107768-35107917	chr9:35107918-35108067	chr9:35108068-35108217	chr9:35108218-35108367	chr9:35108368-35108517	chr9:35108518-35108667	chr9:35108668-35108817	chr9:35108818-35108967	chr9:35108968-35109117	chr9:35109118-35109267	chr9:35109268-35109417	chr9:35109418-35109567	chr9:35109568-35109717	chr9:35109718-35109867	chr9:35109868-35110017	chr9:35110018-35110167	chr9:35110168-35110317	chr9:35110318-35110467	chr9:35110468-35110617	chr9:35110618-35110628	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.703475	1.49191	0.704938	0.229059	0.889235	1.40226	1.34844	1.14825	0.625266	0.60332	1.0164	1.53215	1.22373	0.82247	0.187938	0.256302	0.525334	2.2054	1.85659	2.11131	0.667972	0.647919	1.05649	0.995156	1.91893	1.48033	0.656711	1.03035	1.087	0.979168	1.26648	1.32194	1.01289	1.09898	1.59645	1.78125	0.992913	0.98668	0.721574
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	10.4564	4.65239	1.89961	4.14864	4.97951	4.09232	5.16258	2.42755	3.38734	4.62853	6.96179	4.35505	3.63264	2.43573	1.21719	1.73335	3.17042	2.056	3.28994	2.86541	6.95198	6.84055	6.22432	2.69421	1.44064	3.66171	5.01043	5.51856	3.65313	6.96752	2.93642	2.80409	1.65833	1.79177	2.41868	3.63181	3.02118	3.77517	0.800971
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.53373	1.31843	1.06327	1.19372	2.21489	1.91915	3.79461	3.33456	2.25479	2.61394	1.94254	5.07625	2.9719	0.406802	1.37868	1.63946	2.39422	2.72533	3.0326	2.41646	5.11066	3.2272	1.57225	3.14164	2.69704	2.54751	1.78171	2.5383	2.05487	1.34442	1.45571	2.00476	1.87363	2.2598	4.49847	3.23	2.74936	4.9912	0.829609
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.144682	1.9485	0.784108	0	0.678832	1.07388	0.571205	0.050073	0	0	0	2.02357	0.812361	0.395068	0.324618	0.0055654	0	0	0.172495	1.36322	1.20372	0.228132	0.664012	1.44894	0.676084	1.78004	0.82328	1.6692	1.13196	1.30506	0.406905	0.690578	0.651035	1.75833	2.61707	1.59137	1.45076	2.13759	0.613636
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001557.1.172430a8-ba30-44b6-abad-138674660deb.fc.signal	2.01563	2.45245	4.09008	1.42196	1.99016	0.828272	2.80645	11.8945	5.35315	4.44394	5.71392	2.97877	1.53234	1.10073	1.34056	0.493856	2.68987	10.4402	8.98104	20.0075	20.568	22.1607	20.8606	20.364	21.4241	26.4412	17.9686	14.3877	16.3456	13.5793	30.3237	17.9499	23.758	15.1312	9.66773	13.6487	9.9116	9.18926	0.836538
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0.229109	0.438995	0.786547	0.0195809	0	0	0	0	0	0	0.13841	0.281606	0.092998	0.624086	0.333552	0.273168	0	0	0	0	0	0	0.550455	0.995208	0	0	0	0.327822	0.0581091	0.609903	0.753811	0.486759	0.506503	0.323758	0.215779	0.21293	0.694561
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	1.73782	0.639159	1.20688	1.49486	0.917396	2.10612	1.89715	1.05473	0.54352	0.523142	1.15955	2.25963	1.5259	1.39995	2.14546	2.34056	1.42243	1.32448	1.45557	1.59488	0.728677	1.14879	0.951453	0.731306	0.417789	0.558568	1.69534	1.40783	2.05476	2.46899	1.13421	0.708015	2.35258	3.60808	3.23185	3.15651	2.84072	3.40042	0.543796
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.164215	0.392573	0	0.165066	0.38833	0	0	0	0	0.711075	0.244695	0.0952816	0.136685	0	0	0	0.380891	0.52497	0.120161	0	0	0	0	0.353004	0.58807	0.0959833	0	0.146703	0.150528	0	0.137268	0.526371	0.10642	0.476591	0.336326	0.439143	0.633404	0.80959	0.708661
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	1.07494	0.525402	0.354934	0.306472	0.628339	0.570701	0.757068	0.69666	0.699781	0.44609	0.335142	0.449845	0.603178	0.341691	0.209773	0.155103	0.243955	0.270869	0.326234	0.373317	0.304004	0.293526	0.257801	0.278121	0.32024	0.544445	0.814647	0.424554	0.666241	0.833037	0.966602	1.10999	0.714299	0.724582	1.2385	1.41301	0.716314	0.710782	0.721751
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	2.35043	2.36823	0.721565	0.693376	0.617655	0.345896	0.270185	0	0.512175	1.73723	0.827016	1.14033	1.51896	0.806206	0.495867	1.07945	1.5323	0.420198	0.342979	0.955176	1.52342	0.684457	0.0608659	0.501802	1.50649	1.27539	0.766107	1.52044	0.319206	0.533018	0.990702	0.828492	0.264247	0.0861029	0.898249	1.68375	1.32442	0.89088	0.54717
