	chr3:53716182-53716331	chr3:53716332-53716481	chr3:53716482-53716631	chr3:53716632-53716781	chr3:53716782-53716931	chr3:53716932-53717081	chr3:53717082-53717141	chr3:53717142-53717231	chr3:53717232-53717381	chr3:53717382-53717531	chr3:53717532-53717681	chr3:53717682-53717831	chr3:53717832-53717981	chr3:53717982-53718131	chr3:53718132-53718281	chr3:53718282-53718431	chr3:53718432-53718581	chr3:53718582-53718731	chr3:53718732-53718881	chr3:53718882-53719031	chr3:53719032-53719181	chr3:53719182-53719331	chr3:53719332-53719481	chr3:53719482-53719631	chr3:53719632-53719781	chr3:53719782-53719931	chr3:53719932-53720081	chr3:53720082-53720231	chr3:53720232-53720381	chr3:53720382-53720531	chr3:53720532-53720681	chr3:53720682-53720751	chr3:53720752-53720831	chr3:53720832-53720981	chr3:53720982-53721131	chr3:53721132-53721241	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.259832	0.186617	0	0	0.272656	0.914428	0	0	0	0.0222616	0.678821	0.485907	0.643579	1.13696	0.413601	0.773436	0	0	0	0	0	0.267079	0.326424	0.0389506	1.67806	0.942679	0.720862	0.408631	0.0582587	0.397191	0	0.396402	0.786255	1.05473	1.67812	2.49896	0.213873
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.371954	0.249158	0.415887	0.0428108	0.0924381	0.103359	0	0	0.0272175	0.370033	0.028392	0	0	0	0.271049	0.450654	0.698641	0.0749804	0	0.384531	0.19476	0	0	0.287791	0.178467	0	0	0.157547	0.426243	0.571757	0.511603	0	0.341403	1.1323	0.650477	0.429869	0.105419
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.853059	0.876133	0	0	0.38243	0.224218	0.190614	0.489768	0.140252	0.0953199	0.414077	0	0.158393	1.05916	1.27112	0.00756533	0	0	0.139695	0.333154	0.397871	0.340046	0	0	0	0	0.453119	0.143267	0	0	0	0	0	0.409405	0.585549	0.110131	0.127045
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	1.00145	0.516131	0.190834	0.56942	0.361046	0.498119	0.826933	0.866498	0.648198	0.442846	0.381164	0.0929693	0.0975433	0.429925	0.465107	0.274993	0.0938597	0	0	0.12614	0.750098	0.785817	0.23618	0.010208	0	0	0	0	0	0	0	0	0	0.0839319	0.625877	0.974194	0.333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	1.27462	1.2383	1.06565	0.204781	0.434811	0.903807	0.946536	0.257587	0	0.459792	0.60661	0.247283	0	0.731947	0.839158	0.598884	0.394108	1.36767	1.10254	1.76854	1.72212	0.193925	0.449696	1.93126	1.7311	1.32175	3.81295	1.51388	0.876775	0.447638	1.02667	1.1054	0.611188	0.938146	2.50487	1.09673	0.568928
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.457587	1.07108	0.379066	0.619135	0.143561	0.161472	0.3364	0.142036	0	0.113255	0.248789	0.185061	0.453898	0.460986	0.190627	0.577712	0.183934	0.037004	0.333036	0.0112133	0	0.494615	0.343173	0.851254	0.217575	0.140167	0.437215	0.411377	0.286967	0.301571	0.41831	0.721025	0.704507	0.338678	0.625011	0.455743	0.355769
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.deb161f9-8c5a-42cb-af84-131a7fc1593f.fc.signal	0.281683	0.225033	0.811447	0.751272	1.22037	0.740201	0.994368	0.942365	0.34247	0.698824	0.857737	0.608234	0.788598	0.379269	0.931064	0.735012	0.566938	0.0645281	0.626913	0.439002	0.624267	0.959161	0.953171	1.08236	0.754727	0.857154	0.378627	0.22486	0.199856	0.133805	0.446916	0.3745	0.756128	0.59831	0.18834	0.18585	0.432642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0.204725	0.197016	0	0	0	0	0	0.101635	0.378669	0.148328	0	0.158368	0.138182	0.595044	0.53225	0.255784	0.162169	0	0.146522	0.404285	0.605974	0.344792	0.0411212	1.08649	2.03204	1.60067	1.3857	1.68047	1.86389	3.2431	2.0862	3.81409	8.36223	9.83819	11.5344	2.87396	0.198198
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004647.3.6c7e93ea-bf0c-48a2-82fb-1c49e3dc143b.fc.signal	3.76004	4.04851	3.04555	2.98862	2.23036	1.75376	2.09101	1.66899	0.855007	0.658837	0.806967	0.48798	0.437661	1.02079	0.937174	0.647326	1.04585	0.758398	0.739128	0.653298	0.569133	0.29698	0.839188	1.26814	1.13245	0.880379	0.774343	0.753514	0.904573	0.99118	0.817749	0.54363	0.665617	0.704163	0.772981	0.90614	0.586806
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	1.09675	1.07601	1.04362	0.678012	0.326275	0.553056	0.349033	0.276394	0.450468	0.299279	0.44738	0.542374	0.333417	0.195919	0.121099	0.143468	0.245284	0.114157	0.251455	0.517572	0.384129	0.598565	0.594708	0.270494	0.476935	0.710145	0.630652	0.794952	0.805455	0.824543	0.741766	0.556503	0.296092	0.461827	0.940124	0.436926	0.108911
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0.12524	0.193291	0.250643	0.0998519	0	0	0	0	0	0.101541	0.137038	0.0387301	0	0	0.248788	0.0955856	0	0	0	0	0	0	0	0	0	0.110407	0.251778	0.25688	0.549771	0.848969	0.46708	0.354333	0.859174	0.904572	0.791066	0.705026	0.222222
