	chr15:58539285-58539434	chr15:58539435-58539584	chr15:58539585-58539734	chr15:58539735-58539884	chr15:58539885-58540034	chr15:58540035-58540184	chr15:58540185-58540334	chr15:58540335-58540484	chr15:58540485-58540634	chr15:58540635-58540784	chr15:58540785-58540934	chr15:58540935-58541084	chr15:58541085-58541234	chr15:58541235-58541384	chr15:58541385-58541534	chr15:58541535-58541584	chr15:58541585-58541684	chr15:58541685-58541834	chr15:58541835-58541984	chr15:58541985-58542134	chr15:58542135-58542284	chr15:58542285-58542434	chr15:58542435-58542584	chr15:58542585-58542734	chr15:58542735-58542884	chr15:58542885-58543034	chr15:58543035-58543184	chr15:58543185-58543334	chr15:58543335-58543484	chr15:58543485-58543634	chr15:58543635-58543784	chr15:58543785-58543934	chr15:58543935-58544084	chr15:58544085-58544234	chr15:58544235-58544384	chr15:58544385-58544467	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.874485	1.56292	1.6486	1.70135	2.44747	1.96529	1.45961	1.71749	2.01737	2.00809	1.74511	1.84031	2.2211	1.24484	1.36995	1.64916	1.29723	1.63135	2.97651	2.89588	1.93691	1.99992	1.50324	0.85422	1.46072	1.09056	1.58667	1.65513	1.97708	1.38775	0.692051	1.67142	1.23827	1.1632	1.51256	1.8699	0.292394
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0.394129	0.921648	0	0	0.801484	0.435673	0	0.782648	0.738421	0	0	0	0	1.67104	2.60292	0.88044	0.440242	1.17697	1.99449	1.23405	0	0.251567	1.33903	0.0179691	0.359381	2.00766	0.732549	0	0	0	0	1.75193	1.4824	0	0.451083
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	0.32634	0.242641	1.22921	1.66124	2.41674	1.08073	1.6278	1.04687	2.06975	1.99811	1.32764	1.63136	1.32233	2.31081	1.77666	0.907034	0.836021	1.14985	2.0602	2.9831	3.77152	2.38498	2.06894	2.39525	3.50982	1.82056	2.37129	3.12477	2.70095	2.41941	2.32812	2.56803	2.11586	1.74567	2.04251	1.70426	0.37758
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.505916	0.971284	1.73617	1.18773	1.33691	0.438471	0.374952	0.912457	1.04203	0.725244	0.945735	0.479234	0.463904	1.52263	1.15296	0.612413	0.583874	0.477205	0.295941	1.14297	2.1592	1.725	1.08961	0.628694	0.5551	1.1244	1.10234	0.877529	0.805572	0.470587	0.574026	1.56122	2.12985	3.44544	2.12646	1.23934	0.497741
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003846.4.a8b62515-f113-4847-973f-317b45173002.fc.signal	0.966612	0.288701	0.0302001	0	0.248106	0.710502	1.30391	0.863338	0.56619	0.00264493	0	0.008266	0.477304	0.452186	1.17028	0.812169	0.10639	0	0	0.568575	0.526674	0.319249	0.224215	0.169417	0.696586	0.534384	0.478863	0	0.166241	0.548766	0.479963	0.0132256	0	0.153758	0.494882	0	0.87
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.657291	0.442069	0.619527	0.562569	0.759082	0.542433	0.584285	0.653328	0.119557	0.257865	0.476717	0.485177	0.56516	0.852333	0.800654	0.738176	0.784456	0.378728	0.20826	0.620933	0.662585	0.678012	0.372557	0.451473	0.498813	0.181485	0.33517	0.308533	0.271326	0.443152	0.688811	0.531458	0.674927	1.07447	0.52563	0.220248	0.274341
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.f2b1cfa1-231f-48d8-af6a-ed3f48905f6f.fc.signal	0.0796625	0.685964	0.342283	0.233647	0.457685	0.643288	0.155755	0.120608	0.294423	0.330889	0.0910939	0.0734693	0	0.184416	0.0648754	0	0	0.0365134	0.111128	0.380373	1.04678	0.612706	0.365213	0.446594	1.21943	0.549082	0.347492	0.106264	0.331762	0.275973	0.204211	0.125409	0.0946861	0.098764	0.0620298	0.066486	0.912
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001914.1.d83c61fb-c563-40ff-afb5-9fc097a52b75.fc.signal	2.29566	0.965441	0.982846	1.4627	0.473985	0.962265	0.670001	0.831365	2.42802	0.84757	0.64005	0.853151	0.311742	0.774262	0.728932	0.854201	3.59061	1.34443	0	1.0794	3.76075	3.8302	1.59028	1.02123	0.957931	0.515986	0.91961	1.7135	0.849157	0.579922	1.86625	1.08792	0.428604	1.20208	0.793572	0.704123	0.742857
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000105.3.75dc7695-5570-417f-b77e-a36e3462482f.fc.signal	0.661136	0.619962	2.67643	0.990754	0.343982	0	0.670475	0.766073	0.257526	0	0	0	1.61257	3.40485	1.31165	0.80011	0.0880121	1.73869	1.7015	0.44541	0.938752	0.617979	1.21834	1.17528	0.929439	0.282873	0	0.538805	1.10519	0.86191	2.3935	0.154679	1.35068	4.35581	3.80196	2.05661	0.986047
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.b69b018c-be0b-42b3-9bd0-adb684b6c71f.fc.signal	0.0298734	0.601919	0.180636	0.92906	1.91416	0.828693	0.164856	0.352383	1.18487	1.24261	1.20421	0.395395	0.852	1.94572	0.338247	0.542556	0.328336	1.29467	2.11977	2.02385	1.017	0.729339	1.87483	1.5903	0.951235	0.316462	0.915507	1.47028	0.471051	0.822812	0.456904	0.174744	0.534632	2.29337	0.969485	0.37448	0.841584
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001901.1.bd86e759-1531-4112-8c3a-ef0446d756a3.fc.signal	2.16894	2.44865	2.45751	2.69417	1.88615	1.36657	0.913977	1.99303	1.86121	3.84607	2.26056	2.45696	2.6231	1.38063	1.49176	1.7313	2.41614	2.01975	1.88404	2.76252	2.18667	1.80695	1.44796	1.40476	2.28554	2.04556	3.2001	4.63946	3.62501	2.65761	2.97328	2.29503	2.33937	2.64472	2.58871	3.24187	0.359694
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001875.2.6632043e-47cf-4bfd-b8e1-020b2411b571.fc.signal	1.23125	0.371908	1.00876	1.53718	0.571821	0.188139	0.40861	0.751109	0.653107	0.463642	0.600876	0	0.668569	1.57285	0.524123	1.49935	0.170195	0	1.04346	1.01852	0.580905	0.325917	0.770194	1.00688	1.09897	0.0863412	0	0.103941	1.08892	0.92495	0	0	1.62544	1.29662	0.545923	0	0.233759
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003809.1.88fb2a51-3313-49d0-b432-b95b6b91fc4b.fc.signal	0.80968	0.848375	3.13214	3.27483	2.26847	2.61084	2.65181	2.25674	1.27489	2.27902	2.48971	3.1936	2.90302	2.62349	4.29035	5.59826	5.57066	3.60043	2.77145	2.07574	3.38118	3.00526	2.80165	2.33283	2.73804	2.46083	2.04877	2.17119	3.74698	2.03573	1.41856	1.39189	2.37256	3.40353	2.35914	1.74696	0.400988
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003835.4.bcf78771-4438-44b9-b60f-ce0703898bd2.fc.signal	0	0	0	0	0	1.56479	0.92369	0.630196	1.14858	0	0	0	0	0	0.331311	0.89254	0.543064	0.765742	2.32016	1.83571	1.0311	0	0	0	0	0	0	1.67426	1.20069	1.55918	0	0	0	0	0	0	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001902.1.526cb17b-4947-475e-9954-5626d82b7161.fc.signal	1.32039	1.47686	2.08273	2.09152	2.05525	0.900325	1.31016	1.13714	1.15633	1.92964	0.814224	1.2364	2.28791	3.41778	2.44161	2.86225	3.03216	2.65019	1.83278	2.27533	2.87369	3.01666	4.13267	1.03374	0.771403	1.22206	3.33755	1.95552	2.64157	2.58572	0.50647	0.288361	1.23928	1.51131	3.01741	2.86332	0.440395
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003811.1.705a3dcb-b728-43db-b37f-bbceaf83732a.fc.signal	2.23403	2.12169	1.25582	2.47999	2.24175	1.972	1.0708	1.71607	3.09003	2.45747	2.49585	1.96512	1.83165	2.8468	2.92323	2.18096	1.91388	2.33588	2.75266	1.73404	2.45845	3.79074	3.14786	3.07821	2.73548	1.76085	1.62372	2.33324	1.96599	1.3216	1.18921	0.907122	1.29217	1.96508	1.83919	2.38161	0.380986
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.9d98dd69-4d9c-4c81-bc8f-9c0f23e13a7b.fc.signal	0.476166	0.391386	0.332361	0.215121	0	0.0100371	0.167602	0.0755681	0.111425	0.0271322	0.107293	0.140702	0.0410023	0.0281401	0.327703	0.228498	0.123775	0.182764	0.11349	0.608942	0.489808	0.273268	0.451883	0.326693	0.626206	0.538523	0.0031392	0	0.205412	0.300379	0	0	0	0.22596	0.280649	0	1
