	chr1:151101062-151101211	chr1:151101212-151101361	chr1:151101362-151101511	chr1:151101512-151101661	chr1:151101662-151101811	chr1:151101812-151101961	chr1:151101962-151102111	chr1:151102112-151102261	chr1:151102262-151102411	chr1:151102412-151102561	chr1:151102562-151102711	chr1:151102712-151102861	chr1:151102862-151103011	chr1:151103012-151103161	chr1:151103162-151103311	chr1:151103312-151103461	chr1:151103462-151103611	chr1:151103612-151103761	chr1:151103762-151103911	chr1:151103912-151104061	chr1:151104062-151104211	chr1:151104212-151104361	chr1:151104362-151104511	chr1:151104512-151104661	chr1:151104662-151104811	chr1:151104812-151104961	chr1:151104962-151105111	chr1:151105112-151105261	chr1:151105262-151105411	chr1:151105412-151105501	chr1:151105502-151105561	chr1:151105562-151105711	chr1:151105712-151105861	chr1:151105862-151106011	chr1:151106012-151106161	chr1:151106162-151106175	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.986194	0.514442	0.855726	0.356284	0.0037012	0.375672	1.07256	1.01374	0.586741	0.534758	1.01924	1.53843	1.37703	1.16602	0.856894	0.561219	0.855422	0.362175	0	0.398779	1.55009	1.31445	0.895488	1.00166	0.78152	1.28642	0.849414	0.38332	0.0730511	0.0684478	0.51246	0.948589	0.524765	0.188761	0.309727	0.482121	0.391167
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	1.1572	0.120962	0	0.226419	0.670636	1.00872	0.184569	0	0.322059	0.258862	0.899717	0.483958	0.220245	0.0547264	0.0758989	0.844943	0.0652937	1.24819	0.941274	0.991087	0.338519	1.88918	0.445727	0.971427	0.333419	0	0.181235	0.599295	0.00214627	0.305824	0.461419	0.301315	0.928166	0.425322	0.423367	0.60481	0.318919
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.807474	1.41614	0.646111	0.905254	1.72344	0.678802	0.459996	1.38271	0.611848	1.83141	0.896669	1.01804	0.351643	0	0.742665	0.784378	0.229263	0.117226	0	0.0137438	1.65731	2.16753	1.30559	0.488715	0.43948	0.321566	2.57515	0.466572	0.313496	0.913234	0.87911	0.785331	1.8721	0.56843	1.12867	1.45659	0.38369
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.543386	0.259647	0	0	0	0	0.478252	0.973744	0.328266	0.69369	1.80651	2.71911	2.16138	0.239261	0	0.103855	1.44484	0.293057	2.19975	1.29927	0.483297	1.05707	0.839655	1.23625	0.436797	1.03333	1.22139	0.300446	0.309714	0	0	0.114332	0.303509	0.40345	0.144655	0	0.45034
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.172708	0.349339	0	0	0	0.319488	0.258587	0.161867	0.485266	0.01183	0.00579453	0.358076	0.0408127	0	0	0	0.0867277	0.387953	0.1421	0.27887	0.573058	0.598523	0.937152	1.37489	0	0	0	0	0	0	0	0	0.491656	0.134854	0	0	0.733068
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0	0.220394	0.345047	0.295243	0.598645	1.45553	0.894038	0.375123	0.730296	0.398853	0.308165	0.555813	0.722551	0.530815	0.316322	0.122526	0.95969	1.27734	1.28195	1.10196	1.5166	1.25011	0.552658	0.804468	0.651525	1.15539	1.5393	0.693981	0.515178	1.30252	1.50533	1.1375	0.746949	0.526392	0.0893983	0	0.591304
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0	0	0	0	0.040072	0.329052	0	0	0	0.523667	0.327029	0.621041	0.545875	0.293126	0.89214	0.473114	0.408998	0.68727	0.145842	0.257687	0.0683745	0.368686	0.830843	0.239988	0	0	0	0	0	0	0	0	0	0	0	0.72235
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.300673	0.240398	0.526187	0.577792	0.356153	0.163928	0.936814	0.922718	0.195389	0.128798	0.661129	0.55982	0.610846	0.228541	0.174226	0.0537325	0.518876	0.886201	0.0884677	0	0.196968	0.723449	0.27213	0.110858	0.15735	0.438891	0.699254	0.489083	0.244737	0	0.113848	0.411433	0.351549	0.175206	0.263379	0.269734	0.552795
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	2.2168	0.729024	1.50115	0.870217	0.582135	0.454639	0.595821	0.934425	0.803241	0.799434	1.31563	0.687267	1.0304	0.828507	0.711275	0.0285254	0.404098	0.555453	0.646349	0.630974	0.993198	0.962769	0.64954	0.593018	0.108599	1.11606	1.9086	1.90857	0.888192	0.881566	1.34032	2.23242	1.63138	0.687042	1.51602	0.596567	0.632353
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	0.235897	0.736295	0.40408	1.54266	0.869359	0.673161	0.890226	0.319376	0.34747	0	0	0.379958	1.55105	1.58736	0.420781	1.35466	1.40428	2.23162	1.80238	0.267104	1.3878	1.39226	0.85001	1.80685	1.27584	0.443623	0.353832	0	0	0	0	0.928195	1.96034	0.596079	0.194456	0	0.687601
