	chr15:56425105-56425254	chr15:56425255-56425404	chr15:56425405-56425554	chr15:56425555-56425704	chr15:56425705-56425854	chr15:56425855-56426004	chr15:56426005-56426104	chr15:56426105-56426154	chr15:56426155-56426304	chr15:56426305-56426454	chr15:56426455-56426544	chr15:56426545-56426604	chr15:56426605-56426624	chr15:56426625-56426754	chr15:56426755-56426904	chr15:56426905-56427054	chr15:56427055-56427204	chr15:56427205-56427354	chr15:56427355-56427504	chr15:56427505-56427654	chr15:56427655-56427804	chr15:56427805-56427954	chr15:56427955-56428104	chr15:56428105-56428254	chr15:56428255-56428404	chr15:56428405-56428554	chr15:56428555-56428704	chr15:56428705-56428854	chr15:56428855-56429004	chr15:56429005-56429154	chr15:56429155-56429304	chr15:56429305-56429454	chr15:56429455-56429604	chr15:56429605-56429754	chr15:56429755-56429904	chr15:56429905-56430054	chr15:56430055-56430204	chr15:56430205-56430239	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.199865	0.353465	1.91933	0.782849	1.00131	1.24562	0.891198	0.735828	0.622192	0.586588	0.00258056	0	0	0.185149	0.437292	0.648425	0.138795	0	0	0.198014	0.936544	0.888441	0.881056	0.35347	0.378697	0.233405	0.22763	0.0866757	0.13264	0.252406	0.212701	0.475203	0.479541	0.423411	0	0	1.03525	2.14212	0.634328
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.727739	0.282676	0.816127	0.505209	0	0.146559	0.840281	0.677183	0.736177	1.01169	0.398778	0.0204598	0	0.760667	1.32505	1.14745	1.79186	0.229996	0.461985	0.380658	0.363427	0.307501	1.01201	0.532881	0.817297	1.33901	0.708434	1.31102	0.508615	0.481284	0.274377	0	0.734008	0.203449	0.528332	0.746854	1.14171	1.06515	0.526971
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0.0999352	0.569265	0.515426	0.346812	0.62134	0.81241	0	0	0.409908	0.777159	0	0.101999	0.55636	1.43389	1.01639	0.196467	0.136416	0	0	0	0	0.499284	0.947936	0.214185	0.229835	0	0	0.73815	0.471088	0.710874	0.897826	0.178251	0.867157	0.200291	0	0	0	0.199579	0.675144
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.163482	0	0	0	0.0322632	0.414006	0.546824	0.716773	0.0228132	0	0.136332	0.335611	0.314691	0.26195	0.569435	0.049686	0.342052	0.799034	0	0	0	0.687744	0.787252	0.276229	0	0.222782	0.975394	0.796359	0	0.159333	0.929788	0.0124797	0	0.257466	0.385416	0	0	0	0.515213
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.275768	0.170675	0.0417975	0.432675	0.542778	1.07135	0.334479	0.300863	0.0710131	0	0	0.107511	0.358504	0.47622	0.301526	0	0.446165	1.0042	0.440245	0	0	0	0.274053	0.212645	0.332946	0.00202373	0	0	0	0	0	0	0.269834	0.737873	0.0730616	0.668698	0.855126	1.11718	0.565455
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.896961	0.0835017	0.180638	0.0853019	0.247809	0.612793	0.54473	1.29641	1.55511	1.63957	0.653626	0.0113433	0	0.186471	1.02224	1.94278	0.809799	0.0762419	0	0	0.0199643	0.134305	0.113433	0.040836	0	0.0653376	0.149748	0.333144	0.365812	0.0117971	0	0.237825	0.776187	0.528353	0.000907467	0.0798571	0.273228	0.820935	0.497942
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	2.17101	1.73588	2.50364	2.77317	2.56564	3.22121	3.45179	3.33566	3.78754	2.92717	2.75297	1.42941	0.526308	0.233827	1.39514	2.03816	2.02258	0.814574	0.531756	1.3145	0.827441	0.809646	0.641095	1.20551	2.465	1.6945	0.0818496	1.20002	1.70183	0.579274	1.11653	2.26205	1.81878	0.817368	0.747111	0.444665	0.488406	1.08031	0.566166
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0	0.733519	0.258271	0.471903	0.00318853	0	0.187283	0.483519	0.301729	1.6401	0.611213	0	0	0	0.604048	0.821203	0.101441	0	0	0	0	0	0	0	0	0	0	1.90707	0.293383	0	0	0	0.768549	0.698423	0	0	0.302963	2.04448	0.59633
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.aa854cbd-228f-48b3-bc4a-7a1e57daf907.fc.signal	2.09756	0.149899	0	0	0.958069	2.41484	1.48293	0.535421	0	0.832877	1.42714	0	0	1.07815	2.26902	0.0273072	0.885871	0.151275	1.02035	1.07794	0.387214	2.07274	1.26065	1.47552	0.720913	0.198859	0.24354	1.57453	0.0207261	0.672511	1.51347	0.627078	0	0	0	0	0	0.848467	0.610727
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0	0.0805732	0.991981	1.06748	0.609586	0.215371	0	0	0.102786	0.655723	0.970321	0.595414	0.329577	0.262776	1.0421	1.30442	1.47926	1.04521	1.34149	0.455081	0.850938	0.511976	0.047396	1.80959	0.609126	0.0797828	1.34536	0.933845	0.637584	0.457479	0.253625	0	0.277835	0.877434	0.043304	0	0.15414	0.479276	0.489642
