	chr11:74699092-74699241	chr11:74699242-74699391	chr11:74699392-74699451	chr11:74699452-74699541	chr11:74699542-74699691	chr11:74699692-74699841	chr11:74699842-74699911	chr11:74699912-74699991	chr11:74699992-74700141	chr11:74700142-74700291	chr11:74700292-74700441	chr11:74700442-74700541	chr11:74700542-74700591	chr11:74700592-74700681	chr11:74700682-74700741	chr11:74700742-74700891	chr11:74700892-74701041	chr11:74701042-74701191	chr11:74701192-74701341	chr11:74701342-74701491	chr11:74701492-74701641	chr11:74701642-74701791	chr11:74701792-74701941	chr11:74701942-74702091	chr11:74702092-74702241	chr11:74702242-74702341	chr11:74702342-74702391	chr11:74702392-74702541	chr11:74702542-74702691	chr11:74702692-74702781	chr11:74702782-74702841	chr11:74702842-74702991	chr11:74702992-74703141	chr11:74703142-74703291	chr11:74703292-74703441	chr11:74703442-74703591	chr11:74703592-74703741	chr11:74703742-74703891	chr11:74703892-74704041	chr11:74704042-74704146	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.30874	2.74157	2.28624	1.05872	1.98265	1.45682	1.34811	1.25906	1.68536	1.18932	1.46806	2.3347	1.57845	0.569933	1.08022	1.6376	1.56799	2.09056	1.17203	1.24405	1.699	1.72733	1.58583	0.320224	0.858312	0.863836	1.21937	1.5455	1.5832	1.02786	1.41206	1.47532	1.33954	0.974328	0.679572	1.66796	0.865722	1.38645	1.23453	1.38895	0.332016
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	2.40298	2.69198	2.28145	1.86923	1.59113	1.70529	1.31004	1.1121	1.03431	1.00584	0.850276	0.526109	0.547383	0.533357	0.623674	0.881102	0.856504	0.934176	0.577279	0.60334	0.839254	0.432569	0.357237	1.72878	1.41527	0.91981	1.2008	1.26711	1.16147	1.27149	0.95929	0.471307	0.251912	0.395032	0.672973	1.47274	1.77962	1.32199	1.4085	0.976636	0.550314
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.229856	0.337316	1.25944	1.3361	0.460571	0.483118	0	0	0.325343	0.493881	0.203084	0.707121	0.459116	0.269865	0.488145	0.757142	0.817275	0.704417	0.235686	0.163885	0.689855	0.0762309	0.400007	0	0.404314	0.568605	1.75434	1.62502	0.817484	2.14512	1.05378	1.07108	0.815086	0.194407	0	0.451672	0.752687	1.30615	0.828411	0.82684	0.396552
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.698138	0.613696	0.415484	0.36282	0.344082	0.705734	0.958726	0.825122	0.378837	0.327117	0.236799	0.30082	0.404955	0.276394	0.206332	0.0286457	0.376804	0.700565	0.976518	0.414209	0.666442	0.895528	0.42317	0.776814	1.00971	0.859483	0.636656	0.584691	0.742274	0.565573	0.417206	0.497854	0.291609	0.371016	0.428096	0.340163	0.241427	0.375705	0.474376	0.307431	0.558491
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.555de7dc-c653-4909-9c33-caf14688e0ce.fc.signal	1.641	1.95635	2.24638	1.7861	1.97816	2.25213	1.90711	1.29408	1.05616	1.35912	1.75867	1.09105	0.292186	0.0268299	0.0942382	0.509542	0.985093	0.963545	1.22286	1.6233	0.828743	0.407798	0.487003	0.923419	1.25401	0.749756	0.247752	0.15349	0.511396	0.868203	0.89014	0.210787	0.609262	1.17451	0.619614	0.554789	1.17177	1.30654	1.06052	0.617791	0.34375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.13102329-ee3d-4773-b2d1-9ab40cd17100.fc.signal	1.65901	1.47231	1.54387	1.88096	1.77385	1.58619	1.29275	1.16181	1.82289	0.9016	0.382455	0.945515	1.17724	0.824712	0.778497	0.95753	1.09037	1.05134	1.02694	1.42457	1.76365	0.936715	0.624487	1.27303	0.743304	0.56673	0.824168	0.529863	0.492767	0.725989	0.78212	0.445207	0.693942	0.835329	0.801178	0.420111	0.513414	0.236586	0.672469	0.516536	0.567943
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.7d6e7c7b-090f-4b2a-a7ba-f833c718a8ac.fc.signal	0.359124	0.86959	1.26599	0.965848	0.530074	0.83161	0.859021	0.972217	0.682294	0.539964	0.82994	0.437979	0.257106	0.482524	0.614683	0.837779	0.816254	0.209377	0.103505	0.288891	0.429384	0.189279	0.28591	0.724441	1.01786	0.794677	0.699596	0.526584	0.329702	0.441574	0.516458	0.344056	0.119577	0.17916	0.193183	0.300658	0.353253	0.282763	0.546493	0.344087	0.311178
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.f291fb29-a363-426c-a2c2-33a98c6182ef.fc.signal	1.42493	0.969332	1.20741	0.946402	0.342841	0	0.253418	0.537145	0.525206	0.265911	0.256426	0.421089	0.223675	0.0795044	0.125069	0.257888	0.0733528	0.00753653	0.0944685	0.0092934	0.125698	0.0933051	0.328734	0.249704	0	0.0296016	0.299916	0.606354	0.53306	0.351314	0.1319	0.124567	0.149874	0.149048	0	0.187442	0.25247	0.325119	0.156905	0.0871492	0.138122
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001009.4.25796c70-71fd-4536-b540-351ea027cd8b.fc.signal	2.96754	4.85192	4.12917	3.0294	2.38247	3.02642	2.14353	1.04915	2.01717	1.38472	0.478704	0.751657	0.694647	0.530917	1.11427	2.65151	2.44671	0.908794	1.70735	1.7806	1.95717	1.06867	1.50313	0.964535	1.62491	1.68647	1.97633	2.82636	2.26938	2.08228	1.8951	2.17587	1.14279	1.22044	0.957095	0.799476	1.63417	1.41908	1.69866	1.09754	0.338583
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004606.2.411a52db-8794-484a-8712-a21b0a7c3495.fc.signal	2.80984	5.21941	5.84813	2.46755	1.5734	4.47315	2.31966	1.08278	1.57323	1.17694	1.75529	1.80803	0.845539	0.927727	1.50666	0.371655	0.434424	0.676648	0.680589	0.885106	0.987857	1.11458	1.86963	0.497617	0	0.307755	0.554918	0.293484	0.564833	0.771548	0.340385	0.0960019	0	0	0	0.758923	1.33659	1.04029	1.48118	1.03319	0.413163
