	chr11:60933516-60933665	chr11:60933666-60933815	chr11:60933816-60933965	chr11:60933966-60934115	chr11:60934116-60934265	chr11:60934266-60934415	chr11:60934416-60934565	chr11:60934566-60934715	chr11:60934716-60934865	chr11:60934866-60935015	chr11:60935016-60935165	chr11:60935166-60935315	chr11:60935316-60935465	chr11:60935466-60935615	chr11:60935616-60935765	chr11:60935766-60935915	chr11:60935916-60936065	chr11:60936066-60936215	chr11:60936216-60936365	chr11:60936366-60936515	chr11:60936516-60936665	chr11:60936666-60936815	chr11:60936816-60936965	chr11:60936966-60937115	chr11:60937116-60937265	chr11:60937266-60937415	chr11:60937416-60937565	chr11:60937566-60937715	chr11:60937716-60937865	chr11:60937866-60938015	chr11:60938016-60938165	chr11:60938166-60938315	chr11:60938316-60938465	chr11:60938466-60938615	chr11:60938616-60938765	chr11:60938766-60938915	chr11:60938916-60939065	chr11:60939066-60939215	chr11:60939216-60939247	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	3.69735	4.26182	0.62497	0.791928	0.693568	3.44963	1.68366	1.38731	2.77004	3.60324	3.30789	2.16122	3.64366	7.87044	7.33419	7.9148	5.95523	6.33827	4.45539	3.73148	6.20691	4.76511	1.59567	2.04488	2.48951	2.40311	2.71207	2.92771	5.06621	2.11072	1.67578	2.45589	2.88231	3.06841	0.935036	0.697047	1.80284	3.0291	1.73944	0.261438
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.523021	0.798093	0.910581	0.554114	0.550874	0.76445	0.667425	0.307454	1.05249	1.03673	1.18211	1.16794	1.40927	0.727046	1.36436	1.01322	0.812936	0.680943	0.635275	1.46108	1.18515	0.84695	0.725755	1.05978	1.13737	1.32109	1.00617	0.792709	0.0600681	0.292452	0.204573	0.244565	0.632672	1.35644	1.30459	1.0049	0.382263	1.07991	1.98289	0.797739
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.398054	0.278251	0	0	0	0	0	0.355512	1.66629	0.120663	0.494742	0.173907	0.919687	0.258928	0	0	0	0	0	0.0816193	0.719187	1.00648	0	0	0	0	0	0	0.401484	0.207009	0.438805	0.112318	0.194954	0.119363	0	0	0	0.173907	0.57969	0.758242
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0	0.438354	0.213253	0	0.971599	0.331748	0	0	0	0	0	0	1.24755	1.06595	0.0355422	0.553343	0.104642	0.518674	0.233008	1.0427	0.0276439	1.02968	1.60895	0.375168	0	0	0.394913	0.623134	0.291049	0.297607	0	0	0.0157965	0.698154	0.357344	0	0.180647	0.176353	0.434732	0.718631
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.0898808	0.100722	0.0893001	0.0746862	0.128787	0.127978	0.0751991	0.0526431	0.0441797	0.118677	0.114348	0.105378	0.170034	0.140521	0.162322	0.17131	0.118892	0.115875	0.104689	0.115945	0.103856	0.117759	0.0746138	0.107904	0.150385	0.0981394	0.142702	0.147487	0.175595	0.144465	0.13616	0.157133	0.0765583	0.206877	0.254364	0.232133	0.150797	0.161802	0.214223	0.844932
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0.40289	0.33185	0.649208	0.0805732	0	0	0.137448	0.433713	0.139818	0.0734638	0.824869	0.168257	0.374473	1.05898	0.940421	0.0308146	0	0	0.32473	0.38636	0	0.170626	0.443197	0.151667	0.484546	0.156407	0	0	0.308352	0.398196	0	0.545285	0.151046	0.873586	0.618711	1.19892	0	0.286141	0.685242	0.744613
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0	1.06982	0.530087	0	0	0	0	0	0	0	0	1.15895	2.06955	0	0	0	0	0	1.21291	0.763684	2.54528	1.6082	0.143753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.648701	0.901597	0.792598	0.262069	0.379278	0.490956	0.21039	0.129427	0.246227	0.417018	0.466554	0.342484	0.335071	0.451185	0.652615	0.494573	0.553022	0.846321	0.684321	0.4899	1.16519	1.28333	1.32164	1.23515	0.917268	0.746176	0.536242	0.941183	0.816949	0.399008	0.367172	0.182631	0.288405	0.743722	1.24268	1.73425	1.05544	1.40093	1.59072	0.653532
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	1.52291	0	0	0	0.989543	0.539019	0	0.418343	1.93878	0.699921	0	2.01119	4.24759	1.35152	1.74625	0.477547	0	0.249397	1.18719	0.0724056	0	0.667741	1.48831	0.901048	0	0.820076	1.5712	0.511398	1.20676	1.18262	0.579245	0	0	0.800417	0.724056	0	0.410298	1.11826	0	0.9375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	1.51341	0.140592	0	0	0.170288	0.51254	0.0458377	1.0751	1.01676	0.0500048	0	0.555335	0.512549	0.345867	0.341699	0.387537	0.38337	1.0751	0	0	0.546655	0.150365	1.16678	0.250024	0	0	0.31253	1.16986	0.891752	0.541719	0	0	0.400038	0.329198	0.595891	0.545886	0.316697	0.529217	0.62506	0.333333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0.848878	0.774986	0.518531	0.470734	0.552969	1.13457	1.72421	1.18527	1.16244	0.948803	0.642631	0.85817	0.800956	0.606734	1.11424	0.958652	1.27033	1.0256	0.625989	1.18197	1.6971	1.09961	0.812457	1.02217	1.24638	1.46098	1.12045	0.771527	0.79021	0.883497	1.04813	0.714431	0.340359	0.581484	1.05086	0.963457	0.454357	0.415467	0.607363	0.781368
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0.250848	0	0	0.0106744	0.747208	0.237505	0.205482	0.280203	0.120087	0.715185	0.573749	0.346918	0.688499	0.0773894	0	0	0	0	0	0	0	0	0	0.22332	0.539089	0.0078324	0.254569	0.198334	0.0894254	0	0	0	0.784568	0.0160116	0.0960696	0.548724	0	0	0	0.889275
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	0.498457	1.52817	1.62874	0.0961939	0.710524	1.60687	1.01878	0.395361	1.28811	2.16217	2.45294	2.08128	1.2702	2.08784	2.54044	1.98293	3.24446	1.81019	2.80933	3.67957	3.14169	1.51724	1.15433	3.21412	1.85886	1.94295	0.472451	2.25215	3.89516	2.59289	1.83346	1.4757	1.65497	2.34144	1.65278	1.60218	0.432871	1.84517	1.10677	0.284314
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	1.59176	3.0406	1.78121	0.660478	1.44354	1.10111	0	0.276598	2.00786	2.12198	2.19281	2.96721	3.20744	2.62724	3.31105	3.93196	1.53303	3.02997	3.84602	2.1404	3.36902	4.24861	1.76431	6.36537	4.76392	2.57424	2.37996	1.30381	2.43154	1.19985	0.306856	0.353434	0.169034	2.05808	1.22831	2.39923	2.67402	1.52605	1.90157	0.559014
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.026912	0	0.144538	0.552284	0.211932	0	0	0.186181	0.792952	1.6352	0.817604	0.575382	0.661739	1.17873	1.0027	0.013456	0	0.190657	1.06881	1.81129	0.361136	1.16753	3.03944	5.86573	4.61409	3.12242	1.84496	3.45103	2.23379	0.18728	0.444149	0.995915	1.39411	0.857979	0.367853	0.751461	0.561131	0.769973	0.656281	0.451852
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.94256	0.828271	1.27618	0.111034	0.49594	0.301506	0.448924	0	0	0.686545	1.21826	0.214809	0.342227	1.72044	1.60911	2.59993	1.38561	1.34987	0.909186	1.47419	1.21326	1.0157	2.1853	0.991012	0.970273	0.657266	1.14341	0.955253	0.783333	1.28825	1.16258	1.23718	1.57415	1.4058	1.39175	1.59267	0.901104	1.38626	2.97438	0.548772
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.d4812fd5-35f7-424c-8ea9-21e1d395b54b.fc.signal	0.735694	0.597705	1.08874	1.51681	1.02672	0.766386	0.622489	0.707598	1.41071	0.911273	1.75412	1.82938	2.42437	2.75452	3.77596	3.62332	2.08144	2.23637	1.87972	0.937822	1.09881	2.1376	1.34666	1.58107	1.51013	1.94292	2.29106	2.19372	1.49026	1.14669	1.60165	1.39998	1.21444	2.02644	1.28426	1.66057	1.88179	2.25752	1.90726	0.5323
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.b75058ba-d142-4ae0-9acf-08c2d019a7dc.fc.signal	1.00125	0.884949	1.35129	0.964305	0.767798	0.637271	0	0.0396522	1.01133	1.46207	1.97176	1.04422	0.664936	1.29301	2.13604	1.87345	2.55526	1.76441	2.62439	0.967431	1.17474	1.54945	0.651117	1.89084	1.77949	1.47357	1.96407	2.65778	1.62777	1.69992	2.56296	0.939804	1.23618	0.941315	1.29762	2.24386	2.09097	1.78651	1.26688	0.425115
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001232.5.c85debd1-3d92-448f-90c2-50b50f17d029.fc.signal	0.412585	1.2539	0.996594	1.33607	0.863553	1.20071	0.15533	0.64308	0.547008	0.365022	0.418594	0.907679	0.672939	1.13593	0.472518	1.04775	1.67043	1.43534	1.21004	0.523053	0.69879	0.702648	1.17676	1.24855	1.10259	0.209924	0.339575	0.620326	0.516955	0.747366	1.1536	2.20454	0.499415	0.581938	0.412017	0.389566	0.402294	0.907178	0.896134	0.645749
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.52215347-885a-4412-918b-b787711b8d37.fc.signal	2.40096	1.6106	0.783489	1.56233	0.666322	0.232078	0.457262	0.717605	0.588007	0.290296	0.53309	1.43082	2.32738	0.639693	1.27318	0.49031	0.464156	0.273434	1.32796	1.04765	2.71692	3.14307	0.631859	0.487134	0.233242	1.10899	3.37513	0.900511	0.333018	0	0	0.672823	0.750035	1.22358	1.00088	2.61853	2.07473	2.30602	0.884924	0.410876
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000964.7.68ad223e-c775-4c49-8f3f-4ec63b3e920b.fc.signal	0.58173	0.788144	0.223927	1.05186	0.865149	1.5516	0.281675	1.22577	0.575562	1.95499	1.22724	1.91993	2.47501	1.65827	2.30998	3.35795	2.16241	3.65582	2.93411	1.965	4.37948	5.69631	9.93807	12.3282	4.86808	2.47787	3.04977	3.65907	4.36607	4.3699	0.958987	1.43373	0.227772	1.06735	1.66584	2.82669	1.59641	1.87514	1.87479	0.63354
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003716.2.bdafba4d-384d-4886-a6c9-d1ddd966b153.fc.signal	0.335398	0.812136	1.34639	1.00408	0	0.0754986	0.676879	0.947628	0.765947	0.944327	0.324541	0	0	1.25624	1.27305	0.590104	0.388845	0.804441	0.249469	0.0389906	1.09602	1.57463	1.29687	1.69784	0.61669	0	0.0203514	0.314757	0.640306	0.701037	0.521362	0.0890505	0	0.731226	1.88858	1.01595	0.494603	0.458195	1.17152	0.238906
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003684.3.b5459224-ca8f-46dd-880a-e16781c88032.fc.signal	0	0	0	0	0	0	0.265768	0.25944	0.0858825	0	0	0	0.449262	0.621576	0	0.141563	0.140285	0.227064	0	0	0.316389	0.607463	0.552622	0.337879	1.08746	0.502302	1.12132	0.693368	0.265823	0.67417	0.044476	0	0.107573	0.204599	0.379666	0.531527	0	0.329044	1.25548	0.812346
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000974.7.9dac3370-6335-4df0-bea0-9e684edfa350.fc.signal	0.747628	0.292947	1.8441	0.837392	0.371835	0.604169	0.701747	1.36809	0.947335	0.415937	1.96215	0.669909	0.864866	0.88815	1.68512	1.34743	0.400345	0.59767	1.97369	0.357682	0.476222	0.968575	0.789445	1.11573	1.76806	1.89263	1.16871	0.677629	1.72708	1.32077	0.483617	0.316175	0.133685	1.37088	0.773354	0.8287	1.25802	0.621141	1.38885	0.369263
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001030.7.2cec18a6-acf1-4ec3-b511-04e126f82363.fc.signal	1.46647	0	0.465023	1.20747	0.370533	0.133677	0.457178	0	0	0.71359	0.777143	0.600189	0.0085702	0.815188	0.833869	1.09197	2.8472	0.23914	0.178305	1.43277	1.63049	1.05415	1.82885	2.94875	1.67202	0.501436	0.964536	1.82053	0.611792	0.680296	0.308928	0.560759	0.498916	0.649986	0.130618	0.753372	0.754485	0.118946	0	0.886145
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001471.1.c36bbd63-78f2-464a-952f-d221dd832d3f.fc.signal	0	0.382633	1.03665	0.488048	1.22715	2.44058	0.689255	0.389211	0.339735	1.03549	1.0321	0.442469	1.10597	1.20804	2.09609	2.02974	1.18346	1.69994	1.53275	0.279904	2.67201	2.85347	1.56289	1.17634	0.552348	0.740703	1.86384	1.74731	0.959937	0.600364	2.90591	0.294921	0	0.841158	0.793266	1.53064	1.53528	1.18976	0.63804	0.368889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.e1095ee8-c1a0-47db-b726-788ab3dbb842.fc.signal	0.178178	0.332445	0.207489	0.438125	0.259168	0.249141	0.195147	0.018512	0.0732767	0.464349	0.600879	0.564625	0.255311	0.300049	0.404956	0.438124	0.523199	0.339327	0.172779	0.279223	0.318563	0.282308	0.212905	0.411127	0.558455	0.460493	0.445837	0.516031	0.0844377	0.261272	0.40804	0.222144	0.154267	0.325041	0.388757	0.585452	0.428097	0.598564	0.730366	0.577341
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000223.3.555de7dc-c653-4909-9c33-caf14688e0ce.fc.signal	0.424978	0.558989	0.460135	0.484657	0.435406	0.771779	0.753565	0.403487	0.363486	0.313465	0.139254	0.183872	0.348062	0.460912	0.353339	0.029575	0.14301	0.258407	0.158403	0.311909	0.264952	0.120883	0.362262	0.602837	0.703378	0.357859	0.181059	0.627389	0.715071	0.442888	0.748089	0.791352	0.421512	0.233595	0.303244	0.476597	0.525664	0.841729	0.863794	0.646502
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000318.2.9cc4804f-5850-46a5-b627-ca441aa97c73.fc.signal	0.254886	0.464819	1.01181	0	0.674053	2.05785	0.311971	1.24446	1.80919	1.57169	0.0731192	0.258005	1.51217	2.98208	3.44799	3.63589	3.57232	3.41354	1.98226	2.14433	4.05119	1.45757	2.48254	2.10515	2.49713	1.62325	1.40391	3.04919	5.20905	2.81945	0.793783	0.861122	0.724933	1.33461	2.72288	4.08649	3.25325	4.49491	4.51828	0.416021
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000250.2.a39935bf-2e13-411b-a0e6-5df09e4383e1.fc.signal	1.18633	0	0	0	0	0	0	0	0	0	0	0	0.377964	1.37128	0.480949	1.67484	1.35744	0.157176	0	0	0.0907392	0.724287	0.542576	1.28794	0.0511737	0.348125	0.300647	0.367493	1.48143	1.49822	2.23126	0.0804232	0	0	0.848766	1.01166	0.704088	0.535515	0.73669	0.25
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001022.4.65d6531d-7428-4454-855d-d39b585d5301.fc.signal	1.22685	1.52398	1.40103	1.54891	1.19479	1.70318	0.836697	0.503943	0.850396	0.564191	0.368744	1.35496	1.40063	0.256979	0.353183	1.06089	1.00763	0.948372	1.43594	1.21558	1.4737	0.75905	1.49868	0.986993	1.67193	1.88538	1.00849	0.300429	1.35186	1.03098	0.666786	0.866174	0.487352	0.472734	1.6773	1.20458	0.491092	1.2929	0.713448	0.436997
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.a3034dad-cf3f-4b0e-b7ac-4dfa7b52d765.fc.signal	1.4956	0.786384	1.11985	2.63783	2.48106	2.3915	1.14721	0.773967	1.94855	1.82909	1.00786	0.547519	0.925746	1.60761	3.02356	3.68802	3.0505	2.67267	2.02316	2.17332	1.87157	2.65772	2.97378	3.38939	3.96173	1.77255	1.97379	1.35378	2.50099	3.25748	2.53329	1.89877	1.62751	3.14676	4.44675	5.13745	1.98585	3.2206	2.24509	0.459916
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000126.3.4655431f-8c56-4476-831c-eb227cec568c.fc.signal	0.613421	0	0	0	0.286518	0.301355	0	0.495508	0.498878	0.219102	0.454111	0.11489	0	0	0	0.111236	0.454385	0.684074	0.441554	0.849125	2.64237	0.903296	1.22412	2.39932	4.45902	2.27837	1.21671	2.23119	0.770865	0.112224	0.370788	0.310114	0.50562	0.0269664	0.343767	0.788508	0.0539328	0.495264	0.712549	0.433649
