	chr16:19708872-19709021	chr16:19709022-19709171	chr16:19709172-19709321	chr16:19709322-19709471	chr16:19709472-19709621	chr16:19709622-19709771	chr16:19709772-19709921	chr16:19709922-19710071	chr16:19710072-19710221	chr16:19710222-19710371	chr16:19710372-19710521	chr16:19710522-19710671	chr16:19710672-19710821	chr16:19710822-19710971	chr16:19710972-19711121	chr16:19711122-19711271	chr16:19711272-19711421	chr16:19711422-19711571	chr16:19711572-19711721	chr16:19711722-19711871	chr16:19711872-19712021	chr16:19712022-19712171	chr16:19712172-19712321	chr16:19712322-19712471	chr16:19712472-19712621	chr16:19712622-19712771	chr16:19712772-19712921	chr16:19712922-19713071	chr16:19713072-19713221	chr16:19713222-19713371	chr16:19713372-19713521	chr16:19713522-19713671	chr16:19713672-19713821	chr16:19713822-19713940	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.861555	0.686074	1.10179	1.69155	1.56236	0.461415	0.851746	0.861704	0.553752	0.821768	1.60078	3.14151	1.70978	0.186517	0.56019	2.38527	0.736922	1.51571	1.54967	0.551366	0.800559	1.32493	0.762891	1.19545	0.490829	1.28512	1.21791	0.897641	0.593436	1.54194	0.608803	0.467759	0.646517	0.592191	0.528302
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001548.1.3dc7fe6c-3810-4c39-b1cb-839043a609f3.fc.signal	2.89617	1.85204	0.822976	1.23249	1.63959	0.713236	1.9464	1.65315	0.637067	2.55633	1.23784	2.85068	1.31774	0	0.404655	0.692234	1.4717	1.93539	1.58863	2.9071	1.74598	0.858678	1.24811	0.845722	0	0.237892	0.999953	1.11605	1.31445	1.43138	0.775718	0.131987	0.683406	0.598175	0.443478
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.971389	1.71707	1.31471	1.53866	0.679803	1.07735	1.55562	2.12081	1.04491	1.51887	0.88127	0.704636	1.16725	0.702114	1.89984	1.46709	1.44883	1.1552	0.420268	0.420231	0.693484	0.311794	0.91402	1.65951	0.974348	0.793427	0.432611	0.626314	1.07927	0.83016	0.840321	0.424361	0.173126	0.662831	0.524771
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0.365357	0.228121	0.400586	0.558227	0.228127	0	0	0	0.20586	0.387604	0.587444	2.11445	0.806788	0.689934	0.593485	0.99599	0.884657	0.444912	0.556747	1.17593	0	0.452381	1.3184	0.809048	0.186743	0.0630745	0.619519	0.504498	0	0	0.244807	0.44139	1.23204	0.425993
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.52198	1.18158	0.77263	0.20288	0.238949	0.405079	0.582083	0.530816	0	0.881042	0.672406	0.841612	1.17169	0.408185	0.391211	1.28635	1.50836	0.568998	0.91202	1.02276	0.19775	0.549703	0.0109614	0	0.139585	0.495591	0.0459669	0	0	0.144425	0.965953	0.636795	1.11229	0.226631	0.769504
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	1.67727	0.970206	0.787834	0.227246	0	0.0506446	0.440713	1.25312	2.0834	1.50576	0.943604	1.45109	0.801166	0.519461	1.52484	1.42106	2.93517	2.1874	1.57451	0.955783	0.375177	1.24415	1.44554	0.928151	2.08543	0.946914	0.618544	1.34682	0.695111	0	0	0.809651	0.535286	0.634246	0.71938
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.387852	0.301251	0.317554	0.384438	0.464003	0.30203	0.354183	0.543398	0.519373	0.558779	0.635957	0.970742	0.484812	0.21583	0.469266	0.465304	0.734956	0.864042	0.699765	0.873928	0.717382	1.11076	0.843119	0.7272	0.654513	0.661974	0.506141	0.431114	0.665229	0.638341	0.502492	0.34727	0.0926908	0.130338	0.482812
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000868.3.f6951f12-890b-447a-bf19-25234f29276d.fc.signal	0.439451	1.86341	2.33706	1.28283	0.391932	0	0.0089072	0.783926	1.44321	2.45434	1.43578	0.734969	0.850798	0.749845	0.120247	0.0385979	0.394886	0.573111	1.12845	1.121	0.679986	0.465216	0.659752	0.157071	1.02452	1.07199	0.35035	1.28133	0.46026	0.832969	0.124713	0.170721	1.29475	1.08049	0.726316
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.70472333-cf93-4f75-9795-a7c0cfbd4b2b.fc.signal	3.06952	4.66328	1.50447	0.398487	0.812522	1.3794	1.14784	1.21004	1.22146	2.01782	2.23444	0.495936	0.927536	0.650254	1.29409	1.46623	1.48854	1.80885	1.57288	2.15527	1.44579	3.79407	1.15996	1.20116	1.47968	0.589709	0.704697	1.41802	0.782495	0.455379	1.30311	1.81159	1.20965	1.24699	0.586854
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000704.1.66176b59-ae1e-4572-9837-187809968b90.fc.signal	3.66468	2.3559	2.15251	4.68386	2.76415	4.92196	5.74679	3.13975	1.53919	2.69295	4.28973	3.59634	1.02881	0	1.29252	0.39519	0.97949	2.74877	3.19621	2.4581	2.57369	2.15804	3.40262	1.73456	1.21122	2.19032	2.25487	1.80098	2.43047	1.64257	1.08011	0.834617	3.50306	4.85193	1
