	chr6:75909172-75909321	chr6:75909322-75909471	chr6:75909472-75909621	chr6:75909622-75909771	chr6:75909772-75909921	chr6:75909922-75910071	chr6:75910072-75910221	chr6:75910222-75910371	chr6:75910372-75910521	chr6:75910522-75910671	chr6:75910672-75910821	chr6:75910822-75910971	chr6:75910972-75911121	chr6:75911122-75911271	chr6:75911272-75911421	chr6:75911422-75911571	chr6:75911572-75911721	chr6:75911722-75911871	chr6:75911872-75912021	chr6:75912022-75912171	chr6:75912172-75912321	chr6:75912322-75912471	chr6:75912472-75912621	chr6:75912622-75912771	chr6:75912772-75912921	chr6:75912922-75913071	chr6:75913072-75913221	chr6:75913222-75913371	chr6:75913372-75913521	chr6:75913522-75913671	chr6:75913672-75913821	chr6:75913822-75913971	chr6:75913972-75914121	chr6:75914122-75914198	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001019.4.8179c079-b296-4030-830a-f12b3bc5acd1.fc.signal	0.0703228	0.396694	0.824502	1.54047	0.736617	0.483084	1.06796	0.225773	0.292439	1.66017	0.960586	0.290576	0.799587	0.142496	0.40158	0.360867	0.397879	0.0240578	0.434947	0.736637	0.0222072	0.48385	0.0888288	0.0018506	0.477016	0.637493	0.0380733	0.658564	0.586701	0.625569	1.42698	0.64591	0.203566	0.490289	0.434263
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	0.676256	0.412733	0.15165	0.132861	0.441624	1.46903	0.536227	1.34213	0.995551	0.964601	0.624361	0.704073	0.99285	0.412219	0.217623	0.656588	0.00286327	0.343959	0.802907	0.414553	0	0.587422	1.0344	0.156324	1.49874	1.60023	0.829017	0.0855871	1.42565	1.10173	1.29244	0.705407	0.360384	1.46156	0.23639
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0	0.564696	0.328266	0.519271	0.410144	0.0950133	0	0	0	0.452155	0.482195	0.25222	0.109423	0.482723	0	0.509998	0.0889662	1.23092	0.597918	0.77204	0.0415739	0	0.018364	0.423871	0.546783	0.701455	0.494254	0.0009184	0.0127552	1.70977	1.43194	0.120551	0.55636	0.579569
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0.110407	0.295683	0	0.18606	0.362731	0.175436	0	0.139061	0.629384	0.321662	0.829262	0.29933	0	0.266206	1.09511	0.303424	0.0482641	0.297395	0.456732	0.0609933	0.648095	0.578719	0.744129	0.285821	0.400131	0	0	0.272812	1.06041	0.0816266	0.138789	0.578908	0.636613	0.296275	0.507386
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003808.1.706821fd-c657-4ad5-a143-e15e65116e15.fc.signal	0.739043	0.419987	0.357994	0.389731	0.409786	0.298489	0.484305	1.2166	1.1856	0.90775	0.629244	1.14339	0.308786	0.224502	0.308029	0.314626	0.651409	0.924094	0.117819	0.552843	0.183892	0.205288	0.384531	0.206038	0.813795	0.961447	1.27562	1.05079	0.717085	0.486587	1.08424	0.903858	0.345105	0	0.675214
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	1.10157	0.34066	0.777114	0.224566	0	0.028049	0.57687	0.278948	0.338046	0.135353	0	0.39092	0.0445227	0	0	0.377354	0.0945671	0	0.0729016	1.15487	0.898931	0.268234	0.272941	0.252639	0	0	0.409206	1.5549	0.585183	0.232641	0.291017	0.12078	0.294472	0	0.530359
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.299557	0.121628	0.418493	0.253321	0.188815	0.214239	0.325897	0.0208717	0	0	0.0671525	0.0998213	0.13612	0.0054448	0.0499107	0.104359	0	0.0980064	0.0562629	0	0	0	0	0	0.0245016	0.26509	0.377658	0.241487	0.0172419	0	0.0353912	0.157016	0.734443	0.878956	0.512821
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001233.5.d6317c97-f6d6-4ceb-8b71-b3b4801f5d92.fc.signal	0	0	0	0	0.15305	0.886564	0.427342	0	0	0	0	0	0	0	0	0.13073	0.596315	0.00637707	0.0255083	0.542083	0.612266	1.02054	0	0	0.258284	0.475159	0	0	0	0	0.38907	0.344419	0.836434	0.889982	0.440309
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	1.14267	1.47433	2.09422	1.58384	1.06856	0.385437	0.857678	0.82827	0	0.462636	0.44448	0.404512	0.805918	0.0635169	0.662413	0.644324	0.559937	0.0373752	0	0.206599	0.0982974	0.130837	0.668937	1.55231	0.638231	0.387773	0.871943	1.23859	0.732236	1.14718	1.47373	1.04875	0.206066	0.9143	0.324388
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.1ce16d7a-b11b-4cc6-9954-df2d097852d0.fc.signal	0	0	0	0	0.0862521	1.1796	1.67688	0.836893	0	0	0	0.683758	0.576098	0	0.609166	0.836164	0	0	0	0.0611547	0.752107	0.099987	0	0	0	0	0.523355	1.0468	0.42589	1.15934	0.998483	0.581699	0	0	0.22164
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003814.1.e3fd041d-f794-414d-802b-cfe9e9d53c6e.fc.signal	0.932785	1.34518	1.19388	0.491902	0.373831	0.772081	1.46664	0.365536	0.174398	0.349252	0.432333	1.24367	0.519929	0.418209	0.315056	0.130669	0.256636	0.0799724	0.53628	0.639187	0.76374	0.596052	0.82537	1.67128	0.363519	0.161688	0.881675	0.931071	1.36213	0.806099	0.0674559	0.134912	0.821097	0.950658	0.40438
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001003.4.e55ccc77-8d92-466a-86b9-0bf035aed6cc.fc.signal	1.03911	0.40711	0.203893	0.232636	0.0961847	0.163745	0.181731	0.190768	0.790017	1.49165	1.20981	0.522248	0.394348	0.269068	0.0199313	0.313202	0.523899	0.139518	0.180804	0.841253	0.688982	0.260529	0.385806	0.133824	0	0.103928	0.476919	0.348792	0.313555	0.3915	0.576575	0.27761	0.180728	0.741898	0.440188
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.865062	0.0358496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00298747	0.485374	1.00355	0.768718	0.441955
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001892.4.1a48d1e3-a2d4-434f-8cee-d284ec0da60a.fc.signal	0	0	0	0	0	0.22385	0.952172	0.00613827	0	0.305562	0.950003	0.805724	0	0	0	0	0.101691	0.957149	0.35275	0.956144	0.0510699	0	0	0	0	0	0	0	0.0380919	0.950433	0.216896	0	0	0	0.421795
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001335.1.16baff19-56fb-479e-97b6-edd56ebc9920.fc.signal	0	0.14892	0.385769	0.462144	0.123962	0.432475	0.416135	0.11023	0	0.304282	0.19385	0.425467	0.780027	1.04694	0.616925	0.529567	0.1147	0.109406	0.464363	0.0729039	0.331414	0.54306	0.621914	0.816749	0.993321	0.116695	0.603338	0.125368	0.122148	0.932638	1.1219	0.280457	0.238105	0.252522	0.327586
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222014	1.51276	2.59315	0.303861
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0	0	0.0426976	0.659223	1.0932	0.16721	0.298345	0.404422	0.197525	0.472404	0.975205	0.570097	0.0987591	0.354135	0.375489	0	0	0.398533	0.337771	0	0.0191557	0.630239	0.0640818	0.517655	0.135996	0.16057	0.371005	0	0	0	0.987944	0.435079	0.317733	0.136076	0.404194
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	0.60574	0	0	0.156891	1.11809	0.959805	1.53587	0.050716	0.501083	0.523455	0.788327	0.651045	1.09316	0.616702	0	0.0167299	0.517751	0.528241	0.81237	0.43785	0.605294	0.504606	0.132097	0.291675	0	0.339301	0.981944	1.13134	0.73211	0.538473	0.442984	0.970046	1.44095	1.78404	0.348392
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.14fdd58f-89fa-40e4-a658-f79765679f58.fc.signal	0	0.385243	0.291958	0.346163	0.168342	0.922542	0.695469	0.226671	0.416276	0.513913	0.286974	0.713418	0.289466	0	0.0151032	0.523822	0.368001	0.29407	0.152564	0.488642	0.668951	0.631825	0.584728	0.353025	0.677801	1.14621	0.533262	0.506702	0	0.123172	1.0313	0.302236	0.264335	1.24847	0.657106
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000008.3.2e1ab747-5c43-4469-97d5-a2e674bc3ee6.fc.signal	0.0691514	0.92128	0.726943	0.354862	0.981841	3.26043	1.33016	0.544647	0.353749	0.70154	0.76492	1.10469	1.59184	1.34891	0	0.258342	0.529595	0.833763	2.27109	2.78905	2.06085	3.50213	1.38457	0	0	0	0	0.203312	0.883504	0.892748	0.496713	0.916446	1.34586	0.715162	0.415493
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0	0.010828	0.227531	0.262898	0.114084	0.288493	0.161398	0.173727	0.173027	0.158046	0.294339	0.112929	0.148773	0	0	0	0.010163	0.358177	0.0814414	0	0.469667	0.652869	0.388677	0.560442	0.7472	1.02167	0.66238	0.147696	0.169469	0.237092	0.692857	0.426316	0	0.104019	0.625269
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003676.3.edac7fd7-5249-4224-ba52-76d331cfbbb5.fc.signal	0.06108	1.09568	0.0244371	0	0	0.110152	0.581621	0.407894	0.763003	0.0663119	0.460258	1.03863	2.63333	0.002036	0.191414	0.608946	0.949027	0.635372	0.913401	0.537112	0.199235	0.338076	0.290882	0.70879	0.727055	0.868235	1.00054	0.608898	0.928671	1.41337	0.993812	0.665937	2.13228	0.551389	0.823032
