	chr3:14923570-14923719	chr3:14923720-14923869	chr3:14923870-14924019	chr3:14924020-14924169	chr3:14924170-14924319	chr3:14924320-14924469	chr3:14924470-14924619	chr3:14924620-14924769	chr3:14924770-14924919	chr3:14924920-14925069	chr3:14925070-14925219	chr3:14925220-14925369	chr3:14925370-14925519	chr3:14925520-14925669	chr3:14925670-14925819	chr3:14925820-14925969	chr3:14925970-14926119	chr3:14926120-14926269	chr3:14926270-14926419	chr3:14926420-14926569	chr3:14926570-14926719	chr3:14926720-14926869	chr3:14926870-14927019	chr3:14927020-14927169	chr3:14927170-14927319	chr3:14927320-14927469	chr3:14927470-14927619	chr3:14927620-14927769	chr3:14927770-14927919	chr3:14927920-14928069	chr3:14928070-14928219	chr3:14928220-14928369	chr3:14928370-14928519	chr3:14928520-14928669	chr3:14928670-14928698	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004888.1.fd25c27d-77c4-4595-b48c-e5f0d2d321a9.fc.signal	1.21918	0.973372	0.291599	0.434219	0.976247	1.33243	0.940635	1.86921	0.0917154	0	0.082954	0.701657	0.754446	0.87292	1.03472	0.952385	1.5918	1.65748	0.63796	0.855685	1.17102	1.33185	1.07991	0.785062	0.99233	0.803443	1.20321	0.980951	0.252554	0.0245316	0.624901	0.336306	0.480253	0.750667	0.0118486	0.73855
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.bb55a212-99c2-4448-84cc-6786b9df2691.fc.signal	0	0.987042	0.175187	0	0	0	0.309098	0.0500097	0	0	0	0.0610304	0.360686	0.480328	1.22256	1.00989	0.910688	1.29146	1.47451	1.33723	0.439572	1.37477	0.47071	0.20113	0	0	0.145321	0.50245	1.58205	0.133538	0	0	0	0	0	0.616314
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.289adc7a-9e11-437f-b6f6-57bfdeddcb3b.fc.signal	0	0	0	0	0	0	0	0	0	0	0.0328071	0.444261	0.0354872	0	0	0	0.111646	0.527426	0.537128	0.328645	0.397865	0.0914438	0.158437	0.243483	0.063992	0.385266	0	0.232857	0.660905	0.199917	0	0	0	0	0	0.601208
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.e11d45c2-991c-46e2-8d13-bb1e23aff42f.fc.signal	0.335531	0.0823669	0	0	0.597128	0.448814	0	0	0	0.217696	0.287784	0	0.647193	0.259702	0	0.0941771	0.713508	0.612191	0.144147	0.152621	0.217718	0.0222613	0.00449747	0.344505	0.0283833	0.283832	0.170704	0	0.432788	0.0564809	0	0	0.217389	0.24431	0	0.574603
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.308bde30-3fb4-4075-a143-aa64ea58703c.fc.signal	0.165488	0.131073	0.182717	0.313326	0.496198	0.204659	0.1318	0.119168	0.0295729	0.104639	0.0262423	0.0824813	0.0787215	0.393365	0.234168	0.478309	0.978938	0.831773	1.04868	0.542837	0.189828	0.690493	1.13123	0.548762	0.468625	0.319962	0.0620316	0.46445	0.650656	0.252552	0.538161	0.615427	0.185883	0.891729	0.85526	0.582456
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.967ca253-1932-4175-8466-de89b0808edb.fc.signal	1.05881	0	0.493425	0.597619	0	0	0.308505	0.503486	0	0	0.0819076	1.15453	0.189222	0	0	0	0	0.644635	0.114075	0	0	0	0.275318	0.665942	0	0	0	0	0	0	0.04095	0.540165	0.619326	0.477628	0	0.506378
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004605.1.ca94bee3-450c-404f-8e72-f443f0a32f9b.fc.signal	0	0.362668	0.348446	0.163516	1.18271	1.16848	0.836694	0.822501	0.395779	0.35073	0.504868	0.263102	0.0606977	0.82348	1.93646	1.96011	2.46135	2.79519	3.12149	5.43926	5.89414	2.19002	2.38202	1.65439	0.540432	0	0.0803931	0.445886	0	0	0	0	0	0	0	0.712644
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.a5cd5780-31d9-4de0-9c6f-91eeeabb1306.fc.signal	0.947426	0.689473	0.430777	0.587977	0.604818	0.566017	0.686843	0.603096	0.818206	0.923262	0.374429	0.073904	0	0	0.061961	0.788943	1.00464	0.663332	0.626155	0.718792	0.265674	0.860694	1.19074	0.634481	0.684246	1.01367	0.374891	0.206516	0.500507	0.638391	1.0808	1.21535	1.34841	0.861266	0.535739	0.431699
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000224.3.98331644-3ccd-45b3-bad7-e0e81208e171.fc.signal	0.720278	0.561078	0.474502	0.377835	0.661565	0.902472	0.479677	0.173949	0.201807	0.478341	0.659462	0.0858538	0	0.221384	0.637026	0.908728	0.813868	1.0464	1.28198	1.20488	0.624778	0.372822	0.317625	0.191812	0.166361	0.164554	0.0573821	0.286403	0.530416	0.476613	1.34361	1.60485	0.74157	0.563185	0.536328	0.638484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000228.3.8bd2a4a9-ace6-4e3a-b0aa-9993e4990638.fc.signal	0.900989	0.971751	0.849053	0.335158	0.134737	0.153867	0.448735	0.301842	0.254015	0.386522	0.24756	0.0248625	0	0	0.0652424	0.462889	1.26521	0.937468	0.359789	0.214013	0.0709767	0.251133	0.827545	0.626789	0.762588	0.555472	0.0977877	0	0.158208	0.457521	0.697863	0.260203	0.296286	0.652441	0.66883	0.410714
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004610.2.100e7289-c631-4bb0-9eef-015950828bf4.fc.signal	0.467005	0.68583	0.394953	0.573749	0.40029	0	0.684832	0.838457	0	0	0	0.545023	0.624768	1.20564	0.564311	1.02478	1.22016	2.32972	2.96521	5.492	1.53632	1.0068	0.759319	0.721147	0.136086	0.59079	0	0.0293546	0.370935	0	0.346918	0.053372	0	0.120087	0.80058	0.69574
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.3d6cbb41-685c-49c7-85eb-8977ab8f14b3.fc.signal	1.22001	1.61412	1.00993	1.47009	1.49881	0.370846	0.394842	1.5018	0.590989	0.790152	0.596199	0.706099	0.457781	0.421608	0.320569	0.649913	0.623003	0.519986	1.0671	1.13409	0.757335	0.455568	0.321753	1.34126	1.2865	1.29571	0.673661	1.10537	1.06143	0.0209667	0	0	0.507053	0.550919	1.24921	0.331169
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000665.1.5571d7d7-4894-4e51-8082-c8a874cb2438.fc.signal	0.278091	0.327429	0.115497	0.266877	0	0.0145773	0.572903	0.141246	0	0.103163	0.278091	0	0	0.407121	1.08792	0.707183	0.870516	0.34849	0.275734	0.407597	0.385302	0.390275	0.684165	0.813137	0.310697	0.209707	0.675212	0.259045	0	0	0	0.053824	0.559682	0.367841	0.50476	0.557018
