	chr12:15592557-15592706	chr12:15592707-15592856	chr12:15592857-15593006	chr12:15593007-15593156	chr12:15593157-15593306	chr12:15593307-15593456	chr12:15593457-15593606	chr12:15593607-15593756	chr12:15593757-15593906	chr12:15593907-15594056	chr12:15594057-15594206	chr12:15594207-15594356	chr12:15594357-15594506	chr12:15594507-15594656	chr12:15594657-15594806	chr12:15594807-15594956	chr12:15594957-15595106	chr12:15595107-15595256	chr12:15595257-15595406	chr12:15595407-15595556	chr12:15595557-15595706	chr12:15595707-15595856	chr12:15595857-15596006	chr12:15596007-15596156	chr12:15596157-15596306	chr12:15596307-15596456	chr12:15596457-15596606	chr12:15596607-15596756	chr12:15596757-15596906	chr12:15596907-15597056	chr12:15597057-15597206	chr12:15597207-15597356	chr12:15597357-15597506	chr12:15597507-15597656	chr12:15597657-15597806	chr12:15597807-15597956	chr12:15597957-15598106	chr12:15598107-15598256	chr12:15598257-15598406	chr12:15598407-15598556	chr12:15598557-15598590	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.b29ef53b-7262-43e2-ab26-84dcd5c07165.fc.signal	0.612535	0.11313	0	0.140656	0.137514	0	0	0	0.104366	0.390669	0.380469	0	0	0	0	0	0.797306	0.564294	0.213853	0.542288	1.02743	0.969757	0.523326	0.10803	0.696976	0.0459228	0.580656	0.439911	0.168779	0.169275	0.685518	0	0.197768	0.330759	0.608853	0.607506	0.353319	0.596142	0.543332	1.56258	0.769994	0.225641
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0.168253	0.229606	0.226305	0.0943369	0.322892	0.385366	0	0	0	0	0.319225	0.39868	0.130882	0.660465	0.401201	0.282904	0.793769	0.770053	0.529341	0.64851	0.784329	0.242937	0.310666	0.460459	0.30391	0.312613	0.415931	0.455442	1.07087	0.634752	1.03173	1.20767	1.75486	1.25651	0.106951	0.0287779	0.622461	0.86762	1.01438	0.397658	0.0476729	0.363577
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.ad699f10-b9f0-4846-a1ea-444cf5fe468b.fc.signal	0.56394	0	0	0	0	0.418409	0.335547	0.282117	0.427469	0	0.342247	0.186557	0.746283	0.681374	0.148177	0.529086	0	0	0.159577	0.636628	0.867462	0.226222	0	0.360469	0.690377	0	0	0	0	0	0	0.608511	1.38662	0.08197	0	0	0.153116	0.450932	0	0	0	0.177691
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	1.40052	1.3045	1.49903	1.12184	1.64293	0.840536	0.388195	0.981596	0.690502	0.617998	1.25292	1.10449	1.49197	0.310732	0.78654	0.791102	1.3757	0.442171	0.354035	0.353928	0.877537	1.09654	1.10753	1.58919	0.535125	0.304356	0.316777	0.594027	0.420453	0.8637	0.550479	0.734449	0.766192	0.705654	1.32744	0.802011	1.58399	1.44248	0.627533	1.00057	1.11767	0.508581
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000290.2.e8dc7448-dc97-4057-a492-978243fe4033.fc.signal	0	0.325628	0.368376	0	0	0	0.228265	0.214582	0	0	0	0	0	0	0	0	0.253572	0.264594	0	0	0.219421	0.214203	0.367989	0.334442	0.0444965	0	0	0	0.13001	0.344846	0	0	0	0	0	0	0	0	0.16576	0.319315	0	0.82415
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0.100473	0.115496	0.0571019	0	0.0126655	0.400128	0.332313	0.379151	0.210139	0.366898	0.330634	0.0156669	0.154061	0.253885	0.148792	0.222936	0.148726	0.526319	0.408242	0.171383	0.166607	0.0682089	0.0630213	0.262972	0.395911	0.233431	0.0124882	0.229107	0.0283253	0.00516953	0.226502	0.37286	0.1532	0.71541	0.646604	0.542052	0.527632	0.319484	0.209619	0.294372	0.359843	0.444976
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.9b1c722f-92a9-4c08-873d-1b0b5f7b7e5c.fc.signal	1.46439	0	0.131734	0.352906	0	0	1.19221	0.19496	0	0.796989	0.642363	0	0	0	0	0.0137074	0.688089	0.604522	0.210871	0	0	0.600673	0.83201	0.105885	0	0	0.234546	0.421583	0	0.451377	0.21736	0	0	0.206142	0.398704	0	0.332065	0.354867	0	0.604131	0.712989	0.17702
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.0691c0e9-6039-4aa9-a294-80d73cee59d2.fc.signal	1.29175	1.26903	0.889227	0.936283	0.155469	0	0	0.775175	0.0157127	0.187373	0.237379	0.358402	0.267324	0.285475	0	0.618517	0.769853	0.712588	0.76288	1.26823	1.68931	1.33038	1.10317	0.319842	0.660007	1.27228	0.8874	0.544628	0.338014	0.861681	0.44015	0.623604	1.28118	1.0224	0.571176	0.735365	0.746297	1.29609	0.174709	0	0.19589	0.729258
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.30279	0.261216	0.274836	0.232015	0.33821	0.791511	1.1389	0.751609	0.197461	0.629945	0.782291	0.401434	0.306424	0.347383	0.178886	0.172508	0.195355	0.165866	0.0952283	0.356377	0.285158	0.353601	0.192259	0.170422	0.162018	0.238986	0.178451	0.118672	0.277878	0.314418	0.194927	0.417188	0.652499	0.737256	0.156367	0	0.129391	0.572874	0.571745	0.287651	0.314635	0.681818
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.5458814b-5fa1-4409-81d6-3110fe5029f7.fc.signal	0.189874	0.185542	0.853031	0.0813859	0	0	0	0	0.348887	0.320748	0	0.286785	0.125613	0.269672	0.152609	0	0	0	0.307972	0.347987	0.550277	0.0545795	0	0	0.15672	0.344328	0.73048	1.14867	0.410163	1.45426	0.960852	0.0755972	0.519491	0.186942	0.152423	0.535538	0.0434212	0	0	0	0	0.160961
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.318c4637-d1c5-4ab4-ab79-239ce2440f41.fc.signal	0.335522	0.220635	0	0	0	0	0	0	0	0	0	0	0	0	0.0818688	0.319561	0.641438	1.09635	0.7711	0.103473	0.249081	0.57547	0.789294	0.950776	0.748352	0.303666	0	0	0	0	0	0.272938	0.630087	0.416093	1.01333	1.08841	0.192213	0	0	0	0	0.711042
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001467.1.81f516cc-ec89-43f9-8fca-cec4ecf96cfc.fc.signal	0.21465	0	0	0	0	0	0.116295	0.433229	0.0827644	0.208873	0.0599795	0.0756341	0.285797	0.315478	0.0573603	0	0	0	0	0	0.0545407	0.205575	0	0.0452665	0.426093	0.226813	0.224654	0.117998	0.192561	0	0	0	0	0.0483447	0.174121	0	0	0	0	0	0	0.50297
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.8e45d3eb-43c4-4932-8fdd-020c9df5cc1a.fc.signal	0.478151	1.19468	0.930333	0.285162	0.823642	0.240022	0.0165838	1.0908	1.38318	0.154608	0.208688	0.690691	0.141345	0	0	0.436086	1.16633	0.672571	0.352618	0.555792	0.323053	0.743979	1.4888	1.74513	1.21206	0.671691	0.355877	0.318788	0	0.128906	0.352249	0.572644	0.784661	0.682202	0.482632	0.0651045	0.883954	0.897837	0.138008	0.214606	0.482071	0.42931
