	chr22:41992214-41992363	chr22:41992364-41992513	chr22:41992514-41992663	chr22:41992664-41992813	chr22:41992814-41992963	chr22:41992964-41993113	chr22:41993114-41993263	chr22:41993264-41993413	chr22:41993414-41993563	chr22:41993564-41993713	chr22:41993714-41993863	chr22:41993864-41994013	chr22:41994014-41994163	chr22:41994164-41994313	chr22:41994314-41994463	chr22:41994464-41994613	chr22:41994614-41994763	chr22:41994764-41994913	chr22:41994914-41995063	chr22:41995064-41995213	chr22:41995214-41995363	chr22:41995364-41995513	chr22:41995514-41995663	chr22:41995664-41995813	chr22:41995814-41995963	chr22:41995964-41996113	chr22:41996114-41996263	chr22:41996264-41996413	chr22:41996414-41996563	chr22:41996564-41996713	chr22:41996714-41996863	chr22:41996864-41997013	chr22:41997014-41997163	chr22:41997164-41997313	chr22:41997314-41997463	chr22:41997464-41997613	chr22:41997614-41997763	chr22:41997764-41997913	chr22:41997914-41998063	chr22:41998064-41998213	chr22:41998214-41998363	chr22:41998364-41998513	chr22:41998514-41998663	chr22:41998664-41998813	chr22:41998814-41998963	chr22:41998964-41999113	chr22:41999114-41999263	chr22:41999264-41999402	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	1.05712	0.646441	0.37456	0.385935	0.197799	0	0.0470999	0.233527	0.304214	0.370392	0.688935	0.275824	0.0697039	0.32144	0.357149	0.493705	0.716295	0.558959	0.294741	0.2185	0.924049	0.938868	0.232918	0.0348241	0.312207	0.234374	0.0081732	0.123932	0.344195	0.313742	0.270168	0.433456	0.467725	0.441446	0.14047	0.0942805	0.130314	0.504799	0.941049	0.444529	0.0909954	0.411178	0.463325	0.32005	0.377053	0.329937	0.603183	0.568754	0.808399
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.397823	0.587677	0.492031	0.128963	0.0758783	0.677637	0.336152	0.265696	0.344139	0.228342	0.691793	0.554738	0.16181	0.149605	0.276651	0.441976	0.374058	0.337482	0.0269605	0.184413	0.140325	0.249779	0.237506	0.0961375	0.205325	0.524999	0.337081	0.307959	0.184492	0.128492	0.146014	0.420621	0.22191	0.124072	0.0322868	0	0	0.0219549	0.288782	0.434149	0.332616	0.447063	0.450237	0.466631	0.838248	0.415598	0.189308	0.391873	0.532243
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aa01f6f8-93b0-4f0b-8191-bde89d903aa4.fc.signal	0.85538	0.83794	1.6501	1.27078	0.985585	0.408594	0.896624	0.378233	0.480634	1.13548	0.755953	0.480744	0.626277	0.0012434	0.0765946	0.961263	1.08345	0.948705	0.374747	0.314788	0.869944	0.552314	0.520353	0.471716	0.457852	0.711668	0.958218	0.503153	1.24936	1.98807	1.30593	1.41803	1.45218	1.53249	1.10979	0.723089	0.849572	0.460739	1.00007	0.232081	0.395919	0.410068	0.595251	0.449597	0.306912	0.14596	0.298258	1.21877	0.60396
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	1.52408	1.23039	2.42266	2.8502	1.58752	1.1982	0.76961	0.192648	0.983535	0.727376	0.670542	1.14841	0.727289	0.472749	0.548354	0.622186	2.19323	1.37377	0.905462	1.67584	1.05758	0.950942	1.29616	1.03833	1.27622	0.753761	1.29427	1.41851	1.56249	1.79435	1.42415	3.17595	2.26882	1.8882	1.58752	1.48411	1.25303	1.27646	1.27729	0.765131	0.495589	0.763726	0.20895	0	0.223341	0.0286771	0.713416	0.722277	0.687369
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.782837e5-53f4-4f13-8ca3-175155d9e819.fc.signal	0.639438	0.563353	1.36322	1.63603	0.928958	0.540273	0.498987	0.193795	0.159728	0.608342	0.535347	0.28391	0.227575	0.525457	0.447247	0.531299	0.60362	0.29523	0.176551	0.501648	0.363073	0.23054	0.260655	0.326449	0.503642	0.151882	0.478533	0.431849	0.370089	0.232891	0.184207	0.227489	0.401993	0.334906	0.588796	0.974929	0.866241	0.973655	0.633369	0.958267	0.735174	0.347293	0.324886	0.224332	0.0718739	0.104753	0.146797	0.319942	0.548387
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	1.35866	2.77291	1.42227	0.131774	0.183198	0.813142	0.449736	0	0	0	0	0	0	0	0.281612	0.787951	0.149355	0.669648	0.425249	1.03948	2.00123	1.2931	0.731341	0	0	0	0	0	0	0.116581	0.708875	0.679479	0.271817	1.21581	0.82841	0.679585	0.547533	0.308527	0.334238	0.0342808	0.430315	0.963991	1.51332	1.68656	1.67687	0.862235	0.921946	0.358948	0.549607
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.165f7781-9b32-4127-9b7e-a3c22e1d8bc5.fc.signal	1.36525	1.42236	1.00013	1.38814	1.16631	0.969502	0.516863	0.423697	0.440216	0.643474	0.496683	0.361516	0.359619	0.738017	0.860091	0.330399	0.178941	0.196589	0.348283	0.549896	0.377282	0.172159	0.238312	0.139017	0.157833	0.126301	0.257038	0.379739	0.421131	0.489076	0.66854	0.809793	0.586364	0.731862	0.748713	0.883728	0.625265	0.883831	0.726383	0.843501	0.400722	0.348025	0.398761	0.541725	0.481804	0.569515	0.324518	0.306083	0.465839
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.778412	0.408312	0.180625	0.833261	0.30658	0.599988	0.354652	0.476072	0.482951	0.338957	0	0.230649	0.360554	0.591115	0.0503715	0.302292	0.289098	0.588448	0	0.615052	0.490027	0.778752	0.404141	1.17755	0.0946101	0	0.263643	0.343372	0.0393361	0.17511	0.645687	0.782971	0.986038	1.07617	0.619408	1.22686	0.432095	0.286322	0.524867	0.56523	0.288602	1.06293	1.50819	1.7919	1.66724	2.34313	0.959514	1.01542	0.672868
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.ef4e5ad4-caa2-424f-9bf2-7145353fa420.fc.signal	1.73173	2.21835	2.0213	1.13613	1.06833	0.877213	0.978457	0.92286	0.758508	0.581775	1.39832	1.21115	0.314394	0.721979	1.47726	1.62398	0.761761	0.633922	0.612905	1.15181	0.577616	0.630976	1.07728	0.92467	0.52532	0.607378	1.04999	1.47175	2.04284	2.27931	1.75899	0.995268	0.817201	1.54982	1.73717	0.633593	0.571228	0.931828	0.699291	0.471525	0.416762	0.728507	0.509379	0.382887	0.926797	1.07026	0.590903	0.660883	0.64816
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	0.588128	0.618728	0.203849	0.125796	0.757508	0.300528	0.590517	0.551776	0.381918	0.238579	0.146589	0.177584	0.287149	0.458436	0.30636	0.323071	0.575211	0.644145	0.204392	0.429567	0.513046	0.722863	0.382031	0.407823	0.258992	0.0177202	0.315685	0.554781	0.526324	0.59063	0.543541	1.17603	0.980976	0.270059	0.194968	0.128699	0.267637	0.387339	0.639884	0.631647	1.10133	0.799274	1.45478	1.15767	1.02328	0.374692	0.270514	0.605202	0.636314
