	chr1:159949762-159949911	chr1:159949912-159950061	chr1:159950062-159950211	chr1:159950212-159950361	chr1:159950362-159950511	chr1:159950512-159950661	chr1:159950662-159950811	chr1:159950812-159950961	chr1:159950962-159951111	chr1:159951112-159951261	chr1:159951262-159951411	chr1:159951412-159951501	chr1:159951502-159951561	chr1:159951562-159951711	chr1:159951712-159951771	chr1:159951772-159951861	chr1:159951862-159951971	chr1:159951972-159952011	chr1:159952012-159952161	chr1:159952162-159952251	chr1:159952252-159952311	chr1:159952312-159952461	chr1:159952462-159952611	chr1:159952612-159952761	chr1:159952762-159952911	chr1:159952912-159953061	chr1:159953062-159953211	chr1:159953212-159953361	chr1:159953362-159953511	chr1:159953512-159953661	chr1:159953662-159953811	chr1:159953812-159953961	chr1:159953962-159954111	chr1:159954112-159954191	chr1:159954192-159954261	chr1:159954262-159954411	chr1:159954412-159954561	chr1:159954562-159954711	chr1:159954712-159954861	chr1:159954862-159955011	chr1:159955012-159955034	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.ad699f10-b9f0-4846-a1ea-444cf5fe468b.fc.signal	0	0	0	0	0	0	0	0.102892	1.21505	0.907699	0	0	0	0.893416	1.18338	0.228144	0	0	0	1.13682	1.68528	1.58222	0.358917	0.384816	0.08258	0.306029	0.0950449	0.605033	0.354025	0.280644	0	0	0	0	0	0	0	0	0.387373	0.395818	0	0.419048
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.9b1c722f-92a9-4c08-873d-1b0b5f7b7e5c.fc.signal	0.158211	0.495448	0	0.607269	1.3117	0.293152	0	0.734891	2.70998	2.22877	0.108147	1.06115	1.08055	0.970448	0.285571	1.11919	1.83456	0.798546	0.760806	0.555844	1.27036	0.793186	0.634969	0.900907	0.280016	0.213882	1.43363	1.70016	0.480393	0.982964	1.07724	0.141643	0.220035	0.75842	0.49839	0.0353929	1.23701	1.19948	0.40364	0	0	0.560606
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.5458814b-5fa1-4409-81d6-3110fe5029f7.fc.signal	0.502349	0.455712	0	0	0	0	0.151202	0.51214	0.482281	0.368629	0.400751	0.539051	0	0	0.542933	0.823918	0.7593	0.520761	0	0.730679	1.29809	0.819502	0	0.252649	0.608085	1.26395	0.568994	0.634049	0.380428	1.35287	1.35027	0.373538	0	0	0	0	0	0.512529	0.377882	0	0	0.588235
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000227.3.782837e5-53f4-4f13-8ca3-175155d9e819.fc.signal	0.735566	0.656695	0.251397	0.305608	0.330943	0.34285	0.472526	0.392767	0.213459	0.36708	0.770045	0.932514	0.783439	0.628765	0.626643	0.65482	0.673252	0.784772	0.690415	0.426204	0.20336	0.513835	0.757496	1.34255	1.34589	0.974478	0.770774	0.306292	0.411725	0.266866	0.0727272	0.140703	0.0918313	0.0346905	0	0	0.0352568	0.239339	0.180879	0	0	0.568085
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001959.2.50a44db1-655c-4546-8036-e7b247f25f5a.fc.signal	0.619997	0.502172	1.05093	1.22047	1.67174	0.751223	0.545076	1.17618	1.50352	0.809939	1.39351	0.933845	0.500412	0.335794	0.585834	0.978836	1.16262	0.676051	0.934189	2.08884	3.43247	2.72402	1.4055	2.28406	1.56366	2.63789	2.3116	3.08496	2.36244	2.97054	1.78543	0.523717	0.75839	1.10453	0.898029	0.590682	1.25708	0.887077	1.75746	0.785968	0.25374	0.584507
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	1.92718	4.12745	2.83378	2.58473	2.2336	1.4881	2.68286	4.4389	2.96102	1.28618	3.10666	4.76403	9.86611	11.4026	6.46656	0.912852	0.46205	0.665895	1.16362	1.24818	1.51001	1.19547	0.580978	0.515985	0.174836	0.152495	2.8724	3.35064	3.08447	6.71558	7.9071	3.80492	2.40933	2.3842	1.23838	1.36868	1.27813	0.966301	1.421	1.87224	1.38846	0.321739
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000177.3.83b0b921-e0bc-4aa4-a2f0-7efee9bf544b.fc.signal	0	0.153919	0.3547	0	0	0	0	0	0.228597	0.428143	0	0.865112	1.10292	0.289674	0	0	0	0	0.198413	0.416828	0	0.255908	0.269566	0	0	0	0	0	0	0	0	0.153788	0.565143	0	0	0	0.0892128	0.348093	0	0	0	0.430894
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001906.1.165f7781-9b32-4127-9b7e-a3c22e1d8bc5.fc.signal	0.152246	0.100821	0.00677945	0.165469	0.127904	0.169119	0.122228	0.000287922	0.148956	0.0545482	0.0536032	0.174455	0.190496	0.255653	0.280129	0.113571	0.259471	0.408264	0.22557	0.132765	0.321112	0.325554	0.198151	0.300635	0.203852	0.0140566	0.0604743	0.269077	0.21735	0.0267836	0.13467	0.185695	0.140571	0.240561	0.163958	0.0684117	0.151629	0.196952	0.0426093	0.261648	0.508244	0.471233
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000084.3.d70df12a-56c6-409a-9efd-6ac48fef39f8.fc.signal	0.70441	0.0036818	0	0	0	0	0	0	0	0	0	0	0	0.719324	0.90464	0.160825	0	0	0.552107	0.839635	0.500286	0	0.26877	0.759912	0.268333	0	0	0.113396	0.486237	0.120026	0	0.483164	0.852551	0	0	0	0	0	0	0	0.7704	0.390244
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000043.3.9cf12c10-316c-45d2-adec-5ea53e80f354.fc.signal	0	0	0	0	0	0.511156	0.304481	0	0	0.438391	0.269714	0	0	0	0	0	0	0	0.443033	0.331029	0	0.059882	0.787737	0.589555	0	0	0.503852	0.213691	0	0	0	0	0	0	0	0	0	0.104176	0.779758	0.432091	0.88237	0.435644
