	chr19:35140271-35140420	chr19:35140421-35140570	chr19:35140571-35140720	chr19:35140721-35140870	chr19:35140871-35141020	chr19:35141021-35141170	chr19:35141171-35141230	chr19:35141231-35141320	chr19:35141321-35141470	chr19:35141471-35141550	chr19:35141551-35141620	chr19:35141621-35141770	chr19:35141771-35141920	chr19:35141921-35142070	chr19:35142071-35142220	chr19:35142221-35142370	chr19:35142371-35142520	chr19:35142521-35142670	chr19:35142671-35142820	chr19:35142821-35142890	chr19:35142891-35142970	chr19:35142971-35143030	chr19:35143031-35143120	chr19:35143121-35143210	chr19:35143211-35143270	chr19:35143271-35143420	chr19:35143421-35143570	chr19:35143571-35143720	chr19:35143721-35143870	chr19:35143871-35144020	chr19:35144021-35144170	chr19:35144171-35144320	chr19:35144321-35144470	chr19:35144471-35144620	chr19:35144621-35144770	chr19:35144771-35144920	chr19:35144921-35145070	chr19:35145071-35145220	chr19:35145221-35145370	chr19:35145371-35145417	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	0.698761	0.354323	0.474134	0.191977	0	0.188713	0.176736	0.297508	0.193749	0	0.161647	0.565483	0.413896	0.64245	0.59771	0.616267	0.213602	0.157694	0.419386	0.30885	0.150692	0	0	0	0	0.291319	0.619019	0.406194	0.401428	0.0828577	0.522246	0.0673912	0.141442	0.168754	0	0	0.0650867	0.236527	0	0.214159	0.709038
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	1.94588	1.46099	0.538191	1.06449	0.666805	0.633923	0.202854	0	0.53031	0.806489	0.550979	0.191777	0.749303	0.467102	0.637639	1.24705	1.64884	2.5756	3.06493	4.07035	3.21498	2.31727	1.1934	1.51092	3.83602	5.8715	3.55493	1.72616	0.393116	0.303577	1.20695	2.00435	1.96415	1.33163	2.85852	1.05003	0.95865	1.1977	0.611403	0.571968	0.690789
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	5.15839	4.76706	3.8341	5.24313	6.20221	3.16784	0.730874	0	1.09604	2.37556	5.23223	8.44333	5.70052	2.16233	13.7775	20.5434	17.3615	10.7043	11.4524	8.06176	6.08565	4.51694	1.1643	1.07627	3.32332	10.0354	9.2411	7.73716	6.81434	5.20646	7.64463	11.0962	9.01086	5.42508	1.90285	4.95758	3.89398	5.17806	4.08263	3.66248	0.414449
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	2.14647	3.80522	3.85056	1.72449	0.956689	1.43247	1.43509	0.5262	0.262937	2.04717	4.61262	5.89984	2.59804	0.601994	1.00498	1.76461	1.91778	3.55887	6.42836	5.44198	3.29065	1.16263	0.338516	0.258468	2.17864	4.73488	3.70905	2.06478	1.01196	0.295176	1.76491	4.46506	3.27655	2.55178	0.953836	0.539222	0.602044	1.77865	1.75703	1.5694	0.458937
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.655145	1.78223	0.787869	0.825111	0.479428	0.527657	0.531952	0.286728	0.739088	0.138556	1.08287	1.22714	0.518845	0.463991	1.52244	0.930751	1.63224	0.575865	0.512436	0.50513	0.577208	0.31688	0.362372	0.0922249	0	0.249668	0.551193	0.442417	0.457478	0.256308	0.0723427	0.678543	0.535489	0.880026	1.47902	0.842419	0.323448	0.443256	1.22196	0.63558	0.961039
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004664.3.3e0c3e5b-0b04-413e-8945-15e328b75c75.fc.signal	1.09047	1.21889	1.16297	1.25123	1.51289	1.6282	1.61368	1.49819	1.80492	1.51562	1.50371	1.52694	1.91191	2.45508	2.52325	2.38346	2.05108	2.48686	3.00869	2.12112	1.98589	2.09155	3.09181	3.90025	3.7192	2.97295	2.01206	2.01908	1.74972	1.76662	2.50271	1.53703	1.47918	1.06943	0.968867	0.789715	0.81853	1.56485	1.5068	0.626339	0.507812
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001014.4.ad84b327-82d2-4d7b-a9a1-d84b21c47553.fc.signal	0.210632	0.259353	0.114315	0.498539	0.453845	0.252379	0.0106493	0	0.0423936	0.352227	0.597303	0.506003	0.558752	0.354991	1.27834	1.54749	1.98062	2.28081	1.57884	1.99704	0.904818	0.435724	0.592344	0.0676577	0.232346	1.06611	0.856746	0.871834	1.00777	0.836145	0.939181	1.71722	1.68681	1.31894	0.404343	0.66035	0.399962	0.660703	0.27814	0.324781	0.519084
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	0.0794488	0.414476	1.36766	0.894183	0.603168	0.420021	0	0	0	0.0315088	0.25207	0.210058	0.225183	0.207797	0.416806	0.480067	0.294062	0.0621773	0.546344	0.75609	0.154372	0.0798222	0.25207	0.25207	0.025207	0	0.240307	0.746152	0.891601	1.07366	1.01318	0.24532	0.539333	0.661985	0.271604	0.390624	0.425076	0.284549	0.312991	0.25207	0.927536
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003806.1.047c2416-3a22-4cd4-965c-493225f5ed12.fc.signal	0.702965	0.748546	0.726064	0.324075	0.190563	0.210502	0.164688	0.0483606	0.0020084	0.245232	0.73765	0.603127	0.632734	1.26396	2.81594	5.68075	5.10821	6.86266	8.28817	4.84542	2.94097	1.51955	1.11653	0.864167	2.11018	6.9207	11.9478	9.08764	6.13004	8.83729	9.65055	11.2133	13.5403	8.53229	3.59541	6.58996	5.18276	4.44546	4.62447	5.31425	1
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.dbe74410-ef9b-4890-bc90-855bf41773d5.fc.signal	0	0.47142	0.43538	0	0.0034122	0.533354	0.492408	0.0602811	0	0	0.279422	0.328574	0.390868	0.498626	0.0214965	1.11608	0.776638	0.0997155	0.914674	0.891688	0.467421	0.57529	0.226919	0	0	0.28189	0.21669	0	0	0.242297	0.666912	0.0824571	0.517512	0.491826	0.408453	0.778554	0.0651984	0	0.172586	0.62425	0.978186
