	chr11:43889541-43889690	chr11:43889691-43889840	chr11:43889841-43889990	chr11:43889991-43890140	chr11:43890141-43890290	chr11:43890291-43890440	chr11:43890441-43890590	chr11:43890591-43890740	chr11:43890741-43890890	chr11:43890891-43891040	chr11:43891041-43891190	chr11:43891191-43891340	chr11:43891341-43891490	chr11:43891491-43891640	chr11:43891641-43891790	chr11:43891791-43891940	chr11:43891941-43892090	chr11:43892091-43892240	chr11:43892241-43892390	chr11:43892391-43892540	chr11:43892541-43892690	chr11:43892691-43892840	chr11:43892841-43892990	chr11:43892991-43893140	chr11:43893141-43893290	chr11:43893291-43893440	chr11:43893441-43893590	chr11:43893591-43893740	chr11:43893741-43893890	chr11:43893891-43894040	chr11:43894041-43894190	chr11:43894191-43894340	chr11:43894341-43894490	chr11:43894491-43894629	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.b29ef53b-7262-43e2-ab26-84dcd5c07165.fc.signal	0	0	0.131722	0.302505	0.0670123	0.429853	0.00417493	0	0	0	0.17401	0.307375	0.217785	0.0184188	0.410804	0.827972	1.3461	0.951793	0.0645603	1.05741	1.63391	0.0918548	0.0667974	1.08019	1.55867	0.590062	0.162627	0.947411	0.0234402	0	0.0085008	0.447198	0.262916	0	0.563126
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.3bc522e1-a1c6-492a-9fb9-e63c8afd2709.fc.signal	0.173244	0.155726	0.254137	0.171861	0	0	0.0691218	0.316993	0.0151116	0	0	0.141962	0.0777966	0	0	0	0.215816	0.141114	0.21198	0.0708713	0.18861	0.112385	0.443898	0.861234	0.557268	0.44934	0.294212	0	0.199254	0.137678	0.204848	0.402235	0.156862	0.0115968	0.590566
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	0	0	0	0	0.465885	0.520582	0.200953	0.511739	0	0	0.883349	0.473298	0.806597	0.527381	0.496127	0.350724	0.376808	0.276974	0.975665	0.657497	1.75248	0.60023	0.538935	0.775807	0	0	0	0	0	0.427052	0.658462	1.1933	0.58802	0	0.534545
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0.0652522	0.354098	0.537239	0.0895917	0	0	0.259775	0.490678	0	0	0	0	0	0.204201	0.765229	0.280701	0	0.195655	0.870679	0.660388	0.112651	0.104243	0.437294	0.567892	0.34428	0	0	0	0	0.289679	0.442873	0	0.386057	0.717098	0.596591
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0.0935531	0.613611	0.116716	0.33108	0.123024	0	0	0	0	0	0	0	0.0788173	0.499665	0.00540773	0.262261	0.504067	0.349269	0	0.674171	0.270751	0.45734	0.317708	0.673673	0.0883241	0	0	0	0	0	0	0.559895	0.772362	0.376812	0.745562
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.ad699f10-b9f0-4846-a1ea-444cf5fe468b.fc.signal	0	0.426178	0.246247	0	0	0	0	0	0	0	0.569861	0.371797	0.19131	0.549625	0.809165	0	0	0	0	0	0	0.386348	0.784839	0.277672	0.577645	0.141865	0	0.0865568	0.405809	0	0.53484	1.32459	0.80079	0.0967678	0.533875
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0.165547	0.111982	0.178207	0.0584875	0.408857	0.248958	0	0	0	0	0	0	0	0.0260037	0.16764	0	0.100339	0.199532	0.272557	0.383998	0	0.337127	0.401857	0.160308	0.21396	0.138278	0.165239	0.0509496	0.196529	0.220782	0.261824	0.295902	0.234746	0.00152727	0.680873
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0	0	0	0	0.0111393	0.129162	0.22027	0.167836	0.0807969	0.00729747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.692804
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000290.2.e8dc7448-dc97-4057-a492-978243fe4033.fc.signal	0.476755	0.0692524	0.871514	1.67621	0.303879	0.478296	0.557087	0.109157	0.0720679	0.657151	0.673407	0.208859	0	0.109538	0.420818	0.382702	1.17054	0.144396	0.0802944	0.424761	0.515036	0.224264	0.365578	0.385247	0.514708	0.758168	0.128416	0.370702	1.30071	0.494531	0.049115	0.74248	0.320088	0	0.794872
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0.146019	0.0118505	0.463608	0.443472	0.208864	0.00469213	0	0	0	0	0	0	0.0142961	0.243504	0	0	0	0	0.0187429	0.217682	0.134366	0.0953398	0.100454	0	0.153534	0.661422	0	0.0875018	0.136112	0.003579	0.0518901	0.572912	0.52965	0.147741	0.765537
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.9b1c722f-92a9-4c08-873d-1b0b5f7b7e5c.fc.signal	0.628264	0.597924	0	0.455148	0.181722	0	0	0	0	0	0	0.21018	1.11746	1.64552	0.216261	0	0	0	0	0	0.212901	0.322103	0.964752	0.763783	0	0	0	0	0	0	0	0	0	0	0.609005
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0	0	0.08626	1.34843	0.206938	0.0487733	0.496051	0.0127787	0	0	0.444782	0.410132	0	0.372636	1.43284	0.101435	0.237759	0.276513	0.168619	0.241686	0.140473	0.329983	0.0953639	0.266924	0	0	0	0.914188	0.513565	0	0	0	0	0	0.65627
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000810.3.f937c5a8-f739-4eba-91ed-5c0fce69c73d.fc.signal	0.00114453	0.312249	0	0.253047	0.132221	0.18318	0	0	0.230758	0.492916	0.0177393	0.15858	0.6501	0.67985	0.17373	0.310183	0.0614151	0.247617	0.184531	0.213068	0.321375	0.0091064	0.665068	0.156702	0.654748	0.397973	0.292746	0.0200455	0.313943	0.535867	0.672246	0.0507604	0.659002	0.295434	0.480418
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001913.1.0691c0e9-6039-4aa9-a294-80d73cee59d2.fc.signal	0.367807	0	0.857337	0.401369	0.511731	0.102884	0	0.012807	0.54436	0	0	0	0	0.244804	0.611519	0	0	0	0.364102	0.680174	0.2648	0	0.518159	0.883192	0.946922	0.781687	0.0201103	0.62141	0.0929179	0.364855	0.0957964	0	0	0.405716	0.63299
