	chr1:42732634-42732783	chr1:42732784-42732933	chr1:42732934-42732973	chr1:42732974-42733083	chr1:42733084-42733233	chr1:42733234-42733383	chr1:42733384-42733533	chr1:42733534-42733633	chr1:42733634-42733683	chr1:42733684-42733833	chr1:42733834-42733983	chr1:42733984-42734133	chr1:42734134-42734283	chr1:42734284-42734373	chr1:42734374-42734433	chr1:42734434-42734583	chr1:42734584-42734663	chr1:42734664-42734733	chr1:42734734-42734883	chr1:42734884-42735033	chr1:42735034-42735083	chr1:42735084-42735183	chr1:42735184-42735333	chr1:42735334-42735483	chr1:42735484-42735633	chr1:42735634-42735783	chr1:42735784-42735933	chr1:42735934-42736083	chr1:42736084-42736233	chr1:42736234-42736383	chr1:42736384-42736533	chr1:42736534-42736683	chr1:42736684-42736833	chr1:42736834-42736983	chr1:42736984-42737133	chr1:42737134-42737283	chr1:42737284-42737433	chr1:42737434-42737583	chr1:42737584-42737733	chr1:42737734-42737853	chr1:42737854-42737883	chr1:42737884-42737933	chr1:42737934-42738033	chr1:42738034-42738183	chr1:42738184-42738333	chr1:42738334-42738378	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0.0487196	0	0	0	0	0.708425	1.4736	3.27311	1.75139	0.866895	1.50457	0.673643	0.0510066	0.8879	2.59299	2.77718	2.56111	1.46958	1.88102	0.617756	1.07994	1.8691	0.844141	0	0	0.29957	1.47926	0.148559	1.30948	0.549666	0.514172	0.431331	0.7714	0.938572	1.23556	1.36531	1.14626	0.329055	1.14224	0.255033	0	0	0.603578	1.42995	0.621381	2.41824	0.506494
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	0.166852	0.523599	0.267226	0.507194	0.716926	0.133802	0.814932	1.11955	0.810758	0.239994	0.44304	0.549659	0.458533	0.435198	0.250021	0.553596	0.362339	0.116806	0.243724	0.316749	0.297208	0.327188	0.472752	0.158162	0.039105	0.410392	0.488503	0.267023	0.278903	0.234635	0.54955	0.774371	0.733522	0.531898	0.719098	0.229698	0.0479949	0.287061	0.260578	0.361733	0.703912	0.982766	0.71953	0.617007	0.721279	1.09769	0.367089
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.ef4e5ad4-caa2-424f-9bf2-7145353fa420.fc.signal	0.730123	0.703252	0.437806	0.204581	0.755879	1.06181	0.664176	0.86923	0.952885	0.981257	1.69051	1.59985	1.21411	0.952765	0.756574	0.419919	0.68897	0.820192	0.986766	0.406328	0.340492	0.570976	0.863525	0.814573	0.224704	0.0335413	0.377873	0.521653	0.22798	0.44498	0.697181	0.748011	0.956895	0.6214	0.568136	0.525036	0.815922	1.15128	0.590761	0.139238	0.210758	0.388252	0.50944	0.896315	1.1228	0.742015	0.266983
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001952.2.c1b4ffc0-5671-47c4-baaa-5f1958b2a0b4.fc.signal	1.0941	0.332577	0.630378	0.490528	0.00219733	0.184535	0.997816	0.819078	0.181281	0.21328	0.529829	0.416239	0.810839	0.320453	0.32961	0.0856977	0.657157	0.71572	0.381246	0.496611	0.1648	0.273575	0.0641559	0	0	0.318623	0.0318615	0.497709	0.466945	0.199188	0.494643	0.45215	0.836177	0.273746	0	0.239889	0.80064	0.507217	0.808164	0.862185	0.489562	0.486154	0.809191	0.939264	0.479388	0.421165	0.377719
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001050.8.8c536fb3-0ded-452e-bfa9-602b72d66c00.fc.signal	0.474744	0	0.0714577	0.382167	0	0.703179	1.1664	0.891325	0.525736	1.19225	1.47285	0.784288	1.09634	0.557861	0.398732	0.504787	1.1666	0.738391	0.585753	0.808534	0.683304	0.484935	1.01143	0.988259	0.337591	1.02923	1.14788	1.6257	1.13621	0.215459	0.987955	1.35639	0.533161	0.667199	0.514577	1.01437	0.60148	0.772089	0.337678	0.567109	0.328099	0.048671	0.568049	0.61197	1.0893	1.22578	0.542773
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001955.3.409dbfeb-ff68-4d68-8254-ea0d0437a94c.fc.signal	0.271905	0.260449	0.401903	0.283799	0.304296	0.430228	0.257869	0.460905	0.340248	0.180573	0.209857	0.437101	0.322848	0.579624	0.442448	0.101573	0	0	0.203708	0.385692	0.0992668	0	0	0.0110776	0.311075	0.0926041	0.093144	0	0.114761	0.171123	0.199096	0.172696	0.0927606	0	0.169518	0.0294509	0.155216	0.0596633	0	0	0	0.103302	0.236125	0.269512	0.237394	0.274911	0.328371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001852.4.51e98f97-6119-4df6-b770-df4f0c759ed4.fc.signal	0.57676	0.549313	0.970892	0.868948	0.683767	0.355075	0.632592	0.430792	0.199839	0.314856	0.49961	0.723061	0.306685	0.574593	0.655604	0.492703	0.736484	0.755479	0.575041	0.35947	0.443044	0.49864	0.417912	0.352557	0.451208	0.348758	0.619669	0.607088	0.728386	0.825142	0.775506	0.878543	0.558689	0.349432	0.431105	0.196328	0.410281	0.483251	0.703852	0.796546	0.405349	0.265809	0.400631	0.798128	0.517837	0.301688	0.588571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000709.3.5c2b1045-c5b9-4ce2-a975-1bba53717c39.fc.signal	0.976285	1.01336	0.388121	0.549794	1.51386	1.45751	1.24418	0.598113	0.736848	0.57465	0.755385	0.421718	0.933033	0.845984	0.503876	0.323541	0.573629	0.43589	0.302119	0.869214	0.954658	0.632575	0.0200815	0.525217	0.585463	0.590095	0.363018	1.001	0.333667	0.470788	0.867788	0.91295	0.451343	0.219356	0.848071	1.50608	0.54013	0.274647	1.02263	1.07747	0.254882	0.0509762	0.817949	1.06434	0.758475	0.123579	0.560484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001957.2.e6bec3c5-fcb0-48f1-bb2d-dd0add2596dc.fc.signal	0.609754	1.12232	0.654727	0.187636	0.531498	0.792048	0.571928	0.50181	0.611441	0.757135	0.876554	0.625557	0.464891	0.806935	0.422179	0.0353927	0.170123	0.18356	0.312943	0.304487	0.356476	0.487047	0.766368	0.304109	0.309154	0.200653	0.198981	0.244051	0.207298	0.0765541	0.602035	0.529772	0.735295	1.38182	1.34617	0.851548	1.00754	0.788028	0.808374	0.555774	0.4085	0.593387	1.31194	1.30379	1.22467	1.28143	0.421149
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000992.7.269c7bdb-5224-43fa-a5d5-7860eaac019c.fc.signal	1.06939	0.35844	0.21666	0.188783	0.334815	0.252217	0.933808	1.46676	1.11804	0.412967	0.643866	0.794116	1.03826	1.26959	1.29958	0.919749	1.39594	0.940226	0.882676	0.474254	0.229547	0.393778	0.685407	0.985779	0.976647	0.598582	0.478013	0.79954	1.15339	1.00465	0.969316	1.21208	0.871295	1.07923	0.954282	0.522993	1.74351	1.26594	0.443897	0.299832	0.075165	0.365485	0.469532	0.784704	0.649744	0.398393	0.495238
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004635.3.ac3d233b-983d-44f1-b32e-ea45048d4db5.fc.signal	0.37116	0.370188	0.807796	0.929119	0.728895	0.502189	0.502198	0.847987	0.952741	0.735581	0.635145	0.522266	0.515583	0.473513	0.392213	0.660968	0.981073	0.828119	0.393166	0.531838	1.0044	1.07589	0.83827	0.409431	0.558852	0.465745	0.702082	0.660786	0.636198	0.366364	0.166486	0.339032	1.06085	0.347831	0.168475	0.225996	0.367422	0.460968	0.521316	0.33684	0.253525	0.182459	0.0234956	0.11444	0.288884	0.487851	0.737288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001958.3.8880c654-a0c9-41d0-997c-100c289384a4.fc.signal	0.411947	0.236511	0.46946	0.263491	0.228466	0.0516089	0.207195	0.393422	0.576203	0.225673	0.0909864	0.267709	0.479099	0.369912	0.41573	0.277564	0.140154	0.428249	0.464019	0.312195	0.416233	0.407403	0.328992	0.245898	0.0968719	0.162287	0.340744	0.474093	0.0886418	0.174427	0.602447	0.294934	0.340324	0.380286	0.581636	0.47448	0.42877	0.676838	0.272531	0.0984973	0.297302	0.671314	0.645326	0.353362	0.158185	0.215757	0.250266
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004900.1.67d0b7ff-4124-4e95-8c9b-1a369432b72d.fc.signal	1.05399	0.938786	1.09178	0.388344	0.158674	0.777951	1.15824	0.978008	0.573387	0.978368	0.789577	1.54369	1.21879	0.494595	1.21916	1.8924	0.652768	0.94392	0.736831	0.240996	0.212807	0.562547	0.987003	1.40282	1.54484	0.959509	0.624003	0.761419	1.3361	1.16228	1.32534	0.543576	0.481154	0.75912	1.04897	0.209628	0.368536	0.51699	0.663885	0.857778	0.375819	0.267745	0.32967	0.197999	0.458282	0.513589	0.325424
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004655.3.2b61d46e-471d-49e9-8be5-799a59949ba5.fc.signal	1.92016	2.14316	0.821069	0.302714	0.224895	0.8419	1.33577	1.07995	0.894055	0.862293	0.679576	0.40465	0.397538	0.973823	1.30489	0.951675	0.214296	0.044236	0.613099	0.940073	0.694243	0.849437	1.31521	1.10367	0.962753	0.533617	0.799206	0.978005	1.20399	1.51781	1.51379	2.8391	1.79593	0.912087	1.4621	0.913776	1.37138	1.54513	0.266383	0.0503993	0.212565	0.204733	0.608652	0.862883	0.450242	0.610203	0.699422
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001039.6.36c88d13-9712-4dd8-b993-ed15aa2b6721.fc.signal	0.372521	0.738073	0.611443	0.332336	0	0.285793	0.857309	0.812916	0.68368	0.387215	0.376368	0.456917	0.338393	0.0438333	0.263	0.303327	0.43395	0.319357	0.696009	0.529485	0.263	0.263	0.4734	0.727557	0.508457	0.659195	0.704772	0.3156	0	0.222362	0.493387	0.17884	0.11046	0.263	0.09994	0	0.232737	0.680278	0.350657	0	0	0	0.04208	0.343653	0.445347	0.263	0.653543
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001964.2.833a4d12-f55a-4d20-8f65-69bf9d8fbcf1.fc.signal	0.745022	0.934901	0.405515	0.298297	0.601499	0.466206	0.555042	0.563601	0.233217	0.215957	0.492338	0.524112	0.243228	0.575324	1.07216	0.604011	0.714236	0.625976	0.15866	0.582508	0.880018	0.677179	0.165404	0.863408	0.534467	0.150863	0.242258	0.249653	0.512843	0.818854	0.520768	0.821497	1.81747	1.86618	1.13344	0.822624	1.04255	0.683563	0.47669	1.44999	1.22895	0.683401	0.919046	1.33776	0.920603	1.02639	0.291062
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001893.4.4164b172-b072-474a-8b05-6452f6b50d11.fc.signal	0.0223108	0.0855247	0.55777	0.55777	0.0632139	0	0.487092	0.637289	0.489505	0.655202	1.51655	1.25798	0.655034	0.479837	1.0314	0.724214	0.465747	0.106425	0.278571	0.523083	0.326234	0.154771	0	0.2417	0.464808	0	0	0.178486	0.527595	0.0583636	0.383996	0.0351523	0.371527	0.110183	0.241166	0.416283	0	0.178486	0.516271	0	0	0	0.0725101	0.55542	0.10321	0.365055	0.492593
