	chr7:128474582-128474731	chr7:128474732-128474881	chr7:128474882-128475031	chr7:128475032-128475181	chr7:128475182-128475331	chr7:128475332-128475481	chr7:128475482-128475631	chr7:128475632-128475781	chr7:128475782-128475931	chr7:128475932-128476081	chr7:128476082-128476231	chr7:128476232-128476381	chr7:128476382-128476531	chr7:128476532-128476681	chr7:128476682-128476831	chr7:128476832-128476981	chr7:128476982-128477071	chr7:128477072-128477131	chr7:128477132-128477281	chr7:128477282-128477431	chr7:128477432-128477581	chr7:128477582-128477731	chr7:128477732-128477881	chr7:128477882-128477971	chr7:128477972-128478031	chr7:128478032-128478091	chr7:128478092-128478181	chr7:128478182-128478331	chr7:128478332-128478481	chr7:128478482-128478631	chr7:128478632-128478731	chr7:128478732-128478781	chr7:128478782-128478931	chr7:128478932-128479081	chr7:128479082-128479231	chr7:128479232-128479381	chr7:128479382-128479481	chr7:128479482-128479531	chr7:128479532-128479673	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.b29ef53b-7262-43e2-ab26-84dcd5c07165.fc.signal	0	0	0	0	0.352937	0.287242	0.306901	0.345264	0	0	0	0	0	0	0	0	0	0	0	0	0.222503	0.540914	0.464759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0891527	0.591973
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.3bc522e1-a1c6-492a-9fb9-e63c8afd2709.fc.signal	0	0.200443	0.237888	0.3304	0.0682827	0	0	0.574888	0.262114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109032	0.3304	0.235685	0	0	0	0	0.085904	0.3304	0.639839
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	0	0	0	0	0	0	0	0.520781	0.339832	0	0.0838546	0.66201	0.114748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425532
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0	0	0	0.0415604	0.557974	0.15237	0	0	0	0	0	0	0	0.0498931	0.18375	0.166243	0	0	0	0	0	0	0	0	0	0	0	0	0.393751	0.358136	0	0	0.310657	0.403358	0	0	0	0	0	0.436047
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	1.25071	0.318281	0.174832	0.60967	0	0.493115	0.838294	0.237592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658977	0.910015	0	0	0	0	0	0.685371
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.ad699f10-b9f0-4846-a1ea-444cf5fe468b.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377566	0.520305	0	0	0	0.697248
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0	0	0.256933	0.151434	0	0	0.174882	0.152849	0.0707633	0.315604	0.359478	0.145772	0.107649	0.397539	0.746904	0.43331	0.0684046	0.176908	0.441563	0.479775	0.031087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010465	0.584574
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0	0	0	0	0	0	0.432972	0.69583	0.147478	0	0	0	0.141316	0.185909	0.0620942	0.0112781	0.118146	0.121182	0.124358	0.109671	0.117795	0	0	0	0	0	0.0219588	0.12935	0.0836901	0	0	0	0	0	0	0	0	0	0	0.709293
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000290.2.e8dc7448-dc97-4057-a492-978243fe4033.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318057	0.31943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536913
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0	0	0	0	0	0.139621	0.167122	0	0	0.00740413	0.250705	0.0433671	0.0616743	0.379896	0.15385	0.134968	0.0405464	0.155684	0.436686	0.0850429	0.0837756	0.0670965	0.0875103	0.109299	0	0	0	0	0.0835609	0.223182	0	0	0.158602	0.140054	0	0	0	0	0	0.640212
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001546.1.9b1c722f-92a9-4c08-873d-1b0b5f7b7e5c.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.541006	0.318536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.343817	0.515726	0	0	0	0.615809
