	chr11:62796075-62796224	chr11:62796225-62796374	chr11:62796375-62796524	chr11:62796525-62796674	chr11:62796675-62796824	chr11:62796825-62796974	chr11:62796975-62797124	chr11:62797125-62797274	chr11:62797275-62797424	chr11:62797425-62797574	chr11:62797575-62797724	chr11:62797725-62797874	chr11:62797875-62798024	chr11:62798025-62798174	chr11:62798175-62798324	chr11:62798325-62798474	chr11:62798475-62798624	chr11:62798625-62798774	chr11:62798775-62798924	chr11:62798925-62799074	chr11:62799075-62799224	chr11:62799225-62799374	chr11:62799375-62799524	chr11:62799525-62799674	chr11:62799675-62799824	chr11:62799825-62799974	chr11:62799975-62800124	chr11:62800125-62800274	chr11:62800275-62800424	chr11:62800425-62800574	chr11:62800575-62800724	chr11:62800725-62800874	chr11:62800875-62801024	chr11:62801025-62801174	chr11:62801175-62801324	chr11:62801325-62801474	chr11:62801475-62801624	chr11:62801625-62801774	chr11:62801775-62801924	chr11:62801925-62802074	chr11:62802075-62802224	chr11:62802225-62802374	chr11:62802375-62802524	chr11:62802525-62802674	chr11:62802675-62802824	chr11:62802825-62802877	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001457.1.b29ef53b-7262-43e2-ab26-84dcd5c07165.fc.signal	0.44567	0	0	0	0.264702	0.387463	0.211025	1.44643	0.68513	0.18451	0	0.283884	0.847895	0.172632	0	0.0187868	0.527491	0.0537077	0.116372	0.325788	0	0.162449	0.296494	0	0	0	0.510981	0.620541	0	0	0.325521	0.0893239	0.201957	0.230241	0.123396	0.486052	0.0843979	0.356773	0.936156	0.648202	0	0.536993	0.456516	0.303065	0.0345264	0.57544	0.488402
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.3bc522e1-a1c6-492a-9fb9-e63c8afd2709.fc.signal	0.280709	0.181464	0.23128	0.147579	0.270928	0	0	0	0	0	0	0	0.246699	0.171808	0	0	0	0.157719	0.909413	0.325407	0	0	0	0	0.141452	0.0792111	0	0.007522	0.366112	0.327684	0.109787	0	0	0	0.0753713	0.362604	0.59074	0.141385	0.230326	0.492488	0.350629	0.126874	0	0	0	0	0.420792
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000980.8.368c97f7-f82d-4e9f-a521-00182447a421.fc.signal	0.315989	0	0	0.18368	0.316572	0	0	0.0933459	0.228119	0	0	0.310434	0.474609	0.240665	0	0	0	0.126223	0.316673	0.233927	0.623166	0.692792	0.237637	0.14842	0	0.0675175	0.598019	0.145147	0	0	0	0.25121	0.208915	0	0.182031	0.159141	0	0	0	0.253109	0.104432	0	0.318477	0.510916	0	0	0.363095
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0	0	0	0	0	0	0	0	0.0494655	1.40282	0.803311	0	0	0.241446	0.354226	0.627133	0.130701	0	0	0.0594231	0.628081	0.513053	0.0522736	0	0.0670909	0.540153	0.158165	0.497962	0.929406	0.439544	0	0	0	0.136253	0.0979481	0.214865	0.0855919	0.542634	0.462915	0.976726	0.0036248	0.364075	0.288018	0	0	0	0.419484
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0.364007	0.0513724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444828	0.389315	0.180256	0.288728	0	0	0	0.045002	0.452025	0.0305953	0	0	0	0	0	0	0	0	0	0	0.174022
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000174.3.ad699f10-b9f0-4846-a1ea-444cf5fe468b.fc.signal	0	0.0644625	0.506011	0.227508	0.656425	0	0	0	0	0	0	0	0	0	0.174245	0.76902	0.5309	0.170069	0.571679	0	0	0	0	0	0	0.472221	0.269018	0	0	0	0	0	0	0.357244	0.233607	0	0	0.126931	0.221449	0.550482	0.729358	0	0	0	0.0257609	0.235029	0.425087
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0.413304	0.636312	0.0280821	0	0	0	0	0.21244	0.389147	0.110246	0.020173	0.236642	0.178556	0.295916	0.0371886	0	0	0	0	0	0.0218551	0.276679	0.524762	0.011708	0.169849	0	0.177193	0.207345	0	0	0	0	0.198183	0.134355	0.750469	0.335312	0.0625584	0.0469342	0	0.113499	0.24598	0.0929284	0.620197	0.03744	0	0	0.487035
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000242.3.009dbb10-d8f5-4bd5-9bc6-e0cf283ece54.fc.signal	0.196167	0.137489	0.113822	0.0205031	0.0598053	0.236944	0.249664	0.191387	0.0664686	0.164431	0.342394	0.234731	0.118245	0	0	0.0196835	0.152655	0.221015	0.205724	0.132995	0.0665425	0.0677804	0.0960309	0.138379	0.168222	0.130589	0.0454083	0.128401	0.314286	0.402311	0.0419407	0.290544	0.402148	0.0788269	0	0.0401753	0.208804	0.159081	0.0183469	0.109877	0.219695	0.103737	0.0565549	0.128247	0.141646	0.118177	0.413557
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000290.2.e8dc7448-dc97-4057-a492-978243fe4033.fc.signal	0	0	0	0	0	0	0	0.33906	0.283715	0	0.0840149	0.45008	0.11102	0	0	0.0660117	0.45008	0.129023	0.191542	0.394727	0.273049	0.726202	0.429368	0.858153	0.211956	0	0	0	0	0	0	0	0	0.27905	0.366065	0	0	0	0	0	0	0	0	0	0	0	0.549807
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0	0	0	0	0	0	0	0	0	0.180309	0.361191	0.0660041	0	0	0	0	0	0	0	0.0890665	0.183796	0.128867	0.15866	0.0602908	0.11212	0.101085	0.0128772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129839	0.242266	0.10066	0.510078
