	chr2:15939448-15939597	chr2:15939598-15939747	chr2:15939748-15939897	chr2:15939898-15940047	chr2:15940048-15940197	chr2:15940198-15940347	chr2:15940348-15940497	chr2:15940498-15940647	chr2:15940648-15940797	chr2:15940798-15940947	chr2:15940948-15941097	chr2:15941098-15941247	chr2:15941248-15941397	chr2:15941398-15941547	chr2:15941548-15941697	chr2:15941698-15941847	chr2:15941848-15941997	chr2:15941998-15942147	chr2:15942148-15942297	chr2:15942298-15942447	chr2:15942448-15942507	chr2:15942508-15942597	chr2:15942598-15942747	chr2:15942748-15942897	chr2:15942898-15943047	chr2:15943048-15943197	chr2:15943198-15943347	chr2:15943348-15943497	chr2:15943498-15943647	chr2:15943648-15943797	chr2:15943798-15943947	chr2:15943948-15944097	chr2:15944098-15944247	chr2:15944248-15944397	chr2:15944398-15944547	chr2:15944548-15944697	chr2:15944698-15944847	chr2:15944848-15944997	chr2:15944998-15945147	chr2:15945148-15945297	chr2:15945298-15945354	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0.341923	0.122298	0	0.103918	0.273194	0.576378	0.144762	0	0	0.0977895	0.197204	0	0.222705	0.391925	0	0.142327	0.19359	0.122508	0.222432	0.269968	0.027076	0.0743563	0.370065	0.359387	0.0587118	0.563496	0.159524	0.0352791	0.367669	0.0190155	0	0	0	0	0	0	0	0	0	0	0	0.284153
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0.367158	0.0583031	0.418834	0.648212	2.13471	1.2324	1.57822	1.12423	0.605551	2.41312	3.52068	3.29841	2.82248	2.47638	1.18988	0.411475	1.87317	1.50195	3.69884	2.77826	0	0	0	0	1.11097	0.996978	0.486546	0.245621	0.877977	1.35796	0.0948843	0	0	0.20423	0.257755	0	1.36237	0.605002	0	0.236482	0.973149	0.472422
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.845082	0.562558	0.630803	0.589975	0.916314	0.871002	0.550437	0.389204	0.555703	0.781797	1.05649	0.877828	1.57054	0.813504	0.855413	0.367274	0.48809	1.09509	1.26852	1.23524	1.64899	1.56532	1.05709	0.674177	1.22174	1.41172	1.57735	1.10385	0.914987	0.325076	0.373064	0.570887	0.630134	0.737971	0.835277	0.876479	1.61937	0.513427	0.665428	0.999602	0.933674	0.960688
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aa01f6f8-93b0-4f0b-8191-bde89d903aa4.fc.signal	2.51337	1.36208	0.762776	1.48701	2.78722	1.79702	2.15468	3.08569	3.03607	1.87746	2.48085	5.49812	5.90441	1.2904	1.57798	2.17865	3.68927	2.88911	4.0854	7.56293	4.65935	2.1507	1.4821	3.49646	4.76465	3.87731	2.91003	1.79015	3.16244	3.31203	2.76128	2.0476	1.18018	1.97967	1.60463	1.97415	2.76045	1.99556	2.11232	1.22462	1.00476	0.583333
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000053.3.6cb1979d-a688-443a-a34f-9028034c29a9.fc.signal	0.265384	0.318214	0	0.379831	0.117394	0.174005	0.241896	0	0.0378488	0.51612	0.0653752	0	0	0	0	0.231888	0.173579	0.407021	0.0447304	0.767359	1.54852	0.785685	0.0550528	0.832074	1.23011	0.051612	0	0	0	0.403282	0.156091	0.229704	0.0870015	1.04205	0.71573	0.243154	0.933219	0.50362	0	0	0	0.410665
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	0.783505	1.01315	0.647424	0.147733	0.235469	0.238075	0.202268	0.176412	0.187708	0.139913	0.267741	0.2115	1.34771	0.881972	0.0295463	0.221602	0.264183	0.381502	0.547488	0.0869025	0	0	0.029546	0.384979	0.54658	0.665334	0.544163	0.240492	0.540663	0.611834	0.0245941	0	0.0388885	0.268885	0.0481732	0.169048	0.397921	0.51881	0.567475	0.296336	0.848444	0.463084
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.318c4637-d1c5-4ab4-ab79-239ce2440f41.fc.signal	0.77072	0.328497	0.195101	0.117111	0.121162	0.162539	0.160072	0.207207	0.323794	0.287706	0.140395	0.325257	0.198274	0.118227	0.142705	0.0412952	0.181622	0.154715	0.110628	0.182729	0.0910732	0.0155753	0.0126745	0.0956472	0.0738979	0.121347	0.156238	0.112244	0.100279	0.168627	0.319027	0.220864	0.0105753	0	0	0.0247134	0.274775	0.246815	0.101545	0.28187	0.358044	0.672727
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.8e45d3eb-43c4-4932-8fdd-020c9df5cc1a.fc.signal	0.964169	2.41486	1.45768	1.36751	1.79409	2.0079	2.17517	1.52913	1.57991	2.86292	3.90513	3.81997	2.86498	1.58435	2.35656	3.49036	3.10952	2.12259	1.7907	2.39188	2.66298	1.17882	0.586711	1.62413	1.79308	0.892309	1.74402	1.24291	2.44406	1.99962	0.768311	1.43158	1.4731	0.009661	0.00712913	0.476251	1.30788	1.27125	0.964779	1.53487	1.51553	0.230088
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000315.2.cbd9af2b-c3c4-4f68-a646-ded8b3575bf4.fc.signal	0.959324	0.858637	0.434669	0.202034	0.360906	0.984379	0.996085	0.523709	0.77432	0.491512	0.319601	0.266397	0.036045	0.263447	1.48207	0.924105	0.227337	0.269814	0.314508	0.172053	0	0	0	0.170125	0.703072	0.179316	0	0	0.275139	0.692621	0.395554	0.314881	0.45974	0.589164	0.550317	0	0	0	0	0	0	0.270518
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.206f09d2-76dd-4938-b45e-439de4017881.fc.signal	0.805951	0.698446	0.603074	0.79968	0.802708	0.835341	0.715676	0.552836	0.894108	0.906992	0.872487	1.25144	1.18945	0.867505	0.537371	0.710524	1.17523	1.34972	1.60595	1.49695	0.616759	0.408224	0.746636	1.33161	0.693312	0.592748	0.606025	0.644636	0.718966	0.763954	0.687792	0.57928	0.281434	0.017803	0	0	0	0.255327	0.725876	0.548792	0.324358	0.570645
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	1.83192	1.87729	0.588233	0.992346	0.412993	1.11691	2.66571	1.83525	1.00405	1.24973	0.746508	1.29165	1.38202	1.15915	0.724742	0.583022	0.698542	0.792026	0.97013	1.76264	1.27229	0.194386	0	0.0471541	0.583011	0.903283	0.757659	0.246091	1.14506	1.18878	0.397252	0.108116	0	0.171178	0.234351	0.387753	0.479719	0	0.66797	1.54797	0.535895	0.215827
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001965.2.ef4e5ad4-caa2-424f-9bf2-7145353fa420.fc.signal	1.48293	1.26723	0.817199	0.479394	0.580769	0.595355	0.328324	0.482782	0.57655	0.860263	0.448055	0.344408	0.242612	0.601077	0.956144	0.488508	0.820487	0.807423	1.13614	0.991357	0.513606	0.232611	0.174125	0.21458	0.409626	0.3496	0.372044	0.420664	0.348366	0.675699	1.10434	1.15315	1.07027	0.803496	0.461771	0.29202	0.338601	0.542333	0.354833	0.893523	1.11566	0.480032
