	chr3:53716182-53716331	chr3:53716332-53716481	chr3:53716482-53716541	chr3:53716542-53716631	chr3:53716632-53716781	chr3:53716782-53716891	chr3:53716892-53716931	chr3:53716932-53717081	chr3:53717082-53717231	chr3:53717232-53717301	chr3:53717302-53717381	chr3:53717382-53717531	chr3:53717532-53717681	chr3:53717682-53717831	chr3:53717832-53717981	chr3:53717982-53718081	chr3:53718082-53718131	chr3:53718132-53718281	chr3:53718282-53718431	chr3:53718432-53718521	chr3:53718522-53718581	chr3:53718582-53718731	chr3:53718732-53718881	chr3:53718882-53719031	chr3:53719032-53719181	chr3:53719182-53719331	chr3:53719332-53719481	chr3:53719482-53719631	chr3:53719632-53719781	chr3:53719782-53719931	chr3:53719932-53720081	chr3:53720082-53720231	chr3:53720232-53720381	chr3:53720382-53720531	chr3:53720532-53720681	chr3:53720682-53720831	chr3:53720832-53720981	chr3:53720982-53721131	chr3:53721132-53721241	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	1.07735	1.77052	2.72434	1.10215	0.0488445	1.79087	2.55048	1.23725	1.03837	0.825113	1.86394	1.16165	1.11507	0.115323	0.391704	0.757038	0.618838	0.689407	0	0	0	0	0.200474	0.241847	0	0.327463	2.40179	3.19373	2.0042	0.016136	0.13878	0.709505	0	0	0	0.470807	1.06275	2.37342	1.45575	0.127045
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.466093	0.806917	0.957623	0.71543	0.71503	0.663925	0.459314	0.469834	0.74561	0.438246	0.400492	0.202194	0.246524	0.437967	0.61282	0.651412	0.457217	0.406902	0.0197295	0	0	0	0.140299	0.322451	0.0694652	0.10824	0.327974	0.638508	0.806719	0.237129	0.0796508	0.111659	0.187186	0.216702	0.525046	0.6763	0.749692	0.391046	0.462643	0.380488
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000239.3.318c4637-d1c5-4ab4-ab79-239ce2440f41.fc.signal	0.25334	0.201959	0.0941377	0.231471	0.437299	0.227252	0.089568	0.114231	0.160843	0.156022	0.261898	0.410436	0.461209	0.194614	0.0988327	0.218383	0.17819	0.0863834	0.0386083	0	0	0	0.0489523	0.289613	0.369981	0.2211	0.254977	0.364338	0.592358	0.540693	0.0586097	0	0	0	0	0	0.167937	0.519527	0.500644	0.415254
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003803.1.8e45d3eb-43c4-4932-8fdd-020c9df5cc1a.fc.signal	1.10678	0.475145	0	0	0.281379	1.722	2.77544	2.27939	1.11498	0.0773766	0.631409	1.46599	1.52923	1.38036	0.725898	0.619145	1.44361	3.25604	1.44486	1.06828	0.981576	0.888012	0.633102	1.26516	1.35414	1.6805	2.64094	1.8591	1.09683	0.730582	0.742986	0.397504	0.141609	0.24867	0.0773922	0.999985	0.667474	0.768429	0.696304	0.163934
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.409291	0.580976	0.406244	0.234335	0.577091	0.563893	0.646127	0.935668	0.498367	0.727019	1.33194	1.45252	0.907253	0.53472	0.24472	0.28469	0.386706	0.768329	0.47826	0.313632	0.894993	1.06244	0.350821	0.60395	0.787351	0.306612	0.72338	1.47055	0.668378	0.540384	0.935676	0.103394	0	0	0.226989	0.199937	0.137859	0.305542	0.660839	0.533654
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	1.7818	1.15307	0.407667	0.181857	0.592178	1.40221	1.76426	1.07872	0.89388	1.00817	0.998458	0.691406	1.07249	1.00256	0.609222	0.778427	0.839612	0.790279	0.520634	0.618015	0.952959	1.06967	0.766238	1.01233	0.442695	0.740556	1.03301	0.690135	0.601763	0.648704	0.59806	0.673707	0.644088	0.623497	0.285849	0.434469	0.659678	0.36556	0.639672	0.58805
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0	0	0	0.099483	0.48411	0.471166	0.363521	0.386932	0.169036	0.187169	0.200128	0.281225	0.496347	0.113104	0.104807	0.469	1.5774	1.36691	0.896187	0.696603	0.213659	0.391897	0.542945	0.427503	0.285697	0.417763	0.480309	0.148691	0.432183	0.421936	0.136286	0	0	0	0	0.0025168	0.440452	0.584608	0.162038	0.322129
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.85b1d8ad-328c-45c6-9e3b-50e5e5e241e1.fc.signal	0.279068	0.664695	0.264035	0.171968	0.356752	0.784388	1.32666	1.39007	0.31798	0.490998	2.37074	1.81504	0.159023	0	0.197995	0.425579	0.478319	1.1281	1.02533	2.24698	0.812659	0.760431	0.770947	0.417417	0.322342	0.494705	1.35386	1.4145	1.4028	0.252475	0.54925	0.92513	0.0788491	0	0.23767	0.289343	0.390459	0.938616	1.04111	0.169154
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000188.3.aa79dbf5-f75e-4ba3-9aec-59cbc9a2028b.fc.signal	0.347799	0	0	0	0	0	0.41999	0.967906	0.108039	0.656738	1.42754	1.04947	0	0.33849	0.0107956	0	0.230395	0.445749	0.717647	0.552613	0.20729	0.607311	1.28051	0.698771	0	0.0115782	0.81281	1.01664	0.704287	0.224095	0	0.309123	0.294916	0.240336	0	0	0	0	0	0.432642
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	0.734098	0.236928	0	0.200443	0.345849	0.88172	0.749487	0.416352	0.889426	1.14616	0.921168	0.230522	0.629409	0.894914	0.214632	0.517325	1.24095	0.55375	0.666775	0.667297	0.144217	0.228722	0.307685	0.450354	0.43254	0.44983	0.511911	0.295946	0.185024	0.67034	0.211834	0.046256	0.444222	0.24581	0.578582	0.457931	0.871844	0.128368	0.69383	0.579677
