	chr15:50245745-50245784	chr15:50245785-50245894	chr15:50245895-50246044	chr15:50246045-50246104	chr15:50246105-50246194	chr15:50246195-50246294	chr15:50246295-50246344	chr15:50246345-50246494	chr15:50246495-50246644	chr15:50246645-50246794	chr15:50246795-50246944	chr15:50246945-50247064	chr15:50247065-50247094	chr15:50247095-50247244	chr15:50247245-50247284	chr15:50247285-50247394	chr15:50247395-50247474	chr15:50247475-50247544	chr15:50247545-50247654	chr15:50247655-50247694	chr15:50247695-50247844	chr15:50247845-50247994	chr15:50247995-50248144	chr15:50248145-50248234	chr15:50248235-50248294	chr15:50248295-50248444	chr15:50248445-50248594	chr15:50248595-50248654	chr15:50248655-50248744	chr15:50248745-50248894	chr15:50248895-50249044	chr15:50249045-50249194	chr15:50249195-50249284	chr15:50249285-50249344	chr15:50249345-50249494	chr15:50249495-50249584	chr15:50249585-50249644	chr15:50249645-50249794	chr15:50249795-50249884	chr15:50249885-50249944	chr15:50249945-50250094	chr15:50250095-50250244	chr15:50250245-50250334	chr15:50250335-50250394	chr15:50250395-50250484	chr15:50250485-50250544	chr15:50250545-50250694	chr15:50250695-50250843	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001908.1.4025739e-d017-417d-bd1b-2254ef9d0cdc.fc.signal	0.621365	0.572676	0.385875	0.26754	0.2795	0.171136	0.32171	1.00224	0.458298	0.449293	0	0	0	0	0.212575	0.309286	0.0289624	0	0	0	0	0	0.209984	0.251484	0.274811	0.148958	0.267234	0.0978108	0.223448	0.148876	0.324266	0.0959713	0	0	0.0271616	0.362253	0.327325	0.170052	0.399495	0.313143	1.01693	0.883654	0.482796	0.407916	0.567454	0.586168	0.724864	0.717567	0.0911162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000315.2.cbd9af2b-c3c4-4f68-a646-ded8b3575bf4.fc.signal	0	0.0831248	0.173803	0.116617	0	0	0	0	0.276771	0.60589	0.292533	0.178155	0	0	0	0	0.0776515	0.384422	0.399876	0.266803	0.0040774	0	0.019878	0.208987	0.618365	0.60302	0.328296	0.225467	0	0.312432	0.153782	0.0157061	0.262616	0.171042	0.0955689	0.218974	0.246022	0.0802163	0	0.217682	0.321469	0.067094	0	0	0	0	0	0.0697532	0.641791
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000237.3.206f09d2-76dd-4938-b45e-439de4017881.fc.signal	0.55515	0.645013	0.573361	0.177678	0.12842	0.16183	0.12842	0.20963	0.256621	0.230752	0.24615	0.0101537	0	0	0	0	0	0	0.0672727	0.115095	0.240229	0.512311	0.55134	0.317087	0.195771	0.266565	0.401301	0.219176	0.0644012	0.247074	0.476716	0.0983484	0	0	0.257863	0.584184	0.596266	0.333242	0.261428	1.33032	1.88756	1.27413	0.887613	0.646402	0.341499	0.131415	0.0183353	0	0.663793
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000193.3.d5bec9f7-e2d1-494c-bb1b-19e47c2e4764.fc.signal	0.718717	0.348361	0.214815	0.31007	0.130062	0.149615	0.595402	0.659949	0.0155044	0	0.100632	0.529555	0.841248	1.03809	1.20338	0.524786	0	0.0999737	0.542597	1.5361	1.62113	0.0878228	0	0	0	0.447186	1.34063	0.822393	0.158291	0.514705	0.32104	0.295724	0.430143	0.161504	0	0.050667	0.505566	0.426074	0.466299	0.907272	1.14331	1.04585	2.53624	1.24927	0.371805	0.494855	0.470621	1.15608	0.455556
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003826.4.87afad01-d436-4b9f-ad87-b00cd4a79273.fc.signal	0.664443	0.554935	0.467176	0.230827	0.0767862	0.0090503	0.307345	0.347873	0.415758	0.501052	0.23665	0.445264	0.760277	0.97767	0.509838	0.490195	0.344525	0.309383	0.275643	0.017545	0	0	0	0.0729218	0.32811	0.404721	0.609269	0.758297	0.257337	0.315639	0.644142	0.487084	0.315275	0.468326	0.327536	0.54439	0.415129	0.189396	0.139667	0.0679733	0.296954	0.562691	0.354464	0.355356	0.609375	0.610442	0.32726	0.444439	0.4375
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000014.2.9c3ec4b2-7073-4306-8028-2374ba66f5d2.fc.signal	0.693146	0	0	0	1.46278	2.30057	0.545542	0	0	0	0	0	0	0.0593301	0.406632	0.431512	0	0	0	0	1.24177	0.384451	0.24005	0.450311	0	0	0	0	0	0.597509	0.844299	0.225308	0	0	0.245838	0.650094	1.85549	1.5397	0	0.0779387	0.572444	1.407	1.43166	1.98088	2.89546	1.16896	0.159255	0.282424	0.246575
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000070.3.0fa2831d-dcde-49f0-a77a-b0f556e7e04b.fc.signal	0.75486	0.482932	0	0	0	0	0	0	0	0	0	0	0	0.157992	0.51519	0.626887	0	0	0	0	0.101275	1.24349	0.31515	0	0	0	0	0	0	0.827814	1.23172	0.718376	1.04946	2.20958	1.28183	0.453542	1.13228	1.877	0.71088	0.0801407	0	0	0	0	0	0	0	0.240883	0.273159
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000270.2.61da4f23-1b17-4140-818d-1866ebdfc324.fc.signal	0	0	0	0	0	0	0	0.0874911	0.347454	0	0.173409	0.220575	0	0	0	0	0	0.103833	0.239231	0.203141	0	0.0991444	0.445486	0.230314	0.253679	0.0343198	0.18634	0.269784	0.025801	0.0111552	0.216003	0.386952	0.259269	0.308274	0.373473	0.308598	0.983431	0.597339	0.275404	0.400461	0.114888	0	0	0	0	0	0.377033	0.0721175	0.270968
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001905.1.38776233-86ec-4c86-bd21-d6388683dbd2.fc.signal	0	0	0	0	0	0.0494088	0.284437	0.362784	0.399368	0.417784	0.386138	0.337609	0.243141	0.216331	0.0956725	0.0348889	0	0	0	0	0	0	0	0	0	0.0796905	0.392701	0.379825	0.24697	0.0260521	0.101086	0.141908	0.007898	0	0	0.119461	0.253268	0.48435	0.315674	0.202584	0.457987	0.827468	0.471801	0.257086	0.648351	0.909915	0.746021	0.410002	0.169811
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000321.2.958c3b4f-844d-4f79-97b0-c208d576e212.fc.signal	1.12776	0.75243	0.256714	0.113799	0	0	0.312538	0.741857	0.847757	0.634722	0.0235144	0	0	0.385361	0.469832	0.16443	0	0	0	0	0.0470119	0.315387	0.795147	0.474453	0.323706	0.455023	0.523287	0.548653	0.167959	0	0	0	0	0	0.5121	0.560444	0	0	0	0	0	0	0.556439	0.889334	0.587517	0.316766	0.431219	0	0.378619
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001518.1.d72e83d5-d350-417f-b1bf-3eef4f93cc47.fc.signal	0	0	0	0	0	0.0845444	0.187494	0.132605	0.105004	0.379922	0.0987595	0	0	0.171469	0.191659	0.0946175	0	0	0	0.0431795	0.160439	0.220048	0.190718	0.194722	0.132576	0	0.155576	0.463311	0.481435	0.152735	0.0292251	0.145505	0.0749513	0	0	0	0	0	0	0	0.220765	0.379402	0.500457	0.510752	0.511281	0.333787	0.174115	0.0532293	0.267813
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000348.2.199c7007-224d-4e2c-9f9c-6b9a53277081.fc.signal	0.758625	0.389459	0.268273	0.4018	0.312511	0.48957	0.969014	0.90538	0.124191	0	0.264277	0.439525	0.485023	0.47415	0.530745	0.252819	0.108808	0.465173	0.443887	0.193996	0.206815	0.312995	0.304676	0.239153	0.838231	0.841693	0.374668	0.337233	0.238404	0.539963	0.537915	0.494999	0.252632	0.264243	0.0280523	0	0	0	0	0	0.0776892	1.41521	1.51785	0.719587	0.624587	0.576705	0.635679	0.850953	0.57599
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003843.4.4195ed0b-af56-4a96-a3b0-ca28cc05743c.fc.signal	0	0	0	0	0.172907	0.320222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103474	0.124221	0	0	0.536373	0.0762287	0	0	0	0.102444	0.421652	0.604174	0.544494	0.310249	1.16328	0.640968	0.387719	0.244798	0.45715	0.128213	0.150735	0.493344	0.420496	0.191571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001004.4.543a1493-290b-4269-abbe-6f5be0724415.fc.signal	0.912352	0.469102	0.435137	0.227225	0	0	0	0.363615	1.02605	0.0543653	0	0	0	0	0	0	0	0	0	0	0.0348555	0.525295	0.469799	0.509153	0.731003	1.08703	0.716408	0.448744	0.123027	0	0	0	0	0	0	0	0	0	0	0	0.148465	1.112	0.830119	0.253755	0.208014	0	0	0	0.309735
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004905.1.873de0f3-acac-48e1-806f-dd40d10b1225.fc.signal	1.44921	0.908738	0.739366	0.608198	0.621346	0.908335	0.750129	0.317033	0.0990887	0.329125	0.0278843	0.468948	1.21959	0.880398	0.649792	0.820198	1.01298	0.86598	0.297178	0	0	0	0.976801	1.65993	1.41149	0.631457	0.0252583	0	0.524807	1.06807	0.623877	0.947064	0.90074	0.5572	0.983425	1.37983	1.32182	0.767143	0	0	0.837057	0.989581	0.97419	0.797413	0.43683	0	0.220087	0.181962	0
