	chr1:69713642-69713791	chr1:69713792-69713941	chr1:69713942-69714091	chr1:69714092-69714241	chr1:69714242-69714391	chr1:69714392-69714491	chr1:69714492-69714541	chr1:69714542-69714691	chr1:69714692-69714841	chr1:69714842-69714991	chr1:69714992-69715141	chr1:69715142-69715211	chr1:69715212-69715291	chr1:69715292-69715351	chr1:69715352-69715441	chr1:69715442-69715591	chr1:69715592-69715741	chr1:69715742-69715831	chr1:69715832-69715891	chr1:69715892-69716041	chr1:69716042-69716191	chr1:69716192-69716341	chr1:69716342-69716491	chr1:69716492-69716571	chr1:69716572-69716641	chr1:69716642-69716791	chr1:69716792-69716941	chr1:69716942-69717091	chr1:69717092-69717241	chr1:69717242-69717291	chr1:69717292-69717391	chr1:69717392-69717541	chr1:69717542-69717691	chr1:69717692-69717761	chr1:69717762-69717841	chr1:69717842-69717991	chr1:69717992-69718141	chr1:69718142-69718291	chr1:69718292-69718441	chr1:69718442-69718591	chr1:69718592-69718718	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0.0430415	0.280651	1.68391	0.561303	0	0	0	0	0	1.11699	1.40887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0673563	1.68391	0.774598	0	0	0	0.279279
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.247527	0.0675172	0.379402	0.600934	0.281464	0.378729	0.38107	0.0076214	0.477843	0.697307	0.143029	0.684093	0.48146	0.119219	0	0	0.271082	0.541297	0.710107	0.475653	0.404604	0	0.155287	0.193648	0.157211	0.166637	0.30803	0.0729664	0.0123472	0.246175	0.282785	0	0.323878	0.431083	0.137732	0	0	0.12015	0.225681	0.41464	0.598302	0.759386
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	0.681181	0.46126	0.250273	0.271838	0.205865	0.138349	0.940042	1.02268	0.318001	0.14507	0.119625	0.662464	0.691823	0.461423	0.276454	0.523233	0.335167	0	0	0.244216	0.400919	0.387554	0.23111	0.397777	0.692391	0.466462	0.535	0.696889	0.963472	0.715147	0.225104	0.048228	0.228397	0.0572707	0	0.309147	0.37971	0	0.178715	0.118936	0	0.794689
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0.164931	0.158538	0.837178	1.1644	0.0191768	0	0.318207	0.290091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019178	0.362979	0.428153	0	0	0	0	0	0	0.232625	0.193248	0.388889
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.dbe74410-ef9b-4890-bc90-855bf41773d5.fc.signal	0.704617	0.0251374	0.257915	0.821382	0.398188	0.62003	0.654749	0.705536	0.497142	0.933805	0.524495	1.40759	0.826811	0.0269165	0.329645	0.637817	0.898617	0.398389	0.328391	0.422676	0.122483	0.158806	0	0	0.205526	0.936757	1.11117	0.306124	0.796715	0.235505	0	0.255068	0.657082	0.554994	0.413854	0.664415	0.200314	0.345143	0.0318679	0.304263	0.483701	0.627586
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0	0	0	0	0	0	0.256384	0.600813	0.479098	0	0	0	0	0	0	0.038846	0.38846	0.293503	0.848129	1.16537	0.222716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.607784
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001235.5.85b1d8ad-328c-45c6-9e3b-50e5e5e241e1.fc.signal	0	0.39939	0.810831	0.663132	0.116049	0.237374	0.492832	0.946868	0.723417	0.538042	0.0663139	0	0	0	0	0	0	0	0.120571	0.283341	0	0	0	0	0	0	0	0	0	0	0	0.00150713	0.327048	0.00645914	0	0	0.0979637	0.78069	0.693156	0.471648	0.325752	0.504274
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001488.1.a56d68df-e588-4449-af36-5380d7fb10c8.fc.signal	0.233449	0.572116	0.867718	0.272729	0.571391	0.452896	0.32695	0.376751	0.0037978	0	0.139462	0.343108	0.694579	1.11157	0.989624	0.862445	0.706638	0.608563	0.356015	0.478518	0.365819	0.84218	1.13462	0.0624433	0	0.137169	0.691367	0.401131	0.114463	0	0.129526	0.883037	0.795455	0.451478	0.0961074	0	0.312308	0.884816	1.36719	0.876953	0.785318	0.552381
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	0.353823	0.0177954	0.198269	0.476497	0.58727	0.54363	2.03401	1.9459	0.910189	0.472442	0.530919	0.284153	0.465399	0.628672	0.444126	0.173094	0.28216	0.0989722	0.103047	0.371825	0.22838	0.0744636	0.0347398	0.191023	0.404868	0.650402	0.139521	0	0.159688	0.29395	0.123459	0.382637	0.907666	0.421714	0	0	0.110169	1.07824	0.353554	0.659395	0.314785	0.792391
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003690.3.6941f4c2-9444-41d7-82bb-38a8112f3f75.fc.signal	0.164648	0.258361	0.375851	0.324463	0.363172	0.353137	0.399204	0.520526	0.628065	0.377326	0.249347	0.282367	0.294794	0.251252	0.51835	0.637931	0.189656	0.121462	0.363015	0.609775	0.674882	0.539505	0.62114	0.935997	1.06084	1.02459	0.753883	0.597975	0.1354	0.0775302	0.265879	0.681623	0.77359	0.483895	0.472857	0.553466	0.656784	0.85899	0.756864	0.559817	0.616584	0.442029
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003693.3.c56a1926-3d2b-458d-9800-4140f38e79d1.fc.signal	0.494923	0.738901	0.375153	0.243956	0.300869	0.378598	0.463275	0.550969	0.446044	0.457832	0.489995	0.586491	0.59391	0.580304	0.729993	0.882412	0.685457	0.410808	0.440511	0.515231	0.581541	0.732969	1.08638	0.853705	0.514386	0.244457	0.30634	0.512263	0.473667	0.377162	0.443943	0.568915	0.386533	0.174961	0.441736	1.19473	0.90026	0.151915	0.151419	0.243956	0.267094	0.428571
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001973.1.eb6b8116-681b-4ebd-8a3a-5c8e0b38a2a8.fc.signal	0.164212	0	0	0	0	0.396283	0.47044	0.44535	0.41519	0.0942967	0.478533	0.5452	0.915386	0.513596	0.266268	0	0.22584	0.825404	0.47267	0.779868	0.63428	0.389829	0.262105	0.0885789	0	0	0.29061	0.349776	0	0	0	0.517618	0.689436	0	0	0	0.374985	0.250372	0	0.184919	0.605806	0.80226
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003685.2.c2e20b49-142e-4797-9eba-5be0eab06323.fc.signal	0.343247	0.555873	0.102497	0.345978	0.411548	0.920173	0.876308	0.778875	0	0	0.261727	1.31765	0.966696	0.0670083	0.370517	0.72369	0	0.486141	2.3611	2.58581	0.897124	0.65747	1.00592	1.37171	0.90884	0.580213	0.51084	0.357903	0.0110367	0.473	0.95783	0.611747	0	0	0	0.843519	1.04849	0.105637	0.585325	0.453298	0.0926291	0.334821
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003678.3.8266b146-518b-415f-b011-597d6aa5064e.fc.signal	0.406959	0.224782	0.676458	0.87732	0.265365	0.237274	0.892943	0.982578	0.351355	0.205238	0.762877	0.887714	0.709702	0.518701	0.274875	0.0645007	0.2009	0.303238	0.367783	0.505482	0.48753	0.350758	0.15405	0.169785	0.686827	0.757636	0.207088	0.133191	0	0	0.145126	0.246627	0.53594	0.0557321	0.0819262	0.166466	0.0915493	0.119708	0.48813	0.958486	1.09397	0.288
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002063.1.43d53f41-e4a2-4421-b86f-0d0bce6de71d.fc.signal	0.360684	0.301989	0.47441	0.315677	0.305977	0.506824	0.38974	0.283518	0.537532	0.371261	0.425393	0.407348	0.115957	0.17503	0.170335	0.103466	0.570359	0.606472	0.300158	0.0862678	0.22238	0.388059	0.375405	0.229628	0.190476	0.648329	0.591256	0.468195	0.776524	0.494552	0.0992264	0	0.275771	0.391458	0.27125	0.30477	0.188714	0.137233	0.112681	0.148696	0.124863	0.771941
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002067.1.41844a41-a9d8-47e3-9699-651cca6131a4.fc.signal	0.277783	0.487665	0.0282832	0.426196	0.144811	0	0.545422	0.802139	0.406023	0.0791595	0	0	0	0	0	0.295045	0.0750083	0	0.0910768	0.833221	0.208823	0.144421	0.246335	0	0	0	0	0	0	0	0	0.145551	0.441789	0.350619	0.0478787	0	0	0.415826	0.615511	0.635949	0.319765	0.788792
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000233.3.2ce6c7a2-1501-4bf0-9209-c55a1327303d.fc.signal	0.153003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298851
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001990.1.db376d3b-ae63-4e49-80d2-dc3c632957a3.fc.signal	0.266456	0.256823	0.283917	0.171443	0.11712	0.0604717	0.325714	0.622583	0.219996	0	0	0.153734	0.235512	0.24214	0.171079	0.203037	0	0.0133184	0.363794	0.808206	0.357923	0.0877812	0.221171	0.228599	0.195419	0.192778	0.290442	0.175714	0	0	0.0315362	0.232919	0.262161	0	0	0	0	0.426072	0.215529	0.117629	0.372985	0.774834
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003683.3.0997810a-4867-4ba8-9534-ea6e95022077.fc.signal	0.44866	0.194737	0.257054	0.692558	0.995788	0.348961	1.13079	1.21913	0.3478	0.669621	0.610605	0.599229	0.475981	1.21073	1.797	1.57821	0.577147	0.246028	0.363448	0.713615	1.02563	1.15879	0.36904	0.524299	0.373833	0.531301	1.29859	0.99879	0.925004	0.171101	0.634243	0.195734	0	0	0	0.130843	0.515602	0.273282	0.178801	0.771822	0.694827	0.419162
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002065.1.86df225b-3e1d-4a7a-bbec-4e5619ad713f.fc.signal	0.321151	0.00765813	0.350313	0.534047	0.224337	0	0.163479	0.32149	0.331169	0.25113	0.814062	1.03533	0.607659	0.364039	0.0778219	0	0	0.476289	0.773602	0.461596	0	0	0	0.109806	0.716459	0.631936	0	0.29258	0.463022	0.345028	0.138505	0.274378	0.211499	0.147308	0.515621	0.575678	0.0418128	0	0.26976	0.202786	0	0.785102
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000235.3.e718e383-8624-4fbc-ae80-8a013cf8e0a0.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.379695	0.484775	0.0600709	0.298246
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003679.3.5e5b25af-d97d-461f-8d8a-fbde27405ef2.fc.signal	0.691221	0.744534	0.305368	0.532259	0.735383	0.774918	0.34469	0.594745	0.708699	0.912797	0.756521	1.38671	1.65288	1.71203	1.59792	0.694922	0.944945	0.338566	0.549265	0.671976	0.753275	0.630607	1.0424	1.091	0.752467	1.05434	1.26625	1.21246	0.843861	0.438428	0.25505	0.0202107	0	0.0236229	0.291255	0.58924	0.310658	0.693981	0.540541	0.448615	0.634558	0.297468
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003691.3.d84b63c8-b66b-45e3-807a-f78312228ee9.fc.signal	0.328772	0.278648	0.390349	0.954814	0.983743	0.840039	0.643415	1.16944	0.225396	0.749937	0.736816	0.976641	0.828583	0.556985	0.523836	1.41381	0.534347	0.211079	0.619728	1.51006	0.990096	0.457563	0.673001	0.504431	0.138675	0	0	0	0.129351	0.368838	1.13154	0.459441	0.348503	0.19608	0.0658302	0.121969	0.246831	0.323196	0.147876	0.105638	0.224346	0.39604
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002086.1.e94dc50d-5d07-421e-95e0-6d1d792d2f56.fc.signal	0	0	0.155114	1.07467	0.105301	0	0	0.476286	0.608112	0	0	1.92377	5.68289	4.89178	2.00846	0.0039774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.803738	0.89489	0	0	0	0	0	0	0	0.788785
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000236.3.a73b7d7a-72c8-4781-91d5-38a6f8ee33c5.fc.signal	0.602869	0.0605787	0.366556	0.371101	0.0651221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513514
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000230.3.ca8ee125-6019-4b2e-8f95-2ea50380d6a6.fc.signal	0	0	0.803545	1.73021	0.706342	0.748463	2.1709	2.85139	1.18803	0.138244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.287938
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000987.6.8acf33db-7deb-4ee2-849a-9a31ff1a6d2b.fc.signal	0.260689	1.44842	1.10577	0.270447	0	0	0	0	0.182989	0.19423	0.185636	1.12684	1.11036	0.510706	0.322438	0.329587	0	0.0352501	0.665185	1.10296	1.06662	0.493517	0	0	0.0396389	0.722442	0.110155	0	0	0	0	0.0853719	0.337155	0.312646	0.103272	0	0.206422	0.876312	0.733622	1.45905	1.66036	0.597015
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00004641.3.6bdfceff-da00-46c6-af8d-4738c1100d68.fc.signal	1.14447	0.352712	0.865472	0.575343	1.11362	0.983244	0.868619	1.0233	1.25086	0.881481	0.768004	0.484391	0.567447	0.800929	1.56123	1.51081	0.85373	0.305213	0.414497	0.867373	0.674341	0.640927	0.593926	0.484887	0.37117	0.669377	0.897066	0.520911	0.342724	0.664406	0.705274	0.731564	0.348314	0.326115	0.245838	0.678604	0.657304	0.226648	0.507635	0.801192	0.440898	0.503916
