	chr3:85976664-85976813	chr3:85976814-85976963	chr3:85976964-85977113	chr3:85977114-85977263	chr3:85977264-85977413	chr3:85977414-85977563	chr3:85977564-85977713	chr3:85977714-85977863	chr3:85977864-85978013	chr3:85978014-85978163	chr3:85978164-85978313	chr3:85978314-85978463	chr3:85978464-85978613	chr3:85978614-85978763	chr3:85978764-85978843	chr3:85978844-85978913	chr3:85978914-85979063	chr3:85979064-85979133	chr3:85979134-85979213	chr3:85979214-85979363	chr3:85979364-85979513	chr3:85979514-85979663	chr3:85979664-85979813	chr3:85979814-85979913	chr3:85979914-85979963	chr3:85979964-85980113	chr3:85980114-85980263	chr3:85980264-85980413	chr3:85980414-85980563	chr3:85980564-85980713	chr3:85980714-85980863	chr3:85980864-85981013	chr3:85981014-85981163	chr3:85981164-85981313	chr3:85981314-85981463	chr3:85981464-85981613	chr3:85981614-85981763	chr3:85981764-85981783	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0	0	0.556654	0.306701	0	0	0	0.169799	0.943153	0.720437	0	0.300372	1.13449	0.111817	0	0.461488	0.598428	0	0.33875	0.402542	0	0	0	0	0	0	0	0.0170022	0.85011	0.0680088	0	0	0	0	0.657461	0.957803	0.440281	0.58084	0.569444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.269912	0.932783	0.57853	0.266152	0.294905	0.330374	0.806611	0.345358	0.214841	0.268906	0.226074	0.821234	0.950254	0.37574	0.547625	0.590404	0.865832	0.616328	0.498562	0.503557	0.724731	0.684269	0.662972	0.720437	0.575807	0.518298	0.450093	0.237705	0.44063	0.36891	0.12536	0.238699	0.827586	0.680844	0.484257	1.00106	0.572186	0.47864	0.484704
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000221.3.c3b55191-0fbe-42ec-a1e0-0d7c8c410fde.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19557	1.68391	0.279503
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002076.1.d82f15eb-8d9c-43cf-9741-0ee88b2ded27.fc.signal	0.313069	0.332197	0.346438	0.0573056	0.129275	0.279811	0.317845	0.19881	0.27546	0.935241	0.646107	0.195079	0	0	0	0.623436	0.491528	0.0860119	0.133575	0.0528703	0	0.494218	0.187817	0	0.10976	0.447213	0.20145	0	0	0	0.269807	0.751012	0.300602	0	0	0	0	0	0.0756558
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001997.1.9ddbde16-a8c7-4357-85a1-25b734b0a68e.fc.signal	0.358384	0.579083	0.362236	0.0070576	0	0.0194125	0.18789	0.390822	0.558081	0.31131	0.496583	0.343664	0.148823	0.218988	0.319002	0.214594	0.373107	0.420294	0.241852	0.695178	0.839833	0.486563	0.290927	0.008284	0	0	0.12441	0.102695	0	0	0	0.133343	0.152517	0.0678842	0.52797	0.433519	0.829307	0.999371	0.155967
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001002.4.9865a077-d036-4354-ba4b-3498c98e7bc1.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19413	0.29267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0882188	0.109954	0.374499	0.95854	0.372487
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000864.3.dbe74410-ef9b-4890-bc90-855bf41773d5.fc.signal	0.512974	0.811122	0.442479	0.945377	0.415108	0.414574	0.672632	0.384708	0.212425	0.705062	0.947933	0.673588	0.130105	0.692393	0.685155	0.740339	0.974725	0.642776	0.668888	0.589468	0.307867	0.643421	0.0577272	0.659954	1.34719	0.565409	0	0	0.213123	0.762485	0.635352	0.0605751	0.423618	0.586692	0.248724	1.09456	1.49605	1.73495	0.456026
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000240.3.9179d535-0d76-4d04-b0d0-678ad03f04b2.fc.signal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0339903	0.771361	0.771731	0.0332966	0	0	0	0	0	0	0.396225	0.77691	0.256381	0	0	0	0	0	0	0	0	0.435072	0.655196	0.38846	0.319703
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000775.1.45140bd1-90fe-4a64-8e67-977bea385e45.fc.signal	0.204128	0.234217	0.259994	0.364342	0.249239	0.120677	0.0422451	0.594402	0.56282	0.606323	0.551807	0.421708	0.835463	0.601572	0.357911	0.639656	0.547492	0.23817	0.375558	0.910513	0.53818	0.399604	0.191062	0.262297	0.347345	0.304521	0.365817	0.0536283	0	0.025905	0.353095	0.142214	0.342995	0.672025	0.375771	0.165332	0.469127	0.695653	0.673611
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00002005.1.3f273eb1-d109-4260-952a-5ac2e044448b.fc.signal	0.210606	0.0163338	0.176653	0.0088188	0.111052	0.0880416	0.0156773	0.668355	1.04598	0.38998	0.590691	0.705283	0.160556	0.0362546	0.268844	0.442332	0.273223	0.268383	0	0	0.106971	0.50769	0.0571687	0.0829332	0.311291	0.343404	0.281988	0.0770809	0.278481	0.248819	0.433483	0.0780447	0.255411	0.0219808	0.368352	0.623352	0.530879	0.30716	0.18457
