	chr10:128112428-128112577	chr10:128112578-128112727	chr10:128112728-128112877	chr10:128112878-128113027	chr10:128113028-128113177	chr10:128113178-128113327	chr10:128113328-128113477	chr10:128113478-128113627	chr10:128113628-128113777	chr10:128113778-128113927	chr10:128113928-128114077	chr10:128114078-128114227	chr10:128114228-128114377	chr10:128114378-128114527	chr10:128114528-128114677	chr10:128114678-128114827	chr10:128114828-128114977	chr10:128114978-128115127	chr10:128115128-128115277	chr10:128115278-128115427	chr10:128115428-128115577	chr10:128115578-128115727	chr10:128115728-128115877	chr10:128115878-128116027	chr10:128116028-128116177	chr10:128116178-128116327	chr10:128116328-128116477	chr10:128116478-128116627	chr10:128116628-128116777	chr10:128116778-128116927	chr10:128116928-128117077	chr10:128117078-128117227	chr10:128117228-128117377	chr10:128117378-128117527	chr10:128117528-128117677	chr10:128117678-128117827	chr10:128117828-128117977	chr10:128117978-128118127	chr10:128118128-128118207	chr10:128118208-128118277	chr10:128118278-128118427	chr10:128118428-128118507	Expression
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001375.1.3bc522e1-a1c6-492a-9fb9-e63c8afd2709.fc.signal	0	0.0752225	0.166052	0	0	0.0955503	0.238943	0.701045	0.288157	0.10007	0.377786	0.339273	0.250745	0.246255	0.164388	0.0363564	0.559774	0.0762972	0.250602	0.136943	0	0.170979	0.232525	0.207885	0.0214923	0.261588	0.186326	0.289827	0.28626	0	0	0	0.105762	0.359532	0.154747	0.157954	0.501236	0.0150444	0	0	0	0	0.572668
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003818.1.d9959e98-a5a9-490f-a9f0-358a1a711d27.fc.signal	0.1721	0.0431351	0.424972	0.125768	0	0	0	0	0	0.282529	0.885962	0.341447	0.52834	0.0353186	0.197906	0.0305873	0.49747	0.773652	0.212795	0.292071	0.0406853	0	0.136254	0.718099	0.989972	0.754387	0.484453	0.0971494	0.332963	0.658787	0.0833029	0.52447	0.627263	0.415134	0	0	0.159134	0.815774	0.56335	0.0836953	0.00371173	0.539187	0.152685
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001961.2.993ec17f-4277-433d-a284-3906706ac1fe.fc.signal	0.352226	1.33881	0.538369	0.484374	0.163582	1.06053	0.68377	0.414542	1.33188	2.00761	2.26959	1.37685	0.0632052	1.79151	1.33453	1.05224	0.669684	0.438928	0.276291	0.363804	1.49174	0.186949	0	0	0	0.476517	0.476785	0.0324464	0.694288	1.19736	0.0656619	0.194248	1.26068	0.303282	0	0	0	0	0	0	0.685889	2.45451	0.362319
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003816.1.4569d4d8-c896-418a-b870-e7afcf72b7d3.fc.signal	0.547133	0.233951	0.541981	0.458496	0.43741	0.102779	0.116739	0.23801	0.320592	0.417957	0.651719	0.451112	0.323457	0.468431	0.110013	0.249708	0.148053	0.0482279	0.13511	0.233497	0.178814	0.0824595	0.14484	0.196916	0.752221	0.314846	0.783244	0.532636	0.357659	0.0073148	0	0.0209467	0.531041	0.607764	0.297254	0.133977	0.136986	0.00399267	0	0	0	0.0885432	0.637427
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000949.6.4e9958ba-8dfc-4908-9654-b8c3286ec999.fc.signal	0.436376	0	1.08657	1.24763	0.0450696	1.497	0.208016	1.17063	0.190982	0	0.402138	0.813767	1.23345	0.983732	0.057504	0.747634	1.43759	2.78873	0.307047	1.43117	0.23853	0	0.259257	0.14744	0.308034	0.407096	0.78523	0.0527142	0	0	0.354619	0.454843	0.754713	0.0113348	0	0	0.586072	0.0694863	0	0	0	0	0.332248
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00003680.3.ef220820-5419-4b81-b030-ce292c6089b7.fc.signal	0.206435	0.337163	0.597448	0.854578	1.08618	0.962016	0.324683	0.342197	0.219354	0.175943	0.315947	0.462388	0.303307	0.340672	0.356609	0.635478	0.657085	0.957543	0.669236	0.625532	0.70232	0.767458	1.01774	0.476231	0.125165	0.22872	0.100174	0.12842	0.453776	0.517937	0.142661	0.0923147	0.179496	0.156274	0.498677	0.802365	0.684642	0.270642	0.54509	0.563465	0.269375	0.540315	0.227444
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001008.4.aa01f6f8-93b0-4f0b-8191-bde89d903aa4.fc.signal	0.311441	0.267172	0.56809	1.15334	0.506838	0.0308271	0.226188	0.150737	0.353587	0.405581	0.374179	0.322038	0.0967652	0.617969	0.347477	0.0714981	0.169897	0.107856	0.443276	0.299983	0.210207	0.266546	0.142118	0.534014	0.180864	0.287426	0.619488	0.71366	0.336913	0.0524518	0.421011	0.227636	1.3554	0.544226	0	0.0444073	0.651034	0.376717	0.603944	0.418106	0.533949	0.2568	0.0956229
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00001954.2.c4a67634-cf89-4945-bb82-26e2fddb3f3f.fc.signal	0.429449	0.139383	0.437896	0.213903	0.542865	0.210941	0.11073	0.205621	0.233544	0.489307	0.498123	0	0.115761	0.306053	0	0	0.0758935	0.348336	0.0101675	0.0937078	0.153282	0.120577	0.253492	0.14287	0.156798	0.106792	0.287515	1.06627	0.366073	0	0.0392188	0.225765	0.159542	0	0.156533	0.114427	0.0721331	0.416677	0.443698	0.287377	0.0200809	0.0125327	0.323847
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000195.3.5458814b-5fa1-4409-81d6-3110fe5029f7.fc.signal	0	0	0	0.0126883	0.685166	0.595101	0	0.398658	0.328745	0.489856	0.889624	0.348201	0	0.224366	0.255694	0.477102	0.30581	0.467107	0.364253	0	0	0	0	0	0.0445785	0.627086	0.766234	0.945948	0.0380648	0	0	0.300378	0.340659	0	0.368231	1.02979	0.744676	0.305487	0	0	0	0	0.567568
ihec.chipseq.ihec-chipseq-containerv1.1.4.IHECRE00000943.7.b97e43e6-4dfc-4f07-88bb-76ebefe1ddac.fc.signal	0.321753	0.605108	0.824219	0.549638	0.642531	0.700211	0.665698	0.898753	0.703548	0.486461	0.448798	0.262001	0.546776	0.546654	0.577421	0.834377	0.682756	1.07202	0.78027	0.950935	0.484467	0.57624	0.814756	0.392055	0.197067	0.630602	0.924637	1.00954	0.132022	0	0	0.411651	0.846833	0.680324	0.0851705	0.22686	0.565283	0.276094	0.319197	0.00505571	0.0956487	0.890632	0.364198
